estimator,bucket,qlike,mse,rmse,mae,hmse,hmae,oos_r2,mz_beta,mz_r2,n,incumbent_qlike,dm,dm_p,dm_mean_diff,dm_better
ridge,baseline,0.12982502356139125,5.325930664405756e-10,2.3077977953897425e-05,4.564466054915234e-06,0.2892393225760214,0.3838164263133358,-0.01808543484820846,0.9801883923112273,0.5551168864693188,9363,0.12989795626336817,-0.20116753617674188,0.8405675749464205,-7.293270197691732e-05,a
