segment,estimator,train_win,back_transform,deck_days,pct_buy,Sharpe_mid,Sharpe_crossed,ridge_Sharpe_mid_same_days
bar1600,reclasso,500,clock,866,33.71824480369515,0.9262401350045213,0.4539462757752458,1.3383216004229939
bar1600,reclasso,500,raw,866,35.45034642032333,1.0194400590824617,0.5476543575959674,1.3383216004229939
bar1600,reclasso,2000,clock,866,38.91454965357968,1.1141644092598006,0.6429705722444229,1.3383216004229939
bar1600,reclasso,2000,raw,866,40.069284064665126,1.2007660751713862,0.7299938864983109,1.3383216004229939
bar1600,reclasticnet,500,clock,866,32.44803695150115,0.8578222786530633,0.38578727051921874,1.3383216004229939
bar1600,reclasticnet,500,raw,866,34.98845265588915,0.7762529302758477,0.304391481732339,1.3383216004229939
bar1600,reclasticnet,2000,clock,866,38.106235565819865,1.0537016570872157,0.5814327259051001,1.3383216004229939
bar1600,reclasticnet,2000,raw,866,38.68360277136259,1.3563936875026976,0.8848817495784491,1.3383216004229939
bar1600,ridge,500,clock,866,33.8337182448037,1.0925824780475246,0.6209034296206655,1.3383216004229939
bar1600,ridge,500,raw,866,35.45034642032333,1.0892151421970817,0.6171224732261111,1.3383216004229939
bar1600,ridge,2000,clock,866,38.22170900692841,1.2118919019077454,0.7430490814258885,1.3383216004229939
bar1600,ridge,2000,raw,866,38.33718244803695,1.43597657256513,0.9677474900990822,1.3383216004229939
none,reclasso,500,clock,866,30.369515011547342,0.6599188268706849,0.1863612969276184,1.3383216004229939
none,reclasso,500,pooled,866,37.87528868360277,0.605801851929378,0.1360354170126201,1.3383216004229939
none,reclasso,500,raw,866,34.64203233256351,0.5457952015516133,0.07367023769873973,1.3383216004229939
none,reclasso,2000,clock,866,34.06466512702079,1.3781917841455829,0.9031947273658908,1.3383216004229939
none,reclasso,2000,pooled,866,41.224018475750576,1.1455193986773278,0.6768567560708237,1.3383216004229939
none,reclasso,2000,raw,866,38.91454965357968,1.12960910837996,0.6585223448077681,1.3383216004229939
none,reclasticnet,500,clock,866,29.561200923787528,1.0793361611685142,0.6047633004503341,1.3383216004229939
none,reclasticnet,500,pooled,866,37.99076212471132,0.7693952683936428,0.29932628120953003,1.3383216004229939
none,reclasticnet,500,raw,866,34.75750577367205,0.7188621973706063,0.24686154906357338,1.3383216004229939
none,reclasticnet,2000,clock,866,34.41108545034642,1.28457834516333,0.8097146335792418,1.3383216004229939
none,reclasticnet,2000,pooled,866,41.339491916859124,1.1173386366991496,0.648576350344945,1.3383216004229939
none,reclasticnet,2000,raw,866,38.68360277136259,1.026655744350526,0.5547312402441903,1.3383216004229939
none,ridge,500,clock,866,29.676674364896073,0.9609546475652919,0.48694977020218716,1.3383216004229939
none,ridge,500,pooled,866,37.644341801385686,0.9032788499275718,0.4339044917894982,1.3383216004229939
none,ridge,500,raw,866,35.56581986143187,0.9750660864330329,0.5037613548769,1.3383216004229939
none,ridge,2000,clock,866,34.41108545034642,1.5412386127622388,1.0668031409753518,1.3383216004229939
none,ridge,2000,pooled,866,41.801385681293304,1.241931687592791,0.7737382019144975,1.3383216004229939
none,ridge,2000,raw,866,38.91454965357968,1.1325844839310846,0.6609671269085514,1.3383216004229939
rth,reclasticnet,500,clock,866,28.060046189376443,0.7476808945405853,0.2695380182013398,1.3383216004229939
rth,reclasticnet,500,raw,866,29.214780600461893,0.7903452254598343,0.3124261556202681,1.3383216004229939
rth,reclasticnet,2000,clock,866,35.21939953810623,1.1936476800961546,0.7205115620840156,1.3383216004229939
rth,reclasticnet,2000,raw,866,37.52886836027714,1.1509294381164341,0.6790086914735707,1.3383216004229939
rth,ridge,500,clock,866,32.67898383371824,1.0744317267919672,0.6005065615362555,1.3383216004229939
rth,ridge,500,raw,866,35.68129330254042,1.0596457459092097,0.5873804861491693,1.3383216004229939
rth,ridge,2000,clock,866,35.79676674364896,1.0188250785110673,0.5481373129121712,1.3383216004229939
rth,ridge,2000,raw,866,38.4526558891455,1.41613785602409,0.9471561362066605,1.3383216004229939
