date,horizon,true_adj,pred_adj,true_raw,pred_raw
2012-05-31 13:30:00,1,1.5270812799889453,1.257599008998376,6.859894634452061e-06,4.888406381829116e-06
2012-06-01 13:30:00,1,1.056231400733378,1.032905758414351,3.5801745967805754e-06,3.681251310837674e-06
2012-06-04 13:30:00,1,1.013889606903627,0.9925946218533521,3.421631002009595e-06,3.546447744673774e-06
2012-06-05 13:30:00,1,0.8950764563763459,1.3308262197707128,2.6996351242855732e-06,6.238319409940382e-06
2012-06-06 13:30:00,1,0.5715704687962918,0.6957174240381924,1.086992477638862e-06,1.8774071415803793e-06
2012-06-07 13:30:00,1,0.8156413700842791,1.0881695011618486,2.1859805362887044e-06,4.154432316508216e-06
2012-06-08 13:30:00,1,0.934248418678854,0.8757341792990374,2.50805355047222e-06,2.4342544857340143e-06
2012-06-11 13:30:00,1,1.0092060824018605,0.8110225153097737,2.941394145451993e-06,2.131281696773879e-06
2012-06-12 13:30:00,1,1.1829960347016089,0.8736632244380226,4.134133602413409e-06,2.4917847968011084e-06
2012-06-13 13:30:00,1,1.002927312705919,0.9191111933891096,3.083202790946847e-06,2.8353156113786264e-06
2012-06-14 13:30:00,1,0.84494260431329,0.6957887735448708,2.217485243024878e-06,1.752888216818509e-06
2012-06-15 13:30:00,1,0.7184639147123408,0.5225834257512854,1.6158399203942214e-06,1.106005727742527e-06
2012-06-18 13:30:00,1,0.6648747610639129,1.0467634238394194,1.3314972616120541e-06,3.5419795840766817e-06
2012-06-19 13:30:00,1,0.45202420003458066,0.5322455565782029,5.991064123111857e-07,1.0658594583156518e-06
2012-06-20 13:30:00,1,1.782570115963695,1.5208486667655587,8.932188596693543e-06,6.727366017071876e-06
2012-06-21 13:30:00,1,1.1003692055824887,0.9545041312913998,3.74897236880728e-06,3.0693245502532234e-06
2012-06-22 13:30:00,1,0.7438636381745678,0.6400758576566818,1.6902673557774685e-06,1.4965722852882347e-06
2012-06-25 13:30:00,1,0.825550343935792,0.6928639641958774,1.967945827537185e-06,1.6178455374415794e-06
2012-06-26 13:30:00,1,0.6336136380725851,0.9507276639984295,1.177124570210564e-06,2.8854738995313874e-06
2012-06-27 13:30:00,1,0.585139086613474,0.7455416476947309,9.811972250161845e-07,1.8227866786532361e-06
2012-06-28 13:30:00,1,0.8111497442711427,0.8151534880504677,1.8673909622194835e-06,2.1135665183476827e-06
2012-06-29 13:30:00,1,0.45101463040635725,0.6462179512924007,5.2653982067925e-07,1.2886248287765675e-06
2012-07-02 13:30:00,1,0.42524345629070537,0.7406019681089258,4.400471369875814e-07,1.5299601540461953e-06
2012-07-03 13:30:00,1,0.6713596587762807,0.7111385840375226,1.02962404370479e-06,1.3385211326665006e-06
2012-07-05 13:30:00,1,0.5909955099400027,0.7527977420985847,7.68713405722597e-07,1.423817944061219e-06
2012-07-06 13:30:00,1,0.9085251392676993,0.7130866572522107,1.8035090115984164e-06,1.2863318475835704e-06
2012-07-09 13:30:00,1,0.8947261009950287,0.7473418888029184,1.733831157198353e-06,1.3834246417386266e-06
2012-07-10 13:30:00,1,1.0467984638068901,0.8001818008122394,2.3308814228805227e-06,1.5326356058884353e-06
2012-07-11 13:30:00,1,1.008355955321354,0.8252616351767553,2.131788990724584e-06,1.5961111955502592e-06
2012-07-12 13:30:00,1,1.522765242956832,0.8966557851511767,4.629482224240344e-06,1.7653313606643124e-06
2012-07-13 13:30:00,1,0.7817511529591934,0.6153634847007876,1.291747958069702e-06,9.699697675661707e-07
2012-07-16 13:30:00,1,0.9745446606996508,0.7300014865328225,1.9634872290573887e-06,1.2675838127377467e-06
2012-07-17 13:30:00,1,1.0102192520513458,1.0790746349607723,2.1276102882455403e-06,2.594781529642869e-06
2012-07-18 13:30:00,1,0.5924853047999489,0.6235653866161917,7.458130323654146e-07,9.96561459831257e-07
2012-07-19 13:30:00,1,0.8549195038054722,0.7970840291692255,1.5581960877588245e-06,1.5255408962287831e-06
2012-07-20 13:30:00,1,0.9883780263868157,0.9728560176693006,1.7224779560405435e-06,1.8102598456871898e-06
2012-07-23 13:30:00,1,0.971544106120798,1.2934646377570282,1.5686634028408906e-06,2.913771485586366e-06
2012-07-24 13:30:00,1,1.300673660718217,1.3883793485921057,2.8012353391209795e-06,3.324594093952359e-06
2012-07-25 13:30:00,1,1.0352589000842127,1.2824359276104411,1.8192967487337075e-06,2.9279370386135054e-06
2012-07-26 13:30:00,1,1.0411272512617784,1.102727218071296,1.8747845210112186e-06,2.2419571183056044e-06
2012-07-27 13:30:00,1,2.342677632522327,0.7553086457851186,9.737448344453086e-06,1.1545510391002685e-06
2012-07-30 13:30:00,1,0.8723792906946983,1.1453275954219357,1.649775291453637e-06,3.0175474308750323e-06
2012-07-31 13:30:00,1,0.8299061578098721,1.0404379812974955,1.5333559834417744e-06,2.5886123480136156e-06
2012-08-01 13:30:00,1,0.6593591687656344,0.8081192147631019,9.916629893739433e-07,1.672600085947089e-06
2012-08-02 13:30:00,1,0.9589165561544394,1.6003366783921655,2.0956565159251057e-06,6.019729328931225e-06
2012-08-03 13:30:00,1,0.5498254996056701,0.6019677928521457,7.090398320187843e-07,1.0380656509025017e-06
2012-08-06 13:30:00,1,0.4671137661171879,0.6880897078332671,4.998194509150949e-07,1.2683470934565542e-06
2012-08-07 13:30:00,1,0.4208891908187895,0.6102603505644664,3.948617744413185e-07,1.0089441877608214e-06
2012-08-08 13:30:00,1,0.8282700048645976,0.7095632359246868,1.4627532199330377e-06,1.2445782569346952e-06
2012-08-09 13:30:00,1,0.6084714244621565,0.8740193913045832,7.770338843416929e-07,1.7716280661878614e-06
2012-08-10 13:30:00,1,0.6545799445958631,0.7583036114121522,7.99635287469984e-07,1.2228539958416262e-06
2012-08-13 13:30:00,1,0.5588725614788738,0.6811054596488189,5.75212137485252e-07,1.0020896670623393e-06
2012-08-14 13:30:00,1,0.771275583539228,0.7536310317105592,1.05423144823326e-06,1.1487275839400398e-06
2012-08-15 13:30:00,1,0.48342274720280615,0.5726906643836369,4.0162038257249647e-07,7.015141863288769e-07
2012-08-16 13:30:00,1,0.5658489776809105,0.5842497960113262,5.447430286065629e-07,7.172415637899651e-07
2012-08-17 13:30:00,1,0.4667171013009721,0.502771038071865,3.5955594249687834e-07,5.496812815251586e-07
2012-08-20 13:30:00,1,0.5473131964401875,0.6010041973303422,4.74046394865828e-07,6.985765664889307e-07
2012-08-21 13:30:00,1,0.9888745906452943,0.8877112150517209,1.4939829841598378e-06,1.3265150848046207e-06
2012-08-22 13:30:00,1,0.8172899817885142,0.9660289991303225,9.768462047703614e-07,1.4820796315482195e-06
2012-08-23 13:30:00,1,1.3652086873755866,1.0258115314718892,2.6471538126711766e-06,1.60851685015173e-06
2012-08-24 13:30:00,1,0.6396107941420275,0.8879360582902978,5.968477572096498e-07,1.2673034765731154e-06
2012-08-27 13:30:00,1,0.7400326320660628,0.7822884955094822,5.486842916328549e-07,6.935119071160903e-07
2012-08-28 13:30:00,1,1.0759866819619837,0.8701430150015708,1.096198210270455e-06,7.928587499943677e-07
2012-08-29 13:30:00,1,1.2085996375892032,0.6869015397802741,1.3511293330110234e-06,5.106448847398507e-07
2012-08-30 13:30:00,1,1.077226907163537,0.8471161130829145,1.094218984364016e-06,7.523185799655894e-07
2012-08-31 13:30:00,1,1.6395480200774297,1.3867674949477262,2.4001684712956767e-06,1.788753703910835e-06
2012-09-04 13:30:00,1,0.8594050404094411,1.1089166786604485,7.219126209144671e-07,1.2803677621933586e-06
2012-09-05 13:30:00,1,0.8141843460443767,1.0111722237048713,6.553005583446371e-07,1.0900615255097606e-06
2012-09-06 13:30:00,1,0.5364356103451643,1.0290782307483899,2.882131530416513e-07,1.1410106383984053e-06
2012-09-07 13:30:00,1,0.8944999873821589,0.7556348929045571,7.543921787133137e-07,6.139859021559268e-07
