segment,estimator,train_win,back_transform,deck_days,pct_buy,Sharpe_mid,Sharpe_crossed,ridge_Sharpe_mid_same_days
bar1600,reclasso,500,clock,866,36.83602771362587,1.3778778190556935,0.9094772193546796,1.3383216004229939
bar1600,reclasso,500,raw,866,36.83602771362587,1.4273824425639654,0.9587698238577381,1.3383216004229939
bar1600,reclasso,2000,clock,866,40.7621247113164,1.711766074201905,1.2489362163123683,1.3383216004229939
bar1600,reclasso,2000,raw,866,40.993071593533486,1.7007971468454077,1.237811686268674,1.3383216004229939
bar1600,reclasticnet,500,clock,866,35.45034642032333,0.6783494967563786,0.20528261098554976,1.3383216004229939
bar1600,reclasticnet,500,raw,866,35.79676674364896,0.7569792728059397,0.2828615627906897,1.3383216004229939
bar1600,reclasticnet,2000,clock,866,38.68360277136259,1.7974129035680035,1.331316867758894,1.3383216004229939
bar1600,reclasticnet,2000,raw,866,39.4919168591224,1.8903977044010467,1.425619404932454,1.3383216004229939
bar1600,ridge,500,clock,866,37.99076212471132,1.079842006194587,0.6075628647495948,1.3383216004229939
bar1600,ridge,500,raw,866,38.68360277136259,1.0880434771572611,0.6139881251481664,1.3383216004229939
bar1600,ridge,2000,clock,866,39.607390300230946,1.9261397442384343,1.4572840351411271,1.3383216004229939
bar1600,ridge,2000,raw,866,40.300230946882216,1.9127548247626733,1.4434185793547407,1.3383216004229939
none,reclasso,500,clock,866,26.32794457274827,1.234619818535567,0.7520101318342286,1.3383216004229939
none,reclasso,500,pooled,866,33.71824480369515,1.5464909740221058,1.0734617096156307,1.3383216004229939
none,reclasso,500,raw,866,31.062355658198616,1.2477364272166096,0.767970968550841,1.3383216004229939
none,reclasso,2000,clock,866,34.52655889145497,1.8930001154245375,1.4201248754780325,1.3383216004229939
none,reclasso,2000,pooled,866,42.147806004618936,1.1495169774212919,0.6820358155688352,1.3383216004229939
none,reclasso,2000,raw,866,39.03002309468822,1.464341571170715,0.9953351652885631,1.3383216004229939
none,reclasticnet,500,clock,866,25.635103926096996,1.2202512448690714,0.7374651411223501,1.3383216004229939
none,reclasticnet,500,pooled,866,33.25635103926097,1.6172620774856468,1.1441110792675293,1.3383216004229939
none,reclasticnet,500,raw,866,30.2540415704388,1.3218760621538177,0.8412420146442214,1.3383216004229939
none,reclasticnet,2000,clock,866,33.8337182448037,1.6938611600853604,1.2156370733519006,1.3383216004229939
none,reclasticnet,2000,pooled,866,43.071593533487295,1.3474110966995012,0.8822526689036022,1.3383216004229939
none,reclasticnet,2000,raw,866,39.37644341801386,1.6591246926294427,1.1916894119044161,1.3383216004229939
none,ridge,500,clock,866,26.096997690531175,1.267273591764635,0.7843790340980747,1.3383216004229939
none,ridge,500,pooled,866,33.37182448036952,1.6009769068514772,1.1276180723688929,1.3383216004229939
none,ridge,500,raw,866,30.600461893764436,1.2127589398954957,0.7323820065618367,1.3383216004229939
none,ridge,2000,clock,866,34.18013856812933,1.6876412363639373,1.2092299954040078,1.3383216004229939
none,ridge,2000,pooled,866,41.916859122401846,1.3939225538946698,0.92796702144978,1.3383216004229939
none,ridge,2000,raw,866,39.03002309468822,1.3399729252975014,0.8663081880779964,1.3383216004229939
rth,reclasticnet,500,clock,866,29.907621247113163,0.42523236107806683,-0.0483529241680771,1.3383216004229939
rth,reclasticnet,500,raw,866,30.600461893764436,0.9279509488519042,0.45010653063326755,1.3383216004229939
rth,reclasticnet,2000,clock,866,35.56581986143187,1.2677007339970767,0.7932399820468782,1.3383216004229939
rth,reclasticnet,2000,raw,866,37.06697459584296,1.4803251219809859,1.0059877240182309,1.3383216004229939
rth,ridge,500,clock,866,32.33256351039261,0.8635479256819479,0.3888339180811726,1.3383216004229939
rth,ridge,500,raw,866,33.02540415704388,1.0868400411372323,0.6116589533069581,1.3383216004229939
rth,ridge,2000,clock,866,36.72055427251732,1.3792910169817763,0.9049564082474274,1.3383216004229939
rth,ridge,2000,raw,866,38.4526558891455,1.4627481901360047,0.9918261373351323,1.3383216004229939
