rule,name,skipped,book,sample,Sharpe_R0_gross,Sharpe_rule_gross,diff_gross,ci_lo_gross,ci_hi_gross,gross_excludes_zero,Sharpe_R0_net,Sharpe_rule_net,diff_net,ci_lo_net,ci_hi_net,net_excludes_zero,gate_both_exclude_zero,verdict
R1,skip 12:30,12:30,exit_1530_crossed,daily_era,2.5131321677178393,2.347520441788008,-0.16561172592983153,-0.5130735640103181,0.1459387931836548,False,1.2022400283088015,1.1322030154949378,-0.07003701281386365,-0.38934554708663155,0.22696249609272912,False,False,does NOT improve (the gate is not met)
R2,skip 12:30 and 13:00,12:30|13:00,exit_1530_crossed,daily_era,2.5131321677178393,2.0289068464155235,-0.48422532130231577,-1.4042797486014793,0.36132409527608383,False,1.2022400283088015,0.9816164374672205,-0.220623590841581,-1.023373724736019,0.5377372877507335,False,False,does NOT improve (the gate is not met)
R3,"skip 12:00, 13:00, 14:00 (hourly through the middle)",12:00|13:00|14:00,exit_1530_crossed,daily_era,2.5131321677178393,1.4966558004631636,-1.0164763672546757,-1.6532243798302915,-0.22850386849031704,True,1.2022400283088015,0.6127427436952932,-0.5894972846135083,-1.151789218790935,0.08246291066924478,False,False,does NOT improve (the gate is not met)
R4,CONTROL skip 11:30 (sparse at the morning edge),11:30,exit_1530_crossed,daily_era,2.5131321677178393,1.947797142752851,-0.5653350249649882,-0.979005358420354,-0.18657724315933205,True,1.2022400283088015,0.8235591527392413,-0.3786808755695602,-0.7382408903693054,-0.02175808714972478,True,True,"DEGRADES (both intervals exclude zero, both differences negative)"
R5,CONTROL skip 14:30 (sparse at the afternoon edge),14:30,exit_1530_crossed,daily_era,2.5131321677178393,1.6051859606833492,-0.9079462070344901,-1.463456165655958,-0.23585756562584706,True,1.2022400283088015,0.5776402346132747,-0.6245997936955268,-1.1232979858774335,-0.04714256965710577,True,True,"DEGRADES (both intervals exclude zero, both differences negative)"
R6,"rebalance only 11:00, 12:00, 13:30, 15:00 (diurnal-U)",11:30|12:30|13:00|14:00|14:30,exit_1530_crossed,daily_era,2.5131321677178393,0.020242374317306744,-2.4928897934005327,-3.3241977106054588,-1.6509454091665843,True,1.2022400283088015,-0.5304824616308282,-1.7327224899396296,-2.45974336114013,-0.9996495410620144,True,True,"DEGRADES (both intervals exclude zero, both differences negative)"
R7,"hourly 11:00, 12:00, 13:00, 14:00, 15:00 (proposal 29's 60 minutes)",11:30|12:30|13:30|14:30,exit_1530_crossed,daily_era,2.5131321677178393,0.8451272765825637,-1.6680048911352756,-2.268848753369988,-1.0856040843614798,True,1.2022400283088015,0.07902970445909294,-1.1232103238497086,-1.6979243336759544,-0.547303535711424,True,True,"DEGRADES (both intervals exclude zero, both differences negative)"
