book,sample,n,mean,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,rule,name,n_skipped_stamps,skipped,rebalance_stamps,n_trades,turnover,notional_pts,cost_prem_0.2bp,mean_net_0.2bp,Sharpe_net_0.2bp,cost_prem_0.5bp,mean_net_0.5bp,Sharpe_net_0.5bp,cost_prem_1bp,mean_net_1bp,Sharpe_net_1bp,t_net_headline,MaxDD_net_headline,worst_day_net_headline
exit_1530_crossed,whole,865,0.045907840134738226,0.3235290821279116,2.2525467094164875,4.1733190592707805,-6.070172381929872,-2.2028675866604797,2024-04-04,R0,every stamp (the book of record),0,none,11:00|11:30|12:00|12:30|13:00|13:30|14:00|14:30|15:00,10,2.055879436038417,8450.398636211392,0.010921810173229551,0.034986029961508666,1.708878643902667,0.027304525433073885,0.018603314701664337,0.9020325604270627,0.05460905086614777,-0.008701210731409547,-0.416221210135132,1.6712060445966301,-8.274990354502343,-2.2761817177013297
exit_1530_crossed,daily_era,489,0.05329332369079943,0.33663382173958073,2.5131321677178393,3.5008176369177386,-2.4206059081086444,-2.2028675866604797,2024-04-04,R0,every stamp (the book of record),0,none,11:00|11:30|12:00|12:30|13:00|13:30|14:00|14:30|15:00,10,2.1241286608815755,9110.18219552825,0.011004170518465415,0.04228915317233402,1.9855459266650373,0.02751042629616354,0.02578289739463589,1.2022400283088015,0.05502085259232708,-0.0017275289015276452,-0.07956243245017243,1.6747320928743439,-3.0996820336841573,-2.2761817177013297
exit_1530_crossed,whole,865,0.045908829072996864,0.33164538346970845,2.1974678514483066,4.0712738289718615,-5.5622942205488375,-2.1949167186955467,2024-04-04,R1,skip 12:30,1,12:30,11:00|11:30|12:00|13:00|13:30|14:00|14:30|15:00,9,1.9696509711898178,8096.0899640441585,0.010459748755466498,0.035449080317530364,1.6889023985833709,0.02614937188866625,0.019759457184330618,0.9344048574776918,0.0522987437773325,-0.00638991470433563,-0.29809328066230606,1.7311825697044103,-7.506795718114512,-2.267236713859444
exit_1530_crossed,daily_era,489,0.05162390952909022,0.3490935130213561,2.347520441788008,3.2701188863852377,-2.63070551086661,-2.1949167186955467,2024-04-04,R1,skip 12:30,1,12:30,11:00|11:30|12:00|13:00|13:30|14:00|14:30|15:00,9,2.0391460838641295,8745.111785261375,0.010571821198783336,0.04105208833030688,1.8581924717803266,0.026429552996958334,0.02519435653213188,1.1322030154949378,0.05285910599391667,-0.0012351964648264473,-0.054803067623320684,1.577169850487999,-3.2641038826383895,-2.267236713859444
exit_1530_crossed,whole,865,0.03937753078308199,0.36252616660853615,1.7242863543418327,3.1946050557501624,-5.760558596958907,-2.558090172782878,2022-09-02,R2,skip 12:30 and 13:00,2,12:30|13:00,11:00|11:30|12:00|13:30|14:00|14:30|15:00,8,1.8670735163955283,7666.597666614774,0.009907385882571125,0.02947014490051086,1.2853355937975361,0.02476846470642782,0.014609066076654173,0.6331595596006593,0.04953692941285564,-0.010159398629773641,-0.4353061542008592,1.1730619598673813,-8.425691831361096,-2.578399361722774
exit_1530_crossed,daily_era,489,0.048713440757219346,0.38114214058939044,2.0289068464155235,2.8262870384746432,-5.424356435752647,-2.558090172782878,2022-09-02,R2,skip 12:30 and 13:00,2,12:30|13:00,11:00|11:30|12:00|13:30|14:00|14:30|15:00,8,1.9271482471138055,8261.49362152999,0.009970436154805796,0.038743004602413554,1.6078294569258968,0.024926090387014488,0.023787350370204862,0.9816164374672205,0.049852180774028976,-0.0011387400168096173,-0.046523987023880685,1.3674012776233067,-6.202231194702264,-2.578399361722774
exit_1530_crossed,whole,865,0.0387441425306367,0.39907753048381556,1.5411646820440954,2.8553334384420994,-5.587519047589554,-4.685159336295307,2024-04-04,R3,"skip 12:00, 13:00, 14:00 (hourly through the middle)",3,12:00|13:00|14:00,11:00|11:30|12:30|13:30|14:30|15:00,7,1.7945578739625927,7376.620169506875,0.00952606219887095,0.02921808033176575,1.1572339927233177,0.023815155497177373,0.01492898703345933,0.5873266626593064,0.047630310994354746,-0.008886168463718038,-0.34547628800635394,1.08814682734323,-7.748844587021977,-4.758355769652166
exit_1530_crossed,daily_era,489,0.041085900972544886,0.43578387093708804,1.4966558004631636,2.0848561368798424,-4.703795281853175,-4.685159336295307,2024-04-04,R3,"skip 12:00, 13:00, 14:00 (hourly through the middle)",3,12:00|13:00|14:00,11:00|11:30|12:30|13:30|14:30|15:00,7,1.8608970781117733,7979.938400127299,0.009634359729264932,0.03145154124327995,1.1409244388063267,0.024085899323162328,0.017000001649382552,0.6127427436952932,0.048171798646324655,-0.007085897673779773,-0.25259083056003623,0.8535566221213909,-6.141800790117779,-4.758355769652166
exit_1530_crossed,whole,865,0.040584565352235834,0.35969786993508734,1.791114309501619,3.3184179728339878,-6.894943238115967,-2.2074831971878695,2024-04-04,R4,CONTROL skip 11:30 (sparse at the morning edge),1,11:30,11:00|12:00|12:30|13:00|13:30|14:00|14:30|15:00,9,1.9571011676572487,8043.307648435366,0.01041239764710569,0.03017216770513014,1.3257268825498028,0.026030994117764224,0.014553571234471612,0.6350035556460951,0.05206198823552845,-0.011477422883292617,-0.49448726493358025,1.176478352437385,-9.376901549754512,-2.280797559009246
exit_1530_crossed,daily_era,489,0.045850386393692065,0.37367973466420046,1.947797142752851,2.7133004296703365,-3.3785600261860793,-2.2074831971878695,2024-04-04,R4,CONTROL skip 11:30 (sparse at the morning edge),1,11:30,11:00|12:00|12:30|13:00|13:30|14:00|14:30|15:00,9,2.0272394289284668,8695.399211452082,0.010508193591440961,0.03534219280225111,1.4955965138107854,0.0262704839786024,0.019579902415089667,0.8235591527392413,0.0525409679572048,-0.006690581563512732,-0.2783909409503156,1.1472259374136775,-4.095458169677346,-2.280797559009246
exit_1530_crossed,whole,865,0.0422126488904632,0.3701144319977576,1.8105347128878602,3.3543983763708902,-4.4421855958515195,-3.324262008822018,2023-12-20,R5,CONTROL skip 14:30 (sparse at the afternoon edge),1,14:30,11:00|11:30|12:00|12:30|13:00|13:30|14:00|15:00,9,1.9600379961325662,8054.851751175091,0.010417258202165488,0.03179539068829771,1.3572157226953907,0.026043145505413718,0.016169503385049484,0.6850293048896107,0.052086291010827436,-0.00987364212036423,-0.41271500999503297,1.2691616303909623,-5.631430331811501,-3.3983914076235813
exit_1530_crossed,daily_era,489,0.04147056384890744,0.4101236916891239,1.6051859606833492,2.236039709282785,-4.4421855958515195,-3.324262008822018,2023-12-20,R5,CONTROL skip 14:30 (sparse at the afternoon edge),1,14:30,11:00|11:30|12:00|12:30|13:00|13:30|14:00|15:00,9,2.036888017775667,8734.023240284192,0.010548444579321227,0.03092211926958622,1.1913879804924574,0.02637111144830307,0.015099452400604375,0.5776402346132747,0.05274222289660614,-0.011271659047698699,-0.4259139610705731,0.8046584843819862,-5.63143033181149,-3.3983914076235813
exit_1530_crossed,whole,865,0.016172466383882797,0.5242067788985977,0.48974937975668054,0.9073642789560873,-10.875606641004062,-6.992490369952324,2024-04-04,R6,"rebalance only 11:00, 12:00, 13:30, 15:00 (diurnal-U)",5,11:30|12:30|13:00|14:00|14:30,11:00|12:00|13:30|15:00,5,1.5776837485396544,6478.248455164808,0.008395067706761905,0.007777398677120887,0.23458614870577424,0.02098766926690476,-0.0048152028830219604,-0.14435786375848733,0.04197533853380952,-0.025802872149926714,-0.765542247585785,-0.2674534657418813,-14.7994141129555,-7.059682445005586
exit_1530_crossed,daily_era,489,0.0007788614798860539,0.6108000225401645,0.020242374317306744,0.028197824982468027,-10.87560664100405,-6.992490369952324,2024-04-04,R6,"rebalance only 11:00, 12:00, 13:30, 15:00 (diurnal-U)",5,11:30|12:30|13:00|14:00|14:30,11:00|12:00|13:30|15:00,5,1.6510883788759516,7075.34005945313,0.008549112622035934,-0.007770251142149881,-0.20123247148151852,0.021372781555089836,-0.020593920075203782,-0.5304824616308282,0.04274556311017967,-0.041966701630293625,-1.0712519126137106,-0.7389672463741465,-14.799414112955498,-7.059682445005586
exit_1530_crossed,whole,865,0.0318358273896493,0.42749592093231575,1.1821822562137594,2.190242591092217,-4.980587109009901,-3.472786533266467,2023-12-20,R7,"hourly 11:00, 12:00, 13:00, 14:00, 15:00 (proposal 29's 60 minutes)",4,11:30|12:30|13:30|14:30,11:00|12:00|13:00|14:00|15:00,6,1.6949694735880094,6964.825384094222,0.00901403412418368,0.02282179326546562,0.8434624195691939,0.022535085310459196,0.009300742079190103,0.34124900237979866,0.04507017062091839,-0.01323434323126909,-0.4794849255842957,0.6322359308401072,-7.911288359332536,-3.546915235727089
exit_1530_crossed,daily_era,489,0.02532122200536221,0.47562296123736414,0.8451272765825637,1.1772705444247347,-4.594179730009037,-3.472786533266467,2023-12-20,R7,"hourly 11:00, 12:00, 13:00, 14:00, 15:00 (proposal 29's 60 minutes)",4,11:30|12:30|13:30|14:30,11:00|12:00|13:00|14:00|15:00,6,1.770238107255109,7588.443269765458,0.009170667251113328,0.016150554754248873,0.536653753659843,0.022926668127783316,0.002394553877578884,0.07902970445909294,0.04585333625556663,-0.020532114250204438,-0.669860990791211,0.11008914961365923,-7.911288359332529,-3.546915235727089
hold_settlement_crossed,whole,865,0.08764943962539411,0.38839747325579227,3.5823912734402135,6.637137297404242,-3.8029384196495997,-2.3155274867929365,2023-11-30,R0,every stamp (the book of record),0,none,11:00|11:30|12:00|12:30|13:00|13:30|14:00|14:30|15:00|15:30,11,2.3527384483566958,9667.025734118042,0.012479247986398297,0.07517019163899581,3.061495674264937,0.03119811996599574,0.05645131965939836,2.2858143511286637,0.06239623993199148,0.025253199693402624,1.0114052827884268,4.234954399676388,-6.00983189712483,-2.3856820011065767
hold_settlement_crossed,daily_era,489,0.08463293146089605,0.40426444456403904,3.323334896988719,4.6294379460859885,-3.1176751311555844,-2.3155274867929365,2023-11-30,R0,every stamp (the book of record),0,none,11:00|11:30|12:00|12:30|13:00|13:30|14:00|14:30|15:00|15:30,11,2.415577139858137,10368.236033497402,0.012512832031063658,0.0721200994298324,2.821684123374296,0.03128208007765915,0.05335085138323691,2.0752834573280015,0.0625641601553183,0.022068771305577772,0.8494884891321219,2.890890110095151,-4.760471565689549,-2.3856820011065767
hold_settlement_crossed,whole,865,0.08765042856365275,0.3952994659622828,3.5198818554910596,6.521325383617689,-3.5730778296206154,-2.2726314350089694,2023-11-30,R1,skip 12:30,1,12:30,11:00|11:30|12:00|13:00|13:30|14:00|14:30|15:00|15:30,10,2.2665099835080964,9312.71706195081,0.012017186568635242,0.0756332419950175,3.0263379541781754,0.030042966421588106,0.05760746214206465,2.2915719288080254,0.06008593284317621,0.02756449572047654,1.0845601991219571,4.245621529713721,-5.046053798117477,-2.3390963569327594
hold_settlement_crossed,daily_era,489,0.08296351729918684,0.4165990867893514,3.1613247598285046,4.403756243859805,-3.3804728760804963,-2.2726314350089694,2023-11-30,R1,skip 12:30,1,12:30,11:00|11:30|12:00|13:00|13:30|14:00|14:30|15:00|15:30,10,2.330594562840691,10003.16562323053,0.012080482711381577,0.07088303458780527,2.69086177103329,0.030201206778453945,0.0527623105207329,1.9911273484801564,0.06040241355690789,0.022561103742278963,0.8424179178477933,2.773659829136054,-4.863495627668733,-2.3390963569327594
hold_settlement_crossed,whole,865,0.08111913027373788,0.42260612028917116,3.0471074833554996,5.6454108954874,-3.8026811615537426,-2.521120975868654,2022-09-02,R2,skip 12:30 and 13:00,2,12:30|13:00,11:00|11:30|12:00|13:30|14:00|14:30|15:00|15:30,9,2.163932528713807,8883.224764521425,0.011464823695739871,0.06965430657799801,2.6082990657498835,0.028662059239349672,0.05245707103438821,1.9544335180277448,0.057324118478699344,0.023795011795038526,0.8782880872910049,3.6210013389581297,-5.138776875168951,-2.5414214626254403
hold_settlement_crossed,daily_era,489,0.08005304852731598,0.4465565192682821,2.8457825465351876,3.9642028611611013,-3.5464410247469944,-2.521120975868654,2022-09-02,R2,skip 12:30 and 13:00,2,12:30|13:00,11:00|11:30|12:00|13:30|14:00|14:30|15:00|15:30,9,2.2185967260903667,9519.547459499143,0.011479097667404039,0.06857395085991193,2.4302495085515097,0.028697744168510092,0.051355304358805885,1.8112488561452538,0.057395488337020184,0.0226575601902958,0.7922249404161957,2.523087333762663,-4.63005432948545,-2.5414214626254403
hold_settlement_crossed,whole,865,0.08048574202129259,0.4563673091827709,2.79965615227131,5.186954983368674,-5.975906439526042,-4.578250583956886,2024-04-04,R3,"skip 12:00, 13:00, 14:00 (hourly through the middle)",3,12:00|13:00|14:00,11:00|11:30|12:30|13:30|14:30|15:00|15:30,8,2.0914168862808715,8593.247267413524,0.011083500012039692,0.06940224200925289,2.4056776498067705,0.027708750030099226,0.05277699199119335,1.8193042477245374,0.05541750006019845,0.025068241961094126,0.8555991021625925,3.3706457938925114,-7.537282428142355,-4.651496917089244
hold_settlement_crossed,daily_era,489,0.0724255087426415,0.4917110273205711,2.338201188058007,3.2571370749867046,-5.975906439526064,-4.578250583956886,2024-04-04,R3,"skip 12:00, 13:00, 14:00 (hourly through the middle)",3,12:00|13:00|14:00,11:00|11:30|12:30|13:30|14:30|15:00|15:30,8,2.152345557088335,9237.992238096453,0.011143021241863175,0.06128248750077833,1.9714630435000837,0.027857553104657935,0.04456795563798357,1.4259245514603716,0.05571510620931587,0.016710402533325636,0.5295586748328905,1.9863268167068193,-7.537282428142358,-4.651496917089244
hold_settlement_crossed,whole,865,0.08232616484289171,0.41919141176187835,3.1176386603797583,5.7760848140870245,-4.3100965228353445,-2.4475354719416034,2023-11-30,R4,CONTROL skip 11:30 (sparse at the morning edge),1,11:30,11:00|12:00|12:30|13:00|13:30|14:00|14:30|15:00|15:30,10,2.2539601799755276,9259.934746342018,0.011969835460274435,0.0703563293826173,2.6548250038915455,0.029924588650686083,0.052401576192205625,1.9659463112741933,0.05984917730137217,0.02247698754151955,0.8343490174080255,3.64233122272036,-6.553074481863703,-2.517683385855986
hold_settlement_crossed,daily_era,489,0.0771899941637887,0.4374080452283967,2.8013960486703957,3.9023720364388255,-3.4830637412180963,-2.4475354719416034,2023-11-30,R4,CONTROL skip 11:30 (sparse at the morning edge),1,11:30,11:00|12:00|12:30|13:00|13:30|14:00|14:30|15:00|15:30,10,2.3186879079050278,9953.453049421234,0.012016855104039204,0.06517313905974949,2.357413126172695,0.030042137760098012,0.04714785640369068,1.6964661321074792,0.060084275520196025,0.017105718643592678,0.6097124387781003,2.363193878938993,-4.648198259166637,-2.517683385855986
hold_settlement_crossed,whole,865,0.08395424838111909,0.4273555893779003,3.118556091152994,5.7777845485766575,-5.416655815494693,-3.2792628304713483,2023-12-20,R5,CONTROL skip 14:30 (sparse at the afternoon edge),1,14:30,11:00|11:30|12:00|12:30|13:00|13:30|14:00|15:00|15:30,10,2.256897008450845,9271.478849081743,0.011974696015334229,0.07197955236578486,2.663569149093398,0.02993674003833557,0.05401750834278351,1.9867578385260278,0.05987348007667114,0.02408076830444794,0.8759188847909931,3.6808889773584923,-6.7022149509868285,-3.3540468190745214
hold_settlement_crossed,daily_era,489,0.07281017161900406,0.4652353734785131,2.484388995352884,3.4607781172900944,-5.4166558154946856,-3.2792628304713483,2023-12-20,R5,CONTROL skip 14:30 (sparse at the afternoon edge),1,14:30,11:00|11:30|12:00|12:30|13:00|13:30|14:00|15:00|15:30,10,2.328336496752229,9992.077078253345,0.012057106091919472,0.0607530655270846,2.0648393159718452,0.030142765229798675,0.042667406389205395,1.44131327401711,0.06028553045959735,0.012524641159406727,0.41856910675902853,2.00776345741688,-6.702214950986832,-3.3540468190745214
hold_settlement_crossed,whole,865,0.05791406587453868,0.568889289186454,1.6160566067513542,2.9940865641640695,-10.843118685918448,-6.885581617613903,2024-04-04,R6,"rebalance only 11:00, 12:00, 13:30, 15:00 (diurnal-U)",5,11:30|12:30|13:00|14:00|14:30,11:00|12:00|13:30|15:00|15:30,6,1.874542760857933,7694.875553071458,0.009952505519930648,0.04796156035460803,1.3338826390741882,0.02488126379982662,0.033032802074712056,0.9139766222071234,0.04976252759965324,0.008151538274885444,0.22353462172056732,1.693334944505102,-14.196371234115787,-6.952823592442665
