clock,n,mean opt,mean hedge,mean DH,sd opt,sd hedge,sd DH,"corr(opt, hedge)",var(hedge)/var(DH)
10:00,864,0.13240743335336447,-0.002471758606914797,0.12993567474644965,3.20381027121901,0.4481441686228923,3.1956365727292386,-0.08815497625117101,0.01966621277405579
10:30,865,0.16679191120787162,-0.007588024301335272,0.15920388690653636,2.761747697486775,0.38482642367321557,2.7802434639038274,-0.021447253300177334,0.019158615105828152
11:00,865,0.08361273094408773,0.007568728430413494,0.09118145937450123,2.6879678956513113,0.36318581749623213,2.692538144796603,-0.05496321824625747,0.018194244748295785
11:30,865,0.25153179682059096,-0.0015444735980191028,0.24998732322257186,1.9374335228014423,0.36530846034803577,1.944628445816172,-0.07454434158066767,0.03528955582912168
12:00,866,0.059670884738618174,0.0067073389859814425,0.06637822372459964,1.8052258971877004,0.32575189022789786,1.7676973593097898,-0.20423308542506438,0.033959247846521996
12:30,866,0.16351038630509762,-0.01042588041403884,0.1530845058910588,1.7140083079261181,0.3322610034906477,1.6999629541702868,-0.13902399574431426,0.0382014484716233
13:00,866,0.013914550579310014,0.0164994097623649,0.030413960341674942,2.332827672587559,0.3769153230691681,2.279609605168957,-0.22036826818394592,0.02733799317193579
13:30,866,0.049971114353687604,0.004640204502865377,0.05461131885655301,2.37523426379323,0.3920129237622126,2.323827721179616,-0.21223665550392617,0.02845724897681465
14:00,866,0.16024826961735103,-0.0042504820056253,0.15599778761172575,2.9114694171948923,0.4662677223764938,2.8964780141520223,-0.11214343972735438,0.025913748042633033
14:30,866,0.19275404130459245,0.009369227854244447,0.20212326915883688,3.0757977562025514,0.5822387178363552,3.160323587206295,0.05252019080435732,0.03394212735624024
15:00,866,0.540675519735447,0.010866105719312819,0.5515416254547598,3.506858528898607,0.6516628873295113,3.485157269344304,-0.12611094888583715,0.0349623982445085
15:30,866,0.020286612814898856,0.01984983125915179,0.04013644407405062,7.9086697391433916,1.0265729984288587,7.898165004331749,-0.0751277713633762,0.01689379690619665
pooled,10387,0.15294774398107241,0.004104286548400692,0.1570520305294731,3.4038133875508496,0.5131335808348011,3.3983306181404465,-0.08605255180254531,0.02279972544013944
