clock,n,mean,median,mean |delta|,p90 |delta|,pct |delta| > 0.05,pct |delta| > 0.10
10:00,864,0.0018075796352656907,0.002228972114479255,0.03783352084205966,0.07720619288689576,28.703703703703702,3.4722222222222223
10:30,865,0.0028009797234260538,0.004410720711952143,0.04106796661868577,0.07996974798578593,33.52601156069364,4.277456647398844
11:00,865,0.0005333930077747731,-0.0006269585688785106,0.042961780805384965,0.0899512491650675,34.104046242774565,7.0520231213872835
11:30,864,0.003289773033810257,0.004660126570349532,0.04699554525717526,0.09179741665590928,40.85648148148148,7.060185185185184
12:00,866,0.0011192721767674225,0.002009905003312884,0.04874544194012036,0.09773529725907837,41.916859122401846,9.468822170900692
12:30,866,0.0005962082949031901,0.003374253676004746,0.05140196289107456,0.10635295514005666,44.226327944572745,11.200923787528868
13:00,866,0.00319065629888864,0.006084427552013438,0.05409239710945159,0.112894719352779,43.99538106235566,13.394919168591224
13:30,866,-0.0002328263774833809,0.0012854698538826703,0.058865492994486256,0.12212268539932147,49.76905311778291,17.321016166281755
14:00,864,-0.0017014457997697992,-0.002265243639965553,0.06295573712271214,0.12584447739926646,53.47222222222222,21.064814814814813
14:30,865,-0.00042639046274397277,0.003943718180538847,0.07008051144177545,0.1450345981968428,57.6878612716763,25.317919075144506
15:00,862,0.003053973459424148,0.0039345776185690795,0.08103697334319455,0.16839323707682846,62.64501160092807,33.17865429234338
15:30,861,0.0019334465904348142,-0.003889031722486447,0.09339334535416786,0.20345412193836188,67.0150987224158,38.32752613240418
pooled,10374,0.0013296488947452654,0.0022138382221666975,0.05743263646503917,0.12019867049108011,46.48158858685175,15.914786967418545
