,0
dSharpe,0.015067072468062825
pct_lo,-1.5314176920988671
pct_hi,1.4837509109544482
basic_lo,-1.4536167660183226
basic_hi,1.5615518370349928
CI excludes 0,False
NW t,0.015160101498685912
