rule,dSharpe,pct_lo,pct_hi,basic_lo,basic_hi,CI excludes 0,NW t of daily difference
always short,0.10056505710119801,-0.14152457901416712,0.33220298981692403,-0.13107287561452802,0.34265469321656317,False,0.8149147525381485
"always short, flat at 15:30",0.15018217164102676,-0.1561563890652973,0.5079661225686692,-0.20760177928661572,0.4565207323473508,False,0.9334006005479888
sign(s),0.004923329141385491,-0.18111469423423388,0.19614694764262952,-0.18630028935985854,0.19096135251700486,False,-0.1442035549760561
"always short, sign(s) close",0.041060968726429614,-0.18102140430551025,0.2594439569400344,-0.1773220194871752,0.2631433417583695,False,0.10697667607626944
