entry,cost_bp,schedule,deck_vs_H30,deck_ci_lo,deck_ci_hi,holdout_vs_H30,holdout_ci_lo,holdout_ci_hi,adopted
11:00,0.0,H60,-1.7159810791218488,-2.2797780376338848,-1.15220057178805,-0.10906986385359285,-0.7997969693094602,0.6412878312641166,False
11:00,0.0,Hlast,-2.209479364814247,-3.3638003897153825,-1.1327833251694444,-0.8277112128031735,-1.8296919596027337,0.26071731668868786,False
11:00,0.0,Hnone,-3.5068241845506662,-4.557529232284174,-2.5709516411768405,-0.5047206322477407,-1.6388869880361912,0.8110457543310926,False
11:00,0.0,H0,-3.5609586478811885,-4.646950789788549,-2.6015655943000104,-0.5488865150660804,-1.6888481633458459,0.7806425685244949,False
11:00,0.0,Hband,-0.7970545913092768,-1.384226259865335,-0.2594270955958379,-0.3148940155401141,-0.9166579253505935,0.36036985599500504,False
11:00,0.0,Hhalf,-2.525538273630405,-3.3689015782646448,-1.7971542765932778,-0.3703146356655964,-1.1940610376872678,0.7041549828450697,False
11:00,0.25,H60,-1.4532947488574752,-2.0059931016445414,-0.8953484768357217,0.11639673682020493,-0.5454155535498972,0.8291396504678308,False
11:00,0.25,Hlast,-1.864177812291548,-2.988653426961986,-0.7938710473633226,-0.47345163849083727,-1.4528052735144137,0.5888250318467942,False
11:00,0.25,Hnone,-2.975250659709177,-4.008349856127445,-2.045497555125013,0.01890312011975523,-1.0547582647580427,1.3449633261003395,False
11:00,0.25,H0,-3.022099119216063,-4.085466342510416,-2.0685069773835734,-0.0199197203700556,-1.0954750723505196,1.326007739782853,False
11:00,0.25,Hband,-0.6076744168708998,-1.1651728649407511,-0.08846441361462132,-0.13732770218193177,-0.7280888737602488,0.5157217388765384,False
11:00,0.25,Hhalf,-2.144128045217885,-2.9560383180084524,-1.4290527273285727,0.007296081013910022,-0.7807769002822538,1.0281307636439587,False
11:00,0.5,H60,-1.1926075090156427,-1.7408060575198139,-0.6408866219104241,0.34088025502467134,-0.29300864881824656,1.0288291232020923,False
11:00,0.5,Hlast,-1.5212962203426845,-2.630824077601974,-0.4634221177701354,-0.1211738708052334,-1.0866437306335788,0.9072077553972148,False
11:00,0.5,Hnone,-2.4469441064669297,-3.453609141582585,-1.5387135343322824,0.540056093629641,-0.4893955191332477,1.8815485803827463,False
11:00,0.5,H0,-2.486506739603569,-3.5252012947951186,-1.5548516051101036,0.5065763964644034,-0.5317188118255088,1.8588121688295451,False
11:00,0.5,Hband,-0.4186909770003411,-0.967453308026375,0.08494132730584325,0.04020933449980793,-0.5316859739392472,0.6701997371688261,False
11:00,0.5,Hhalf,-1.7658315321438136,-2.5471482505910474,-1.0768283328492996,0.3824762066215549,-0.37099956777246174,1.3553620031062366,False
11:00,1.0,H60,-0.6774707966819862,-1.2123195311393178,-0.1383159137802298,0.7866937230414129,0.2267408521398126,1.4347242365945116,False
11:00,1.0,Hlast,-0.8430747062198618,-1.923081697615824,0.18889755100226607,0.5772068559978994,-0.38076648373025573,1.543853961681259,False
11:00,1.0,Hnone,-1.4004226670911248,-2.3889427748522323,-0.5106661596605047,1.574707727236225,0.6113789500212107,2.926870013161641,False
11:00,1.0,H0,-1.4254141906043507,-2.435572268688705,-0.5157112879865992,1.5519146156751238,0.5666534503151807,2.9360172696581768,False
11:00,1.0,Hband,-0.04212154213225139,-0.5737165111516708,0.454153893382465,0.3950360622343506,-0.15067615604712056,0.9881893406926973,False
11:00,1.0,Hhalf,-1.0188592344576008,-1.7775707969183672,-0.36462151744997484,1.1253109269780093,0.43304603804364616,2.0026909622838893,False
13:30,0.0,H60,-0.9002591754454025,-1.580534227975361,-0.32569267655841866,-0.16629463038696124,-1.039554699936718,0.6663746025557697,False
13:30,0.0,Hlast,-0.49545491760996385,-1.433503609631759,0.31818801835193145,-0.017506043827235196,-1.2820104416262712,1.208887947695571,False
13:30,0.0,Hnone,-1.8377389387609384,-3.1702242928809388,-0.6470499104622537,-0.2016465454084866,-1.6807435230804708,1.456362370240593,False
