forecast,buy_share,mean_R_on_buy_days,mean_short_R_on_sell_days,Sharpe_mid,Sharpe_crossed,QLIKE_close_bar,long_on_top10,top10_hypergeom_p,Sharpe_mid_without_top10,long_on_top20,top20_hypergeom_p,Sharpe_mid_without_top20,long_on_top50,top50_hypergeom_p,Sharpe_mid_without_top50,rank_QLIKE_close_bar,rank_long_on_top20,rank_Sharpe_mid
a0,0.3302540415704388,0.0819280568423989,0.06201173826050942,0.9673095454705917,0.49093226316152744,0.10782001438443117,3,0.6949409271732446,1.2955243307698454,7,0.509471446694149,1.5389133637831776,22,0.06326220913822354,1.7423474966939227,5,8,8
blk2,0.3995381062355658,0.10044262563358049,0.09093948539113125,1.3383216004229939,0.8695877009703311,0.10999130240054672,5,0.3651484483276174,1.42741849393461,11,0.12388996309118443,1.4063980647637082,31,0.000986428911898849,1.0699550625456495,6,4,5
blk2_inc,0.40993071593533487,0.09209658934187623,0.08851208052942361,1.2707081191811798,0.8046134630083878,0.11045034134560293,6,0.18197565920186184,1.199511929598888,12,0.06559011200401603,1.1602452309505216,31,0.0016582648775929699,0.8897680766544885,7,2,6
lgbm,0.3348729792147806,0.1325323209944572,0.08848916149750344,1.4593971219265764,0.9818045863151208,0.10124243899698605,7,0.019593348549215614,1.2432676696338336,12,0.01258290847809632,1.3335868058735543,27,0.0016804011816357925,1.5101129209652153,1,2,3
xgb,0.32217090069284066,0.1419622475913469,0.08882938843638022,1.4980323951467007,1.0215326073475821,0.10260004169123635,6,0.06457492208933203,1.436240441944708,11,0.027854927737068772,1.5424422372680615,25,0.005401551711118647,1.8567541116709434,2,4,2
lasso_t,0.37066974595842955,0.11535117527955098,0.09094148843835828,1.4131037944414562,0.9346206653459997,0.10408064627610193,5,0.29459078966047886,1.6330418152146216,11,0.07606591577186711,1.628535380454355,29,0.0015770005491985402,1.5344690040866042,3,4,4
lasso_f,0.4133949191685912,0.11163552409944431,0.10334823142080801,1.509829846463058,1.0444324874859765,0.11128413528262304,8,0.014939844731738412,1.1536398466635287,14,0.008446817764152065,1.1107057655878705,34,8.141883755383064e-05,0.7253470020277957,8,1,1
enet,0.35450346420323325,0.08181871609716135,0.06735908725581025,1.0224751588133707,0.5449047373133905,0.10449168641034369,6,0.09906604401825377,0.9933257376337926,9,0.24894587374149246,1.3471665886513446,24,0.04109511977908222,1.5351879947360858,4,7,7
