rule,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy,Sharpe_bar,n_days,mean_daily
always short,10387.0,0.013368622381498921,0.3785359607554756,-10.31604850795286,-0.028070148668791095,0.05172411714146308,0.1063829787234043,1.0,-5.8279950965194915,93.36175745800887,3.5259655219350416,1.9020388602384781,0.0,0.0,0.03531665090634468,866.0,0.1603462825365234
sign(s),10387.0,0.012781496043477952,0.3636579937532217,-5.422480279928936,-0.07818559850681955,0.0,0.08099572248114623,10.31604850795286,2.120748864538791,96.14469297032979,3.5519285678161565,1.9160443069420336,5348.0,51.48743621834986,0.035147023475445655,866.0,0.15330415635520264
"always short, sign(s) close",10387.0,0.022369570154316575,0.3650604665891437,-5.422480279928936,-0.028826374765488327,0.04958675688408376,0.10388463964950256,10.31604850795286,1.4543716370984598,94.56839238330586,6.250269946028303,3.371631472392345,296.0,2.8497159911427747,0.06127634241889124,866.0,0.26830568728970705
