,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy,Sharpe_crossed,n_crossed
baseline (HAR + calendar OLS),866.0,0.025218720651531405,0.442140307430678,-2.972484890739282,-0.22445112510385729,0.04152124023472777,0.29873991035184433,1.981790006265812,-0.6685811388998513,4.119613872852961,1.6785020968270283,0.9054473718746684,364.0,42.032332563510394,0.3250970535870024,866.0
block-diagonal ridge,866.0,0.033368311242996315,0.44159941027330624,-2.061816399571611,-0.22740616170454703,0.027583669638352685,0.29766809958594914,2.972484890739282,0.26178548539954555,3.9063567414803795,2.2236410815989776,1.1995159119147776,367.0,42.378752886836025,0.6185225075998056,866.0
"block-diagonal ridge, without the FOMC columns",866.0,0.030458309493957832,0.4418099019430451,-2.061816399571611,-0.23077276436081878,0.02512924563621752,0.296827157876047,2.972484890739282,0.2693105568764293,3.903641607044857,2.0287535659076514,1.0943862315721269,379.0,43.764434180138565,0.513596603871549,866.0
LightGBM,866.0,0.04006202338047538,0.44104189075260186,-2.099164217309411,-0.22337258774623428,0.039251860045586326,0.3069407163637946,2.972484890739282,0.09075834662520307,3.972947245630577,2.6730801739109387,1.4419603185800245,360.0,41.570438799076214,0.86083328601749,866.0
XGBoost,866.0,0.022900240580554097,0.44226659752002895,-2.061816399571611,-0.2313417635565747,0.022291347926159444,0.2947743208049255,2.972484890739282,0.06707929214448126,3.947884195880381,1.5237539718350723,0.8219703935966136,372.0,42.956120092378754,0.24186133082544817,866.0
lasso (causally tuned),866.0,0.024592365918448975,0.4421756290586461,-2.972484890739282,-0.23014600060953788,0.02512924563621752,0.2947743208049255,1.981790006265812,-0.595953504303622,4.098296653379027,1.6366825643988903,0.8828883379588548,385.0,44.45727482678984,0.3026507764355914,866.0
lasso (fixed 1e-4),866.0,0.03583360478613074,0.4414059796695424,-2.061816399571611,-0.221230006193894,0.03734926987084246,0.3023281901310615,2.972484890739282,0.2151759819562984,3.9226524549167014,2.3889729553608015,1.288702163673261,372.0,42.956120092378754,0.7075062082843764,866.0
elastic net (causally tuned),866.0,0.02504140207925417,0.44215039727569083,-2.099164217309411,-0.2315605776135076,0.01905577437536697,0.2934220943336922,2.972484890739282,0.07715143207312901,3.9484481698198333,1.6666621320558086,0.8990604480778766,382.0,44.1108545034642,0.31882481263513013,866.0
