treatment,variant,chosen_lookback,criterion,n_lookbacks_tied_at_best,deck_Sharpe_expanding,deck_Sharpe_rolling 126,deck_Sharpe_rolling 252,deck_Sharpe_ewma hl 63,unseen_mean_pts,unseen_Sharpe_pts,unseen_t_hac_pts,unseen_mean_units,unseen_Sharpe_units,diff_vs_1100_pts,ci_lo,ci_hi,t_hac_diff,improves_vs_1100
hold,unconditional,expanding,best deck in-sample Sharpe_ann per contract,4,1.6001277346491205,1.6001277346491205,1.6001277346491205,1.6001277346491205,0.2481625204176924,0.4583623650281842,0.6041566881227471,0.05491077772600699,1.0893358148864325,-0.280290232337575,-1.1236664794611309,0.5761908058585076,-0.5678799520005801,False
hold,thresholded,expanding,best deck in-sample Sharpe_ann per contract,4,1.6001277346491205,1.6001277346491205,1.6001277346491205,1.6001277346491205,0.2481625204176924,0.4583623650281842,0.6041566881227471,0.05491077772600699,1.0893358148864325,-0.280290232337575,-1.1236664794611309,0.5761908058585076,-0.5678799520005801,False
flatten,unconditional,expanding,best deck in-sample Sharpe_ann per contract,4,0.30061007442311505,0.30061007442311505,0.30061007442311505,0.30061007442311505,-0.008208929913511583,-0.037066112984137534,-0.0425406866176231,0.0232156525820584,1.374247977991204,0.012310105368400395,-0.755703306390261,0.7922815640020494,0.027548038704346554,False
flatten,thresholded,expanding,best deck in-sample Sharpe_ann per contract,4,0.30061007442311505,0.30061007442311505,0.30061007442311505,0.30061007442311505,-0.008208929913511583,-0.037066112984137534,-0.0425406866176231,0.0232156525820584,1.374247977991204,0.012310105368400395,-0.755703306390261,0.7922815640020494,0.027548038704346554,False
