,quarter,pick_expanding,qbar_expanding,pick_thresholded_expanding,pick_rolling 126,qbar_rolling 126,pick_thresholded_rolling 126,pick_rolling 252,qbar_rolling 252,pick_thresholded_rolling 252,pick_ewma hl 63,qbar_ewma hl 63,pick_thresholded_ewma hl 63,p26_pick_expanding,p26_pick_rolling 126,p26_pick_rolling 252,q_10:00,q_10:30,q_11:00,q_11:30,q_12:00,q_12:30,q_13:00,q_13:30,q_14:00,q_14:30,q_15:00
2021-02-17,2021Q1,15:00,0.7219135608230639,15:00,15:00,0.7481981035582603,15:00,15:00,0.7219135608230639,15:00,15:00,0.7777107553369005,15:00,11:00,11:00,11:00,0.6872104857804281,0.6564151430995671,0.568554940738072,1.5465074405459784,1.4369836937288116,1.3083122438197774,1.209854292336815,1.4457552146463315,1.3724402942642577,1.2062097983906115,1.7654511994948883
2021-02-19,2021Q1,15:00,0.7277761318268382,15:00,15:00,0.7639598185624324,15:00,15:00,0.7277761318268382,15:00,15:00,0.790293893815691,15:00,11:00,11:00,11:00,0.290965662706061,0.13711643592051154,-0.0315396463956591,-0.3032689397380254,-0.28667707929481223,0.34630797959387793,0.47318739351578726,0.2436859120896316,-0.1457375680777377,0.8853597965639736,0.8629863580990897
2021-02-22,2021Q1,15:00,0.7285314962194206,15:00,15:00,0.7658003664401287,15:00,15:00,0.7285314962194206,15:00,15:00,0.7912182847564896,15:00,11:00,11:00,11:00,0.5570726002050627,0.4998388801113616,0.4422918652697638,0.21244704542177467,0.0791723836631674,-0.1144721099654139,0.0019426982889242316,-0.23757128688999385,-0.444515001950346,-0.6035153793249306,-0.8115724808527305
2021-02-24,2021Q1,15:00,0.7199753630134642,15:00,15:00,0.7322660626018075,15:00,15:00,0.7199753630134642,15:00,15:00,0.7708725593724041,15:00,11:00,11:00,11:00,0.41880768592416734,0.25104567544459144,0.31472553115817137,0.43030598861436864,0.25465573952965037,0.20372463162369117,0.16877743501856918,0.2804669088072862,0.5769543873766738,0.8962913246818556,1.086872332569504
2021-02-26,2021Q1,15:00,0.7220024180938843,15:00,15:00,0.7337886737778132,15:00,15:00,0.7220024180938843,15:00,15:00,0.7748768255650884,15:00,11:00,11:00,11:00,-0.6274166995074622,-0.07419122814127685,0.2459618447235244,0.16752053732243835,-0.13748164319203193,-0.2133586699529473,-0.02370164373079097,-0.18933489249610008,0.5721399751853631,0.3034245774475678,0.3661620574038584
2021-03-01,2021Q1,15:00,0.7200472512769062,15:00,15:00,0.7409913747606046,15:00,15:00,0.7200472512769062,15:00,15:00,0.7697066421846189,15:00,11:00,11:00,11:00,0.8485258518616665,0.9055642454277552,0.999827304050941,0.8292043905610172,0.8348155529394475,0.6978115547970432,0.6764165510420529,0.4429344487932112,0.43462365177453577,1.220777512150112,0.9763803600780978
2021-03-03,2021Q1,15:00,0.7214479786474045,15:00,15:00,0.7378536841751278,15:00,15:00,0.7214479786474045,15:00,15:00,0.7723165778526065,15:00,11:00,11:00,11:00,0.37557440678991905,0.347336626522715,0.142400388757917,0.04272905426603823,0.18698965269589463,0.12334295203962196,0.00865928405281107,-0.16079937485973844,0.2546228846569261,0.3815206906514511,0.2320664198628636
2021-03-05,2021Q1,15:00,0.7187882962627059,15:00,15:00,0.7345336006540375,15:00,15:00,0.7187882962627059,15:00,15:00,0.7655056271465136,15:00,11:00,11:00,11:00,-0.03530489334067231,-0.09320961696744401,-0.13814210366300858,0.09763878831444689,0.3249124139999673,0.8115718418785376,1.014935019351337,1.6294370220293042,1.451549837716349,1.1533739554535507,2.962969584348784
2021-03-08,2021Q1,15:00,0.730919005928036,15:00,15:00,0.7582001779002074,15:00,15:00,0.730919005928036,15:00,15:00,0.7931630746199713,15:00,11:00,11:00,11:00,-0.288967373892445,-0.4808511766009806,-0.6032595357642649,-0.8214892257671447,-0.46506412109410655,-0.8287012075297113,-0.9635044532522549,-1.1692604938308457,0.20265403077447405,-0.16440334344012364,-0.017663474442516987
2021-03-10,2021Q1,15:00,0.7268943689367965,15:00,15:00,0.7509839884307729,15:00,15:00,0.7268943689367965,15:00,15:00,0.782974700514959,15:00,11:00,11:00,11:00,0.25559064156226413,1.0002708802852185,0.9597968736030235,0.9020496998054744,0.7117665938962504,0.9885091592026769,1.2223301886798825,0.7688959368119485,0.8453352499849756,0.7268056830807818,0.7463105378573288
2021-03-12,2021Q1,15:00,0.7269981987171202,15:00,15:00,0.7463760925554928,15:00,15:00,0.7269981987171202,15:00,15:00,0.7825147466864968,15:00,11:00,11:00,11:00,0.7399978595163315,1.4464884105814604,1.2892288252815065,1.124922137961244,1.0330903832130638,1.1050940984533817,1.2415412789399598,1.2137681821988078,1.248692153446976,1.1638178598196662,1.2478730380940901
2021-03-15,2021Q1,15:00,0.72976880956487,15:00,15:00,0.7230684562858014,15:00,15:00,0.72976880956487,15:00,15:00,0.7883433473040493,15:00,11:00,11:00,11:00,-0.320870906632835,-0.5945235455914657,-0.8194289821235916,-0.5782952326070496,-0.7672785574481129,-0.9577929503843671,-1.180528989750801,-1.3044949403664863,-1.4012498116602845,-1.466186367870094,-1.6758772122592696
2021-03-17,2021Q1,15:00,0.7170405237351127,15:00,15:00,0.7085366571364089,15:00,15:00,0.7170405237351127,15:00,15:00,0.7575278274383521,15:00,11:00,11:00,11:00,0.3368274784168117,0.3853362332737429,0.5144088128887468,0.39989681498855434,0.3581423287943535,0.307646358627485,0.3386459026390774,0.3415521000391148,0.10423296204981168,0.08939365312556578,2.3596018196318473
2021-03-19,2021Q1,15:00,0.7256855831872008,15:00,15:00,0.7350536804448041,15:00,15:00,0.7256855831872008,15:00,15:00,0.7775307823522886,15:00,11:00,11:00,11:00,0.6881280243726097,0.4086245965691978,0.29973088477074006,0.33266871370790657,0.9198663291958525,0.7476885209615545,0.6087305943185466,0.489960131989646,0.24164656225604075,0.14928912102195085,0.1376553731953407
2021-03-22,2021Q1,15:00,0.7226068909882906,15:00,15:00,0.7404812616882832,15:00,15:00,0.7226068909882906,15:00,15:00,0.7695538275230019,15:00,11:00,11:00,11:00,0.9915274621817921,0.9741202549346067,0.8232549774404482,0.6220569646582484,0.6115974423619362,0.5962346164298625,0.5554609003265768,0.36610371921857016,0.3165075268477757,0.04623199187611112,-0.024594150478202854
2021-03-24,2021Q1,15:00,0.7187152188973193,15:00,15:00,0.7293870291437412,15:00,15:00,0.7187152188973193,15:00,15:00,0.7596687149778214,15:00,11:00,11:00,11:00,-0.3989027614741682,-0.5700944286011767,-0.6310414689273603,-0.793039100037322,-0.7053265622770307,-0.9372720123137491,-0.7862335491800638,-0.7001316385297373,-0.8173401657476823,-0.7103797222963615,-0.6811972942702427
2021-03-26,2021Q1,15:00,0.7114617861866065,15:00,15:00,0.7042638187390209,15:00,15:00,0.7114617861866065,15:00,15:00,0.7417605750375703,15:00,11:00,11:00,11:00,-1.0681766746678398,-1.309580511986554,-1.230084977432067,-1.1339778300107046,-1.3294361605239566,-1.5397290895371132,-1.4375857941023824,-1.6343343552922274,-1.6047616374703297,-1.763976016079462,-1.4281312665450034
2021-03-29,2021Q1,15:00,0.7004329560178868,15:00,15:00,0.6837668770437078,15:00,15:00,0.7004329560178868,15:00,15:00,0.7148316025129234,15:00,11:00,11:00,11:00,0.09234212869529212,0.3122509378702712,0.2528828901251171,0.13920005291399917,-0.01109040416727191,-0.10993418455501575,0.4220446593840835,0.3749003413079148,0.2605943072153101,0.07915015028620648,-0.10857412281392158
2021-03-31,2021Q1,15:00,0.6962842017674673,15:00,15:00,0.6733130758598143,15:00,15:00,0.6962842017674673,15:00,15:00,0.7046278857974124,15:00,11:00,11:00,11:00,0.6880528758400185,0.6216173541102569,0.6816020352546549,0.5481348707172377,0.4910226472085486,0.38463880092644565,0.27982919082501473,0.1640710651646171,0.18085119705718194,0.1428903448597573,-0.05593382101300098
2021-04-01,2021Q2,15:00,0.692446354712465,15:00,15:00,0.6793533015360064,15:00,15:00,0.692446354712465,15:00,15:00,0.6952165846491482,15:00,11:00,11:00,11:00,0.7063741573770889,0.6921300036211077,0.551059785829827,0.488540971481362,0.251779866161289,0.5070538231596412,0.3901947303453268,0.385693101281846,0.2795071539572267,0.1340953776976239,-0.04113426369047135
2021-04-05,2021Q2,15:00,0.688722595228186,15:00,15:00,0.6824922722121511,15:00,15:00,0.688722595228186,15:00,15:00,0.6861179025297942,15:00,11:00,11:00,11:00,0.8248062255679005,1.3375827149840265,1.2760121961161888,1.1466078963494026,1.4708439087877114,1.5075650988951053,1.5586868294333656,1.4970655723265116,1.5768761645963607,1.4657973293706488,1.7382566927960312
2021-04-07,2021Q2,15:00,0.6940232724886297,15:00,15:00,0.6959196743331925,15:00,15:00,0.6940232724886297,15:00,15:00,0.6991002399787872,15:00,11:00,11:00,11:00,0.58210677727665,0.5495392817760217,0.4212887990551571,0.4686883811583099,0.5920401847883121,0.8761933658156857,0.8986573637009453,0.7942263592807085,0.7669663680033854,0.5092279718687731,0.3821281867542256
2021-04-09,2021Q2,15:00,0.6924559605000146,15:00,15:00,0.6932648915601034,15:00,15:00,0.6924559605000146,15:00,15:00,0.6951945788159261,15:00,11:00,11:00,11:00,0.1952641298959067,0.15218057998640955,-0.12107152919524476,-0.13471305251673388,-0.2702482425433501,-0.4875808905550952,-0.4526159817712557,-0.540908210198948,-0.3933638043562788,-0.5844266546229658,-0.7253723909631049
2021-04-12,2021Q2,15:00,0.685366818742699,15:00,15:00,0.6838959813959888,15:00,15:00,0.685366818742699,15:00,15:00,0.6777147772989845,15:00,11:00,11:00,11:00,1.0126040559219296,0.7877429122356,0.8058645597909032,0.6911569533416311,0.5770305779276031,0.37152956805419873,0.4320110879542299,0.5265419178681285,1.0584274848320003,1.0825133174797497,1.2427529609291885
2021-04-14,2021Q2,15:00,0.6881398841267113,15:00,15:00,0.6889019488782322,15:00,15:00,0.6881398841267113,15:00,15:00,0.6846580006995179,15:00,11:00,11:00,11:00,-0.4704462573500678,-0.5300627392955412,-0.695890666475394,-0.5979128145003082,-0.7279992294273857,-0.7172721639904469,-1.0261985859877367,-1.137071036205715,-0.23585432594438693,-0.24548638798752884,0.8224997186441427
2021-04-16,2021Q2,15:00,0.6888050318223422,15:00,15:00,0.6998322783628208,15:00,15:00,0.6888050318223422,15:00,15:00,0.6863495312242011,15:00,11:00,11:00,11:00,1.4417237652414796,1.2839223325595486,1.2113141914875714,1.23795636377971,1.118666876386866,1.1912886765434951,1.1114972501133107,0.9808300554176179,0.9760312213499157,1.8589886018502448,3.0654538047361006
2021-04-19,2021Q2,15:00,0.7005126612455628,15:00,15:00,0.7165066778509587,15:00,15:00,0.7005126612455628,15:00,15:00,0.7155060469510476,15:00,11:00,11:00,11:00,-0.16088222874946184,0.22469865899862257,0.28665324395561065,0.1534833767955062,0.4919631921132629,0.6603255701359726,0.6782471270775671,0.4611736698768544,0.2555733790291852,0.07180550138253096,-0.1514096137464191
2021-04-21,2021Q2,15:00,0.6963365716622687,15:00,15:00,0.6908250622176615,15:00,15:00,0.6963365716622687,15:00,15:00,0.7048957131744907,15:00,11:00,11:00,11:00,0.5632001656997133,0.4145740619614376,0.4223719424711606,0.28398735072867687,0.47237378773212174,0.43676349846066953,0.26784863253302205,0.2240527847641628,0.10689597476546982,-0.07212277121954735,-0.2748617095818387
2021-04-23,2021Q2,15:00,0.6915990190708341,15:00,15:00,0.6892775953991404,15:00,15:00,0.6915990190708341,15:00,15:00,0.6929198236170466,15:00,11:00,11:00,11:00,-0.08872411747846205,-0.32519725933226884,0.5018236711392196,0.3993972437203837,0.2488632892501184,0.05124307363910133,0.2911279615886455,0.1186566659581551,-0.031677860494746087,-0.16347181411040526,-0.21861087152803485
2021-04-26,2021Q2,15:00,0.6871805244562763,15:00,15:00,0.6863160958027896,15:00,15:00,0.6871805244562763,15:00,15:00,0.68179214902677,15:00,11:00,11:00,11:00,1.090688978850741,0.8346071625767703,0.6616791859348511,0.5142411593218045,0.46220394297636597,0.51400236148662,0.32107701006555384,0.27000413747557195,0.24477484438025127,0.020363710840904138,-0.1413015946192993
2021-04-28,2021Q2,15:00,0.6831781953786167,15:00,15:00,0.6834477227307534,15:00,15:00,0.6831781953786167,15:00,15:00,0.6717567856313388,15:00,11:00,11:00,11:00,0.621579307176808,0.6503102865209985,0.6044638005065407,0.535730828755891,0.791723956387412,0.7166272706191901,0.6371076599972999,0.62119446069515,0.9496949590192054,0.6082901418212553,0.49635077151790774
2021-04-30,2021Q2,15:00,0.6822799866100555,15:00,15:00,0.6916772840516708,15:00,15:00,0.6822799866100555,15:00,15:00,0.669620862299628,15:00,11:00,11:00,11:00,-0.052595202432948664,-0.26406084339229785,0.24726365194003444,0.4904688623272063,0.34648224279652723,0.12742863935567103,-0.0122014353257176,-0.25535610175636864,0.984232194038351,1.2515200521483154,1.2430378186721112
2021-05-03,2021Q2,15:00,0.6849630384381036,15:00,15:00,0.6965709473152819,15:00,15:00,0.6849630384381036,15:00,15:00,0.6765947619127294,15:00,11:00,11:00,11:00,0.5041672482800165,0.5437788037108211,0.7183995652230339,0.9744089607735607,0.9634066039834208,1.097421573574241,0.9344041743740192,0.8376167781873979,0.6543763451702256,0.691936881307466,0.6302230212184033
2021-05-05,2021Q2,15:00,0.6847023716894384,15:00,15:00,0.7001028468777554,15:00,15:00,0.6847023716894384,15:00,15:00,0.6760314757866476,15:00,11:00,11:00,11:00,0.21359703309266978,0.43515014342985875,0.13600897244439455,-0.06293641832412128,0.022041942049117982,0.004572065754480762,0.33176148502694575,0.21438110582035116,0.16104792976127197,-0.1772346151247688,-0.0968151319974127
2021-05-07,2021Q2,15:00,0.6809984972643822,15:00,15:00,0.6865290359114677,15:00,15:00,0.6809984972643822,15:00,15:00,0.6666548651014327,15:00,11:00,11:00,11:00,0.5276162544112016,0.9548501662570373,0.6009152107420412,0.4806129430595794,0.36633207064820444,0.5884862557067875,0.37856281722051255,1.0522421414925727,0.910530796477479,1.3726469689362526,1.222225604965964
2021-05-10,2021Q2,15:00,0.6835514553195783,15:00,15:00,0.7149306045598746,15:00,15:00,0.6835514553195783,15:00,15:00,0.673387347248383,15:00,11:00,11:00,11:00,-0.7198582832996857,-0.8286008775150772,-0.9455660616944075,-1.1270332671836265,-1.2246281504958743,-1.3642459833651133,-1.2433235617649736,-1.4726614397729885,-1.433754416442188,-0.2421708855142132,-0.3215578372527058
2021-05-12,2021Q2,15:00,0.6788326323497554,15:00,15:00,0.6980148167690392,15:00,15:00,0.6788326323497554,15:00,15:00,0.6613446290373881,15:00,11:00,11:00,11:00,0.4332755456960379,0.2581983409963702,0.39997474731435123,0.13702670392867417,0.893285622223643,0.8016877467396848,0.624097339261504,0.495005182379972,0.3261549836506302,0.123744214502883,0.05704665970818622
2021-05-14,2021Q2,15:00,0.6759270904215238,15:00,15:00,0.6888420147797545,15:00,15:00,0.6759270904215238,15:00,15:00,0.6540387545937294,15:00,11:00,11:00,11:00,1.2203109049465424,1.1703662029856459,1.4106963696401915,1.4212365747118327,1.3120114172718909,1.354427228573301,1.4054165496782889,1.2815957400700044,1.184826158251024,1.1718199852917897,1.7572114011328106
2021-05-17,2021Q2,15:00,0.6809563197736692,15:00,15:00,0.6982741275689403,15:00,15:00,0.6809563197736692,15:00,15:00,0.6673606600495303,15:00,11:00,11:00,11:00,1.1271130746910538,1.1179709114976528,1.007115819940936,1.2553617129833157,1.1155647097089763,1.008336013686486,0.9680917006891593,1.1681424144374546,1.01681131257538,0.9154030942114314,1.2973502214883639
2021-05-19,2021Q2,15:00,0.6838099952445708,15:00,15:00,0.7066408280728423,15:00,15:00,0.6838099952445708,15:00,15:00,0.6749597926308776,15:00,11:00,11:00,11:00,0.30895747687587405,0.018825624722656774,0.03268466619859281,-0.11971801227004913,-0.21494679731565522,-0.3080319939883525,-0.46869085198169275,-0.5689950217139517,-0.5326288931561112,-0.7894229534281263,-0.1791367756968038
2021-05-21,2021Q2,15:00,0.6798332820144262,15:00,15:00,0.6994237539637569,15:00,15:00,0.6798332820144262,15:00,15:00,0.6646689393929446,15:00,11:00,11:00,11:00,0.10097633372993972,0.43581381701002614,0.2902604910404936,0.47311353275960394,0.3818808481957332,0.635224397287227,0.7214845438815257,0.33784080475366507,0.5017905616949258,0.2732868978784512,0.01833282516720142
2021-05-24,2021Q2,15:00,0.6767988762490719,15:00,15:00,0.6971856854546774,15:00,15:00,0.6767988762490719,15:00,15:00,0.6568899634976403,15:00,11:00,11:00,11:00,0.551342500393084,0.7644779349599427,0.739081891848777,0.5561859926825298,0.5370294908220106,0.41183647362403125,0.3835988682605062,0.331204932016671,0.290569502109147,0.1703811688957028,-0.1829257923846586
2021-05-26,2021Q2,15:00,0.672873192830653,15:00,15:00,0.6869661972444229,15:00,15:00,0.672873192830653,15:00,15:00,0.6467934043239805,15:00,11:00,11:00,11:00,1.3431844037707081,1.7865410555943924,1.53508850007577,1.4510433778715077,1.4459697820497701,1.381325741847908,1.2027435745759474,1.170157582924169,2.248632856251893,3.1030046897493775,4.806251983101507
2021-05-28,2021Q2,15:00,0.6916612782409751,15:00,15:00,0.732749969388325,15:00,15:00,0.6916612782409751,15:00,15:00,0.696745907654334,15:00,11:00,11:00,11:00,0.2985378141198872,0.6567497680933746,0.5806850153972258,0.40676526189695533,0.4259354532199376,0.383155133955128,0.32029314360345207,0.2886019905662237,0.17965903707552097,-0.06652279660633333,-0.2814023845855133
2021-06-01,2021Q2,15:00,0.6872582752417602,15:00,15:00,0.7214170179142942,15:00,15:00,0.6872582752417602,15:00,15:00,0.6850114813977567,15:00,11:00,11:00,11:00,0.2919054733278772,0.6228622798217205,0.825074503623605,0.6464299110920438,0.3259621214229848,0.3873460474120179,0.41634327425597617,0.8269725910250875,0.6691088389895752,0.5924988282395729,0.6748342753245135
2021-06-02,2021Q2,15:00,0.687202311278169,15:00,15:00,0.7118255637177356,15:00,15:00,0.687202311278169,15:00,15:00,0.6848895184288099,15:00,11:00,11:00,11:00,0.6653611896738942,0.60793943560067,0.3870650918516038,0.4124966844774846,0.3086150968173444,0.5581181995151389,0.4057518917188671,1.320820376028014,1.1757314268505892,0.8246448148546178,0.6001856385397862
2021-06-04,2021Q2,15:00,0.686812101983378,15:00,15:00,0.7172762804216367,15:00,15:00,0.686812101983378,15:00,15:00,0.6838754892167088,15:00,11:00,11:00,11:00,1.5564027569346655,1.3808935206640929,1.488777006546499,1.3687734021923634,1.5187107267118565,1.3427748209419166,1.4975528486317466,1.360694899249932,2.206721207577632,3.773735538710135,4.151533869504731
2021-06-07,2021Q2,15:00,0.7022796098740984,15:00,15:00,0.7337181986987161,15:00,15:00,0.7022796098740984,15:00,15:00,0.7253457363032946,15:00,11:00,11:00,11:00,0.8354303646156483,1.2480499024504397,1.0667592001870336,1.3159532639225278,1.1393503577866235,0.9569945694133184,0.9758131743913401,0.8969645416872338,0.7668140231393811,0.7067021454853107,0.9029347447192972
2021-06-09,2021Q2,15:00,0.7031714104734104,15:00,15:00,0.7316974063587844,15:00,15:00,0.7031714104734104,15:00,15:00,0.7274673919374882,15:00,11:00,11:00,11:00,0.814939232957273,0.5695520511916742,0.43462876014688495,0.34550886808890086,0.5859868553782916,0.33668326728457576,0.19336950109505252,0.11120457356122122,0.008211053032388352,-0.1243805446145081,0.22855887180394835
2021-06-11,2021Q2,15:00,0.701071354992572,15:00,15:00,0.7299730264621863,15:00,15:00,0.701071354992572,15:00,15:00,0.7215129165975923,15:00,11:00,11:00,11:00,0.5270359907039327,0.35291576213144704,0.3678887274941287,0.2186122000634353,0.05109704717830646,0.25543698618801447,-0.09520757848452047,-0.2830247278584682,-0.39004313195879703,-0.49310663657844506,-0.624473638439108
2021-06-14,2021Q2,15:00,0.6952319497351637,15:00,15:00,0.6993258492227185,15:00,15:00,0.6952319497351637,15:00,15:00,0.7054644968957788,15:00,11:00,11:00,11:00,-0.6558586374448506,-0.8119695651573812,-0.9911105089792206,-1.0151030623669546,-1.1215885658661282,-1.2633765468315366,-1.1449062783976642,-1.457451710100097,-1.6451254257844878,-1.6920720666094538,-1.9937044992122752
2021-06-16,2021Q2,15:00,0.6834383688187275,15:00,15:00,0.6865308275933856,15:00,15:00,0.6834383688187275,15:00,15:00,0.6733134042564747,15:00,11:00,11:30,11:00,0.26128431116360623,0.12590835764115724,0.13774921815544613,0.09568624884236702,0.06543671357634778,0.3530064350835423,0.3291850030868197,0.4616559111130729,0.42374462563591503,0.8638633570061625,0.2799864852884527
2021-06-18,2021Q2,15:00,0.6816765702006914,15:00,15:00,0.6633370143876186,15:00,15:00,0.6816765702006914,15:00,15:00,0.6686328367969853,15:00,11:00,11:30,11:00,0.3854190952405592,0.31352317644917355,0.24288350164140743,0.21878993025163768,0.19555921772759544,-0.07532713809465068,-0.04908999928043522,-0.05812289314984509,-0.11804394302574726,-0.276507302357933,-0.18955935038267796
2021-06-21,2021Q2,15:00,0.6778885879372855,15:00,15:00,0.6669318239297451,15:00,15:00,0.6778885879372855,15:00,15:00,0.6584301729162441,15:00,11:00,11:30,11:00,0.43579676289420693,0.686194595148096,1.3733281106068285,1.0889809490565938,1.119587790637215,0.9025573916658499,0.9203203748049904,0.7434410271998387,2.4049843371981603,2.4504786077276814,2.109933339196614
2021-06-23,2021Q2,15:00,0.684087915864815,15:00,15:00,0.6852507889726591,15:00,15:00,0.684087915864815,15:00,15:00,0.6756701282242632,15:00,11:00,11:30,11:00,0.07019854726525578,-0.10774426011130149,-0.19077140160688055,-0.15848818051252853,-0.3652753903943868,-0.5957427198789702,-0.5484871332436704,-0.6728704262862564,-0.8639655246567519,-0.863404993738699,-1.1826586566378936
2021-06-25,2021Q2,15:00,0.6760415944316138,15:00,15:00,0.6698840032977048,15:00,15:00,0.6760415944316138,15:00,15:00,0.6536188024584993,15:00,11:00,11:30,11:00,0.8167666247731249,1.1118985258056122,1.5130051621969574,2.0214121666507436,1.8722972669814173,2.4720018859092527,2.7724655994063934,2.7463830713963295,2.7834569373130242,3.1124795723476812,4.108168415216362
2021-06-28,2021Q2,15:00,0.6907717524607327,15:00,15:00,0.6998128306925179,15:00,15:00,0.6907717524607327,15:00,15:00,0.6945733756050511,15:00,11:00,11:30,11:00,0.6293597376477151,0.38700826287268786,0.23697886452485634,0.3396739399478113,0.10258141553611481,0.16288458148840848,0.1673583513022468,0.26923280558018553,0.7574138609865998,0.8829612089461282,1.0682825512502174
2021-06-30,2021Q2,15:00,0.6923850464726538,15:00,15:00,0.7075867579978362,15:00,15:00,0.6923850464726538,15:00,15:00,0.6989997516122672,15:00,11:00,11:30,11:00,1.3346928232035165,1.4280712790775234,1.5767662351540446,2.0316245081046764,1.8774433362479,2.0248317468552557,2.3132667680201022,2.7821034937701836,2.706692664309709,2.638676492613283,2.634618560766701
2021-07-02,2021Q3,15:00,0.7006498699377347,15:00,15:00,0.7285422424408424,15:00,15:00,0.7006498699377347,15:00,15:00,0.7219054027201156,15:00,11:00,11:30,11:00,0.048451876378848936,-0.23362475948848913,-0.437012586501591,-0.625359794238596,-0.27109140034784823,-0.4003383554506324,1.0010631828739207,0.7165222899357414,0.6579258269082763,0.8726430125949473,1.0105225373388027
2021-07-06,2021Q3,15:00,0.7019628897148579,15:00,15:00,0.7332781125936697,15:00,15:00,0.7019628897148579,15:00,15:00,0.7253177860980516,15:00,11:00,11:00,11:00,-1.2041057318818253,-0.7367514734446304,0.5416211135651097,0.16070046310747238,0.040194260288640614,0.5443215157345408,0.28550607134557815,0.07813495129126208,0.20628576304168963,0.2223311832453514,0.09567223754071517
2021-07-07,2021Q3,15:00,0.6994047013090599,15:00,15:00,0.741498244669763,15:00,15:00,0.6994047013090599,15:00,15:00,0.7178799035081729,15:00,11:00,11:00,11:00,-0.06107304274112822,0.9755972619188084,0.786628365091155,1.6162374797817176,1.6602844069159601,1.7313632825813514,1.6999685636543778,1.9814273740342516,2.137786155509427,2.6422456882675935,3.424938073180105
2021-07-09,2021Q3,15:00,0.7108565221992743,15:00,15:00,0.762103700757494,15:00,15:00,0.7108565221992743,15:00,15:00,0.7498300431124042,15:00,11:00,11:30,11:00,1.0029834903590764,0.9453173760426311,0.8183835544158137,1.8440831550989205,1.7680070042480527,1.5718962790621225,1.4826337508455405,1.358192032179488,1.356993730008897,1.5221456886969116,5.526304641443887
2021-07-12,2021Q3,15:00,0.7310048406898375,15:00,15:00,0.7883922973830219,15:00,15:00,0.7310048406898375,15:00,15:00,0.806156066990911,15:00,11:00,11:30,11:00,1.1833249152887197,1.2282838081010685,1.176209166412964,1.2628389101870758,1.2326113436076618,1.1712145575746622,1.083538092443744,0.8220832797969584,0.9047054737696865,1.586561161364384,1.3455795668666177
2021-07-14,2021Q3,15:00,0.7335655687155742,15:00,15:00,0.8024457983504679,15:00,15:00,0.7335655687155742,15:00,15:00,0.8125117516094402,15:00,11:00,11:30,11:00,-0.715367693866243,-0.8808706298846364,-1.0425103044920272,-0.35358864528684186,0.1622598063061079,0.7601098443939723,0.5169814227629006,0.9223526094960756,1.277418937656637,1.34262310481996,1.3899226600881358
2021-07-16,2021Q3,15:00,0.7362890421237591,15:00,15:00,0.8033787578273096,15:00,15:00,0.7362890421237591,15:00,15:00,0.8193093055348146,15:00,11:00,11:30,11:00,-0.5942782324792348,0.8479378985720529,0.6680957028801445,1.0385125671676252,0.9165383558326679,0.5757879176565386,0.4128826831141331,0.3616627533807816,0.6968613962443858,1.154199221896636,1.4019579546169239
2021-07-19,2021Q3,15:00,0.7390397401092681,15:00,15:00,0.8200883768649905,15:00,15:00,0.7390397401092681,15:00,15:00,0.8261628291731996,15:00,11:00,11:30,11:00,0.4380174906201623,0.3923225340785372,0.04186795127653645,-0.19717869858898043,-0.4238081045163438,-0.11359073806564342,-0.09569198592248879,-0.18412289696518766,-0.3221770433157339,-0.715284315706593,-0.6304458838615077
2021-07-21,2021Q3,15:00,0.7334039968007463,15:00,15:00,0.8065496374653988,15:00,15:00,0.7334039968007463,15:00,15:00,0.8090432215161266,15:00,11:00,11:30,11:00,0.8641236505762071,0.7594050479120356,0.47925213571522485,0.43626112443856246,0.880580911256959,1.0254052250185546,1.0216146049156722,1.1335379354441928,0.9020508862819392,0.7609409763343938,0.9720377578857028
2021-07-23,2021Q3,15:00,0.7343820040183076,15:00,15:00,0.8132080346054862,15:00,15:00,0.7343820040183076,15:00,15:00,0.8109573534519434,15:00,11:00,11:30,11:00,0.0951872143081085,-0.07054298611587699,0.037555864133185485,0.9836255213376782,1.2326124594708316,1.0893834813829535,1.1966588502717102,2.443110154787515,2.1455124184316903,1.9954712366147145,1.7200471782837432
2021-07-26,2021Q3,15:00,0.7384051271785746,15:00,15:00,0.8143874557017912,15:00,15:00,0.7384051271785746,15:00,15:00,0.8216247311024141,15:00,11:00,11:30,11:00,0.8409706033144541,0.8895107117579548,0.6859929742109865,1.288538980013951,1.5533051751640563,1.8451961820179306,1.9487622753237364,2.1705814166745663,2.1400825154729484,2.0672987784937704,2.1733279147573406
2021-07-28,2021Q3,15:00,0.744238146640277,15:00,15:00,0.8315790537533302,15:00,15:00,0.744238146640277,15:00,15:00,0.8374732376210601,15:00,11:00,11:30,11:00,0.9223988517985814,0.8949270946337164,0.8249186294407457,0.7832514086523436,0.6792242012263742,0.7747109194589652,0.8146639068867226,0.9904354037070207,1.0831927024352805,0.8373179398219064,0.776014492719075
2021-07-30,2021Q3,15:00,0.7443667958146851,15:00,15:00,0.8316929468745033,15:00,15:00,0.7443667958146851,15:00,15:00,0.8367532071830351,15:00,11:00,11:30,11:00,0.7984136820183385,1.2085065157604218,1.017199176324033,0.912186454501577,0.9927209774691172,0.8507566252740103,0.7267016767939392,0.7636315320923923,0.7656608626843394,2.448526375621336,4.432202452997995
