rule,days,pct_buy,Sharpe_mid,Sharpe_crossed,mean_crossed,hit_crossed,worst_crossed,same_position_as_R0,dSharpe_crossed_vs_R0,ci_lo,ci_hi
"R0 sign(s), live-feasible per-bar ridge",551,0.41560798548094374,1.7811534064934085,1.4207525492960718,0.09497091548710332,0.5462794918330308,-5.6086390626901785,1.0,0.0,0.0,0.0
"R1 logistic on s + chain features, buy if P(R>0) > 1/2",551,0.0998185117967332,1.647370282963965,1.2563660465207167,0.08557920234152525,0.6279491833030852,-4.414102035302375,0.49909255898366606,-0.16438650277535505,-1.9593494678103762,1.625567313182834
"logistic on s alone, buy if P(R>0) > 1/2",551,0.05807622504537205,0.5953413617308579,0.22291119897639544,0.015333937554495254,0.6188747731397459,-5.6086390626901785,0.5263157894736842,-1.1978413503196763,-3.049295405180479,0.5638134064032649
"EV: OLS of R on s + chain features, buy if E[R] > 0 (added after)",551,0.4010889292196007,0.5804770469111248,0.21958464272516043,0.01484412086621904,0.5335753176043557,-4.414102035302375,0.4809437386569873,-1.2011679065709113,-3.3900866854452016,0.8477091777801651
"EV: OLS of R on s alone, buy if E[R] > 0 (added after)",551,0.21234119782214156,0.018498425819748376,-0.33840924217316914,-0.023208543947410083,0.5807622504537205,-5.6086390626901785,0.484573502722323,-1.759161791469241,-3.497848798411999,-0.062094373007168
