,p_frozen,p_expanding,ev_frozen,ev_expanding,R_mid,holdout,ok,x1_slice_change,x2_skew,x3_realized_so_far,x4_premium_rich,x5_month_end,x6_third_friday
2020-06-15,0.39135361434120053,,0.02134070940644134,,-0.33095552142713835,False,True,0.28594005161959124,0.04465017196831775,-0.15982851468679815,0.12656204695938555,0.0,0.0
2020-06-17,0.35316314007810024,,-0.04555074439757849,,-0.8293774303709327,False,True,0.41893683876222126,0.03338149803563874,-1.2566461720709903,-0.04899371428661947,0.0,0.0
2020-06-19,0.3155624353587795,,-0.2478657734010969,,-0.2437489846255656,False,True,0.32689495785436795,0.0706089298336189,-0.4322058993703756,0.0344206174236481,0.0,1.0
2020-06-22,0.33746901566709364,,-0.01657158061116146,,-0.04145030604441258,False,True,0.814834908965056,0.03955056459600879,-1.12416822459698,-0.156885849893599,0.0,0.0
2020-06-24,0.39136512919592353,,0.014228716854144709,,-0.5353311545117276,False,True,0.22275535408505778,0.07719100239757053,-0.6572270756737701,0.06284226328978981,0.0,0.0
2020-06-26,0.36418692848802664,,-0.08239154442751373,,-0.9163038625636853,False,True,0.10625734483181362,-0.007140302494096262,-1.13668096976262,0.16624217640804773,0.0,0.0
2020-06-29,0.35157674736645994,,-0.06437509181319717,,1.1099586111044357,False,True,0.07749772187135222,0.01631681054077065,-1.1313188158803307,-0.44479113086326727,0.0,0.0
2020-06-30,0.5126537570080558,,0.4833086652427129,,0.2782657296214235,False,True,0.41076299322873266,-0.027390836603841926,-1.6948189935409603,-0.21159514582619288,1.0,0.0
2020-07-01,0.35885274565786973,,-0.0071146719283878695,,-0.2923260506951466,False,True,0.262209914442652,0.05014527433026858,-0.7223970881056672,-0.5430960594309058,0.0,0.0
2020-07-02,0.3378375173724223,,-0.026566174801056518,,0.7603507538617142,False,True,0.47426643068065755,0.018175444957975646,-0.7942041183500316,-0.5789976442314622,0.0,0.0
2020-07-06,0.3176734504388652,,-0.10906374785684375,,-0.10095796130952384,False,True,0.24662730285917833,-0.03968798843109785,-1.300994214252986,-0.6660867520285363,0.0,0.0
2020-07-08,0.3834695486646904,,0.055290171743621434,,-1.0,False,True,0.20287440090617312,0.09535631721324929,-0.1990633177364357,-0.6175403967466364,0.0,0.0
2020-07-10,0.3401536822577324,,-0.05525851264470993,,-0.9921874998182785,False,True,0.1967208284696719,0.03625802808593537,-1.324660508071617,-0.6934488478844969,0.0,0.0
2020-07-13,0.3612000899139353,,0.03677977383417588,,1.619871405230092,False,True,0.6204574432840543,0.02253759422113344,0.13733356475371913,-0.3053746725591209,0.0,0.0
2020-07-15,0.35840130446752383,,-0.06478952805343949,,-0.7919921841938048,False,True,0.014813356668756744,-0.004962052270543418,-0.8165342708615966,-0.3257838484562443,0.0,0.0
2020-07-17,0.26976359962784796,,-0.34789989278472006,,0.1036690035140777,False,True,0.06101366908216134,-0.011149292037009961,-0.9286710415866313,-0.7690892914407286,0.0,1.0
2020-07-20,0.3518445865606783,,0.008305706652985904,,-1.0,False,True,0.2905476882719219,0.07560465416432662,-0.8179144027060057,-0.8777354471106049,0.0,0.0
2020-07-22,0.3267204261183653,,-0.06150661939246194,,0.46829748079945355,False,True,0.28054621764560767,0.010932702745261674,-1.1707339376596295,-0.8659536822111029,0.0,0.0
2020-07-24,0.34592994825288115,,-0.03851462750663441,,-0.268846381195301,False,True,0.5397907566755807,0.07037084932805387,-1.701424468335252,-0.16851680400515257,0.0,0.0
2020-07-27,0.40298469312792834,,0.09283302910849159,,-1.0,False,True,-0.05739866138062371,0.2105218210291891,-0.8681969367268576,-0.9952662545251592,0.0,0.0
2020-07-29,0.36415034389928463,,-0.018971424498425524,,-1.0,False,True,0.1311572628158667,0.1384909700716165,-1.9693189874376036,-0.5750383484584427,0.0,0.0
2020-07-31,0.5954435850306321,,0.6716439986147305,,2.3237355679332214,False,True,0.06712594130642803,0.09063087716022052,0.23290945901328872,-0.5709207175061133,1.0,0.0
2020-08-03,0.30227365890570734,,-0.13233407178933848,,-0.8987292011141517,False,True,0.30713356354502613,-0.04358772281417355,-1.695464006583287,-0.8032494182803314,0.0,0.0
2020-08-05,0.32988927512150157,,-0.05643821220261011,,-0.16060014507770481,False,True,0.25898081935960066,0.11087640396949221,-2.357088860764363,-0.9571806144163162,0.0,0.0
2020-08-07,0.3368525586335142,,-0.07071340155968855,,0.9118693800775455,False,True,0.37793154410018326,0.001744720508632055,-1.2593091458886225,-0.3059504299413556,0.0,0.0
2020-08-10,0.3512583809327108,,0.047623416108668985,,-0.8721168117427543,False,True,0.5783371628949159,0.030064596274942894,0.23932874020704378,-0.7747287334389839,0.0,0.0
2020-08-12,0.33344574528108234,,-0.07220270833439354,,0.05082538558716054,False,True,0.2419720665124689,-0.019977319774925513,-0.9193138196802783,-0.5910635597738398,0.0,0.0
2020-08-14,0.35009377125188706,,-0.034633641073382126,,-0.4299804755451623,False,True,0.3348291761649015,0.10614123412355508,-1.9603528954210592,-0.4562576358524417,0.0,0.0
2020-08-17,0.304070977451576,,-0.1230344741565847,,-1.0,False,True,0.21523991174387241,0.06468096989468688,-2.8739854910915064,-1.0981515660982524,0.0,0.0
2020-08-19,0.34722448980742915,,-0.0008378515778045062,,0.28747560512238146,False,True,0.4391094599418576,0.06010600265792743,-0.8721464898324952,-0.662216214711731,0.0,0.0
2020-08-21,0.29865529590354595,,-0.22692600799112916,,-1.0,False,True,0.2995729843273511,0.18415271609799613,-1.5457037057908312,-0.8548415472552771,0.0,1.0
2020-08-24,0.36712110791558616,,0.023691486159540198,,2.1400146016476365,False,True,-0.09653699946366236,0.12156115518251234,-0.8866118465461036,-1.272262991356306,0.0,0.0
2020-08-26,0.3744769525287493,,0.008003021323707504,,-1.0,False,True,0.1553260353619017,0.053453602835433385,-0.4276145664506737,-0.43013277750147694,0.0,0.0
2020-08-28,0.35718760369515984,,-0.032444973544022655,,-1.0,False,True,0.1298967201275794,0.028854104103618074,-0.787337000938863,-0.5309742734413776,0.0,0.0
2020-08-31,0.5250618957311589,,0.5740120107483878,,-0.027991440007296364,False,True,0.7520212516898271,0.041987441025454354,-1.2823977417718715,-0.30789514487731307,1.0,0.0
2020-09-02,0.32539110011509503,,-0.07765243203216367,,-0.8414928493993944,False,True,0.5636843894053677,-0.049886318482454006,-0.8420958648212332,-0.2223022449340215,0.0,0.0
2020-09-04,0.4688863574601887,,0.11965086216403897,,1.0389415185596733,False,True,-0.036940260551966295,0.1476172213899219,0.4382850425676008,0.5942589144529107,0.0,0.0
2020-09-08,0.35738316382700025,,-0.1357574623708665,,0.47641565299031763,False,True,0.1962463301713635,-0.06215570485483345,-1.3852756726729871,0.7087023457519406,0.0,0.0
2020-09-09,0.34675118598853066,,-0.12071221534054141,,2.2122197275832933,False,True,0.07862551622740656,-0.058941667520234865,-1.1090812065787845,0.05725485220307647,0.0,0.0
2020-09-11,0.39487827458940145,,-0.020866723922056886,,-0.5712734616573196,False,True,0.15169984534596456,0.03188163596398379,-0.6107643007275539,0.4407295590842679,0.0,0.0
2020-09-14,0.3285351501383206,,-0.13118529570266815,,-1.0,False,True,0.24831849663469682,-0.06783417572058616,-1.2981662141720154,-0.08751840824281043,0.0,0.0
2020-09-16,0.3573896428883174,,-0.08251222296068847,,0.028109150601604238,False,True,0.36424680702752943,-0.023776052395918342,-1.098458681194477,0.41051513232853054,0.0,0.0
2020-09-18,0.3075267872719173,,-0.3192521515353707,,-0.9283744191104477,False,True,0.0977901164307102,-0.00725548704031894,-0.4822028769984936,0.20852702436386217,0.0,1.0
2020-09-21,0.40272508951991715,,0.009824949537256836,,0.8783694366453374,False,True,0.17973907818193097,0.05368000628467824,-0.3892178663031521,0.37193229063328825,0.0,0.0
2020-09-23,0.3896269307231788,,-0.03934952979453877,,-0.07656247483832423,False,True,0.09622954419849089,0.023603422553177048,-0.7821447881303256,0.39928856575514615,0.0,0.0
2020-09-25,0.36742994865749595,,-0.051985780435733424,,-0.7830930905171076,False,True,0.24775328254155782,0.0034191893141174478,-0.8529489665406578,0.1731193313942967,0.0,0.0
2020-09-28,0.35627218198728017,,-0.07308267398183457,,-0.3928745711339299,False,True,0.1487962094282136,-0.010272053826136386,-0.9759314780025402,-0.08013967157487834,0.0,0.0
2020-09-30,0.5642627867935828,,0.5253848612070764,,-0.26267282078115195,False,True,0.3457555458995582,0.015014437581180741,-1.4487186927060605,0.5832078490234567,1.0,0.0
2020-10-02,0.40147271379703964,,0.005234780867309163,,0.3159179580543423,False,True,0.1734110603619118,0.055556640206707676,-0.4872535260816777,0.37156010722915056,0.0,0.0
2020-10-05,0.3293559364898988,,-0.12928921930060489,,-1.0,False,True,0.13096228954010278,-0.10195354801344078,-0.7495436829721505,-0.23912454966779517,0.0,0.0
2020-10-07,0.34911183227920883,,-0.08160410007172908,,-0.8827102415609621,False,True,0.13899369655842522,0.031581405898191535,-1.6586857240165194,-0.2583485831388481,0.0,0.0
2020-10-09,0.3316781005091425,,-0.12162924068708053,,-1.0,False,True,0.034926996488693456,-0.07575986576769478,-0.8943268453292257,-0.4294455953871603,0.0,0.0
2020-10-12,0.3608224313633908,,-0.02314665773926661,,0.5111187515867301,False,True,0.14160520169981686,0.003379389149045277,-0.3074582092373241,-0.4759930830898851,0.0,0.0
2020-10-14,0.3963999236904764,,0.023550584359988372,,0.2291413891854397,False,True,0.07210336760931046,0.0640708704744908,-0.229556810436136,-0.1242813395305351,0.0,0.0
2020-10-16,0.25731845621832744,,-0.3985960354374219,,1.5872696607813568,False,True,0.23091395278398577,-0.12506209018997083,-0.43304271386760207,-0.29189462588739445,0.0,1.0
2020-10-19,0.3670816859880215,,-0.06596890677276589,,-1.0,False,True,0.24549531907659516,-0.039945252095372794,-0.5267202157741024,0.34297775739526504,0.0,0.0
2020-10-21,0.35809671594106574,,-0.0982933555749633,,1.033794591578559,False,True,0.12013886387299166,-0.041199505257359284,-0.9785757361420541,0.20886249012408253,0.0,0.0
2020-10-23,0.33760467761041324,,-0.10375122734126921,,0.07261545624497678,False,True,0.24301837944724214,-0.03233202300623354,-1.284292895644194,-0.13841809387741844,0.0,0.0
2020-10-26,0.3996271591292017,,-0.0008208853689256057,,-0.2144775415267519,False,True,0.11138395142034448,0.041212582755101326,-0.3650761828427162,0.29511663015804146,0.0,0.0
2020-10-28,0.3789641209711886,,-0.04572475266117106,,1.1594568386546715,False,True,0.40079316957547517,0.02551267558944456,-1.1213691474744203,0.6612007732720171,0.0,0.0
2020-10-30,0.6197613122236751,,0.6140935528456993,,0.6293845980388213,False,True,0.12554522226569387,0.08559687633143469,-0.6799652220882747,0.7756862224909433,1.0,0.0
2020-11-02,0.3671018801489299,,-0.09048541696470369,,-0.9733344184027778,False,True,0.14477573177311276,-0.04673995537921187,-0.7837989968830138,0.43205079207520836,0.0,0.0
2020-11-04,0.37268070847420437,,-0.0701491003608988,,-0.8637503417246192,False,True,0.3131663167347827,-0.018815313843664555,-0.9076016204883599,0.6316704726326945,0.0,0.0
2020-11-06,0.35384933700803123,,-0.08114831919182816,,-1.0,False,True,0.19388863503448278,-0.04192875011506248,-0.7344365440463138,0.03620130904858865,0.0,0.0
2020-11-09,0.33019631072300054,,-0.17152230971503915,,2.4158416164118854,False,True,0.26428710961478746,-0.1415856093978013,-1.0308884502636702,0.465623374620316,0.0,0.0
2020-11-11,0.36386604237275133,,-0.05862194721692118,,0.1605927396521687,False,True,0.2501219597391769,0.09845484780229648,-2.1940537094585237,0.04783191494293426,0.0,0.0
2020-11-13,0.31342163609773244,,-0.15684679242375507,,-0.9715824939473884,False,True,0.29988215179987576,-0.08741954001121253,-1.524026903186615,-0.1821927183306684,0.0,0.0
2020-11-16,0.33791695987908055,,-0.09307977374000245,,1.1556401635831919,False,True,0.3120782621196581,-0.02808257621468331,-1.2051070465826366,-0.1280103608552503,0.0,0.0
2020-11-18,0.3771796812131928,,-0.00028489067232937565,,2.930966471259084,False,True,0.3348558824098919,0.13386015755347971,-1.716818095079449,-0.05937125669913712,0.0,0.0
2020-11-20,0.28829681750291664,,-0.32202792160714766,,-0.6535266296845872,False,True,0.513459985535813,0.11739280849910907,-2.4261482219809376,0.1849594182195986,0.0,1.0
2020-11-23,0.37023780657238187,,-0.014171486681032564,,-0.5056590544871795,False,True,0.19164261858774684,-0.018935231854066585,0.106946662561117,-0.195690550686618,0.0,0.0
2020-11-25,0.344509915163197,,-0.06870292826208985,,-0.9053790115194675,False,True,0.1787727612798183,0.06118893620587259,-1.8549439409399626,-0.4857714446957697,0.0,0.0
2020-11-30,0.5423596539031417,,0.5355792337176277,,-0.11601563905055301,False,True,0.5654368728900574,0.018599117692774104,-1.4869993471978518,0.253196927481687,1.0,0.0
2020-12-02,0.3136351776099109,,-0.16998579910481018,,-1.0,False,True,0.11002631283121442,-0.08193522494294161,-1.6909613090852902,-0.3585412476180867,0.0,0.0
2020-12-04,0.29168969815561735,,-0.2098809599856507,,0.12112035585936454,False,True,0.18371403278604598,-0.13253275881288012,-1.777300088121437,-0.4711763454682396,0.0,0.0
2020-12-07,0.3454070296076744,,-0.055587277695179696,,-0.3299278873462844,False,True,0.15316555984005292,0.11275352106107243,-2.282735692225081,-0.6842497504595721,0.0,0.0
2020-12-09,0.3485097065715475,,-0.07129936750855262,,0.30879804655578624,False,True,0.35371804350611147,-0.06323894307237204,-0.4040593514967749,0.06508602699686428,0.0,0.0
2020-12-11,0.36652509994318355,,-0.04899792443313646,,-1.0,False,True,0.01798560704692279,0.028427613865243173,-0.9769643871802367,-0.2813668550192867,0.0,0.0
2020-12-14,0.3797629726938968,,0.009821497664670262,,1.553063292008905,False,True,0.2983138700324488,0.09412957437119611,-1.0093852002188004,-0.10841759719177002,0.0,0.0
2020-12-16,0.3663747151072755,,-0.05593645460940196,,-0.23013505394070566,False,True,0.0875223223136768,0.03093425411697095,-1.1706646136247616,-0.105389332486582,0.0,0.0
2020-12-18,0.2709065455912384,,-0.4601804718446398,,0.41678192551859183,False,True,0.38556636595489263,-0.0016799798005901316,-3.1385313608034515,0.9130277832911702,0.0,1.0
2020-12-21,0.3660040472666322,,-0.023489482809584447,,-1.0,False,True,0.42154460239210906,-0.007351964236145595,-0.35168108094179634,0.14089525270567993,0.0,0.0
2020-12-23,0.2943592625231288,,-0.17141782226683608,,2.0503786642091475,False,True,0.3609285171443641,-0.06860666344618824,-2.0701804753375344,-0.5472908138927881,0.0,0.0
2020-12-28,0.2889793578581728,,-0.1580143585112622,,-1.0,False,True,0.45916020712255645,-0.06598969975584407,-1.9493577588995994,-0.6952699926364225,0.0,0.0
2020-12-30,0.290997760106407,,-0.19039681634858813,,-1.0,False,True,0.09457921424083392,-0.049254762894210616,-2.467750833710282,-0.9165822804730928,0.0,0.0
2020-12-31,0.5060277499243621,,0.4286101136756527,,0.06961557892127668,False,True,0.30008386007786586,-0.06451826806920839,-2.06527178538779,0.01934189392891028,1.0,0.0
2021-01-04,0.38839976780080454,,-0.013969042905835435,,-0.30888044321649555,False,True,0.24442621866533915,-0.004488142181115883,-0.09287533197003346,0.3803095023351011,0.0,0.0
2021-01-06,0.3981668296017087,,-0.013211544535096691,,-0.2854054786627356,False,True,0.21126754782452317,0.06936432116288316,-1.0015077210529262,0.5138270372996399,0.0,0.0
2021-01-08,0.35494398730309185,,-0.05152344047817037,,-0.12931506291511308,False,True,0.27233034791465327,-0.061286507456419996,-0.039206563899523775,-0.08226932279518184,0.0,0.0
2021-01-11,0.36385348836510417,,-0.0024178375354585446,,-1.0,False,True,0.6358295635959577,0.08565820035991531,-1.3394707411978093,0.12488747767313502,0.0,0.0
2021-01-13,0.3301502267270686,,-0.0616158542927754,,-1.0,False,True,0.7069542650755105,0.04585743714284221,-1.8962881511691636,-0.10346103972465759,0.0,0.0
2021-01-15,0.30151564730741515,,-0.2961928936173703,,0.0,False,True,0.3129071766487534,0.005691697431392063,-0.40947931981270796,0.12837934385363692,0.0,1.0
2021-01-19,0.3581866382619509,,-0.019778483469725085,,-0.7093098958333333,False,True,0.2519330619400132,0.1014796118087872,-1.5899659739517098,-0.5031259066544882,0.0,0.0
2021-01-20,0.3808574150986632,,0.04122974506716628,,-0.08032047877513826,False,True,0.19050433770831707,0.13407176494787273,-0.9277982386784249,-0.6080123041111998,0.0,0.0
2021-01-22,0.37623967589058416,,0.04545903249390001,,1.9413894671253198,False,True,0.1879061622087687,0.12377706239475889,-0.72705886300231,-0.7732247453365204,0.0,0.0
2021-01-25,0.4106225615861448,,0.13916924833640357,,1.0214843279795685,False,True,0.5309201532433396,0.11778313642557588,0.727344281198844,-0.20162377013494392,0.0,0.0
2021-01-27,0.4116717795571109,,-0.014691533312233211,,-0.9465264209097599,False,True,0.1820185218287977,0.06153618341730566,-0.8937705932169381,0.8568240314649334,0.0,0.0
2021-01-29,0.6029354502521631,,0.5776654835421214,,0.1545794619425438,False,True,0.16411601784122248,0.0315633228322485,-0.633749528962061,0.7924528844822554,1.0,0.0
2021-02-01,0.4167533741221535,,0.07071459797233154,,-0.80431028461428,False,True,0.11387795604881532,0.16778525698692554,-0.7857677170034513,-0.07843897080049,0.0,0.0
2021-02-03,0.35934004310880185,,0.005882304061879132,,-0.004107595749301529,False,True,0.475061074683498,0.014127768675987341,-0.17847512196587667,-0.27702769796689974,0.0,0.0
2021-02-05,0.31419762874187707,,-0.11140870044924112,,-0.5693933823529411,False,True,0.44951873485874705,-0.04371666980817687,-1.423699335610836,-0.4138724019077813,0.0,0.0
2021-02-08,0.32329169293547294,,-0.09879340092916924,,1.109467147516459,False,True,0.10134547601836504,0.0017512908610053275,-1.563214871558495,-0.8774629579974302,0.0,0.0
2021-02-10,0.3416479350575747,,-0.059313954789438954,,-0.9773363795130782,False,True,0.4313588291820514,-0.04218028186269529,-0.5322841024752228,-0.14896476519704294,0.0,0.0
2021-02-12,0.34205079665875937,,-0.07868151252337337,,1.8287994895441018,False,True,0.11487294876435002,0.0541582707649493,-1.8921737893873896,-0.5543958081745091,0.0,0.0
2021-02-16,0.3479623124662794,,-0.023937156132904657,,-0.4614721500258644,False,True,0.49349844071532223,0.03524748085674996,-0.9727075203624075,-0.2960444835839935,0.0,0.0
2021-02-17,0.3421759581647521,,-0.06206068942799848,,-0.6305338504963502,False,True,0.1974868557788618,-0.02631271072406584,-0.6303270172315723,-0.5025716067921984,0.0,0.0
2021-02-19,0.2680796746671642,,-0.3855002370112769,,-0.252263845380132,False,True,0.13795793583447152,-0.06440896168969557,-0.9229946989561443,-0.2701493472843923,0.0,1.0
