,p_frozen,p_expanding,ev_frozen,ev_expanding,R_mid,holdout,ok,x1_slice_change,x2_skew,x3_realized_so_far,x4_premium_rich,x5_month_end,x6_third_friday
2020-01-03,,,,,-0.9412147674316763,False,False,0.4559819800755645,0.23291057428422843,-1.2838337344937676,,0.0,0.0
2020-01-06,,,,,-0.22422466435698662,False,False,0.27018403068758856,0.14935493113518192,-1.2497324836052865,,0.0,0.0
2020-01-08,,,,,6.83603367783646,False,False,0.07969984209103492,-0.04761826604633112,-0.07116450561081983,,0.0,0.0
2020-01-10,,,,,-1.0,False,False,0.45987253088881436,0.09653628315253382,-1.713581862380612,,0.0,0.0
2020-01-13,,,,,1.5550063278235937,False,False,0.16694368740916346,0.03393052444945904,-1.5664606585117884,,0.0,0.0
2020-01-15,,,,,0.6343005952380953,False,False,0.6540751250148827,0.08710000968664253,-0.741886837931985,,0.0,0.0
2020-01-17,,,,,0.9871471366647055,False,False,0.4331558536971714,0.09196910100737457,-2.0716673635921548,,0.0,1.0
2020-01-21,,,,,-1.0,False,False,0.16980244762926863,0.30699116070108234,-0.555622139787235,,0.0,0.0
2020-01-22,,,,,-1.0,False,False,0.7811253808930698,0.12781121973226572,-1.075380768611346,,0.0,0.0
2020-01-24,,,,,-1.0,False,False,-0.014572182044419972,0.12789527046350016,0.026229061125145458,,0.0,0.0
2020-01-27,,,,,0.35534408588445965,False,False,0.15245859722439725,0.12840444530416084,-1.5979322655989214,,0.0,0.0
2020-01-29,,,,,0.5714518050755568,False,False,0.4818208819993164,0.10321050382651288,-2.152508311735391,,0.0,0.0
2020-01-31,,,,,-0.9337554739273112,False,False,0.401372038247338,0.041528050528858794,-0.9993815422319993,,1.0,0.0
2020-02-03,,,,,1.191019162968637,False,False,-0.03486950306236525,0.030866008693285395,-0.1658845409137557,,0.0,0.0
2020-02-05,,,,,-1.0,False,False,0.3569477373919527,0.1036564818276449,-1.0162597278855405,,0.0,0.0
2020-02-07,,,,,-1.0,False,False,0.030945977015534493,0.12849156158136715,-0.932998699305531,,0.0,0.0
2020-02-10,,,,,0.1297772054156907,False,False,0.23572066645938977,0.1482800002826027,-1.2498680150655939,,0.0,0.0
2020-02-12,,,,,-1.0,False,False,0.20423491220426865,0.13057646313996366,-1.2517603721155963,,0.0,0.0
2020-02-14,,,,,1.2193170476693855,False,False,0.22188893807691643,0.04927474625233733,-2.0309971867499637,,0.0,0.0
2020-02-18,,,,,-1.0,False,False,0.26473505089156596,0.1636729810018453,0.2559741433004415,,0.0,0.0
2020-02-19,,,,,-1.0,False,False,0.36130138842687404,0.2274417600174104,-1.7512061742271232,,0.0,0.0
2020-02-21,,,,,-0.44444444979615216,False,False,0.33595598837527746,0.09311814078573057,-2.09478711210152,,0.0,1.0
2020-02-24,,,,,0.763763427734375,False,False,0.498644836645805,0.09600342782045859,-1.3328087124128851,,0.0,0.0
2020-02-26,,,,,-0.6874365855602438,False,False,0.2233833023858531,0.05736441169421166,-0.5446522728046798,,0.0,0.0
2020-02-28,,,,,1.3480793348228088,False,False,0.32757075654968903,0.06624151421934654,-1.391045362352058,,1.0,0.0
2020-03-02,,,,,2.7699645739281746,False,False,-0.20409792432612167,0.04849665745675928,-0.15314471889752385,,0.0,0.0
2020-03-04,,,,,0.2096093750000001,False,False,0.051101399509642396,-0.05640543180358094,-0.5439787760939988,,0.0,0.0
2020-03-06,,,,,1.2611034148254476,False,False,0.21243199492973658,0.08208706927055587,-1.1283453816226092,,0.0,0.0
2020-03-09,,,,,-0.0176185978022666,False,False,0.018074946603960147,0.007198882017412631,-1.6318194346892447,,0.0,0.0
2020-03-11,,,,,-0.621301733083313,False,False,0.41606941448985446,0.02084108321162793,-2.4520842998453287,,0.0,0.0
2020-03-13,,,,,1.8375150740354242,False,False,0.2658757624244588,-0.004355587381860229,-1.5257941618151856,,0.0,0.0
2020-03-16,,,,,0.6963083290181136,False,False,0.30995357714764504,-0.24506611477367446,-1.3323369795377686,,0.0,0.0
2020-03-18,,,,,0.6407583409737472,False,False,0.5838781422026822,-0.0336997563844867,-1.6635728346104932,,0.0,0.0
2020-03-20,,,,,-0.015986577829696147,False,False,0.4979768898637633,0.05589011740825141,-1.2689339972534492,,0.0,1.0
2020-03-23,,,,,-0.12038838393476092,False,False,0.1541460913680405,0.05175577707926262,-1.2782751714375709,,0.0,0.0
2020-03-25,,,,,1.382252942248356,False,False,0.20977403803563444,0.05464821228330446,-1.363442600363874,,0.0,0.0
2020-03-27,,,,,1.3529640480324074,False,False,0.30284589890452546,0.03133832048866197,-2.062035566472913,,0.0,0.0
2020-03-30,,,,,-0.18780962287646086,False,False,0.4427306724002978,0.02439295729534783,-2.077918126426543,,0.0,0.0
2020-03-31,,,,,-0.7727679240610852,False,False,0.4274774363575068,0.04445598273986485,-1.1911215875038732,,1.0,0.0
2020-04-01,,,,,-0.33544303596907943,False,False,0.12497067624097129,0.02037393508937661,-1.79589595258547,,0.0,0.0
2020-04-03,,,,,-0.7814429709319494,False,False,0.3394612991444776,0.024711451664218287,-1.991987105542796,,0.0,0.0
2020-04-06,,,,,1.0326121829521462,False,False,0.4163423859038946,-0.0049833406517014334,-1.6795150152132796,,0.0,0.0
2020-04-08,,,,,-1.0,False,False,0.22959369960609924,-0.011520137437757047,-1.2272033141683059,,0.0,0.0
2020-04-09,,,,,-1.0,False,False,0.16654808341263488,-0.029898192262757337,-1.7541066182081289,,0.0,0.0
2020-04-13,,,,,-0.8570278216708479,False,False,0.21827840726068387,-0.006720067116069808,-1.7113592451328554,,0.0,0.0
2020-04-15,,,,,-0.8535810173167675,False,False,0.2137014206703074,-0.0361411787119415,-1.3080554510088342,,0.0,0.0
2020-04-17,,,,,0.8717759334446669,False,False,0.13757906352151497,-0.02619282316602499,-1.4905766590607694,,0.0,1.0
2020-04-20,,,,,-0.43470348679680293,False,False,0.20242900451722928,-0.019477675242827532,-1.27445108418066,,0.0,0.0
2020-04-22,,,,,-0.36425235176288095,False,False,0.26188620411686686,0.0012140800838765548,-2.5595221197929434,,0.0,0.0
2020-04-24,,,,,-1.0,False,False,0.24361463122828497,-0.06426364806112325,-1.6934408092014592,,0.0,0.0
2020-04-27,,,,,-0.721097336155801,False,False,0.10227794826799048,-0.08195786806009253,-1.6563905331468463,,0.0,0.0
2020-04-29,,,,,0.5148000181989978,False,False,0.21711780269236558,-0.040261536191046256,-1.9319883430081586,,0.0,0.0
2020-04-30,,,,,-1.0,False,False,0.5144438271188714,0.029076784352617013,-1.437278658392203,,1.0,0.0
2020-05-01,,,,,-1.0,False,False,0.27961603750041264,0.05689659133012329,-1.5588481843761122,,0.0,0.0
2020-05-04,,,,,-0.5910462365858858,False,False,0.2385089019343494,0.11354127610185627,-1.3343473062771336,,0.0,0.0
2020-05-06,,,,,1.5216848676436037,False,False,0.19074686713408762,0.1222938971128307,-1.6448473196026487,,0.0,0.0
2020-05-08,,,,,-0.2808915561925449,False,False,0.29492260163569517,-0.0036458818835814954,-2.310392748357474,,0.0,0.0
2020-05-11,,,,,0.09944194930700645,False,False,0.07178257308778323,0.008205389256715547,-0.9359902374468454,,0.0,0.0
2020-05-13,,,,,0.6393442238508078,False,False,0.2148466095582359,0.0481232438300368,-0.6659020648316536,,0.0,0.0
2020-05-15,,,,,-0.543215899328725,False,False,0.1454621939171011,0.05692723545449504,-1.0844674893666213,,0.0,1.0
2020-05-18,,,,,0.1383341800906539,False,False,0.12055833605804742,-0.013630911796594153,-1.1850693354139443,,0.0,0.0
2020-05-20,,,,,-1.0,False,False,0.37233174429185856,-0.04191855689610147,-1.283012321634284,,0.0,0.0
2020-05-22,,,,,0.023465022550032577,False,False,0.42410549421726934,0.04666534490768065,-1.8990611148221632,,0.0,0.0
2020-05-26,0.3321049614963247,,-0.0828064219399969,,2.041374845406446,False,True,0.25676877413392546,0.014025012006468692,-1.5459873856202244,-0.5342662394051043,0.0,0.0
2020-05-27,0.40259952871069127,,0.07409505285832363,,1.3555307420824914,False,True,0.11675529195390723,0.13175509145279,-0.27976053327628636,-0.45594976209724525,0.0,0.0
2020-05-29,0.5619271878850007,,0.5693272601562313,,-0.45094794317048603,False,True,0.3502658786042278,0.05643392156838582,-1.2526395780947641,0.046562533009720575,1.0,0.0
2020-06-01,0.3447533137525426,,-0.04491366754288234,,-1.0,False,True,0.3129804612933944,0.05636489832426444,-1.4817465210395537,-0.49380991601675017,0.0,0.0
2020-06-03,0.32667116451338224,,-0.08653951147796257,,-0.5017818093599506,False,True,0.265176583540469,0.005953777389855058,-1.5153727224338336,-0.636618330063154,0.0,0.0
2020-06-05,0.32062812112633277,,-0.12540930033221753,,-0.09062647275932034,False,True,0.33767459365186353,-0.09012567392095096,-0.9803275758177479,-0.21450294478210807,0.0,0.0
2020-06-08,0.31733196706916406,,-0.09389315640134127,,1.8647150548612865,False,True,0.35073940945033405,-0.044648488750060444,-1.0512578341510148,-0.6540318292829088,0.0,0.0
2020-06-10,0.37289411636841613,,-0.06040127434296656,,0.8914388020833333,False,True,0.12842493294547436,-0.014147135343358456,-0.6844989953900256,0.23458583523318932,0.0,0.0
2020-06-12,0.39504097074089933,,-0.0046024659898464895,,0.634165115526758,False,True,0.3612829039439372,0.021998526419268475,-0.3472846526487471,0.633242625474673,0.0,0.0
