rule,days,pct_buy,Sharpe_mid,Sharpe_crossed,mean_crossed,hit_crossed,worst_crossed,dSharpe_vs_always_short,ci_lo,ci_hi,placebo_p
C(i) frozen logistic on the deck -> HOLDOUT,413,0.04116222760290557,1.121986467153378,0.8437263876773996,0.060745872104340445,0.6416464891041163,-6.802605977844012,0.46801197544282713,-0.31853002082861953,1.4796509217488518,0.05147426286856572
"C(i) frozen logistic -> deck (in-sample, reference only)",803,0.057285180572851806,1.2733038470711089,0.8026237338938681,0.05799304581503392,0.6239103362391034,-10.954857518943221,,,,
C(ii) expanding logistic -> deck days,551,0.06896551724137931,1.8358271287201482,1.4400718160674981,0.09800082720233798,0.631578947368421,-4.414102035302375,,,,
C(ii) expanding logistic -> HOLDOUT,413,0.0387409200968523,1.1886483476230174,0.909010804814338,0.06543121942660811,0.6440677966101694,-6.802605977844012,0.5332963925797656,-0.23597240817078516,1.496156505449694,0.037481259370314844
EV frozen OLS of R on the deck -> HOLDOUT (added after),413,0.28087167070217917,0.08736171133247156,-0.16999889323092787,-0.012189764315281055,0.5520581113801453,-6.802605977844012,-0.5457133054655003,-2.211521529385053,1.1507774997757276,0.6151924037981009
EV expanding OLS of R -> deck days (added after),551,0.39201451905626133,0.5306170200502326,0.16968572273686755,0.011476725407531595,0.52994555353902,-4.414102035302375,,,,
EV expanding OLS of R -> HOLDOUT (added after),413,0.32929782082324455,-0.16567122598496334,-0.42000767082628665,-0.030102194015809294,0.5375302663438256,-6.802605977844012,-0.7957220830608591,-2.4947217035083473,1.0008586228446215,0.703648175912044
always short -> HOLDOUT,413,0.0,0.6457753644165595,0.37571441223457247,0.027146401110407795,0.648910411622276,-6.802605977844012,,,,
always short -> deck,803,0.0,0.30801790497099185,-0.13428311333923587,-0.009772845139437743,0.6127023661270237,-10.954857518943221,,,,
