clock,treatment,period,unit,n,mean,sd,Sharpe_ann,t_hac,t_lag,MaxDD,worst,worst_date
10:00,hold,2020,premium,157,0.0890401608807253,0.3967402152937891,3.562705971913642,3.2264681242793287,8,-2.4845313403642653,-2.4845313403642653,2020-07-13
10:00,hold,2021,premium,158,0.05459858482108207,0.3930107342362966,2.2053485788883784,1.6305737103119333,8,-3.853863902643413,-1.870342650710071,2021-01-25
10:00,hold,2022,premium,218,0.03669386605170335,0.3118387937700201,1.8679429144903792,1.6642632837864872,9,-2.978610308468391,-1.3389000323536444,2022-11-08
10:00,hold,2023,premium,248,0.05140690269028662,0.3870624889525884,2.1083398790512446,2.409279661336332,9,-4.430247730139863,-2.96550249960871,2023-12-20
10:00,hold,2024H1,premium,83,0.03728519036220318,0.39044721707187363,1.5159130910019964,1.03213246462921,6,-2.6044935700886507,-1.494847783668051,2024-04-04
10:00,hold,2024H2,premium,166,0.0559591151538379,0.41409401110210026,2.145221591931351,1.5267825856766517,8,-3.793346154327943,-2.6724927686237563,2024-05-31
10:00,hold,2025,premium,247,0.009703839207403003,0.4204893294179428,0.36634383099640583,0.36654962647366063,9,-4.969419488097022,-2.279966031482238,2025-05-21
10:00,hold,deck in-sample,premium,864,0.05376010084089134,0.3724198400300032,2.2915404926541068,4.4862481143623505,14,-4.430247730139854,-2.96550249960871,2023-12-20
10:00,hold,unseen,premium,413,0.0282955481834519,0.4180432064479115,1.0744772198036494,1.319105371046954,11,-4.969419488097026,-2.6724927686237563,2024-05-31
10:00,hold,all,premium,1277,0.045524501586762536,0.38778112119665864,1.8636262031589101,4.369734001837376,16,-4.969419488097017,-2.96550249960871,2023-12-20
10:00,hold,2020,index points per contract,157,1.688788359166517,8.925013852921536,3.0037694656885003,2.0869141892635943,8,-91.40538371893287,-48.80068994725224,2020-03-13
10:00,hold,2021,index points per contract,158,0.771856435516197,6.166086201687809,1.9871342463505972,1.4423782121195352,8,-71.17177287207444,-26.09128006659038,2021-01-25
10:00,hold,2022,index points per contract,218,1.0590820055233354,9.793738232404177,1.7166484572972458,1.5773938638159684,9,-93.19735397316596,-33.0086660547821,2022-09-21
10:00,hold,2023,index points per contract,248,1.0244056994855648,6.813730135045195,2.3866422667982534,2.628348365611277,9,-61.23385194575309,-36.179130636632436,2023-12-20
10:00,hold,2024H1,index points per contract,83,0.845667668654073,6.655943133465881,2.0169279979121857,1.6017668571596433,6,-32.25176190887627,-19.1534486794616,2024-02-21
10:00,hold,2024H2,index points per contract,166,1.0881091762839585,9.613308506328066,1.7968005153520143,1.2615355808800495,8,-74.32968084193314,-53.18260507613766,2024-05-31
10:00,hold,2025,index points per contract,247,-0.4559546006724294,13.719923274529709,-0.5275579717364111,-0.4925624797636005,9,-230.00940902370138,-115.7248001039296,2025-04-09
10:00,hold,deck in-sample,index points per contract,864,1.0905277735827517,7.938662720013214,2.1806684993193253,3.9762386733501094,14,-93.19735397316589,-48.80068994725224,2020-03-13
10:00,hold,unseen,index points per contract,413,0.16466183268050114,12.246597712868237,0.2134409588251434,0.24969372988388897,11,-238.5444401207979,-115.7248001039296,2025-04-09
10:00,hold,all,index points per contract,1277,0.7910895327114681,9.551840441513566,1.3147368914859203,2.8704374898988245,16,-238.54444012079682,-115.7248001039296,2025-04-09
10:00,flatten,2020,premium,157,0.03199728355795563,0.36615609302358837,1.3872256647415042,1.2429967108530835,8,-3.8625890639407983,-2.4263180456941464,2020-07-13
10:00,flatten,2021,premium,158,0.030273869734318976,0.34511895212516597,1.392513451620423,0.9444683807142421,8,-3.983863286294946,-1.5467373338614565,2021-01-25
10:00,flatten,2022,premium,218,0.003918310083080434,0.2768913719083996,0.2246413234478943,0.21411292804030763,9,-3.44208569458153,-1.422075554990938,2022-11-08
10:00,flatten,2023,premium,248,0.03968508561265341,0.3550493741829967,1.77434815984672,1.87541567395225,9,-3.4331088001125085,-2.9986723923700795,2023-12-20
10:00,flatten,2024H1,premium,83,0.0435867479254188,0.3302627288795003,2.0950537626810593,1.0458396542350017,6,-3.148991871157141,-1.5808859062966707,2024-04-04
10:00,flatten,2024H2,premium,166,0.05473629242298811,0.311299121110289,2.7912436808254597,1.9888011467350037,8,-2.268403119279635,-1.2345065992210287,2024-12-18
10:00,flatten,2025,premium,247,-0.004650438760142329,0.39216394687862083,-0.18824633745050035,-0.19109063788404737,9,-5.537061347591677,-2.31402133611871,2025-05-21
10:00,flatten,deck in-sample,premium,864,0.02791740491259349,0.3344224952164076,1.3251951355943006,2.4629158909166584,14,-5.324932929524866,-2.9986723923700795,2023-12-20
10:00,flatten,unseen,premium,413,0.019219288543488793,0.36261182493496263,0.841386645966955,1.0324356011732736,11,-5.537061347591681,-2.31402133611871,2025-05-21
