clock,treatment,period,unit,n,mean,sd,Sharpe_ann,t_hac,t_lag,MaxDD,worst,worst_date
10:00,flatten,all,premium,1277,0.025104310111935507,0.3436737569281383,1.1595839377269712,2.6306693333839495,16,-5.53706134759166,-2.9986723923700795,2023-12-20
10:00,flatten,2020,index points per contract,157,1.0105826625561682,6.914697573476449,2.3200584343585686,1.9611265425031834,8,-68.30531544984115,-37.001349618356436,2020-07-13
10:00,flatten,2021,index points per contract,158,0.2788752894145734,5.601693986798745,0.7902980751868407,0.5721108369017396,8,-79.83141534185506,-26.75274394267294,2021-11-30
10:00,flatten,2022,index points per contract,218,0.02054890911155875,8.602297882137423,0.03792054446457623,0.036365740090195206,9,-119.20381381914109,-31.570077049559437,2022-11-08
10:00,flatten,2023,index points per contract,248,0.8529646525022667,6.442002531205731,2.101892077860366,1.9941264309683655,9,-63.70692323661979,-36.583803329902814,2023-12-20
10:00,flatten,2024H1,index points per contract,83,0.8350097699750872,5.48623345133161,2.4161146767756767,1.3185326275614824,6,-49.435583712244295,-19.840118048640704,2024-04-04
10:00,flatten,2024H2,index points per contract,166,1.0271539816252875,7.445654208260534,2.189943758496306,1.4868277942547699,8,-65.52004691029853,-36.171043592639585,2024-12-18
10:00,flatten,2025,index points per contract,247,-0.9985708457502583,13.121867782824369,-1.208046065420404,-1.1307315017244564,9,-304.2820721544063,-118.49501494840649,2025-04-09
10:00,flatten,deck in-sample,index points per contract,864,0.5648662970643926,6.91757668054487,1.2962594981310147,2.343982722460796,14,-152.8654940101749,-37.001349618356436,2020-07-13
10:00,flatten,unseen,index points per contract,413,-0.18435699261626184,11.224944757669407,-0.26072079575365614,-0.3006164698376836,11,-344.5735728958905,-118.49501494840649,2025-04-09
10:00,flatten,all,index points per contract,1277,0.3225568071363501,8.55397874472757,0.5986022089894633,1.277577825324153,16,-344.5735728958898,-118.49501494840649,2025-04-09
10:30,hold,2020,premium,158,0.1025139543485411,0.36925303063999415,4.4071637594953526,4.026718806905264,8,-2.0199066239815835,-2.019906623981583,2020-07-13
10:30,hold,2021,premium,158,0.0901397414076934,0.39963551948240256,3.580572707610833,2.7642636799580185,8,-3.714384842273894,-1.4565913893071996,2021-01-25
10:30,hold,2022,premium,218,0.052583277361414986,0.319883934575371,2.6094891299317204,2.208264696404598,9,-3.172816672196906,-1.2435344902479335,2022-03-25
10:30,hold,2023,premium,248,0.08618402459415733,0.3698387168277849,3.699258390553946,4.427710725241816,9,-2.369331187972673,-1.9182185596116839,2023-11-30
10:30,hold,2024H1,premium,83,0.08130706853798535,0.40400405002362433,3.194793960663723,2.1000878631846125,6,-2.0316213653303308,-1.8152988729273392,2024-04-04
10:30,hold,2024H2,premium,166,0.08608039887873133,0.39663213768567257,3.4452174680437126,2.5193882342703393,8,-2.8290705110869077,-1.8258275126166381,2024-07-25
10:30,hold,2025,premium,247,0.03505975096575657,0.4542515751127044,1.225215988214028,1.2628511250901684,9,-4.10244361511524,-2.7176740632642,2025-10-10
10:30,hold,deck in-sample,premium,865,0.08095325223384661,0.3666088571168226,3.5053518605698843,6.823294836918086,14,-3.885453268150176,-2.019906623981583,2020-07-13
10:30,hold,unseen,premium,413,0.05556683947315079,0.4322454676868319,2.0407298543750554,2.5930943915082656,11,-4.102443615115231,-2.7176740632642,2025-10-10
10:30,hold,all,premium,1278,0.07274934889255759,0.3890433800702372,2.968461026276764,7.004533294607932,16,-4.102443615115249,-2.7176740632642,2025-10-10
10:30,hold,2020,index points per contract,158,1.8768840398029232,9.235851859850547,3.2259731864766907,2.327545195978714,8,-108.70469322070048,-78.6340269883718,2020-03-13
10:30,hold,2021,index points per contract,158,1.1150674680087094,6.045707487071273,2.927886823884706,2.554982114324723,8,-64.0785329816525,-28.951090129532485,2021-11-30
10:30,hold,2022,index points per contract,218,1.5365515739794664,9.336926920966288,2.612422722670603,2.140647059137217,9,-90.87722204229308,-30.07271423113077,2022-10-13
10:30,hold,2023,index points per contract,248,1.4253361478688698,6.273619283373371,3.6066118885404297,4.108836322565655,9,-47.168337227926514,-28.747438669412908,2023-02-07
10:30,hold,2024H1,index points per contract,83,1.5017732533665318,6.382930652187963,3.734947569252612,2.768751404040372,6,-26.996037984684378,-20.655856518325344,2024-02-21
10:30,hold,2024H2,index points per contract,166,1.593175594364284,8.769008980115881,2.884120493275885,2.12584813128503,8,-67.65907586940963,-53.67932904505364,2024-07-25
10:30,hold,2025,index points per contract,247,0.3629604073666796,13.763177542725492,0.41864008685806603,0.480335287564453,9,-154.88186773884712,-121.1504078193078,2025-04-09
10:30,hold,deck in-sample,index points per contract,865,1.4865053480493218,7.69485007414168,3.066666746417187,5.421337105601468,14,-108.70469322070048,-78.6340269883718,2020-03-13
10:30,hold,unseen,index points per contract,413,0.8574294655787918,12.010975489620428,1.1332360812796185,1.5640728726943645,11,-154.88186773884712,-121.1504078193078,2025-04-09
10:30,hold,all,index points per contract,1278,1.2832124376734777,9.310835937617512,2.1878127885160006,5.099669086771638,16,-154.88186773884695,-121.1504078193078,2025-04-09
10:30,flatten,2020,premium,158,0.03923880821017802,0.35489940173016987,1.7551361500285982,1.6106539328736245,8,-2.680396716225204,-2.1125210488926025,2020-07-13
10:30,flatten,2021,premium,158,0.04619715723792705,0.3526898517349891,2.0793258790141183,1.4315339074253555,8,-4.378638688196549,-1.641541918831042,2021-01-25
10:30,flatten,2022,premium,218,0.023471251770494122,0.28478718478649123,1.3083263249503685,1.247244331923523,9,-3.6762293715819974,-1.4172688215564955,2022-11-08
10:30,flatten,2023,premium,248,0.06421423904068217,0.3155710363599265,3.230237649638895,3.7876021096410373,9,-2.2708691969488566,-1.5107042042404226,2023-07-27
10:30,flatten,2024H1,premium,83,0.05876431649775327,0.3484901712848402,2.676846239499817,1.5568759197173545,6,-2.273382257906853,-1.91257621023938,2024-04-04
10:30,flatten,2024H2,premium,166,0.06280813790000524,0.3222252931166192,3.0942582735301816,2.375178705753906,8,-2.052237708120271,-1.2522362831153655,2024-12-18
10:30,flatten,2025,premium,247,-0.0010339194717790237,0.41435739346712774,-0.039610643002245496,-0.04077903442660313,9,-5.709290848533546,-2.729987953033602,2025-10-10
10:30,flatten,deck in-sample,premium,865,0.04557015604412835,0.32573461390047365,2.220837975837764,4.216318744666636,14,-5.42721115687681,-2.1125210488926025,2020-07-13
10:30,flatten,unseen,premium,413,0.02462656847910763,0.38089283248858447,1.0263639052736497,1.3085808116445907,11,-5.7092908485335485,-2.729987953033602,2025-10-10
10:30,flatten,all,premium,1278,0.03880200137718503,0.3445155154023962,1.7879098286016404,4.146209879099158,16,-5.7092908485335485,-2.729987953033602,2025-10-10
10:30,flatten,2020,index points per contract,158,1.1590876349002426,6.523710506714887,2.820472453386348,2.4445972248373304,8,-45.13710017310814,-28.519034160050133,2020-07-13
10:30,flatten,2021,index points per contract,158,0.42062817469827096,5.576076056215089,1.1974846111773285,0.9225935168302164,8,-74.93501017687643,-29.889552451782027,2021-11-30
10:30,flatten,2022,index points per contract,218,0.5312293573987396,8.180148254731531,1.0309109749941885,0.9623138600199799,9,-118.9872613114026,-30.902651976016458,2022-10-13
10:30,flatten,2023,index points per contract,248,1.0759061000500623,5.900439751103378,2.894611345797609,3.0894503844454673,9,-44.81241907320406,-29.0875732706715,2023-02-07
10:30,flatten,2024H1,index points per contract,83,1.0309307089683681,5.2483340466975115,3.118230947878931,1.9393599133702273,6,-32.98381093311288,-21.229595751259637,2024-04-04
10:30,flatten,2024H2,index points per contract,166,1.2167330644057774,6.951213904791197,2.7786569175910767,2.0778447142735685,8,-41.59311742385685,-33.24687355555807,2024-12-18
10:30,flatten,2025,index points per contract,247,-0.6843932568248606,12.868023691052747,-0.8442948505544764,-0.8956124898783048,9,-201.40505727194434,-123.92062266379824,2025-04-09
10:30,flatten,deck in-sample,index points per contract,865,0.8298208780188211,6.546064495876625,2.0123538446802782,3.789637327556227,14,-146.12742555916105,-30.902651976016458,2022-10-13
10:30,flatten,unseen,index points per contract,413,0.07973984081263552,10.912903355335576,0.11599394670949584,0.1492946196021207,11,-229.0477240396039,-123.92062266379824,2025-04-09
10:30,flatten,all,index points per contract,1278,0.5874237979201086,8.218158135117866,1.134690224703527,2.5900795674576997,16,-229.04772403960453,-123.92062266379824,2025-04-09
11:00,hold,2020,premium,158,0.11481683478808742,0.3292222982298746,5.536261537681652,4.730386583832162,8,-1.6110674809272476,-1.2691628258951666,2020-07-13
11:00,hold,2021,premium,158,0.11798821505125595,0.4084725578547425,4.5853872235849185,3.851285013660071,8,-3.2999012412674986,-2.01918079038099,2021-06-14
11:00,hold,2022,premium,218,0.06475986791001194,0.3553615762704944,2.8929155575930507,2.5605692130028403,9,-3.737086688112598,-1.2193181176819186,2022-11-08
11:00,hold,2023,premium,248,0.0813374030491218,0.4131497985716648,3.125237502229712,3.5241321625829447,9,-3.1033215371942404,-2.3155480511407167,2023-11-30
11:00,hold,2024H1,premium,83,0.05704023868604953,0.4568123368690622,1.9821831519008628,1.4439122541805076,6,-2.0958885664165834,-2.0958885664165834,2024-04-04
11:00,hold,2024H2,premium,166,0.07282934470057081,0.44646609024198675,2.5895135837224132,2.0878851626520802,8,-4.333931655276377,-2.2661612535539413,2024-07-12
11:00,hold,2025,premium,247,0.03357774604722527,0.4505299762733375,1.1831181538048208,1.0661196971584663,9,-6.199624623734404,-2.8723397757018025,2025-05-21
11:00,hold,deck in-sample,premium,865,0.0876379940417609,0.3884203048544226,3.5817129239208407,7.117342213009679,14,-3.802020660136243,-2.3155480511407167,2023-11-30
11:00,hold,unseen,premium,413,0.04935441766091863,0.44877161890587364,1.745825846361192,2.1074460249074303,11,-6.319335687222404,-2.8723397757018025,2025-05-21
11:00,hold,all,premium,1278,0.07526622796563581,0.4091138699712226,2.920493328661402,6.6484447966758164,16,-6.319335687222377,-2.8723397757018025,2025-05-21
11:00,hold,2020,index points per contract,158,2.0526617270367127,6.866659418992823,4.745392591155539,3.699745355882967,8,-61.0009012562137,-27.661704688675655,2020-02-28
11:00,hold,2021,index points per contract,158,1.493738879400143,5.379219700233577,4.408142985930997,4.396828022498813,8,-34.39719357455206,-15.758224862330788,2021-03-08
11:00,hold,2022,index points per contract,218,1.5849195873347983,9.578975071438682,2.6265668580510417,2.3406660146509273,9,-108.56379419456478,-38.65324899225731,2022-10-13
11:00,hold,2023,index points per contract,248,1.2681577393838093,6.315917240605265,3.1874040211045105,3.447901912485817,9,-41.6096622894231,-29.963389980672364,2023-02-07
11:00,hold,2024H1,index points per contract,83,1.2131576853509045,6.545330098393979,2.9422933495740455,2.3047885698131294,6,-22.325974733822413,-22.325974733822413,2024-02-21
11:00,hold,2024H2,index points per contract,166,1.1319713753535925,9.090878306648035,1.9766504287528843,1.6730497039279872,8,-86.21757168477052,-48.00720656939626,2024-07-25
11:00,hold,2025,index points per contract,247,0.12284914404546124,11.886279788460065,0.1640689718091607,0.1585609265436463,9,-187.56449549877462,-62.84087158842818,2025-04-09
11:00,hold,deck in-sample,index points per contract,865,1.527212685673201,7.240275690494102,3.3484567202594455,6.22569478645877,14,-108.56379419456471,-38.65324899225731,2022-10-13
11:00,hold,unseen,index points per contract,413,0.528452752755267,10.849046588137846,0.7732409767508919,0.968293273087926,11,-215.68836455998223,-62.84087158842818,2025-04-09
11:00,hold,all,index points per contract,1278,1.2044522378679532,8.582559742286636,2.2277836797939696,4.912085259673719,16,-215.68836455998144,-62.84087158842818,2025-04-09
11:00,flatten,2020,premium,158,0.04590588195286951,0.31531329208146663,2.3111403879098256,1.9637954228994023,8,-2.2952756470590447,-1.3785845018153144,2020-07-13
11:00,flatten,2021,premium,158,0.06944585752504245,0.30156482051443156,3.655661193134954,2.3727852659635587,8,-3.7457744460376574,-1.201766066802261,2021-11-22
11:00,flatten,2022,premium,218,0.0100312480608201,0.30890445781047077,0.5155028431116923,0.49953967325277043,9,-5.488065810231124,-1.3136985558151433,2022-11-08
11:00,flatten,2023,premium,248,0.06262868121359609,0.3348829389347546,2.9687970839876354,3.3573945291814367,9,-2.4205151367039814,-1.7483518880058766,2023-12-20
11:00,flatten,2024H1,premium,83,0.04546643045882111,0.3776861106904239,1.9109974858639085,1.2347916664989815,6,-2.202797320831746,-2.202797320831746,2024-04-04
11:00,flatten,2024H2,premium,166,0.06366363567410933,0.3216197441291846,3.142309835634784,2.5010142675633222,8,-2.195237302075422,-1.2281311111310043,2024-12-18
11:00,flatten,2025,premium,247,-0.0009611650693193933,0.40981338774049986,-0.03723163495934704,-0.03403147395636634,9,-6.23144205601364,-2.914750455745223,2025-05-21
11:00,flatten,deck in-sample,premium,865,0.0459167787096218,0.32351586732832954,2.253077324597855,4.252956393361901,14,-6.06769180838681,-2.202797320831746,2024-04-04
11:00,flatten,unseen,premium,413,0.025013936440145913,0.3777715253277775,1.0511219193767454,1.24333782571834,11,-7.399539830315756,-2.914750455745223,2025-05-21
11:00,flatten,all,premium,1278,0.03916179134084751,0.34198235593489423,1.8178545001323525,4.049538219277281,16,-7.399539830315732,-2.914750455745223,2025-05-21
11:00,flatten,2020,index points per contract,158,0.9881335363299875,5.785613198082505,2.7112309548641274,2.4881426263611677,8,-43.29853853122709,-26.211014644698366,2020-03-20
11:00,flatten,2021,index points per contract,158,0.79845194794287,4.236505647042017,2.9918599866381435,2.284676237067081,8,-40.713394488819915,-16.1608811685371,2021-03-08
11:00,flatten,2022,index points per contract,218,0.03720877884739038,8.212683637116118,0.07192180761013546,0.06789210887176328,9,-166.54400708376073,-39.48317910774857,2022-10-13
11:00,flatten,2023,index points per contract,248,1.0146598042586727,5.758968805327027,2.7968939559999733,2.730296600211668,9,-48.846661253299146,-30.303524581930954,2023-02-07
11:00,flatten,2024H1,index points per contract,83,0.8437256494496477,5.237630134181407,2.5572117763437086,1.849857637199737,6,-22.24825325551332,-22.24825325551332,2024-04-04
11:00,flatten,2024H2,index points per contract,166,1.0874009615366544,6.4815645026424455,2.6632389619502415,2.0830203662061684,8,-50.95844238462291,-31.071717345861828,2024-12-18
11:00,flatten,2025,index points per contract,247,-0.7651130412409483,10.871474031992554,-1.1172167597616032,-0.9754204886471781,9,-241.34466057368752,-65.61108643292323,2025-04-09
11:00,flatten,deck in-sample,index points per contract,865,0.7075802088604789,6.207023714973123,1.8096414815622228,3.3602510460490387,14,-166.5440070837608,-39.48317910774857,2022-10-13
11:00,flatten,unseen,index points per contract,413,-0.020519035281911926,9.392589989647416,-0.03467942147505811,-0.03807338588651447,11,-292.3031029583105,-65.61108643292323,2025-04-09
11:00,flatten,all,index points per contract,1278,0.4722867911524918,7.392274571838122,1.0142102147968401,2.0868041486365554,16,-292.3031029583102,-65.61108643292323,2025-04-09
11:30,hold,2020,premium,158,0.10510982542172105,0.37155287347559257,4.490792211842068,3.4128388341427827,8,-2.6798252236483258,-1.268192029386242,2020-08-26
11:30,hold,2021,premium,158,0.11015423571284035,0.4523150861398232,3.8659870849384785,3.0355345544965435,8,-4.822835931284732,-3.0745281901382766,2021-11-22
11:30,hold,2022,premium,218,0.07413913212068221,0.35255340617494996,3.338280712774856,2.647289052415881,9,-4.124354816350704,-1.1410285335508923,2022-11-08
11:30,hold,2023,premium,248,0.08227345948016172,0.4297365152871095,3.0391894410931406,3.61590880516806,9,-2.5752186750303245,-2.2639142377929296,2023-11-30
11:30,hold,2024H1,premium,83,0.03859225887340273,0.4394776782699585,1.3940028068756047,1.1163039227743607,6,-2.3231326291516883,-2.3231326291516883,2024-04-04
11:30,hold,2024H2,premium,166,0.08740993504796221,0.4855535029513888,2.857748308033974,2.5870970579062895,8,-3.5723364368713106,-2.8067554242012918,2024-07-12
11:30,hold,2025,premium,247,0.049128086518370896,0.4399982321796367,1.7724712029707559,1.648414709407684,9,-6.932342336832647,-2.1169288088098765,2025-05-21
11:30,hold,deck in-sample,premium,865,0.08529598601056873,0.40624226128079977,3.333064848120593,6.166266395262747,14,-6.115887616126159,-3.0745281901382766,2021-11-22
11:30,hold,unseen,premium,413,0.06451497963195965,0.4586585377792169,2.2329106891287496,2.913137637350114,11,-7.225257610201302,-2.8067554242012918,2024-07-12
11:30,hold,all,premium,1278,0.0785803712731935,0.4238213265838966,2.94327973529438,6.65145741965951,16,-7.225257610201311,-3.0745281901382766,2021-11-22
11:30,hold,2020,index points per contract,158,1.6233393689230549,7.92340833549284,3.252352080145916,2.0556412612243617,8,-98.55708581033603,-37.473839897642684,2020-02-28
11:30,hold,2021,index points per contract,158,1.2389713437451686,5.125237350899374,3.83749258735502,3.4513923984594297,8,-47.26662765312264,-25.518584198055088,2021-11-22
11:30,hold,2022,index points per contract,218,1.5564446789473056,9.32561490456713,2.6494545992292298,2.038616355314817,9,-134.95363488845803,-33.69537016726358,2022-09-21
11:30,hold,2023,index points per contract,248,1.179901120972627,6.424660286348805,2.9153836610221893,3.3212021925077915,9,-57.5329874053055,-38.87506163297137,2023-02-07
11:30,hold,2024H1,index points per contract,83,0.6968374008433282,5.926650706294201,1.866475915230248,1.630710328444858,6,-21.837446935577063,-21.837446935577063,2024-04-04
11:30,hold,2024H2,index points per contract,166,1.4675704791548747,8.587071976741205,2.7130271155201604,2.470871979489432,8,-63.21116047559751,-49.767446692696595,2024-07-25
11:30,hold,2025,index points per contract,247,0.2211722615584452,12.517904877343245,0.28047831009572455,0.2857524169720076,9,-223.08206177865807,-113.84369662240762,2025-04-09
11:30,hold,deck in-sample,index points per contract,865,1.3202346992870513,7.296056702667081,2.872521003249446,4.596328942049981,14,-134.953634888458,-38.87506163297137,2023-02-07
11:30,hold,unseen,index points per contract,413,0.722145879284855,11.11159868348055,1.0316886676648707,1.36090579579415,11,-241.7866189709728,-113.84369662240762,2025-04-09
11:30,hold,all,index points per contract,1278,1.1269556048731961,8.713731638804926,2.0530659373258655,4.305661998660937,16,-241.78661897097277,-113.84369662240762,2025-04-09
11:30,flatten,2020,premium,158,0.050745951235784154,0.309547484588791,2.602402029368468,2.1446457987850156,8,-2.1149237653798756,-1.4877822342987448,2020-08-26
11:30,flatten,2021,premium,158,0.05531115542210787,0.3203640269900392,2.7407489539221443,1.9251355954800946,8,-3.7467847440371296,-1.3015739739235332,2021-11-22
11:30,flatten,2022,premium,218,0.014548298029558811,0.2877456146130125,0.8026084839672751,0.7407506084100712,9,-5.7504485812544175,-1.1155228536572817,2022-11-08
11:30,flatten,2023,premium,248,0.05399362265423923,0.35832349233162203,2.3920345885840777,2.7002268518625203,9,-2.965587634175339,-1.941983572222072,2023-12-20
11:30,flatten,2024H1,premium,83,0.016598383656499953,0.38038190073388406,0.6927016543533334,0.439012865347807,6,-2.9121045389902185,-2.4380026742508054,2024-04-04
11:30,flatten,2024H2,premium,166,0.05320514932098222,0.34540555066661766,2.44525763931183,1.979292892193204,8,-2.5142075013838827,-1.5526276932619603,2024-12-18
11:30,flatten,2025,premium,247,0.019767314725934723,0.38752188798340725,0.8097514046165183,0.740191217663798,9,-5.748722424026293,-2.1615929085256216,2025-05-21
11:30,flatten,deck in-sample,premium,865,0.04011171801633709,0.32807133967635893,1.9409003657948822,3.6806678062920986,14,-6.860392914010294,-2.4380026742508054,2024-04-04
11:30,flatten,unseen,premium,413,0.03320721918786664,0.3711008837686084,1.420498536315359,1.7432198575843192,11,-7.216795540540969,-2.1615929085256216,2025-05-21
11:30,flatten,all,premium,1278,0.03788045196300509,0.3424373429743179,1.756039593830567,4.013782105633084,16,-7.2167955405409785,-2.4380026742508054,2024-04-04
11:30,flatten,2020,index points per contract,158,0.9635848925659262,5.344696646227665,2.861983938371199,2.4601832306279325,8,-35.36533613811118,-24.18647651974129,2020-03-18
11:30,flatten,2021,index points per contract,158,0.49836129022983305,4.026810793548679,1.964641655061386,1.5171971121057213,8,-43.39797669088057,-16.52140416499441,2021-03-08
11:30,flatten,2022,index points per contract,218,0.045386421627052136,7.402010690085223,0.097336674764722,0.08298315785028193,9,-183.26886902705482,-30.388842539473174,2022-09-21
11:30,flatten,2023,index points per contract,248,0.8303030619924362,5.915063444052891,2.2283197152072227,2.2587270409153657,9,-62.41936335089955,-39.41419833321408,2023-02-07
11:30,flatten,2024H1,index points per contract,83,0.2792383974834788,4.894480302248905,0.90566758137982,0.6037457065827385,6,-35.510640016902464,-22.917225370463623,2024-04-04
11:30,flatten,2024H2,index points per contract,166,0.8512043856701442,6.284757277973637,2.15003541402971,1.7346026204706066,8,-48.218130579708514,-36.09859312799,2024-12-18
11:30,flatten,2025,index points per contract,247,-0.45013671155896423,11.67477526350052,-0.6120630682230417,-0.5464715291508321,9,-260.05755784039127,-116.61391146690151,2025-04-09
11:30,flatten,deck in-sample,index points per contract,865,0.5433221770655263,5.856590531146567,1.4726950992971262,2.5724621825391143,14,-186.00562716268453,-39.41419833321408,2023-02-07
11:30,flatten,unseen,index points per contract,413,0.0729204849060043,9.879764857517408,0.11716643340761004,0.13470890726137397,11,-306.8679539960626,-116.61391146690151,2025-04-09
11:30,flatten,all,index points per contract,1278,0.3913066067510642,7.399124434370725,0.8395317394831031,1.7410081033288776,16,-306.86795399606297,-116.61391146690151,2025-04-09
12:00,hold,2020,premium,158,0.07325945656169573,0.44389343020423694,2.6199032027593527,1.9355539044933883,8,-3.6368934707941905,-1.586067988527167,2020-07-13
12:00,hold,2021,premium,158,0.09342799689776263,0.4783606008173624,3.1004298204329306,2.403865420624102,8,-5.012238500775599,-2.989247598942978,2021-11-22
12:00,hold,2022,premium,219,0.0653880968081538,0.3833913445270002,2.707426424636059,2.286035682426508,9,-4.407510610491606,-1.210430969706036,2022-10-11
12:00,hold,2023,premium,248,0.07096403103732546,0.44348714736932876,2.5401391576167742,3.0925950357281615,9,-2.843648329404793,-2.1173937671746543,2023-07-07
12:00,hold,2024H1,premium,83,0.03435795689117583,0.43219952666780137,1.261953387934166,0.8445924586464351,6,-1.9220883033565688,-1.7785954614403956,2024-04-04
12:00,hold,2024H2,premium,166,0.09912501086615752,0.4586434728044211,3.4309019054144057,3.1262634622297973,8,-2.435062056082545,-2.3376575332408978,2024-09-30
12:00,hold,2025,premium,247,0.048993395459522325,0.4658433887414024,1.6695440150487206,1.4813808549456202,9,-9.196533711932148,-2.3802824523303783,2025-05-21
12:00,hold,deck in-sample,premium,866,0.07056281866836536,0.43409748827035916,2.5804111986195277,4.780226739905635,14,-7.2360950501503964,-2.989247598942978,2021-11-22
12:00,hold,unseen,premium,413,0.06914314886751614,0.46305853904325606,2.3703557283967025,2.984002329414534,11,-9.196533711932151,-2.3802824523303783,2025-05-21
12:00,hold,all,premium,1279,0.0701043951908433,0.44347474775613055,2.509438876861053,5.670610850425361,16,-9.196533711932133,-2.989247598942978,2021-11-22
12:00,hold,2020,index points per contract,158,1.0749080929430734,8.072943328392183,2.113682244870517,1.2850567503678223,8,-112.76219895329338,-49.95410283169527,2020-03-02
12:00,hold,2021,index points per contract,158,0.8252596125902782,6.052350887985376,2.1645457202229488,1.8813990682165191,8,-58.317086012248865,-41.99892862261041,2021-11-22
12:00,hold,2022,index points per contract,219,1.2497831555873542,9.286161171083698,2.1364794525028477,1.7187770728246623,9,-135.07952786183193,-32.754060549894625,2022-01-28
