,"hold|premium|causal, expanding","hold|premium|causal, rolling 126","hold|premium|causal, rolling 252",hold|premium|fixed 11:00,hold|premium|fixed 13:30,hold|premium|ex-post best fixed clock per year (IN-SAMPLE CEILING),"hold|index points per contract|causal, expanding","hold|index points per contract|causal, rolling 126","hold|index points per contract|causal, rolling 252",hold|index points per contract|fixed 11:00,hold|index points per contract|fixed 13:30,hold|index points per contract|ex-post best fixed clock per year (IN-SAMPLE CEILING),"flatten|premium|causal, expanding","flatten|premium|causal, rolling 126","flatten|premium|causal, rolling 252",flatten|premium|fixed 11:00,flatten|premium|fixed 13:30,flatten|premium|ex-post best fixed clock per year (IN-SAMPLE CEILING),"flatten|index points per contract|causal, expanding","flatten|index points per contract|causal, rolling 126","flatten|index points per contract|causal, rolling 252",flatten|index points per contract|fixed 11:00,flatten|index points per contract|fixed 13:30,flatten|index points per contract|ex-post best fixed clock per year (IN-SAMPLE CEILING)
2020-03-02,0.0,0.0,0.0,-0.40631418278999754,-0.732371649290133,-0.40631418278999754,0.0,0.0,0.0,-17.308984341850454,-21.531726558974313,-17.308984341850454,0.0,0.0,0.0,-0.44945318077372587,-0.3585394188627346,-0.33770716043547183,0.0,0.0,0.0,-19.146705672413503,-10.541058948757382,-12.9341843090911
2020-03-04,0.0,0.0,0.0,0.19431701875407506,0.08691901221594281,0.19431701875407506,0.0,0.0,0.0,7.6366586887830294,2.133861766479882,7.6366586887830294,0.0,0.0,0.0,0.11701865728725892,0.10182712698294288,0.020334075890944093,0.0,0.0,0.0,4.5988331421111255,2.499855986853231,0.6730579197470838
2020-03-06,0.0,0.0,0.0,0.021005996089624238,-0.6941106716224686,0.021005996089624238,0.0,0.0,0.0,0.974678210545413,-22.489185495785776,0.974678210545413,0.0,0.0,0.0,-0.003976092138403947,-0.15655701291082832,0.051485222220632954,0.0,0.0,0.0,-0.18449067370518435,-5.0724471585890765,2.4301025280939825
2020-03-09,0.0,0.0,0.0,0.27273648354900104,0.0703197811691916,0.27273648354900104,0.0,0.0,0.0,18.614264482015763,3.027266592746132,18.614264482015763,0.0,0.0,0.0,0.2683633969338765,0.06338683919895009,0.19894447104282773,0.0,0.0,0.0,18.315801328874514,2.7288034396048815,11.707882196761705
2020-03-11,0.0,0.0,0.0,0.22693124540091597,0.4953394362295635,0.22693124540091597,0.0,0.0,0.0,11.845810966644114,23.30572056907946,11.845810966644114,0.0,0.0,0.0,0.05262936285165016,0.12433961640377474,0.18161388199428669,0.0,0.0,0.0,2.747252730817884,5.850178975513501,9.798068898951668
2020-03-13,0.0,0.0,0.0,-0.3323200624794321,-1.36661645179676,-0.3323200624794321,0.0,0.0,0.0,-25.9209648733957,-75.84721307472019,-25.9209648733957,0.0,0.0,0.0,-0.04967787615586156,-0.1536083773264834,-0.037280195325663276,0.0,0.0,0.0,-3.8748743401572017,-8.525264941619827,-2.9227672993107348
2020-03-16,0.0,0.0,0.0,0.041362073540295835,-0.11683208134499427,0.041362073540295835,0.0,0.0,0.0,3.900443582185034,-7.997155834361152,3.900443582185034,0.0,0.0,0.0,0.1803713683149905,0.14613453038600177,0.1782707607429674,0.0,0.0,0.0,17.009020238522254,10.002908437684123,16.87332777634146
2020-03-18,0.0,0.0,0.0,0.0843476512298418,-0.6971508540314701,0.0843476512298418,0.0,0.0,0.0,6.174247973496193,-44.51308096614159,6.174247973496193,0.0,0.0,0.0,-0.2334361223179667,-0.2752630390627519,-0.35334517054949227,0.0,0.0,0.0,-17.08752388652872,-17.575544624138644,-24.18647651974129
2020-03-20,0.0,0.0,0.0,-0.4076621164937707,-0.22206018717767453,-0.4076621164937707,0.0,0.0,0.0,-21.0557481613925,-9.970502531341445,-21.0557481613925,0.0,0.0,0.0,-0.5074736657944667,-0.21632067769390947,-0.20587218377721714,0.0,0.0,0.0,-26.211014644698366,-9.71279855223622,-11.178859618369893
2020-03-23,0.0,0.0,0.0,0.4126466813577877,0.43839303704206256,0.4126466813577877,0.0,0.0,0.0,26.863298720273654,28.013314899754125,26.863298720273654,0.0,0.0,0.0,0.01572804924904447,0.22164786985453278,0.1477484692612453,0.0,0.0,0.0,1.023895997113133,14.163298799152692,9.529776408254243
2020-03-25,0.0,0.0,0.0,0.13293434330497414,-0.39636389720502546,0.13293434330497414,0.0,0.0,0.0,8.660672669160775,-19.045285336301887,8.660672669160775,0.0,0.0,0.0,0.05735213416006265,0.355173845932753,-0.07379008599033654,0.0,0.0,0.0,3.7364916280404934,17.066103364812815,-4.37206252455573
2020-03-27,0.0,0.0,0.0,0.20179857004138715,-0.019182725835965767,0.20179857004138715,0.0,0.0,0.0,10.806313464206305,-0.8047153634540223,10.806313464206305,0.0,0.0,0.0,0.056445744892520765,-0.05016837338992909,0.06397784062142733,0.0,0.0,0.0,3.022669649760658,-2.1045633019829566,3.3108532521588647
2020-03-30,0.0,0.0,0.0,0.21721032903309362,0.38228273103554145,0.21721032903309362,0.0,0.0,0.0,9.318323032660551,11.831650452635364,9.318323032660551,0.0,0.0,0.0,0.20970831722512867,0.21658873541913012,0.371623962937867,0.0,0.0,0.0,8.996486728960646,6.703421319911055,15.032189229955074
2020-03-31,0.0,0.0,0.0,-0.04064958898415125,0.3247669996496209,-0.04064958898415125,0.0,0.0,0.0,-1.5446844201642165,10.327590495941362,-1.5446844201642165,0.0,0.0,0.0,-0.1508862139010458,-0.1836993810097982,-0.15100724996430637,0.0,0.0,0.0,-5.733676272136048,-5.841640263554769,-5.549516436188259
2020-04-01,0.0,0.0,0.0,0.10136529408140767,0.5377969889079162,0.10136529408140767,0.0,0.0,0.0,3.7150380860852774,15.16587524106819,3.7150380860852774,0.0,0.0,0.0,0.044951071306150565,0.17924764401537518,0.07477652297221926,0.0,0.0,0.0,1.6474567890916276,5.054783612516743,2.6844771461776915
2020-04-03,0.0,0.0,0.0,0.4520899053517698,0.44140329089668146,0.4520899053517698,0.0,0.0,0.0,15.325848050112915,10.880590952221205,15.325848050112915,0.0,0.0,0.0,0.17831405652595714,0.1532669509420924,0.24369600982877815,0.0,0.0,0.0,6.044846618262069,3.7780302822558753,7.920120551841915
2020-04-06,0.0,0.0,0.0,0.13409823144608715,-0.25737819496810105,0.13409823144608715,0.0,0.0,0.0,3.8955536490860396,-5.263384038006672,3.8955536490860396,0.0,0.0,0.0,0.08444166818700861,0.11492488511917458,0.04773741944766854,0.0,0.0,0.0,2.4530304769385705,2.350213878766938,1.2220779105447441
2020-04-08,0.0,0.0,0.0,-0.10614031406630978,-0.07154916380790388,-0.10614031406630978,0.0,0.0,0.0,-3.274428729434973,-1.7171799313896932,-3.274428729434973,0.0,0.0,0.0,-0.17415480425068286,-0.21461535026281733,-0.020889831195250008,0.0,0.0,0.0,-5.372675777568352,-5.150768406307616,-0.6434068047981194
2020-04-09,0.0,0.0,0.0,0.38086938565286194,0.07182443724346296,0.38086938565286194,0.0,0.0,0.0,13.178080525653812,1.9895368979444998,13.178080525653812,0.0,0.0,0.0,0.03608383262983388,-0.10223979285706447,0.023536825941804573,0.0,0.0,0.0,1.2485005883449176,-2.832042242639993,0.7967215446622049
2020-04-13,0.0,0.0,0.0,0.3302529911864979,0.18785766937808054,0.3302529911864979,0.0,0.0,0.0,10.122254211361541,3.79472488560622,10.122254211361541,0.0,0.0,0.0,0.25128802928354177,0.07807005471776463,0.2717244045263651,0.0,0.0,0.0,7.701978121505249,1.5770150904081641,7.390903880858106
2020-04-15,0.0,0.0,0.0,0.4321580276974222,0.5795386214146365,0.4321580276974222,0.0,0.0,0.0,12.532582803225242,12.286218663452075,12.532582803225242,0.0,0.0,0.0,0.21100879057057964,0.027674067686610695,0.12465431293949503,0.0,0.0,0.0,6.11925492654681,0.5866902296777372,3.2534776152726668
2020-04-17,0.0,0.0,0.0,0.1546031561615206,-0.11143629180416403,0.1546031561615206,0.0,0.0,0.0,4.2361264935697704,-2.1841513618711867,4.2361264935697704,0.0,0.0,0.0,0.35788629295871366,0.26611271645353635,0.28677574619309043,0.0,0.0,0.0,9.80608446119945,5.215809344003257,7.714267463197867
2020-04-20,0.0,0.0,0.0,-0.1114351187739899,-0.30675913000292815,-0.1114351187739899,0.0,0.0,0.0,-2.6354405696321423,-5.598354122553439,-2.6354405696321423,0.0,0.0,0.0,-0.1579527373533519,-0.3528331930234795,-0.27555740716355415,0.0,0.0,0.0,-3.73558225347032,-6.439205772678501,-5.910706462495843
2020-04-22,0.0,0.0,0.0,0.40437558038811666,0.8098357104929542,0.40437558038811666,0.0,0.0,0.0,9.866764200034307,13.888682126026358,9.866764200034307,0.0,0.0,0.0,0.14504162169411464,0.31292467893737175,0.33989791330955127,0.0,0.0,0.0,3.539015583168644,5.366658124404633,7.681692970456623
2020-04-24,0.0,0.0,0.0,0.1552956815315264,-0.1574349803224102,0.1552956815315264,0.0,0.0,0.0,3.028265789864765,-2.0466547441913328,3.028265789864765,0.0,0.0,0.0,0.03929135972010792,-0.34045179416565163,-0.0029453790288547573,0.0,0.0,0.0,0.7661815145421045,-4.425873324153471,-0.05596220154824039
2020-04-27,0.0,0.0,0.0,0.17896765386571006,0.5815232082301114,0.17896765386571006,0.0,0.0,0.0,2.6308245203597806,6.164146090426743,2.6308245203597806,0.0,0.0,0.0,0.053061368304473014,0.18646116748529598,0.3499150091506748,0.0,0.0,0.0,0.7800021166059166,1.9764884020176214,5.301212422003219
2020-04-29,0.0,0.0,0.0,0.3210741878309813,0.08540138537039475,0.3210741878309813,0.0,0.0,0.0,5.875657698546999,1.251130283459517,5.875657698546999,0.0,0.0,0.0,0.07492804194850237,0.21679618098836353,0.0926918833353768,0.0,0.0,0.0,1.3711831819489833,3.1760640204665833,1.7147998417044708
2020-04-30,0.0,0.0,0.0,0.3967554174269315,0.2351097297466403,0.3967554174269315,0.0,0.0,0.0,7.201110674948626,3.2915362164529642,7.201110674948626,0.0,0.0,0.0,-0.05372120204876904,-0.18905737096494116,-0.08883376561195558,0.0,0.0,0.0,-0.9750397966921458,-2.646803193509176,-1.590124412925853
2020-05-01,0.0,0.0,0.0,-0.0008512714602776869,0.8288939391517666,-0.0008512714602776869,0.0,0.0,0.0,-0.0171531195998611,12.599187914631594,-0.0171531195998611,0.0,0.0,0.0,-0.10767101931567769,0.2855013728046272,0.2837768419213414,0.0,0.0,0.0,-2.169570998137671,4.339620880244099,5.859991677423426
2020-05-04,0.0,0.0,0.0,0.20661834503047893,-0.0051029736693494416,0.20661834503047893,0.0,0.0,0.0,3.9257485555790996,-0.06557321238112657,3.9257485555790996,0.0,0.0,0.0,0.15331363833537393,-0.0839192706290563,0.0509168457642431,0.0,0.0,0.0,2.912959128372105,-1.0783626395881214,0.8706780577127482
2020-05-06,0.0,0.0,0.0,0.03858681138586892,-0.2768348529225307,0.03858681138586892,0.0,0.0,0.0,0.6714105217940443,-3.70958705556294,0.6714105217940443,0.0,0.0,0.0,0.27089193386475396,0.23933454714956381,0.38153150467726193,0.0,0.0,0.0,4.713519675080987,3.207082954628876,6.638648035841639
2020-05-08,0.0,0.0,0.0,0.2705169478726531,0.26322430596703367,0.2705169478726531,0.0,0.0,0.0,4.017176650110392,2.790177618147531,4.017176650110392,0.0,0.0,0.0,0.19977669211319887,0.13813234909854977,0.31073433995400307,0.0,0.0,0.0,2.966683858828813,1.4642028872713002,4.490111227152313
2020-05-11,0.0,0.0,0.0,-0.04281160501953077,0.010395600802107186,-0.04281160501953077,0.0,0.0,0.0,-0.5736755113445451,0.09408018676336916,-0.5736755113445451,0.0,0.0,0.0,-0.13611668389417314,0.17696205751570088,-0.12343014365880972,0.0,0.0,0.0,-1.8239635771630187,1.6015066120788846,-1.4688187213110515
2020-05-13,0.0,0.0,0.0,-0.2408221302797275,0.25944310066334875,-0.2408221302797275,0.0,0.0,0.0,-4.864607100550259,4.099201039965754,-4.864607100550259,0.0,0.0,0.0,-0.3175489216416842,0.07934477632297565,-0.40019624168971496,0.0,0.0,0.0,-6.414488308013496,1.2536474810368303,-7.423640359675588
2020-05-15,0.0,0.0,0.0,0.21306645038375185,0.14425374315448802,0.21306645038375185,0.0,0.0,0.0,5.198821511281146,2.2575710253393018,5.198821511281146,0.0,0.0,0.0,0.14702281044046847,-0.009342958538535404,0.07938485392875455,0.0,0.0,0.0,3.587356658874558,-0.14621729756402324,1.7901284333812262
2020-05-18,0.0,0.0,0.0,0.389636396111136,0.7330243104987357,0.389636396111136,0.0,0.0,0.0,5.591282247036179,7.623452899093498,5.591282247036179,0.0,0.0,0.0,0.20113688371744695,0.41289246129443524,0.3294389009589595,0.0,0.0,0.0,2.886314262163456,4.29408163683862,4.645088550647942
2020-05-20,0.0,0.0,0.0,0.5775257436980942,0.3506927253170506,0.5775257436980942,0.0,0.0,0.0,8.287494504683371,3.8926893011862584,8.287494504683371,0.0,0.0,0.0,0.17722320717026446,0.09257861078424189,0.16502356822171008,0.0,0.0,0.0,2.543153048245278,1.0276225929485614,2.1535575574243797
2020-05-22,0.0,0.0,0.0,0.3673375716177056,0.261100734043309,0.3673375716177056,0.0,0.0,0.0,6.0978037414019735,2.7154475966996543,6.0978037414019735,0.0,0.0,0.0,0.4055906710669437,0.3078118394826091,0.3408995091816735,0.0,0.0,0.0,6.7328051977314765,3.201243086586298,5.0112227199491794
2020-05-26,-0.3228015256165459,-0.3228015256165459,-0.3228015256165459,-0.3228015256165459,-0.25080257125374333,-0.3228015256165459,-3.6476572240745924,-3.6476572240745924,-3.6476572240745924,-3.6476572240745924,-1.8998294892063043,-3.6476572240745924,0.2637950378300225,0.2637950378300225,0.2637950378300225,0.2637950378300225,0.174534191089672,0.31255401411895856,2.980883914900527,2.980883914900527,2.980883914900527,2.980883914900527,1.3220965058267042,3.6881373516999743
2020-05-27,-0.010996288355335117,-0.010996288355335117,-0.010996288355335117,0.20087866216933475,0.005737944732280397,0.20087866216933475,-0.20673022317767575,-0.20673022317767575,-0.20673022317767575,3.8367824282770115,0.06369118598109935,3.8367824282770115,-0.07570240581813062,-0.07570240581813062,-0.07570240581813062,0.16005122293590726,-0.0710485173308629,0.08494220669614712,-1.4232052438199436,-1.4232052438199436,-1.4232052438199436,3.0569783428121546,-0.7886385355968636,1.2953686723680438
2020-05-29,0.1939501641514756,0.1939501641514756,0.1939501641514756,0.04563089925100306,-0.022256711334337733,0.04563089925100306,4.392971236527451,4.392971236527451,4.392971236527451,0.9331519027381175,-0.3950566261844948,0.9331519027381175,0.14184543620175422,0.14184543620175422,0.14184543620175422,-0.0882043094102875,-0.17644995389287027,-0.1893690253641118,3.212799143497168,3.212799143497168,3.212799143497168,-1.803778152675835,-3.1319866815984474,-3.5317324313985106
2020-06-01,0.39780746573938813,0.39780746573938813,0.39780746573938813,0.6815775727036834,0.48546616169328227,0.6815775727036834,8.035710732059888,8.035710732059888,8.035710732059888,9.84879579556762,4.150735717200809,9.84879579556762,0.2969605930708144,0.2969605930708144,0.2969605930708144,0.3544769702918275,0.25019680100014385,0.31206778489892145,5.998603923389713,5.998603923389713,5.998603923389713,5.122192153105791,2.1391826664466995,4.540586329801513
2020-06-03,-0.03330077431381805,-0.03330077431381805,-0.03330077431381805,0.24513066197193653,0.3788298395238629,0.24513066197193653,-0.4528905354316395,-0.4528905354316395,-0.4528905354316395,2.9660809864829503,3.021167979234814,2.9660809864829503,-0.17295820553689156,-0.17295820553689156,-0.17295820553689156,0.12612227133476803,0.001967679323585774,0.21008799920518945,-2.352231620043595,-2.352231620043595,-2.352231620043595,1.5260794711227361,0.01569224265250968,2.321472381199567
2020-06-05,-0.06272860785387976,-0.06272860785387976,-0.06272860785387976,0.28886658082468475,0.1132918414284389,0.28886658082468475,-1.041294884392138,-1.041294884392138,-1.041294884392138,3.8563688264610776,1.1499122013030068,3.8563688264610776,-0.23786910530063995,-0.23786910530063995,-0.23786910530063995,-0.20413595075870317,0.04065432947409219,0.21428570163084368,-3.9486271253056575,-3.9486271253056575,-3.9486271253056575,-2.725214923160766,0.4126414480391347,3.0642855741928186
2020-06-08,0.0753845038376492,0.0753845038376492,0.0753845038376492,0.0753845038376492,-0.591770629847583,0.0753845038376492,0.9046140460517904,0.9046140460517904,0.9046140460517904,0.9046140460517904,-4.393896968945038,0.9046140460517904,0.20281706627658122,0.20281706627658122,0.20281706627658122,0.20281706627658122,0.008322769162893831,0.23496962230168472,2.4338047953189745,2.4338047953189745,2.4338047953189745,2.4338047953189745,0.061796561629777536,2.5729173754076724
2020-06-10,0.04746565853420051,0.04746565853420051,0.04746565853420051,0.04746565853420051,-0.511060243966494,0.04746565853420051,1.298185756383706,1.298185756383706,1.298185756383706,1.298185756383706,-12.086574574853572,1.298185756383706,-0.16103691447240073,-0.16103691447240073,-0.16103691447240073,-0.16103691447240073,-0.24362069196138988,-0.16303989320145174,-4.404359595462483,-4.404359595462483,-4.404359595462483,-4.404359595462483,-5.761629271952952,-4.24718917125173
2020-06-12,-0.2815315846402338,-0.2815315846402338,-0.2815315846402338,-0.2815315846402338,-0.4404598913410197,-0.2815315846402338,-10.99380843389902,-10.99380843389902,-10.99380843389902,-10.99380843389902,-11.91444014478564,-10.99380843389902,-0.14767627390009336,-0.14767627390009336,-0.14767627390009336,-0.14767627390009336,-0.193018291030408,-0.25704722964798815,-5.76675852396566,-5.76675852396566,-5.76675852396566,-5.76675852396566,-5.221144809187853,-9.138029063013846
2020-06-15,0.05350260633298719,0.05350260633298719,0.05350260633298719,0.05350260633298719,-1.1865282510431718,0.05350260633298719,1.7147585431770516,1.7147585431770516,1.7147585431770516,1.7147585431770516,-20.230306623708003,1.7147585431770516,-0.03626449232157036,-0.03626449232157036,-0.03626449232157036,-0.03626449232157036,-1.2174396603949091,-0.2025285378361717,-1.1622769858232331,-1.1622769858232331,-1.1622769858232331,-1.1622769858232331,-20.757346151681155,-5.832821831737865
2020-06-17,0.34959457046647946,0.34959457046647946,0.34959457046647946,0.34959457046647946,0.001282912382908552,0.34959457046647946,8.023195325525831,8.023195325525831,8.023195325525831,8.023195325525831,0.01764004557086274,8.023195325525831,0.23346805811971955,0.23346805811971955,0.23346805811971955,0.23346805811971955,-0.07698092636765333,0.22061669435130887,5.358091889317065,5.358091889317065,5.358091889317065,5.358091889317065,-1.0584877559089163,4.930783097712106
2020-06-19,-0.6258708731499933,-0.6258708731499933,-0.6258708731499933,-0.6258708731499933,0.28549656063154377,-0.6258708731499933,-11.171795324478172,-11.171795324478172,-11.171795324478172,-11.171795324478172,4.881991227640009,-11.171795324478172,-0.621135007933617,-0.621135007933617,-0.621135007933617,-0.621135007933617,-0.1572790357767439,-0.7673278559084709,-11.087260128559265,-11.087260128559265,-11.087260128559265,-11.087260128559265,-2.6894715342812674,-12.584177093022227
