clock,n_index_vendor_iv,n_mine_mid_inverted,Sharpe_mid_index,Sharpe_mid_mine,gap_mid,Sharpe_crossed_index,Sharpe_crossed_mine,gap_crossed,mean_index,mean_mine_mid
10:00,864,864,3.319152680754599,3.3185263223728017,-0.000626358381797143,2.292164503142763,2.2915404926541068,-0.0006240104886563458,0.0776406827054741,0.0776270864066732
10:30,865,865,4.17720906916472,4.177289064797716,7.999563299598833e-05,3.505326790535241,3.5053518605698843,2.5070034643359662e-05,0.0963722271771496,0.09636731495473652
11:00,865,865,4.200674442231098,4.199967004547527,-0.0007074376835713991,3.5823912425740274,3.5817129239208407,-0.0006783186531866825,0.102801589630474,0.10279014404684086
11:30,865,865,3.953170676281085,3.953800092597091,0.0006294163160061039,3.3324348290386663,3.333064848120593,0.0006300190819268359,0.1012371328876402,0.10125272840699821
12:00,866,866,3.169292317263083,3.1704649076035616,0.0011725903404786742,2.5792778836493597,2.5804111986195277,0.0011333149701679979,0.0867024653965836,0.08672848344144382
12:30,866,866,3.303903862651969,3.305474094830054,0.0015702321780848294,2.722131323351206,2.72363319017715,0.0015018668259441093,0.0969175732584922,0.09695191975090854
13:00,866,866,2.65822002205392,2.6598629803882377,0.0016429583343176013,2.08696032799846,2.0885342562719718,0.001573928273511882,0.0833222296924356,0.08336356404706659
13:30,866,866,2.509838191456915,2.511301405697229,0.001463214240314148,1.9686481241295093,1.970029976526192,0.001381852396682648,0.0880377429692186,0.08807603754846811
14:00,866,866,2.035968581692169,2.037171855149128,0.0012032734569586978,1.3638921098354957,1.3649852207915079,0.0010931109560121666,0.0799160805631088,0.07995075521729278
14:30,866,866,2.00299193408966,2.004149028651259,0.0011570945615990702,1.496760555461998,1.4978770091825182,0.0011164537205201608,0.0905589210801656,0.09060356722427378
15:00,866,866,1.934536790340382,1.9334970779347525,-0.0010397124056296114,1.3978548600773029,1.3968742200295416,-0.0009806400477612165,0.0948172138473253,0.09477704780549942
