treatment,unit,book,period,n,mean,sd,Sharpe_ann,t_hac,t_lag,MaxDD,worst,worst_date
flatten,premium,fixed 13:30,2020,158,-0.023856075700724497,0.37851920045569726,-1.0004867941081157,-0.790411408810276,8,-6.135339009711082,-1.9774203396166072,2020-08-26
flatten,premium,fixed 13:30,2021,158,0.0567114587681406,0.3024604787367295,2.9764764708739992,2.3127574709419108,8,-3.3101797743904413,-1.220748314122446,2021-05-10
flatten,premium,fixed 13:30,2022,219,0.01982371461666613,0.31939792242797327,0.9852653743990889,0.9049057893760691,9,-5.5275609636003304,-1.5664819116168585,2022-08-16
flatten,premium,fixed 13:30,2023,248,0.06369924206145962,0.4122727992225498,2.4527306217980933,2.8603539794874027,9,-3.8521049410702677,-3.2255060138656395,2023-12-20
flatten,premium,fixed 13:30,2024H1,83,-0.0015613838909586796,0.49692069012972745,-0.049879591153678064,-0.030922901616641935,6,-3.377727543997543,-2.9205629191585047,2024-04-04
flatten,premium,fixed 13:30,2024H2,166,0.07480128558459935,0.4387295294939276,2.706527636282706,1.9188193604893984,8,-3.8760071984272635,-1.9706566130719199,2024-05-22
flatten,premium,fixed 13:30,2025,247,0.04644711537426048,0.3621407554072721,2.0360180050723495,2.5233871546615623,9,-2.6185706303982266,-1.3635772594222695,2025-06-27
flatten,premium,fixed 13:30,deck in-sample,866,0.02909972424248735,0.3759909373313516,1.2286035527233308,2.4225760187955814,14,-6.135339009711082,-3.2255060138656395,2023-12-20
flatten,premium,fixed 13:30,unseen,413,0.057843706790522594,0.39444414552733,2.32793511801164,3.0851929033205,11,-3.8760071984272635,-1.9706566130719199,2024-05-22
flatten,premium,fixed 13:30,all,1279,0.03838140117160272,0.3821290482411877,1.5944505072983137,3.792448157876804,16,-6.135339009711082,-3.2255060138656395,2023-12-20
flatten,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),2020,158,0.050745951235784154,0.309547484588791,2.602402029368468,2.1446457987850156,8,-2.1149237653798756,-1.4877822342987448,2020-08-26
flatten,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),2021,158,0.07517518601731193,0.2935697547791244,4.065027348225401,3.0054179517318613,8,-1.9157354859659428,-0.8827985234958912,2021-11-10
flatten,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),2022,219,0.03489281552530343,0.3225195807111947,1.717434561075047,1.4847966732123488,9,-5.179070658267351,-1.7480283598559336,2022-08-16
flatten,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),2023,248,0.06421423904068217,0.3155710363599265,3.230237649638895,3.7876021096410373,9,-2.2708691969488566,-1.5107042042404226,2023-07-27
flatten,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),2024H1,83,0.05876431649775327,0.3484901712848402,2.676846239499817,1.5568759197173545,6,-2.273382257906853,-1.91257621023938,2024-04-04
flatten,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),2024H2,166,0.06280813790000524,0.3222252931166192,3.0942582735301816,2.375178705753906,8,-2.052237708120271,-1.2522362831153655,2024-12-18
flatten,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),2025,247,0.04644711537426048,0.3621407554072721,2.0360180050723495,2.5233871546615623,9,-2.6185706303982266,-1.3635772594222695,2025-06-27
flatten,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),deck in-sample,866,0.055819440920823714,0.315283087931233,2.8105096274248655,5.222860095024181,14,-5.179070658267349,-1.91257621023938,2024-04-04
flatten,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),unseen,413,0.05302321643787702,0.3463410728269779,2.4303137354567994,3.506304936789453,11,-3.1442259953951464,-1.3635772594222695,2025-06-27
flatten,premium,ex-post best fixed clock per year (IN-SAMPLE CEILING),all,1279,0.054916516205063756,0.32550241736662433,2.6782371557934597,6.348525808656371,16,-5.179070658267349,-1.91257621023938,2024-04-04
flatten,index points per contract,"causal, expanding",2020,158,0.7023620145619879,3.810020304280817,2.9264020752563145,1.9897780659177682,8,-22.950689407105227,-17.094447953981962,2020-07-13
flatten,index points per contract,"causal, expanding",2021,158,0.79845194794287,4.236505647042017,2.9918599866381435,2.284676237067081,8,-40.713394488819915,-16.1608811685371,2021-03-08
flatten,index points per contract,"causal, expanding",2022,219,0.037038875747630796,8.193825941429152,0.07175816628530464,0.06781340382092099,9,-166.54400708376073,-39.48317910774857,2022-10-13
flatten,index points per contract,"causal, expanding",2023,248,1.0146598042586727,5.758968805327027,2.7968939559999733,2.730296600211668,9,-48.846661253299146,-30.303524581930954,2023-02-07
flatten,index points per contract,"causal, expanding",2024H1,83,0.8437256494496477,5.237630134181407,2.5572117763437086,1.849857637199737,6,-22.24825325551332,-22.24825325551332,2024-04-04
flatten,index points per contract,"causal, expanding",2024H2,166,1.139140563926448,6.8546898237962415,2.638091045373766,1.9749093117588232,8,-41.59311742385685,-33.24687355555807,2024-12-18
flatten,index points per contract,"causal, expanding",2025,247,-0.6843932568248606,12.868023691052747,-0.8442948505544764,-0.8956124898783048,9,-201.40505727194434,-123.92062266379824,2025-04-09
flatten,index points per contract,"causal, expanding",deck in-sample,866,0.65462468848149,5.9182125960595995,1.7559093388686131,3.1431656129015133,14,-166.54400708376073,-39.48317910774857,2022-10-13
flatten,index points per contract,"causal, expanding",unseen,413,0.04855254037784451,10.885225354268133,0.07080677331673053,0.09157310355012434,11,-229.04772403960396,-123.92062266379824,2025-04-09
flatten,index points per contract,"causal, expanding",all,1279,0.45891882674043794,7.873046904682031,0.9253228912928276,2.086044175832406,16,-229.04772403960453,-123.92062266379824,2025-04-09
flatten,index points per contract,"causal, rolling 126",2020,158,0.7023620145619879,3.810020304280817,2.9264020752563145,1.9897780659177682,8,-22.950689407105227,-17.094447953981962,2020-07-13
flatten,index points per contract,"causal, rolling 126",2021,158,0.4278530902699297,4.9706686091693255,1.3664071740005332,0.9501952160874279,8,-77.81796301792812,-29.889552451782027,2021-11-30
flatten,index points per contract,"causal, rolling 126",2022,219,-0.11530255943849661,7.085548359199613,-0.25832459169438104,-0.24349985241380612,9,-151.7330989687225,-27.534402315690883,2022-09-21
flatten,index points per contract,"causal, rolling 126",2023,248,0.5652176744690405,5.692519545876717,1.57620054657154,1.439804219438125,9,-71.8720400626156,-39.41419833321408,2023-02-07
flatten,index points per contract,"causal, rolling 126",2024H1,83,0.3646772939981435,5.115290995955454,1.1317191097913575,0.785841678467835,6,-32.98381093311286,-21.229595751259637,2024-04-04
flatten,index points per contract,"causal, rolling 126",2024H2,166,1.0747346972183394,6.806655946833664,2.506500187248128,1.966029658962799,8,-42.25328118819394,-37.18056983363965,2024-12-18
flatten,index points per contract,"causal, rolling 126",2025,247,-0.4135184241786558,13.29643563852432,-0.4936963300526148,-0.5286735458188775,9,-229.94496127857659,-150.72687166328797,2025-04-09
flatten,index points per contract,"causal, rolling 126",deck in-sample,866,0.37386249967272545,5.6211240940310745,1.055817856486052,1.8398845451488943,14,-179.0131460684264,-39.41419833321408,2023-02-07
flatten,index points per contract,"causal, rolling 126",unseen,413,0.18466563914313874,11.164704070988796,0.26256639876793575,0.3495660150228715,11,-258.448046686359,-150.72687166328797,2025-04-09
flatten,index points per contract,"causal, rolling 126",all,1279,0.3127692210185274,7.8472057867609175,0.6327166120454117,1.4630151228906694,16,-258.4480466863589,-150.72687166328797,2025-04-09
flatten,index points per contract,"causal, rolling 252",2020,158,0.7023620145619879,3.810020304280817,2.9264020752563145,1.9897780659177682,8,-22.950689407105227,-17.094447953981962,2020-07-13
flatten,index points per contract,"causal, rolling 252",2021,158,0.7787200781331185,4.280731970519722,2.887776691269291,2.1693646384133043,8,-41.802821182917654,-16.1608811685371,2021-03-08
flatten,index points per contract,"causal, rolling 252",2022,219,-0.17567507744920408,7.8781431878073604,-0.35398638136098615,-0.3557866195586332,9,-166.54400708376073,-39.48317910774857,2022-10-13
flatten,index points per contract,"causal, rolling 252",2023,248,0.8852227744544793,5.644109530396568,2.4897596017410524,2.4845065562618482,9,-62.293354252465065,-39.28818923477959,2023-02-07
flatten,index points per contract,"causal, rolling 252",2024H1,83,1.0309307089683681,5.2483340466975115,3.118230947878931,1.9393599133702273,6,-32.98381093311288,-21.229595751259637,2024-04-04
flatten,index points per contract,"causal, rolling 252",2024H2,166,1.2167330644057774,6.951213904791197,2.7786569175910767,2.0778447142735685,8,-41.59311742385685,-33.24687355555807,2024-12-18
flatten,index points per contract,"causal, rolling 252",2025,247,-0.03563121940978402,12.604254945113695,-0.044875962543813395,-0.0507739609342397,9,-214.6730635040834,-150.72687166328797,2025-04-09
flatten,index points per contract,"causal, rolling 252",deck in-sample,866,0.5781069579602037,5.788865421939491,1.5853129728964968,2.9024814334998195,14,-166.54400708376076,-39.48317910774857,2022-10-13
flatten,index points per contract,"causal, rolling 252",unseen,413,0.467740381349013,10.704520921674018,0.6936460227863089,0.955199340260967,11,-242.315730271743,-150.72687166328797,2025-04-09
flatten,index points per contract,"causal, rolling 252",all,1279,0.5424686497972471,7.72169157657583,1.1152249171150848,2.664825894368075,16,-242.31573027174284,-150.72687166328797,2025-04-09
flatten,index points per contract,fixed 11:00,2020,158,0.9881335363299875,5.785613198082505,2.7112309548641274,2.4881426263611677,8,-43.29853853122709,-26.211014644698366,2020-03-20
flatten,index points per contract,fixed 11:00,2021,158,0.79845194794287,4.236505647042017,2.9918599866381435,2.284676237067081,8,-40.713394488819915,-16.1608811685371,2021-03-08
flatten,index points per contract,fixed 11:00,2022,219,0.037038875747630796,8.193825941429152,0.07175816628530464,0.06781340382092099,9,-166.54400708376073,-39.48317910774857,2022-10-13
flatten,index points per contract,fixed 11:00,2023,248,1.0146598042586727,5.758968805327027,2.7968939559999733,2.730296600211668,9,-48.846661253299146,-30.303524581930954,2023-02-07
flatten,index points per contract,fixed 11:00,2024H1,83,0.8437256494496477,5.237630134181407,2.5572117763437086,1.849857637199737,6,-22.24825325551332,-22.24825325551332,2024-04-04
flatten,index points per contract,fixed 11:00,2024H2,166,1.0874009615366544,6.4815645026424455,2.6632389619502415,2.0830203662061684,8,-50.95844238462291,-31.071717345861828,2024-12-18
flatten,index points per contract,fixed 11:00,2025,247,-0.7651130412409483,10.871474031992554,-1.1172167597616032,-0.9754204886471781,9,-241.34466057368752,-65.61108643292323,2025-04-09
flatten,index points per contract,fixed 11:00,deck in-sample,866,0.7067631416447047,6.2034814006861145,1.8085839751966923,3.36390588585381,14,-166.5440070837608,-39.48317910774857,2022-10-13
flatten,index points per contract,fixed 11:00,unseen,413,-0.020519035281911926,9.392589989647416,-0.03467942147505811,-0.03807338588651447,11,-292.3031029583105,-65.61108643292323,2025-04-09
flatten,index points per contract,fixed 11:00,all,1279,0.471917528610543,7.389393680222017,1.0138123429890327,2.0868464575205334,16,-292.3031029583102,-65.61108643292323,2025-04-09
flatten,index points per contract,fixed 13:30,2020,158,-0.11543651955901593,4.838084261806447,-0.37876519685165194,-0.31813521644482,8,-55.095311174777805,-20.757346151681155,2020-06-15
flatten,index points per contract,fixed 13:30,2021,158,0.40734156840891134,3.1115746873714514,2.0781589971977965,1.8179616446349036,8,-31.057777079565774,-16.61124324685404,2021-03-08
flatten,index points per contract,fixed 13:30,2022,219,0.034673444341518415,6.623066031076558,0.08310710815376171,0.07298305990512198,9,-153.2389879837029,-28.275892758309936,2022-09-21
flatten,index points per contract,fixed 13:30,2023,248,0.8347926191777024,4.822181208149782,2.748117797303456,2.9427350838627158,9,-28.832478598607736,-19.47840523853398,2023-02-02
flatten,index points per contract,fixed 13:30,2024H1,83,0.3787096228295767,5.0694404549048135,1.1858959465374876,0.6412249642206869,6,-27.43800502499906,-23.218474998415175,2024-04-04
flatten,index points per contract,fixed 13:30,2024H2,166,1.0205942337581069,6.181424538308396,2.620986649885806,1.84440917938026,8,-50.396719023803,-38.87403382757207,2024-12-18
flatten,index points per contract,fixed 13:30,2025,247,0.3863559242461128,6.986502362646247,0.8778656100457253,1.147845019835574,9,-64.99999121565511,-40.75354152627691,2025-04-09
flatten,index points per contract,fixed 13:30,deck in-sample,866,0.3373856238799088,5.125388495006951,1.0449609323283926,1.897119176807358,14,-153.23898798370294,-28.275892758309936,2022-09-21
flatten,index points per contract,fixed 13:30,unseen,413,0.6412797968344688,6.674132441906294,1.525292053763399,2.167572803761342,11,-91.23431971308969,-40.75354152627691,2025-04-09
flatten,index points per contract,fixed 13:30,all,1279,0.43551564219909034,5.6710271420054665,1.2191083405006244,2.8604752645137013,16,-153.23898798370294,-40.75354152627691,2025-04-09
flatten,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),2020,158,0.9635848925659262,5.344696646227665,2.861983938371199,2.4601832306279325,8,-35.36533613811118,-24.18647651974129,2020-03-18
flatten,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),2021,158,0.8053444441782943,3.6406227435020453,3.5116098577030868,2.8131093872583,8,-27.943402824698232,-14.69288198372198,2021-03-08
flatten,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),2022,219,0.5288036525704347,8.161443826573779,1.0285554763204063,0.9615623789797131,9,-118.9872613114026,-30.902651976016458,2022-10-13
flatten,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),2023,248,1.0759061000500623,5.900439751103378,2.894611345797609,3.0894503844454673,9,-44.81241907320406,-29.0875732706715,2023-02-07
flatten,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),2024H1,83,0.38684128487682085,4.894361955513319,1.254691638182387,0.8835099031428628,6,-29.116983073340513,-17.048656741805473,2024-04-04
flatten,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),2024H2,166,1.4054588344986951,5.89320437891637,3.7858804632592595,2.457004141510853,8,-47.33022984216035,-37.14267622392586,2024-12-18
flatten,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),2025,247,0.3863559242461128,6.986502362646247,0.8778656100457253,1.147845019835574,9,-64.99999121565511,-40.75354152627691,2025-04-09
flatten,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),deck in-sample,866,0.8016528574777176,6.0540487132128655,2.1020386843548398,4.032159589675578,14,-118.98726131140256,-30.902651976016458,2022-10-13
flatten,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),unseen,413,0.795971137567974,6.5805489328447555,1.920151375468594,2.546916869564332,11,-102.00262852752488,-40.75354152627691,2025-04-09
flatten,index points per contract,ex-post best fixed clock per year (IN-SAMPLE CEILING),all,1279,0.7998181816976363,6.22634206343622,2.0391941026818228,4.7278139675282835,16,-118.98726131140256,-40.75354152627691,2025-04-09
