segment,bar_end,estimator,train_win,sample,comparison,n,QLIKE_a,QLIKE_b,diff,pct,ci_lo,ci_hi,improves,worse,blown
bar1000,10:00,reclasso,500,common,coefficients,3056,0.1331012469385136,0.11512533056003232,0.017975916378481307,15.614214778829869,-0.011200959353211483,0.07496168761739201,False,False,False
bar1000,10:00,reclasso,500,common,package,3056,0.1331012469385136,0.11697681922552407,0.016124427712989556,13.784293178550751,-0.012978360568038699,0.0728344892629976,False,False,False
bar1000,10:00,reclasso,500,common,calibration,3056,0.11512533056003232,0.11697681922552407,-0.0018514886654917412,-1.5827825356767358,-0.003267047438254729,-0.0004850620303745447,True,False,False
bar1000,10:00,reclasso,500,common,as scored,3056,0.14122706576713726,0.11533144119208555,0.025895624575051703,22.453222041960185,-0.01268177476755167,0.10251787204850209,False,False,False
bar1000,10:00,reclasso,500,deck period,coefficients,1116,0.1795958581334377,0.1162199224094823,0.06337593572395546,54.53104287977451,-0.012815906230786591,0.2098223943237774,False,False,False
bar1000,10:00,reclasso,500,deck period,package,1116,0.1795958581334377,0.11989093391632412,0.05970492421711362,49.799365362174655,-0.016494197934841602,0.20650335808451417,False,False,False
bar1000,10:00,reclasso,500,deck period,calibration,1116,0.1162199224094823,0.11989093391632412,-0.003671011506841836,-3.061959221540435,-0.006808351503469862,-0.001110428140596006,True,False,False
bar1000,10:00,reclasso,500,deck period,as scored,1116,0.20358268710383542,0.11633281906358685,0.08724986804024856,75.00021811777663,-0.01591752761121105,0.2867697236454013,False,False,False
bar1000,10:00,reclasso,2000,common,coefficients,1556,0.11415558031579678,0.11759980405721608,-0.0034442237414193094,-2.9287665647330363,-0.009270828306167697,0.002232199430652954,False,False,False
bar1000,10:00,reclasso,2000,common,package,1556,0.11415558031579678,0.12186536412492369,-0.00770978380912693,-6.32647665272937,-0.013394213517881226,-0.002254579593866552,True,False,False
bar1000,10:00,reclasso,2000,common,calibration,1556,0.11759980405721608,0.12186536412492369,-0.0042655600677076215,-3.5002234624556765,-0.006688995970561291,-0.0020418850076168557,True,False,False
bar1000,10:00,reclasso,2000,common,as scored,1556,0.1149627799098422,0.11869732108020814,-0.0037345411703659293,-3.1462724991428934,-0.009345884050608605,0.0016820474577478731,False,False,False
bar1000,10:00,reclasso,2000,deck period,coefficients,1116,0.11003137267249323,0.11168159948276224,-0.0016502268102689898,-1.4776174570491336,-0.008435662614113038,0.005157134844680871,False,False,False
bar1000,10:00,reclasso,2000,deck period,package,1116,0.11003137267249323,0.1169041267718173,-0.006872754099324087,-5.878966200003248,-0.014263747231830042,-0.00022997172692714157,True,False,False
bar1000,10:00,reclasso,2000,deck period,calibration,1116,0.11168159948276224,0.1169041267718173,-0.005222527289055097,-4.46735922269779,-0.008424312165379186,-0.0025542245049555382,True,False,False
bar1000,10:00,reclasso,2000,deck period,as scored,1116,0.11114228523109843,0.11310121867793976,-0.0019589334468413373,-1.7320179833070397,-0.008779748219925358,0.004883794933388896,False,False,False
