book,sample,family,forecast,theta,rule,n_days,n_traded,n_satout,frac_satout,mean_traded,mean_calendar,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,mean_satout,mean_weight,mean_weight_traded,band_lo,band_hi,n_band,mean_band
exit_crossed_quoted,whole,margin,a0,0.0,"sell only when v >= 0.00, baseline (HAR + calendar OLS)",865,501,364,0.4208092485549133,0.06607774484837131,0.038271618692524885,0.23957114636422502,2.5359611172466088,4.698404175119846,-3.490186416581233,-2.202867888740946,2024-04-04,0.018146518137873338,0.5791907514450867,1.0,0.0,0.05,105,0.06752506344834242
exit_crossed_quoted,whole,margin,a0,0.05,"sell only when v >= 0.05, baseline (HAR + calendar OLS)",865,396,469,0.5421965317919075,0.06569398612868198,0.030074934690124937,0.22147872023372775,2.155623740355962,3.993748765624713,-3.6883682938579394,-2.202867888740946,2024-04-04,0.029201416341709696,0.4578034682080925,1.0,0.05,0.1,113,0.09333484045624572
exit_crossed_quoted,whole,margin,a0,0.1,"sell only when v >= 0.10, baseline (HAR + calendar OLS)",865,283,582,0.6728323699421965,0.05465717857032616,0.017882059578499775,0.18251950227659688,1.5552798024614372,2.8814846835263155,-3.7262335482749975,-1.6252481512331667,2023-07-27,0.0416534385495148,0.32716763005780347,1.0,0.1,0.15,80,0.05561291503791967
exit_crossed_quoted,whole,margin,a0,0.15,"sell only when v >= 0.15, baseline (HAR + calendar OLS)",865,203,662,0.7653179190751445,0.054280533656988816,0.012738668592333791,0.15913701460684632,1.2707294734408503,2.354295033491929,-3.6275645682478754,-1.6252481512331667,2023-07-27,0.0433403843487178,0.23468208092485549,1.0,0.15,0.2,61,0.0973646535829721
exit_crossed_quoted,whole,margin,a0,0.2,"sell only when v >= 0.20, baseline (HAR + calendar OLS)",865,142,723,0.8358381502890173,0.035772566646531216,0.005872490709603969,0.14080396403044698,0.6620758201433716,1.2266354465974305,-3.9588537701529884,-1.6252481512331667,2023-07-27,0.04789844855797024,0.16416184971098266,1.0,0.2,0.3,77,0.03841425493091206
exit_crossed_quoted,whole,margin,a0,0.3,"sell only when v >= 0.30, baseline (HAR + calendar OLS)",865,65,800,0.9248554913294798,0.03264318206349544,0.002452955877603703,0.0879549874532464,0.442720401678419,0.8202331532255673,-4.3394345064067155,-0.9161774834250879,2022-03-25,0.046985594921365885,0.07514450867052024,1.0,0.3,inf,65,0.03264318206349544
exit_crossed_quoted,whole,margin,blk2,0.0,"sell only when v >= 0.00, block-diagonal ridge",865,500,365,0.42196531791907516,0.05994788331679149,0.03465195567444595,0.24693778183078025,2.2276167658971744,4.127131067696282,-4.430277194364786,-2.202867888740946,2024-04-04,0.026674907158422387,0.5780346820809249,1.0,0.0,0.05,105,0.05872593373749108
exit_crossed_quoted,whole,margin,blk2,0.05,"sell only when v >= 0.05, block-diagonal ridge",865,395,470,0.5433526011560693,0.06027270535685869,0.027523374122496162,0.22431299157096235,1.9478141500282706,3.608737560135231,-4.444366633374228,-2.202867888740946,2024-04-04,0.03383524288353348,0.45664739884393063,1.0,0.05,0.1,108,0.053813826298007066
exit_crossed_quoted,whole,margin,blk2,0.1,"sell only when v >= 0.10, block-diagonal ridge",865,287,578,0.6682080924855491,0.06270322430583422,0.020804422399739213,0.20022768436195001,1.64942209711271,3.05590318988147,-4.27912471698213,-2.202867888740946,2024-04-04,0.03756826539004411,0.33179190751445087,1.0,0.1,0.15,82,0.11798322808121316
exit_crossed_quoted,whole,margin,blk2,0.15,"sell only when v >= 0.15, block-diagonal ridge",865,205,660,0.7630057803468208,0.04059122279568264,0.009619885171231145,0.18014787686604142,0.8476977107979468,1.5705392470594808,-3.9562752538506563,-2.202867888740946,2024-04-04,0.047559215300159045,0.23699421965317918,1.0,0.15,0.2,59,0.07708694135626727
exit_crossed_quoted,whole,margin,blk2,0.2,"sell only when v >= 0.20, block-diagonal ridge",865,146,719,0.8312138728323699,0.02584295296640529,0.004361931945774764,0.14177190641415402,0.4884149810581625,0.9048920232208737,-3.320453341008991,-1.6252481512331667,2023-07-27,0.04998221368306639,0.16878612716763006,1.0,0.2,0.3,87,0.015884126406495593
exit_crossed_quoted,whole,margin,blk2,0.3,"sell only when v >= 0.30, block-diagonal ridge",865,59,806,0.9317919075144508,0.040528002300509416,0.0027643377291676945,0.07968350607642384,0.5507099673166624,1.0203066569609016,-2.604590294130589,-0.8965824135576926,2023-02-07,0.04630165091251843,0.06820809248554913,1.0,0.3,inf,59,0.040528002300509416
