book,sample,day_set,block,selection,family,forecast,theta,rule,n_placebo,sharpe_rule,placebo_mean,placebo_sd,placebo_q05,placebo_q50,placebo_q95,pct_rank,p_value
exit_crossed_quoted,whole,full,fixed_cell,,margin,a0,0.0,"sell only when v >= 0.00, baseline (HAR + calendar OLS)",2000,2.5359611172466088,1.676259672922513,0.3899771340147169,1.060216954840869,1.6581535833390673,2.3461986470816814,0.9825,0.017991004497751123
exit_crossed_quoted,whole,full,fixed_cell,,margin,a0,0.05,"sell only when v >= 0.05, baseline (HAR + calendar OLS)",2000,2.155623740355962,1.4910222511155575,0.44597255675790254,0.7822148757509836,1.4760299054867954,2.2673816914877944,0.9265,0.07396301849075462
exit_crossed_quoted,whole,full,fixed_cell,,margin,a0,0.1,"sell only when v >= 0.10, baseline (HAR + calendar OLS)",2000,1.5552798024614372,1.3115434328872875,0.5006598787928732,0.5416732150867626,1.3003148862902938,2.1669346326428256,0.6945,0.3058470764617691
exit_crossed_quoted,whole,full,fixed_cell,,margin,a0,0.15,"sell only when v >= 0.15, baseline (HAR + calendar OLS)",2000,1.2707294734408503,1.1484049790422832,0.5226643874301667,0.2959934650551909,1.1296059626154082,2.048429763215389,0.5955,0.4047976011994003
exit_crossed_quoted,whole,full,fixed_cell,,margin,a0,0.2,"sell only when v >= 0.20, baseline (HAR + calendar OLS)",2000,0.6620758201433716,0.9500653163205954,0.5550951324534503,0.08675442476813587,0.948191439327918,1.9071608246338212,0.315,0.6851574212893553
exit_crossed_quoted,whole,full,fixed_cell,,margin,a0,0.3,"sell only when v >= 0.30, baseline (HAR + calendar OLS)",2000,0.442720401678419,0.679700419601242,0.5536679193151802,-0.20831052915248285,0.6536413932322673,1.6001114332571846,0.352,0.6481759120439781
exit_crossed_quoted,whole,full,fixed_cell,,margin,blk2,0.0,"sell only when v >= 0.00, block-diagonal ridge",2000,2.2276167658971744,1.6968316793389506,0.3812165639099359,1.089972429235832,1.685707814061149,2.3401825546054402,0.917,0.08345827086456771
exit_crossed_quoted,whole,full,fixed_cell,,margin,blk2,0.05,"sell only when v >= 0.05, block-diagonal ridge",2000,1.9478141500282706,1.5017970000374763,0.4435909810154817,0.7880693451778533,1.4891171766394034,2.2486310444985147,0.8445,0.15592203898050974
exit_crossed_quoted,whole,full,fixed_cell,,margin,blk2,0.1,"sell only when v >= 0.10, block-diagonal ridge",2000,1.64942209711271,1.2694991636905202,0.4860670082214689,0.5057612221028646,1.2561842309708964,2.0892051573663415,0.787,0.21339330334832585
exit_crossed_quoted,whole,full,fixed_cell,,margin,blk2,0.15,"sell only when v >= 0.15, block-diagonal ridge",2000,0.8476977107979468,1.137736405646769,0.5498746458478828,0.2686594492884609,1.1236233986194528,2.0589877083108723,0.3125,0.6876561719140429
exit_crossed_quoted,whole,full,fixed_cell,,margin,blk2,0.2,"sell only when v >= 0.20, block-diagonal ridge",2000,0.4884149810581625,0.9661625534142152,0.5529887994654799,0.09521007554615174,0.9446285407396586,1.9035085139989194,0.1975,0.8025987006496752
exit_crossed_quoted,whole,full,fixed_cell,,margin,blk2,0.3,"sell only when v >= 0.30, block-diagonal ridge",2000,0.5507099673166624,0.6602049795415653,0.5866372545236753,-0.2783478124549396,0.6504567649214403,1.673362354218288,0.4355,0.5647176411794103
exit_crossed_quoted,whole,full,fixed_cell,,margin,blk2_inc,0.0,"sell only when v >= 0.00, block-diagonal ridge, without the FOMC columns",2000,2.1471875414400126,1.6793722603961727,0.39049145819327064,1.0810096007065984,1.657067523879706,2.3117142622410274,0.875,0.12543728135932034
exit_crossed_quoted,whole,full,fixed_cell,,margin,blk2_inc,0.05,"sell only when v >= 0.05, block-diagonal ridge, without the FOMC columns",2000,1.8511295244072097,1.4690195427660975,0.45124544909390557,0.7425212990678899,1.4630590195431226,2.2135036716581014,0.805,0.19540229885057472
exit_crossed_quoted,whole,full,fixed_cell,,margin,blk2_inc,0.1,"sell only when v >= 0.10, block-diagonal ridge, without the FOMC columns",2000,1.2926826649194016,1.2221088640531488,0.4782459543007184,0.4561816131616902,1.1999739810492915,2.0189265723420067,0.575,0.42528735632183906
exit_crossed_quoted,whole,full,fixed_cell,,margin,blk2_inc,0.15,"sell only when v >= 0.15, block-diagonal ridge, without the FOMC columns",2000,0.8394390309063628,1.112846368698354,0.5327648172099664,0.26307062131730286,1.0841010097394235,2.0192038539822184,0.3225,0.6776611694152923
exit_crossed_quoted,whole,full,fixed_cell,,margin,blk2_inc,0.2,"sell only when v >= 0.20, block-diagonal ridge, without the FOMC columns",2000,0.7257688742625514,0.9334181660396678,0.5449402251380469,0.058029898952481625,0.9226120239343301,1.8589399437049994,0.3575,0.6426786606696652
exit_crossed_quoted,whole,full,fixed_cell,,margin,blk2_inc,0.3,"sell only when v >= 0.30, block-diagonal ridge, without the FOMC columns",2000,0.6670915851038903,0.6019149643236505,0.5940587563142903,-0.3284655171972937,0.5543261067483439,1.672054989985828,0.5645,0.4357821089455272
exit_crossed_quoted,whole,full,fixed_cell,,margin,lgbm,0.0,"sell only when v >= 0.00, LightGBM",2000,2.1601439112651155,1.7107464542254684,0.3895774451159553,1.078039406460249,1.7056987449251706,2.3512118668888906,0.8775,0.12293853073463268
exit_crossed_quoted,whole,full,fixed_cell,,margin,lgbm,0.05,"sell only when v >= 0.05, LightGBM",2000,1.8328216573630165,1.5082842024226775,0.4281987368162744,0.8223393924779034,1.500504226268972,2.219423685751613,0.775,0.22538730634682658
exit_crossed_quoted,whole,full,fixed_cell,,margin,lgbm,0.1,"sell only when v >= 0.10, LightGBM",2000,1.8106017946365196,1.264988186024787,0.4943459125804018,0.4618699880546167,1.2490737484199033,2.1010236337032984,0.861,0.13943028485757122
exit_crossed_quoted,whole,full,fixed_cell,,margin,lgbm,0.15,"sell only when v >= 0.15, LightGBM",2000,1.196931051885977,1.1130543669336128,0.5320378088176017,0.2886635764563286,1.1027439017744036,2.0394392278110116,0.5735,0.4267866066966517
exit_crossed_quoted,whole,full,fixed_cell,,margin,lgbm,0.2,"sell only when v >= 0.20, LightGBM",2000,0.6725279648911267,0.9245561763017165,0.5475078502673854,0.05823102795264092,0.9066715623404151,1.8643019173267301,0.333,0.6671664167916042
exit_crossed_quoted,whole,full,fixed_cell,,margin,lgbm,0.3,"sell only when v >= 0.30, LightGBM",2000,0.47911348980927443,0.6253087986338337,0.5711938601733918,-0.31512894882561104,0.6202987827671107,1.5819979373716766,0.397,0.6031984007996002
exit_crossed_quoted,whole,full,fixed_cell,,margin,xgb,0.0,"sell only when v >= 0.00, XGBoost",2000,2.3533681174148318,1.697261212326627,0.39189511577675434,1.0760204395091937,1.6920320441280552,2.3611788756620684,0.947,0.05347326336831584
exit_crossed_quoted,whole,full,fixed_cell,,margin,xgb,0.05,"sell only when v >= 0.05, XGBoost",2000,1.99904918739357,1.4845836783922322,0.44782518612147115,0.7962850754072827,1.4685244023699506,2.2550115986736445,0.874,0.12643678160919541
exit_crossed_quoted,whole,full,fixed_cell,,margin,xgb,0.1,"sell only when v >= 0.10, XGBoost",2000,1.624646667226002,1.2349033510937744,0.5000496242719192,0.445598942093232,1.2190313595484694,2.0763656663936874,0.7825,0.2178910544727636
exit_crossed_quoted,whole,full,fixed_cell,,margin,xgb,0.15,"sell only when v >= 0.15, XGBoost",2000,1.3142491411341979,1.119197807655053,0.5199775263468478,0.28682429173208945,1.0982994409246243,1.9762119193138377,0.6655,0.33483258370814595
exit_crossed_quoted,whole,full,fixed_cell,,margin,xgb,0.2,"sell only when v >= 0.20, XGBoost",2000,0.810512951410533,0.9594420310225756,0.550558594970879,0.04575734999673425,0.9440962241326136,1.8934498792642944,0.402,0.5982008995502249
exit_crossed_quoted,whole,full,fixed_cell,,margin,xgb,0.3,"sell only when v >= 0.30, XGBoost",2000,0.3997388288168993,0.6479751009514564,0.5966445206387019,-0.2970726105093377,0.6172533296238341,1.6269880101842824,0.3645,0.6356821589205397
exit_crossed_quoted,whole,full,fixed_cell,,margin,lasso_t,0.0,"sell only when v >= 0.00, lasso (causally tuned)",2000,2.199507291360411,1.6661425323937915,0.3994027698961578,1.0255010323995193,1.6488071022874102,2.34929047462952,0.9005,0.09995002498750624
exit_crossed_quoted,whole,full,fixed_cell,,margin,lasso_t,0.05,"sell only when v >= 0.05, lasso (causally tuned)",2000,1.9688284179151507,1.4445091409522182,0.4402646190305733,0.7740403976540476,1.4090790629206786,2.1944971641706577,0.8745,0.12593703148425786
exit_crossed_quoted,whole,full,fixed_cell,,margin,lasso_t,0.1,"sell only when v >= 0.10, lasso (causally tuned)",2000,1.7848038893309648,1.2920017721587385,0.5058253845571702,0.5159705222804585,1.2729892075190965,2.144387548774257,0.842,0.1584207896051974
exit_crossed_quoted,whole,full,fixed_cell,,margin,lasso_t,0.15,"sell only when v >= 0.15, lasso (causally tuned)",2000,1.005743950225533,1.1193919178696405,0.5373335353053184,0.2357062411876713,1.097069022972828,2.0640411568523627,0.436,0.5642178910544727
exit_crossed_quoted,whole,full,fixed_cell,,margin,lasso_t,0.2,"sell only when v >= 0.20, lasso (causally tuned)",2000,0.6225325043723295,0.9321894243019856,0.5452063468970177,0.04761618860822428,0.9246396543811077,1.8420716693367345,0.2895,0.7106446776611695
exit_crossed_quoted,whole,full,fixed_cell,,margin,lasso_t,0.3,"sell only when v >= 0.30, lasso (causally tuned)",2000,0.4201597166395375,0.6134133030292274,0.5858089001711647,-0.2799062322533901,0.5754205912430137,1.638027617983195,0.3925,0.607696151924038
exit_crossed_quoted,whole,full,fixed_cell,,margin,lasso_f,0.0,"sell only when v >= 0.00, lasso (fixed 1e-4)",2000,2.2917053720704597,1.7058751042408453,0.38754964574747175,1.0799817467969366,1.6877019526777202,2.3551706014212104,0.9335,0.06696651674162919
exit_crossed_quoted,whole,full,fixed_cell,,margin,lasso_f,0.05,"sell only when v >= 0.05, lasso (fixed 1e-4)",2000,2.160983864659288,1.4720585052080644,0.43484052255497785,0.7787567754296562,1.4635758038141558,2.2258644649612043,0.938,0.062468765617191405
exit_crossed_quoted,whole,full,fixed_cell,,margin,lasso_f,0.1,"sell only when v >= 0.10, lasso (fixed 1e-4)",2000,1.5220123917282595,1.2870194604159877,0.46591669210643233,0.549777998987764,1.2557892088491387,2.0769628813928502,0.7075,0.2928535732133933
exit_crossed_quoted,whole,full,fixed_cell,,margin,lasso_f,0.15,"sell only when v >= 0.15, lasso (fixed 1e-4)",2000,0.8271914023671154,1.1272546528586385,0.5201029936457906,0.2912373056659176,1.1067517140506777,2.0180216725487123,0.285,0.7151424287856072
exit_crossed_quoted,whole,full,fixed_cell,,margin,lasso_f,0.2,"sell only when v >= 0.20, lasso (fixed 1e-4)",2000,0.9785742988090278,0.9628351218329524,0.5414780305787744,0.08107228847222166,0.9597318140289584,1.8776639381033973,0.5145,0.48575712143928035
exit_crossed_quoted,whole,full,fixed_cell,,margin,lasso_f,0.3,"sell only when v >= 0.30, lasso (fixed 1e-4)",2000,0.3348410479819795,0.6204684332264153,0.5848571608215586,-0.30289385804953434,0.6006895059088034,1.6127686639093597,0.338,0.6621689155422289
exit_crossed_quoted,whole,full,fixed_cell,,margin,enet,0.0,"sell only when v >= 0.00, elastic net (causally tuned)",2000,2.237211803524461,1.6733397566821202,0.3883535054521517,1.0554298152843613,1.6570015995849863,2.338961683263504,0.9175,0.08295852073963018
exit_crossed_quoted,whole,full,fixed_cell,,margin,enet,0.05,"sell only when v >= 0.05, elastic net (causally tuned)",2000,2.0478403350458554,1.4630671510552933,0.439035030951569,0.7649788877549318,1.453264273336804,2.20773697910026,0.903,0.09745127436281859
exit_crossed_quoted,whole,full,fixed_cell,,margin,enet,0.1,"sell only when v >= 0.10, elastic net (causally tuned)",2000,1.3206403098632045,1.228233834072378,0.4823464227123446,0.4204275136600758,1.2341345065360527,2.022004429053877,0.573,0.4272863568215892
exit_crossed_quoted,whole,full,fixed_cell,,margin,enet,0.15,"sell only when v >= 0.15, elastic net (causally tuned)",2000,1.083328293279197,1.1153341381868531,0.5256439247428105,0.29340778974799603,1.0793675748934757,2.0472366448445696,0.5015,0.4987506246876562
exit_crossed_quoted,whole,full,fixed_cell,,margin,enet,0.2,"sell only when v >= 0.20, elastic net (causally tuned)",2000,0.5388909934634697,0.9169663497050335,0.5433275767719477,0.06492044141325617,0.8916158956251651,1.8498658174918277,0.245,0.7551224387806097
exit_crossed_quoted,whole,full,fixed_cell,,margin,enet,0.3,"sell only when v >= 0.30, elastic net (causally tuned)",2000,0.36848358583264723,0.6098108347667746,0.5745688967758931,-0.2914556628602539,0.594215281794173,1.6198925211296162,0.3535,0.6466766616691654
exit_crossed_quoted,whole,oos,fixed_cell,,margin,a0,0.0,"sell only when v >= 0.00, baseline (HAR + calendar OLS)",2000,2.548378045278643,1.6888480513464457,0.4139269130243618,1.0026808741653905,1.680896199249629,2.3892614580855245,0.9785,0.021989005497251374
exit_crossed_quoted,whole,oos,fixed_cell,,margin,a0,0.05,"sell only when v >= 0.05, baseline (HAR + calendar OLS)",2000,2.2055168472659066,1.4879197373239288,0.4565207476949662,0.7820369842969197,1.459955672257092,2.26151515794585,0.9355,0.06496751624187906
exit_crossed_quoted,whole,oos,fixed_cell,,margin,a0,0.1,"sell only when v >= 0.10, baseline (HAR + calendar OLS)",2000,1.7055511240714958,1.3552426391106065,0.5120080315215818,0.5382500693004906,1.3352453450380357,2.209727622317998,0.743,0.25737131434282856
exit_crossed_quoted,whole,oos,fixed_cell,,margin,a0,0.15,"sell only when v >= 0.15, baseline (HAR + calendar OLS)",2000,1.2130866399845601,1.1661533544519211,0.5537810246663742,0.31928686368148895,1.1314011278761407,2.1020401004417315,0.558,0.44227886056971516
exit_crossed_quoted,whole,oos,fixed_cell,,margin,a0,0.2,"sell only when v >= 0.20, baseline (HAR + calendar OLS)",2000,0.6721524898531177,0.9922864329166018,0.5730744402955787,0.08587535962863542,0.9649063863557705,2.0169892207889144,0.2955,0.704647676161919
exit_crossed_quoted,whole,oos,fixed_cell,,margin,a0,0.3,"sell only when v >= 0.30, baseline (HAR + calendar OLS)",2000,0.42269743965976697,0.7075780593718459,0.6072406824893612,-0.20703297062569287,0.6543213138074226,1.7620605278642143,0.343,0.6571714142928535
exit_crossed_quoted,whole,oos,fixed_cell,,margin,blk2,0.0,"sell only when v >= 0.00, block-diagonal ridge",2000,2.2044561656412025,1.7109692407242751,0.4028810939187785,1.0933898845216972,1.6995954304739236,2.40108469061313,0.895,0.1054472763618191
exit_crossed_quoted,whole,oos,fixed_cell,,margin,blk2,0.05,"sell only when v >= 0.05, block-diagonal ridge",2000,1.85955081287441,1.5145640116914847,0.4632879958306941,0.7861932290614859,1.4997511053745076,2.2945222930653264,0.7705,0.22988505747126436
exit_crossed_quoted,whole,oos,fixed_cell,,margin,blk2,0.1,"sell only when v >= 0.10, block-diagonal ridge",2000,1.5626528916475129,1.2969603325296548,0.50078390321777,0.49210540402680103,1.2756491148585858,2.14249743024446,0.7165,0.28385807096451776
exit_crossed_quoted,whole,oos,fixed_cell,,margin,blk2,0.15,"sell only when v >= 0.15, block-diagonal ridge",2000,0.704538162137284,1.1653105239767132,0.5415473075955448,0.31864875673239285,1.1413514702217809,2.066618643319225,0.207,0.7931034482758621
exit_crossed_quoted,whole,oos,fixed_cell,,margin,blk2,0.2,"sell only when v >= 0.20, block-diagonal ridge",2000,0.41418696380060693,0.9953563264085618,0.567027534741664,0.10390872069678038,0.9521214674420186,2.0085409891929245,0.148,0.8520739630184908
exit_crossed_quoted,whole,oos,fixed_cell,,margin,blk2,0.3,"sell only when v >= 0.30, block-diagonal ridge",2000,0.6866736116410643,0.6628412922361654,0.6083678365522649,-0.30938742404132696,0.6437102622662321,1.6926649042658692,0.5305,0.46976511744127936
exit_crossed_quoted,whole,oos,fixed_cell,,margin,blk2_inc,0.0,"sell only when v >= 0.00, block-diagonal ridge, without the FOMC columns",2000,2.1310547739099928,1.6806951870727558,0.4138191391717129,1.00842946102663,1.6651010405421518,2.385032958295729,0.86,0.14042978510744628
exit_crossed_quoted,whole,oos,fixed_cell,,margin,blk2_inc,0.05,"sell only when v >= 0.05, block-diagonal ridge, without the FOMC columns",2000,1.7719525439445032,1.487834486274837,0.46518712782032956,0.7450561263173981,1.4658235931206738,2.2777956540219453,0.749,0.2513743128435782
exit_crossed_quoted,whole,oos,fixed_cell,,margin,blk2_inc,0.1,"sell only when v >= 0.10, block-diagonal ridge, without the FOMC columns",2000,1.1982230472460025,1.2555748337928327,0.5231711663793064,0.42688865171402934,1.2327695440725148,2.1497143340459672,0.4685,0.5317341329335332
exit_crossed_quoted,whole,oos,fixed_cell,,margin,blk2_inc,0.15,"sell only when v >= 0.15, block-diagonal ridge, without the FOMC columns",2000,0.7149043564250489,1.1357178033248738,0.5509146696991896,0.22962658144255116,1.116072418922902,2.052423335987311,0.2175,0.782608695652174
exit_crossed_quoted,whole,oos,fixed_cell,,margin,blk2_inc,0.2,"sell only when v >= 0.20, block-diagonal ridge, without the FOMC columns",2000,0.6822496998879846,0.9713634853143935,0.5754241443084241,0.08127796336189427,0.9516334548186945,1.9779318064219022,0.3215,0.6786606696651675
exit_crossed_quoted,whole,oos,fixed_cell,,margin,blk2_inc,0.3,"sell only when v >= 0.30, block-diagonal ridge, without the FOMC columns",2000,0.6082478667180606,0.5807722763927415,0.5998514142463498,-0.3672172408507043,0.5588763820724714,1.6054931822202088,0.5325,0.46776611694152925
exit_crossed_quoted,whole,oos,fixed_cell,,margin,lgbm,0.0,"sell only when v >= 0.00, LightGBM",2000,2.152392427469267,1.692647763120713,0.40239946193885023,1.0529543921021445,1.6834398636850332,2.3700139551585684,0.8745,0.12593703148425786
exit_crossed_quoted,whole,oos,fixed_cell,,margin,lgbm,0.05,"sell only when v >= 0.05, LightGBM",2000,1.8656424146773563,1.50376546963365,0.445574790170496,0.8029431142366017,1.487268022332199,2.255779627367806,0.7905,0.2098950524737631
