block,book,sample,selection,family,forecast,theta,rule,n_days,n_traded,n_satout,frac_satout,mean_traded,mean_calendar,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,mean_satout,mean_weight,mean_weight_traded,Sharpe_always_sell,delta_Sharpe,mean_always_sell,beats_always_sell,modal_pick,modal_pick_share,frac_null_chosen,p_value
walk_forward_selected,exit_crossed_quoted,whole,full_grid,margin,,,"full_grid: (forecast, theta) chosen on an expanding window, 5-day embargo",797,335,462,0.5796737766624843,0.06157204002104408,0.02588034304523183,0.21306921645991203,1.9281889523146485,3.4290868160321364,-4.546296115243787,-2.202867888740946,2024-04-04,0.03540280027376879,0.4203262233375157,1.0,2.2508624400833943,-0.3226734877687458,0.04640241798435502,False,"sell only when v >= 0.05, lasso (fixed 1e-4)",0.6148055207026348,0.0,0.15892053973013492
walk_forward_selected,exit_crossed_quoted,daily_era,full_grid,margin,,,"full_grid: (forecast, theta) chosen on an expanding window, 5-day embargo",489,233,256,0.523517382413088,0.07898750749401874,0.03763617432741588,0.22927217346585455,2.605879886728929,3.6300161146853296,-2.202867888740947,-2.202867888740946,2024-04-04,0.029907606406446633,0.47648261758691207,1.0,2.5131322639023277,0.0927476228266011,0.05329332614755972,True,"sell only when v >= 0.05, lasso (fixed 1e-4)",0.83640081799591,0.0,0.07546226886556721
walk_forward_selected,exit_crossed_quoted,whole,theta_only_blk2,margin,,,"theta_only_blk2: (forecast, theta) chosen on an expanding window, 5-day embargo",797,438,359,0.4504391468005019,0.04955104485444653,0.02723131448713623,0.2525090009336545,1.7119536905209076,3.0445345217727637,-4.444366633374233,-2.202867888740946,2024-04-04,0.04256091779187569,0.5495608531994981,1.0,2.2508624400833943,-0.5389087495624867,0.04640241798435502,False,"sell only when v >= 0.05, block-diagonal ridge",0.7352572145545797,0.15432873274780426,0.4447776111944028
walk_forward_selected,exit_crossed_quoted,daily_era,theta_only_blk2,margin,,,"theta_only_blk2: (forecast, theta) chosen on an expanding window, 5-day embargo",489,265,224,0.45807770961145194,0.05336570691560086,0.028920066119906395,0.26792306687606837,1.7135210583762892,2.3869515576815323,-3.8412974471337247,-2.202867888740946,2024-04-04,0.05320769711393964,0.5419222903885481,1.0,2.5131322639023277,-0.7996112055260385,0.05329332614755972,False,"sell only when v >= 0.05, block-diagonal ridge",0.7914110429447853,0.10633946830265849,0.5612193903048476
walk_forward_selected,exit_crossed_quoted,whole,theta_only_a0,margin,,,"theta_only_a0: (forecast, theta) chosen on an expanding window, 5-day embargo",797,430,367,0.4604767879548306,0.03503185919650975,0.01890050119761505,0.24698956611209963,1.214772590045491,2.160348791544395,-9.117637872965224,-2.202867888740946,2024-04-04,0.059724871060032034,0.5395232120451694,1.0,2.2508624400833943,-1.0360898500379032,0.04640241798435502,False,"sell only when v >= 0.05, baseline (HAR + calendar OLS)",0.2547051442910916,0.2521957340025094,0.8370814592703648
walk_forward_selected,exit_crossed_quoted,daily_era,theta_only_a0,margin,,,"theta_only_a0: (forecast, theta) chosen on an expanding window, 5-day embargo",489,296,193,0.3946830265848671,0.06628271776911228,0.040122054109728494,0.257549517399854,2.4729918736041583,3.444901815462216,-2.393801940115356,-2.202867888740946,2024-04-04,0.033371772158028355,0.6053169734151329,1.0,2.5131322639023277,-0.040140390298169404,0.05329332614755972,False,"sell only when v >= 0.05, baseline (HAR + calendar OLS)",0.41513292433537835,0.20040899795501022,0.14992503748125938
walk_forward_selected,exit_mid_model,whole,full_grid,margin,,,"full_grid: (forecast, theta) chosen on an expanding window, 5-day embargo",797,790,7,0.00878293601003764,0.08971551983464855,0.08892755416483357,0.32102573948356383,4.397408009710484,7.820340331641771,-3.4797699832520337,-2.0860574626722044,2024-04-04,0.12987036618766742,0.9912170639899623,1.0,4.4392663970456425,-0.04185838733515812,0.09006819728066001,False,always sell (no margin),0.9799247176913425,0.9799247176913425,0.7496251874062968
walk_forward_selected,exit_mid_model,daily_era,full_grid,margin,,,"full_grid: (forecast, theta) chosen on an expanding window, 5-day embargo",489,489,0,0.0,0.08849821764958825,0.08849821764958825,0.3323392967785849,4.227202939457479,5.888534950679427,-2.1971599629576346,-2.0860574626722044,2024-04-04,,1.0,1.0,4.227202939457479,0.0,0.08849821764958825,False,always sell (no margin),1.0,1.0,
walk_forward_selected,exit_mid_model,whole,theta_only_blk2,margin,,,"theta_only_blk2: (forecast, theta) chosen on an expanding window, 5-day embargo",797,791,6,0.0075282308657465494,0.08940080105489122,0.08872777118496732,0.32113067951339813,4.386095105509943,7.800221488725189,-3.4797699832520337,-2.0860574626722044,2024-04-04,0.1780532663778448,0.9924717691342535,1.0,4.4392663970456425,-0.05317129153569944,0.09006819728066001,False,always sell (no margin),0.9824341279799247,0.9824341279799247,0.6591704147926037
walk_forward_selected,exit_mid_model,daily_era,theta_only_blk2,margin,,,"theta_only_blk2: (forecast, theta) chosen on an expanding window, 5-day embargo",489,489,0,0.0,0.08849821764958825,0.08849821764958825,0.3323392967785849,4.227202939457479,5.888534950679427,-2.1971599629576346,-2.0860574626722044,2024-04-04,,1.0,1.0,4.227202939457479,0.0,0.08849821764958825,False,always sell (no margin),1.0,1.0,
walk_forward_selected,exit_mid_model,whole,theta_only_a0,margin,,,"theta_only_a0: (forecast, theta) chosen on an expanding window, 5-day embargo",797,793,4,0.005018820577164366,0.08989478424731243,0.08944361845435225,0.3215078229293488,4.416295105403384,7.853929099358707,-3.4797699832520337,-2.0860574626722044,2024-04-04,0.12444733114181712,0.9949811794228356,1.0,4.4392663970456425,-0.022971291642258862,0.09006819728066001,False,always sell (no margin),0.9899623588456713,0.9899623588456713,0.5912043978010995
walk_forward_selected,exit_mid_model,daily_era,theta_only_a0,margin,,,"theta_only_a0: (forecast, theta) chosen on an expanding window, 5-day embargo",489,489,0,0.0,0.08849821764958825,0.08849821764958825,0.3323392967785849,4.227202939457479,5.888534950679427,-2.1971599629576346,-2.0860574626722044,2024-04-04,,1.0,1.0,4.227202939457479,0.0,0.08849821764958825,False,always sell (no margin),1.0,1.0,
walk_forward_selected,hold_settle,whole,full_grid,margin,,,"full_grid: (forecast, theta) chosen on an expanding window, 5-day embargo",797,797,0,0.0,0.09900565575249269,0.09900565575249269,0.3957071284276193,3.9717911256867424,7.06342424002404,-3.475653002635884,-2.297983622740885,2023-11-30,,1.0,1.0,3.9717911256867424,0.0,0.09900565575249269,False,always sell (no margin),0.9937264742785445,0.9937264742785445,
walk_forward_selected,hold_settle,daily_era,full_grid,margin,,,"full_grid: (forecast, theta) chosen on an expanding window, 5-day embargo",489,489,0,0.0,0.09534612514974292,0.09534612514974292,0.4042389863021925,3.744252447208741,5.21578020154985,-2.9951158671545066,-2.297983622740885,2023-11-30,,1.0,1.0,3.744252447208741,0.0,0.09534612514974292,False,always sell (no margin),0.9897750511247444,0.9897750511247444,
walk_forward_selected,hold_settle,whole,theta_only_blk2,margin,,,"theta_only_blk2: (forecast, theta) chosen on an expanding window, 5-day embargo",797,797,0,0.0,0.09900565575249269,0.09900565575249269,0.3957071284276193,3.9717911256867424,7.06342424002404,-3.475653002635884,-2.297983622740885,2023-11-30,,1.0,1.0,3.9717911256867424,0.0,0.09900565575249269,False,always sell (no margin),1.0,1.0,
walk_forward_selected,hold_settle,daily_era,theta_only_blk2,margin,,,"theta_only_blk2: (forecast, theta) chosen on an expanding window, 5-day embargo",489,489,0,0.0,0.09534612514974292,0.09534612514974292,0.4042389863021925,3.744252447208741,5.21578020154985,-2.9951158671545066,-2.297983622740885,2023-11-30,,1.0,1.0,3.744252447208741,0.0,0.09534612514974292,False,always sell (no margin),1.0,1.0,
walk_forward_selected,hold_settle,whole,theta_only_a0,margin,,,"theta_only_a0: (forecast, theta) chosen on an expanding window, 5-day embargo",797,797,0,0.0,0.09900565575249269,0.09900565575249269,0.3957071284276193,3.9717911256867424,7.06342424002404,-3.475653002635884,-2.297983622740885,2023-11-30,,1.0,1.0,3.9717911256867424,0.0,0.09900565575249269,False,always sell (no margin),0.9937264742785445,0.9937264742785445,
walk_forward_selected,hold_settle,daily_era,theta_only_a0,margin,,,"theta_only_a0: (forecast, theta) chosen on an expanding window, 5-day embargo",489,489,0,0.0,0.09534612514974292,0.09534612514974292,0.4042389863021925,3.744252447208741,5.21578020154985,-2.9951158671545066,-2.297983622740885,2023-11-30,,1.0,1.0,3.744252447208741,0.0,0.09534612514974292,False,always sell (no margin),0.9897750511247444,0.9897750511247444,
