block,book,sample,selection,family,forecast,theta,rule,n_days,n_traded,n_satout,frac_satout,mean_traded,mean_calendar,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,mean_satout,mean_weight,mean_weight_traded,Sharpe_always_sell,delta_Sharpe,mean_always_sell,beats_always_sell,modal_pick,modal_pick_share,frac_null_chosen
fixed_cell_oos,exit_crossed_quoted,whole,,margin,a0,0.2,"sell only when v >= 0.20, baseline (HAR + calendar OLS)",797,134,663,0.8318695106649937,0.03641035614878869,0.006121690996157697,0.1445785492743398,0.6721524898531177,1.195354448303251,-3.9588537701529884,-1.6252481512331667,2023-07-27,0.04842192972789331,0.16813048933500627,1.0,2.2508624400833943,-1.5787099502302766,0.04640241798435502,False,"sell only when v >= 0.20, baseline (HAR + calendar OLS)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,a0,0.3,"sell only when v >= 0.30, baseline (HAR + calendar OLS)",797,62,735,0.9222082810539524,0.031189553254800332,0.0024262889608502145,0.09111988761074111,0.42269743965976697,0.7517241584482005,-4.3394345064067155,-0.9161774834250879,2022-03-25,0.047685680043174604,0.07779171894604768,1.0,2.2508624400833943,-1.8281650004236274,0.04640241798435502,False,"sell only when v >= 0.30, baseline (HAR + calendar OLS)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,blk2,0.0,"sell only when v >= 0.00, block-diagonal ridge",797,457,340,0.42659974905897113,0.06018731810232066,0.0345114233033382,0.24852018799372266,2.2044561656412025,3.9203997953865755,-4.430277194364791,-2.202867888740946,2024-04-04,0.027873890472854136,0.5734002509410289,1.0,2.2508624400833943,-0.04640627444219181,0.04640241798435502,False,"sell only when v >= 0.00, block-diagonal ridge",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,blk2,0.05,"sell only when v >= 0.05, block-diagonal ridge",797,367,430,0.5395232120451694,0.05801450716001443,0.026714333911825976,0.22805340993778275,1.85955081287441,3.307020906076083,-4.44436663337423,-2.202867888740946,2024-04-04,0.03649163489722244,0.4604767879548306,1.0,2.2508624400833943,-0.39131162720898427,0.04640241798435502,False,"sell only when v >= 0.05, block-diagonal ridge",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,blk2,0.1,"sell only when v >= 0.10, block-diagonal ridge",797,270,527,0.6612296110414053,0.059746169695570325,0.02024023314655456,0.20561427430230275,1.5626528916475129,2.779018323048957,-4.279124716982128,-2.202867888740946,2024-04-04,0.039565960750905044,0.33877038895859474,1.0,2.2508624400833943,-0.6882095484358814,0.04640241798435502,False,"sell only when v >= 0.10, block-diagonal ridge",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,blk2,0.15,"sell only when v >= 0.15, block-diagonal ridge",797,192,605,0.7590966122961104,0.034114597012971724,0.008218321990577883,0.1851735279919627,0.704538162137284,1.252949053709874,-3.956275253850656,-2.202867888740946,2024-04-04,0.050302023978579136,0.24090338770388958,1.0,2.2508624400833943,-1.5463242779461104,0.04640241798435502,False,"sell only when v >= 0.15, block-diagonal ridge",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,blk2,0.2,"sell only when v >= 0.20, block-diagonal ridge",797,138,659,0.8268506900878294,0.021935865755336004,0.003798180017862444,0.14557251637823035,0.41418696380060693,0.7365891476746073,-3.3204533410089927,-1.6252481512331667,2023-07-27,0.051525914505758094,0.17314930991217065,1.0,2.2508624400833943,-1.8366754762827875,0.04640241798435502,False,"sell only when v >= 0.20, block-diagonal ridge",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,blk2,0.3,"sell only when v >= 0.30, block-diagonal ridge",797,57,740,0.9284818067754078,0.04946272122034906,0.0035374844536510616,0.08177950023811459,0.6866736116410643,1.2211787780284422,-2.6045902941305896,-0.8965824135576926,2023-02-07,0.04616669192428521,0.07151819322459223,1.0,2.2508624400833943,-1.56418882844233,0.04640241798435502,False,"sell only when v >= 0.30, block-diagonal ridge",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,blk2_inc,0.0,"sell only when v >= 0.00, block-diagonal ridge, without the FOMC columns",797,446,351,0.44040150564617314,0.05893633974705676,0.032980686985178566,0.24567748393650404,2.1310547739099928,3.7898629284670986,-4.028427914006483,-2.202867888740946,2024-04-04,0.030476124234597238,0.5595984943538268,1.0,2.2508624400833943,-0.11980766617340155,0.04640241798435502,False,"sell only when v >= 0.00, block-diagonal ridge, without the FOMC columns",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,blk2_inc,0.05,"sell only when v >= 0.05, block-diagonal ridge, without the FOMC columns",797,355,442,0.5545796737766625,0.05670962844228498,0.025259621200766844,0.22629503076923346,1.7719525439445032,3.1512363452662124,-4.886496985169694,-2.202867888740946,2024-04-04,0.03812400234506737,0.4454203262233375,1.0,2.2508624400833943,-0.4789098961388911,0.04640241798435502,False,"sell only when v >= 0.05, block-diagonal ridge, without the FOMC columns",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,blk2_inc,0.1,"sell only when v >= 0.10, block-diagonal ridge, without the FOMC columns",797,252,545,0.6838143036386449,0.04801512521297139,0.015181695801341016,0.20113279407987514,1.1982230472460025,2.1309171225386363,-4.326463485040995,-2.202867888740946,2024-04-04,0.04565672583460946,0.3161856963613551,1.0,2.2508624400833943,-1.0526393928373918,0.04640241798435502,False,"sell only when v >= 0.10, block-diagonal ridge, without the FOMC columns",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,blk2_inc,0.15,"sell only when v >= 0.15, block-diagonal ridge, without the FOMC columns",797,181,616,0.7728983688833124,0.03210709540705558,0.00729157373736143,0.16190997244849517,0.7149043564250489,1.2713842698861368,-4.785389198752708,-1.6252481512331667,2023-07-27,0.05060282932606151,0.22710163111668757,1.0,2.2508624400833943,-1.5359580836583455,0.04640241798435502,False,"sell only when v >= 0.15, block-diagonal ridge, without the FOMC columns",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,blk2_inc,0.2,"sell only when v >= 0.20, block-diagonal ridge, without the FOMC columns",797,127,670,0.8406524466750314,0.03717989746387316,0.005924525693741392,0.137851185197083,0.6822496998879846,1.2133113035003027,-3.0747080685123245,-1.6252481512331667,2023-07-27,0.04815056739644635,0.15934755332496864,1.0,2.2508624400833943,-1.5686127401954097,0.04640241798435502,False,"sell only when v >= 0.20, block-diagonal ridge, without the FOMC columns",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,blk2_inc,0.3,"sell only when v >= 0.30, block-diagonal ridge, without the FOMC columns",797,50,747,0.9372647427854455,0.04653368728347552,0.002919302840870484,0.07619014952213059,0.6082478667180606,1.0817066129016057,-2.229732214605413,-0.8965824135576926,2023-02-07,0.04639363155201763,0.06273525721455459,1.0,2.2508624400833943,-1.6426145733653337,0.04640241798435502,False,"sell only when v >= 0.30, block-diagonal ridge, without the FOMC columns",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lgbm,0.0,"sell only when v >= 0.00, LightGBM",797,455,342,0.42910915934755334,0.05908532981838117,0.0337312736102427,0.24877776070726026,2.152392427469267,3.8278097626802783,-4.127294881071044,-2.202867888740946,2024-04-04,0.029528953409846535,0.5708908406524467,1.0,2.2508624400833943,-0.09847001261412736,0.04640241798435502,False,"sell only when v >= 0.00, LightGBM",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lgbm,0.05,"sell only when v >= 0.05, LightGBM",797,360,437,0.548306148055207,0.05902157372664545,0.026659681984432068,0.22684375529189868,1.8656424146773563,3.3178541967688466,-3.2916497664173843,-2.202867888740946,2024-04-04,0.036006774809928116,0.451693851944793,1.0,2.2508624400833943,-0.38522002540603806,0.04640241798435502,False,"sell only when v >= 0.05, LightGBM",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lgbm,0.1,"sell only when v >= 0.10, LightGBM",797,262,535,0.671267252195734,0.06039402090314952,0.01985349244244062,0.18555236744668854,1.6985200797469742,3.0206442191438097,-4.252790270253928,-1.6252481512331667,2023-07-27,0.03955045543346874,0.328732747804266,1.0,2.2508624400833943,-0.5523423603364201,0.04640241798435502,False,"sell only when v >= 0.10, LightGBM",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lgbm,0.15,"sell only when v >= 0.15, LightGBM",797,182,615,0.7716436637390214,0.050103624650017275,0.011441480158473204,0.16062004201958782,1.1307920511977585,2.010997993625789,-3.8771564902117297,-1.6252481512331667,2023-07-27,0.04530710154020781,0.22835633626097868,1.0,2.2508624400833943,-1.1200703888856358,0.04640241798435502,False,"sell only when v >= 0.15, LightGBM",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lgbm,0.2,"sell only when v >= 0.20, LightGBM",797,126,671,0.8419071518193224,0.03577583641067011,0.005655903874208827,0.1391061753744323,0.6454400050967273,1.1478490266008605,-3.349320535039974,-1.6252481512331667,2023-07-27,0.04839787145422729,0.15809284818067754,1.0,2.2508624400833943,-1.605422434986667,0.04640241798435502,False,"sell only when v >= 0.20, LightGBM",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lgbm,0.3,"sell only when v >= 0.30, LightGBM",797,53,744,0.9335006273525721,0.03939879451792889,0.002619995118507191,0.08209645143747363,0.5066130434433703,0.9009594759975015,-3.4104549742021,-0.9161774834250879,2022-03-25,0.04690133202161387,0.06649937264742785,1.0,2.2508624400833943,-1.7442493966400239,0.04640241798435502,False,"sell only when v >= 0.30, LightGBM",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,xgb,0.0,"sell only when v >= 0.00, XGBoost",797,452,345,0.4328732747804266,0.06422393364092913,0.03642310916649932,0.24663854911542699,2.3443169571650717,4.169127906663532,-4.13789552107106,-2.202867888740946,2024-04-04,0.023053649645886916,0.5671267252195734,1.0,2.2508624400833943,0.0934545170816774,0.04640241798435502,True,"sell only when v >= 0.00, XGBoost",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,xgb,0.05,"sell only when v >= 0.05, XGBoost",797,361,436,0.5470514429109159,0.06559687544845665,0.029712010083930797,0.223426267130346,2.11104783632436,3.754282636493268,-3.8162542425069157,-2.202867888740946,2024-04-04,0.03050975939595895,0.45294855708908405,1.0,2.2508624400833943,-0.1398146037590342,0.04640241798435502,False,"sell only when v >= 0.05, XGBoost",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,xgb,0.1,"sell only when v >= 0.10, XGBoost",797,259,538,0.6750313676286073,0.05576024499484592,0.018120330556668878,0.18705019000349296,1.5378296592909695,2.7348727434868803,-4.508917420786267,-1.6252481512331667,2023-07-27,0.04189744178413727,0.32496863237139273,1.0,2.2508624400833943,-0.7130327807924248,0.04640241798435502,False,"sell only when v >= 0.10, XGBoost",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,xgb,0.15,"sell only when v >= 0.15, XGBoost",797,185,612,0.767879548306148,0.05400551973079857,0.012535785633874195,0.16277887912644684,1.2225138096798227,2.174115758809833,-3.862786460949278,-1.6252481512331667,2023-07-27,0.044104094744008525,0.23212045169385195,1.0,2.2508624400833943,-1.0283486304035716,0.04640241798435502,False,"sell only when v >= 0.15, XGBoost",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,xgb,0.2,"sell only when v >= 0.20, XGBoost",797,126,671,0.8419071518193224,0.043916243749192466,0.006942844055706711,0.1379630181679434,0.7988679433154585,1.4207049204826707,-2.9626938088219683,-1.6252481512331667,2023-07-27,0.04686927037426632,0.15809284818067754,1.0,2.2508624400833943,-1.4519944967679357,0.04640241798435502,False,"sell only when v >= 0.20, XGBoost",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,xgb,0.3,"sell only when v >= 0.30, XGBoost",797,51,746,0.9360100376411543,0.026659528826214463,0.0017059422460940243,0.0818970901406536,0.33067101112765246,0.588064568745032,-3.1604696701310764,-0.9161774834250879,2022-03-25,0.04775213292680162,0.06398996235884567,1.0,2.2508624400833943,-1.9201914289557418,0.04640241798435502,False,"sell only when v >= 0.30, XGBoost",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lasso_t,0.0,"sell only when v >= 0.00, lasso (causally tuned)",797,444,353,0.44291091593475534,0.06517458015079337,0.03630804716054236,0.24771858775742803,2.3267223726771658,4.137837737912895,-4.1138417584691735,-2.202867888740946,2024-04-04,0.02279097321976966,0.5570890840652447,1.0,2.2508624400833943,0.07585993259377144,0.04640241798435502,True,"sell only when v >= 0.00, lasso (causally tuned)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lasso_t,0.05,"sell only when v >= 0.05, lasso (causally tuned)",797,355,442,0.5545796737766625,0.06077129516193155,0.02706877011604228,0.21879264637622095,1.9639755323479222,3.4927295879895564,-3.8609411599052033,-2.202867888740946,2024-04-04,0.03486180396164085,0.4454203262233375,1.0,2.2508624400833943,-0.2868869077354721,0.04640241798435502,False,"sell only when v >= 0.05, lasso (causally tuned)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lasso_t,0.1,"sell only when v >= 0.10, lasso (causally tuned)",797,250,547,0.6863237139272271,0.06283903601841483,0.019711115438649562,0.18131706398992076,1.7257297807530652,3.06903388908573,-4.32861775757854,-1.6252481512331667,2023-07-27,0.03889025252089076,0.3136762860727729,1.0,2.2508624400833943,-0.5251326593303292,0.04640241798435502,False,"sell only when v >= 0.10, lasso (causally tuned)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lasso_t,0.15,"sell only when v >= 0.15, lasso (causally tuned)",797,180,617,0.7741530740276035,0.043047449369312464,0.0097221341110116,0.1582229909716692,0.9754214193243432,1.7346872177984776,-3.304062680929788,-1.6252481512331667,2023-07-27,0.047381177061676986,0.2258469259723965,1.0,2.2508624400833943,-1.2754410207590512,0.04640241798435502,False,"sell only when v >= 0.15, lasso (causally tuned)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lasso_t,0.2,"sell only when v >= 0.20, lasso (causally tuned)",797,126,671,0.8419071518193224,0.032908372590218345,0.005202578351778558,0.14215601619708157,0.5809699313485811,1.0331955951241345,-3.192963284664011,-1.6252481512331667,2023-07-27,0.048936322186532696,0.15809284818067754,1.0,2.2508624400833943,-1.6698925087348133,0.04640241798435502,False,"sell only when v >= 0.20, lasso (causally tuned)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lasso_t,0.3,"sell only when v >= 0.30, lasso (causally tuned)",797,47,750,0.9410288582183187,0.047258022695213016,0.002786859556681319,0.08418409312046941,0.525515240649399,0.9345751002107946,-3.080715518295576,-0.9161774834250879,2022-03-25,0.046348800089141245,0.05897114178168131,1.0,2.2508624400833943,-1.7253471994339953,0.04640241798435502,False,"sell only when v >= 0.30, lasso (causally tuned)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lasso_f,0.0,"sell only when v >= 0.00, lasso (fixed 1e-4)",797,461,336,0.4215809284818068,0.062059400932140484,0.03589634106614399,0.248519488263809,2.2929258087966873,4.077734006123218,-3.849557866288401,-2.202867888740946,2024-04-04,0.024920664594685074,0.5784190715181933,1.0,2.2508624400833943,0.04206336871329297,0.04640241798435502,True,"sell only when v >= 0.00, lasso (fixed 1e-4)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lasso_f,0.05,"sell only when v >= 0.05, lasso (fixed 1e-4)",797,359,438,0.5495608531994981,0.06433548277729126,0.028979219971201453,0.2213728513560818,2.0780816282419625,3.6956556075528626,-4.395477548301373,-2.202867888740946,2024-04-04,0.03170385574539587,0.4504391468005019,1.0,2.2508624400833943,-0.1727808118414318,0.04640241798435502,False,"sell only when v >= 0.05, lasso (fixed 1e-4)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lasso_f,0.1,"sell only when v >= 0.10, lasso (fixed 1e-4)",797,269,528,0.6624843161856964,0.05384378889685281,0.01817312322867429,0.20232639446393522,1.4258613583995023,2.535748573659257,-4.331641838401136,-2.202867888740946,2024-04-04,0.04261126500052564,0.33751568381430364,1.0,2.2508624400833943,-0.825001081683892,0.04640241798435502,False,"sell only when v >= 0.10, lasso (fixed 1e-4)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lasso_f,0.15,"sell only when v >= 0.15, lasso (fixed 1e-4)",797,188,609,0.7641154328732748,0.03308798687586348,0.007804945461307821,0.18305105859315268,0.6768585173693796,1.2037236368584112,-4.199675895401435,-2.202867888740946,2024-04-04,0.050512620034267014,0.23588456712672523,1.0,2.2508624400833943,-1.5740039227140148,0.04640241798435502,False,"sell only when v >= 0.15, lasso (fixed 1e-4)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lasso_f,0.2,"sell only when v >= 0.20, lasso (fixed 1e-4)",797,135,662,0.8306148055207027,0.043338020536202976,0.0073408190368725226,0.13315702615324043,0.8751463810287599,1.5563583193864556,-3.353674265468303,-1.1889838493662594,2020-08-26,0.04702733287181804,0.16938519447929737,1.0,2.2508624400833943,-1.3757160590546345,0.04640241798435502,False,"sell only when v >= 0.20, lasso (fixed 1e-4)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,lasso_f,0.3,"sell only when v >= 0.30, lasso (fixed 1e-4)",797,53,744,0.9335006273525721,0.03467853291677855,0.00230610068329895,0.07923200051719205,0.46203823201166666,0.8216877334516854,-2.604590294130589,-0.8965824135576926,2023-02-07,0.04723758721631946,0.06649937264742785,1.0,2.2508624400833943,-1.7888242080717276,0.04640241798435502,False,"sell only when v >= 0.30, lasso (fixed 1e-4)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,enet,0.0,"sell only when v >= 0.00, elastic net (causally tuned)",797,449,348,0.4366373902132999,0.06569026305717178,0.03700743803346315,0.24888434302067486,2.360433199802604,4.197788995653799,-4.139387108438835,-2.202867888740946,2024-04-04,0.021516663853048328,0.5633626097867002,1.0,2.2508624400833943,0.10957075971920949,0.04640241798435502,True,"sell only when v >= 0.00, elastic net (causally tuned)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,enet,0.05,"sell only when v >= 0.05, elastic net (causally tuned)",797,357,440,0.5520702634880803,0.06450677607807422,0.028894503211885195,0.22008106566630778,2.084168472847648,3.706480438056915,-3.9854537889471926,-2.202867888740946,2024-04-04,0.03171320016740556,0.4479297365119197,1.0,2.2508624400833943,-0.16669396723574614,0.04640241798435502,False,"sell only when v >= 0.05, elastic net (causally tuned)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,enet,0.1,"sell only when v >= 0.10, elastic net (causally tuned)",797,253,544,0.6825595984943539,0.04883626578687671,0.015502603819422596,0.20112536162945696,1.223596090951019,2.176040485343425,-4.371368837921903,-2.202867888740946,2024-04-04,0.04527049979678517,0.3174404015056462,1.0,2.2508624400833943,-1.0272663491323752,0.04640241798435502,False,"sell only when v >= 0.10, elastic net (causally tuned)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,enet,0.15,"sell only when v >= 0.15, elastic net (causally tuned)",797,184,613,0.7691342534504392,0.04424413327427197,0.010214454858803066,0.15971677254299343,1.0152311584137568,1.8054847666057752,-4.406006913817716,-1.6252481512331667,2023-07-27,0.047050255482977005,0.23086574654956085,1.0,2.2508624400833943,-1.2356312816696375,0.04640241798435502,False,"sell only when v >= 0.15, elastic net (causally tuned)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,enet,0.2,"sell only when v >= 0.20, elastic net (causally tuned)",797,120,677,0.849435382685069,0.026785496319696823,0.004032948002965645,0.13996479927671898,0.45740832786989893,0.8134539225313553,-3.1303490509766476,-1.6252481512331667,2023-07-27,0.04987956805785425,0.15056461731493098,1.0,2.2508624400833943,-1.7934541122134955,0.04640241798435502,False,"sell only when v >= 0.20, elastic net (causally tuned)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,margin,enet,0.3,"sell only when v >= 0.30, elastic net (causally tuned)",797,48,749,0.9397741530740276,0.03613605676611633,0.002176324623304371,0.08671141703846033,0.3984259920136532,0.7085598715512171,-3.7578398346168838,-0.9161774834250879,2022-03-25,0.04706034233478954,0.060225846925972396,1.0,2.2508624400833943,-1.852436448069741,0.04640241798435502,False,"sell only when v >= 0.30, elastic net (causally tuned)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,reference,,,always sell (no margin),797,797,0,0.0,0.04640241798435502,0.04640241798435502,0.32725924791954636,2.2508624400833943,4.0029286075550425,-6.070173137912464,-2.202867888740946,2024-04-04,,1.0,1.0,2.2508624400833943,0.0,0.04640241798435502,False,always sell (no margin),1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,reference,a0,,"size by margin, baseline (HAR + calendar OLS)",797,569,228,0.2860727728983689,0.13309394517325138,0.09501939122155591,1.6982167735513434,0.8882176273948695,1.5796041939825782,-31.527942405886392,-20.84944822251791,2020-08-26,0.031151005975276178,1.9503041519673947,2.7317968525799885,2.2508624400833943,-1.3626448126885249,0.04640241798435502,False,"size by margin, baseline (HAR + calendar OLS)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,reference,blk2,,"size by margin, block-diagonal ridge",797,576,221,0.27728983688833125,0.2679986055688133,0.19368531594433683,7.2146423728415705,0.42616929747428933,0.7578985024328111,-211.54019764690204,-161.1514348135652,2020-08-19,0.03694548554743339,4.379610590281936,6.059982014678304,2.2508624400833943,-1.8246931426091049,0.04640241798435502,False,"size by margin, block-diagonal ridge",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,reference,blk2_inc,,"size by margin, block-diagonal ridge, without the FOMC columns",797,591,206,0.2584692597239649,0.0350428497374302,0.02598535030717848,3.308319636729383,0.12468705964274492,0.2217431812569467,-82.49627113883187,-75.59833612697739,2020-08-26,0.037173845976446095,2.716755125708385,3.66371207307882,2.2508624400833943,-2.1261753804406496,0.04640241798435502,False,"size by margin, block-diagonal ridge, without the FOMC columns",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,reference,lgbm,,"size by margin, LightGBM",797,567,230,0.28858218318695106,-0.11887142772287487,-0.08456725159205773,3.4201641398608515,-0.3925143489433559,-0.6980466190563777,-104.77897530441028,-58.89649794216243,2023-02-07,0.03379948433262266,3.0274832437789017,4.2555628664758105,2.2508624400833943,-2.64337678902675,0.04640241798435502,False,"size by margin, LightGBM",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,reference,xgb,,"size by margin, XGBoost",797,573,224,0.2810539523212045,0.21151326265037215,0.15206662421413203,2.556606742915845,0.9442135866187449,1.6791872796003873,-51.74575435845992,-33.88561033782874,2020-08-19,0.03416959114739006,2.750620265780326,3.8259063731708904,2.2508624400833943,-1.3066488534646494,0.04640241798435502,False,"size by margin, XGBoost",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,reference,lasso_t,,"size by margin, lasso (causally tuned)",797,585,212,0.2659974905897114,0.08166639217124329,0.05994333678817731,2.871179625676252,0.3314216090389378,0.589399430351121,-77.71301260183095,-74.35018069125485,2022-11-02,0.021449069987735558,2.0764082127979706,2.828884351452962,2.2508624400833943,-1.9194408310444566,0.04640241798435502,False,"size by margin, lasso (causally tuned)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,reference,lasso_f,,"size by margin, lasso (fixed 1e-4)",797,576,221,0.27728983688833125,0.1927522397733537,0.13930400264673995,2.980578171306467,0.7419307123441881,1.3194478793453974,-40.87172725910915,-22.99477691115175,2020-08-26,0.03329892429922487,2.718487576712449,3.7615184004163575,2.2508624400833943,-1.5089317277392063,0.04640241798435502,False,"size by margin, lasso (fixed 1e-4)",1.0,
fixed_cell_oos,exit_crossed_quoted,whole,,reference,enet,,"size by margin, elastic net (causally tuned)",797,591,206,0.2584692597239649,-36.9883894172491,-27.428027786190988,813.4621781665567,-0.5352509981874478,-0.9518891491154585,-22944.487989645288,-22944.487989645288,2023-02-07,0.021069282418427943,38.03969616739449,51.298879603068364,2.2508624400833943,-2.786113438270842,0.04640241798435502,False,"size by margin, elastic net (causally tuned)",1.0,
fixed_cell_oos,exit_crossed_quoted,daily_era,,margin,a0,0.0,"sell only when v >= 0.00, baseline (HAR + calendar OLS)",489,271,218,0.4458077709611452,0.08484345821325678,0.04701958522656971,0.24192897222970491,3.0852558446152614,4.297791502561878,-2.202867888740947,-2.202867888740946,2024-04-04,0.014072749130110637,0.5541922290388548,1.0,2.5131322639023277,0.5721235807129337,0.05329332614755972,True,"sell only when v >= 0.00, baseline (HAR + calendar OLS)",1.0,
fixed_cell_oos,exit_crossed_quoted,daily_era,,margin,a0,0.05,"sell only when v >= 0.05, baseline (HAR + calendar OLS)",489,221,268,0.5480572597137015,0.07789364778459032,0.035203468630663516,0.22390970967598608,2.495817356515154,3.476697935925925,-2.202867888740947,-2.202867888740946,2024-04-04,0.03300724002150091,0.45194274028629855,1.0,2.5131322639023277,-0.017314907387173673,0.05329332614755972,False,"sell only when v >= 0.05, baseline (HAR + calendar OLS)",1.0,
fixed_cell_oos,exit_crossed_quoted,daily_era,,margin,a0,0.1,"sell only when v >= 0.10, baseline (HAR + calendar OLS)",489,160,329,0.6728016359918201,0.06811965443723798,0.022288639488666825,0.17564497839571275,2.014411035975019,2.8060942330570056,-1.6954804494327176,-1.6252481512331667,2023-07-27,0.04608295372704751,0.32719836400818,1.0,2.5131322639023277,-0.4987212279273088,0.05329332614755972,False,"sell only when v >= 0.10, baseline (HAR + calendar OLS)",1.0,
fixed_cell_oos,exit_crossed_quoted,daily_era,,margin,a0,0.15,"sell only when v >= 0.15, baseline (HAR + calendar OLS)",489,112,377,0.7709611451942741,0.05834876759176867,0.013364134908544155,0.15586287621701772,1.3611263302863732,1.8960622622035723,-1.9285797056408782,-1.6252481512331667,2023-07-27,0.05179144433920057,0.22903885480572597,1.0,2.5131322639023277,-1.1520059336159545,0.05329332614755972,False,"sell only when v >= 0.15, baseline (HAR + calendar OLS)",1.0,
fixed_cell_oos,exit_crossed_quoted,daily_era,,margin,a0,0.2,"sell only when v >= 0.20, baseline (HAR + calendar OLS)",489,69,420,0.8588957055214724,0.03645380026099541,0.00514378776688892,0.13565529843877716,0.6019307782906695,0.8384954487917673,-2.2180737859296342,-1.6252481512331667,2023-07-27,0.05605981968606672,0.1411042944785276,1.0,2.5131322639023277,-1.9112014856116581,0.05329332614755972,False,"sell only when v >= 0.20, baseline (HAR + calendar OLS)",1.0,
fixed_cell_oos,exit_crossed_quoted,daily_era,,margin,a0,0.3,"sell only when v >= 0.30, baseline (HAR + calendar OLS)",489,28,461,0.9427402862985685,0.004331458716211974,0.0002480180859998678,0.07841713222400087,0.05020797044661942,0.06994019284428826,-2.0173779463130344,-0.8965824135576926,2023-02-07,0.05626714889827065,0.05725971370143149,1.0,2.5131322639023277,-2.4629242934557083,0.05329332614755972,False,"sell only when v >= 0.30, baseline (HAR + calendar OLS)",1.0,
fixed_cell_oos,exit_crossed_quoted,daily_era,,margin,blk2,0.0,"sell only when v >= 0.00, block-diagonal ridge",489,287,202,0.4130879345603272,0.06964782499480059,0.04087714882107929,0.2612751126899463,2.4836067003663262,3.4596883727388947,-2.202867888740947,-2.202867888740946,2024-04-04,0.03005698372598482,0.5869120654396728,1.0,2.5131322639023277,-0.029525563536001442,0.05329332614755972,False,"sell only when v >= 0.00, block-diagonal ridge",1.0,
fixed_cell_oos,exit_crossed_quoted,daily_era,,margin,blk2,0.05,"sell only when v >= 0.05, block-diagonal ridge",489,224,265,0.5419222903885481,0.05932257714605614,0.027174350267314067,0.23884350704029186,1.8061174968833287,2.515939300230538,-2.801156400926862,-2.202867888740946,2024-04-04,0.04819690266203823,0.45807770961145194,1.0,2.5131322639023277,-0.707014767018999,0.05329332614755972,False,"sell only when v >= 0.05, block-diagonal ridge",1.0,
