book,width,n,Sharpe,mean,min,p01,pct beyond wing,median credit,median wing prem
"naked short, exit if s>0",,802,4.0615714757736425,0.09719295918891388,-2.375149204853284,-1.1977856821610298,,,
"iron fly w=25, exit if s>0",25.0,802,2.9377112809155905,0.05205263940815928,-2.338771969602506,-0.7553509415621915,28.05486284289277,13.674999743700027,3.7499999701976776
"iron fly w=50, exit if s>0",50.0,802,3.338547435865405,0.07284758447112666,-2.387924583970834,-0.9945529890213795,8.354114713216958,16.662500273436308,0.7625000057742
