book,sample,n,mean,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,n_traded,base,filter
crossed quoted exit 15:30 | no filter,whole,865,0.04590784135401146,0.3235290841745265,2.252546754992813,4.17331914371056,-6.070173137912459,-2.202867888740946,2024-04-04,865,crossed quoted exit 15:30,no filter
crossed quoted exit 15:30 | no filter,daily_era,489,0.05329332614755972,0.3366338243741053,2.5131322639023277,3.50081777090367,-2.420605843818212,-2.202867888740946,2024-04-04,489,crossed quoted exit 15:30,no filter
crossed quoted exit 15:30 | q = 0 on FOMC statement days,whole,865,0.04351892394118351,0.3187861475762257,2.1671001255656823,4.015011195800763,-5.51755925550456,-2.202867888740946,2024-04-04,832,crossed quoted exit 15:30,q = 0 on FOMC statement days
crossed quoted exit 15:30 | q = 0 on FOMC statement days,daily_era,489,0.05104782852706701,0.3315897563826558,2.443860643812441,3.4043217280517895,-2.420605843818212,-2.202867888740946,2024-04-04,474,crossed quoted exit 15:30,q = 0 on FOMC statement days
crossed quoted exit 15:30 | q = 0 on month-end sessions,whole,865,0.044894370002089026,0.3173290192865836,2.245858356594387,4.160927471477767,-5.981165966666184,-2.202867888740946,2024-04-04,813,crossed quoted exit 15:30,q = 0 on month-end sessions
crossed quoted exit 15:30 | q = 0 on month-end sessions,daily_era,489,0.05065244090456667,0.33114560731616005,2.428184320813228,3.382484457118481,-2.6596623356339006,-2.202867888740946,2024-04-04,465,crossed quoted exit 15:30,q = 0 on month-end sessions
crossed quoted exit 15:30 | q = 0 on both,whole,865,0.0427940052158768,0.31256017326505536,2.1734495644062157,4.02677487378271,-5.4285520842582855,-2.202867888740946,2024-04-04,781,crossed quoted exit 15:30,q = 0 on both
crossed quoted exit 15:30 | q = 0 on both,daily_era,489,0.04891736868698316,0.3261178425113591,2.381161202479886,3.3169807943510263,-2.208565910991343,-2.202867888740946,2024-04-04,451,crossed quoted exit 15:30,q = 0 on both
"hold through cash-settle, crossed | no filter",whole,865,0.0876494396253941,0.38839747325579227,3.5823912734402126,6.637137297404241,-3.8029384196496068,-2.3155274867929365,2023-11-30,865,"hold through cash-settle, crossed",no filter
"hold through cash-settle, crossed | no filter",daily_era,489,0.08463293146089605,0.40426444456403904,3.323334896988719,4.6294379460859885,-3.117675131155586,-2.3155274867929365,2023-11-30,489,"hold through cash-settle, crossed",no filter
"hold through cash-settle, crossed | q = 0 on FOMC statement days",whole,865,0.08509750451074741,0.384820218794011,3.5104210714274275,6.503797280744906,-3.3602956332743084,-2.3155274867929365,2023-11-30,832,"hold through cash-settle, crossed",q = 0 on FOMC statement days
"hold through cash-settle, crossed | q = 0 on FOMC statement days",daily_era,489,0.0834748459876755,0.40081334975039495,3.3060827442550464,4.605405528953035,-2.735106977276086,-2.3155274867929365,2023-11-30,474,"hold through cash-settle, crossed",q = 0 on FOMC statement days
"hold through cash-settle, crossed | q = 0 on month-end sessions",whole,865,0.08796256845104397,0.3710955377606978,3.7628113052768617,6.971403554521358,-3.4689793271062683,-2.095958834322059,2024-04-04,813,"hold through cash-settle, crossed",q = 0 on month-end sessions
"hold through cash-settle, crossed | q = 0 on month-end sessions",daily_era,489,0.0839384999102433,0.3826562869844131,3.4821912573782017,4.850726406490789,-3.117675131155586,-2.095958834322059,2024-04-04,465,"hold through cash-settle, crossed",q = 0 on month-end sessions
"hold through cash-settle, crossed | q = 0 on both",whole,865,0.08567285905292733,0.36737193083360437,3.7020097640165233,6.858755843415497,-3.0117390580215258,-2.095958834322059,2024-04-04,781,"hold through cash-settle, crossed",q = 0 on both
"hold through cash-settle, crossed | q = 0 on both",daily_era,489,0.08324426974335915,0.3790436424807076,3.486305181704507,4.8564571432277885,-2.735106977276086,-2.095958834322059,2024-04-04,451,"hold through cash-settle, crossed",q = 0 on both
