,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy,Sharpe_crossed,n_crossed
baseline (HAR + calendar OLS),866.0,0.487455964618841,3.7979605365982794,-17.72115098402911,-1.3035585693068128,0.4707766394371087,2.292035031852029,52.73636797383301,2.6931522552003435,42.06379169481297,3.7769730594277218,2.037441798115714,295.0,34.06466512702079,0.9306458268302761,866.0
block-diagonal ridge,866.0,0.5763993582029874,3.873843178676413,-24.00029408700947,-1.3018240561355459,0.4930134702730694,2.3413400058401974,58.681337755311574,3.4929693865676823,60.1134807881794,4.378651683877052,2.36200995340766,292.0,33.71824480369515,1.2769790132465202,866.0
"block-diagonal ridge, without the FOMC columns",866.0,0.5475820795835832,3.8277594826293346,-15.434769330127674,-1.4509360685064427,0.442542469568602,2.2841135344739856,58.681337755311574,3.9235340983420417,61.56890379356063,4.209820045581474,2.2709357965906967,320.0,36.95150115473441,1.1726853785961775,866.0
LightGBM,866.0,0.5728718421181997,3.887543034625072,-24.00029408700947,-1.371053429603124,0.33209861312550837,2.3266788949214954,58.681337755311574,3.5498970508920826,59.285256819624664,4.336518591424818,2.339281773382181,305.0,35.21939953810624,1.2593686719566595,866.0
XGBoost,866.0,0.5637171602690298,3.9041965874103024,-24.00029408700947,-1.3780328184190076,0.4100010858134754,2.2890067418498585,58.681337755311574,3.518328786925374,58.31843788900504,4.249017541299185,2.2920804049583365,303.0,34.98845265588915,1.2167232405576685,866.0
lasso (causally tuned),866.0,0.5218916858150997,3.7985532446989416,-24.00029408700947,-1.4157711295455602,0.45955744573930263,2.2622677887169527,52.73636797383301,2.6143395111689323,43.15472754149114,4.043161656097255,2.1810339721934517,320.0,36.95150115473441,1.0740068534497131,866.0
lasso (fixed 1e-4),866.0,0.5791620210929672,3.63469483284518,-24.00029408700947,-1.249282260524668,0.5056304648679242,2.4233854190861916,41.81263666293033,1.1981177445724536,21.72590266550584,4.689116981619886,2.529486650893432,290.0,33.48729792147806,1.372509882647143,866.0
elastic net (causally tuned),866.0,0.4928943086691144,3.9003593035096324,-24.00029408700947,-1.3780328184190076,0.44913838909690706,2.2565124986105283,58.681337755311574,3.373367843277142,58.81786049855355,3.7188454764544345,2.006085586326594,309.0,35.68129330254042,0.9280359399300953,866.0
