start,end,sessions,deck_days,penalty,top1,top2,top3,share1,share2,share3,s_har_ma,s_sumabsret,s_sumret4,s_sumret,s_sumvolume,s_vix,s_vix3m,s_sumbipow,s_sumpret2,s_sumautocov,s_calendar,s_sumret3,s_fomc_day,s_vvix,s_fomc_until_inv,s_fomc_since_inv,s_numobs,s_fomc_release,held1000_top1,held1000_top2,held1000_top3,held1000_share1,held1000_share2,held1000_share3
2018-06-25,2019-06-25,250,0,100,har_ma_*,adj_sumabsret_ma_*,adj_sumret_ma_*,0.34652183395269415,0.1339234820873277,0.08901854271539231,0.34652183395269415,0.1339234820873277,0.08158991753393734,0.08901854271539231,0.030254181979247667,0.04042578384270061,0.018671640270313074,0.03732011701539196,0.042365616632915576,0.04431229361395031,0.030714845764981482,0.03204748754453355,0.01486125099506399,0.017766808854974173,0.020334450057654403,0.01435245828496931,0.005519091577749439,1.9727620277281543e-07,har_ma_*,adj_sumabsret_ma_*,adj_sumret_ma_*,0.33755019677127446,0.1728125831670757,0.10218546583675403
2019-06-26,2020-02-19,164,21,1000,har_ma_*,adj_sumabsret_ma_*,adj_sumret_ma_*,0.30461439330714574,0.18153685614511084,0.09647833977071153,0.30461439330714574,0.18153685614511084,0.0720385599174234,0.09647833977071153,0.08783635691699278,0.01628812278079482,0.006142504978650831,0.059790226085893565,0.03919263557312086,0.0390357914068463,0.020662847580314656,0.022796019403806104,0.013754131952666495,0.012700811902704171,0.015236454639454921,0.0060720092288212,0.005823161385481492,7.770240604089871e-07,har_ma_*,adj_sumabsret_ma_*,adj_sumret_ma_*,0.30461439330714357,0.181536856145113,0.09647833977071116
2020-02-20,2020-04-30,50,32,1000,adj_sumabsret_ma_*,har_ma_*,adj_sumret4_ma_*,0.24708842475522566,0.19102974228176384,0.17584415843373374,0.19102974228176384,0.24708842475522566,0.17584415843373374,0.08316932511982938,0.021182414219734297,0.03204369985288067,0.011640537298992596,0.07773622929697391,0.06518590895028974,0.03147563469780769,0.00569392399498066,0.025250239339021794,0.004385474038540768,0.013979128933055075,0.004191680113158764,0.0034805828589891783,0.0066227226322053525,1.731828168004688e-07,adj_sumabsret_ma_*,har_ma_*,adj_sumret4_ma_*,0.24708842475522677,0.19102974228176095,0.17584415843373863
2020-05-01,2020-06-22,36,23,1000,har_ma_*,adj_sumabsret_ma_*,adj_sumret_ma_*,0.2947069782766488,0.1589499112179423,0.09436787179795388,0.2947069782766488,0.1589499112179423,0.0807725095638071,0.09436787179795388,0.05584012538005809,0.02449494954006189,0.0363440619192121,0.0644322951100989,0.04691691453944225,0.04286366792641895,0.022860293015608813,0.021206987325163153,0.014292989790423321,0.02160661093296532,0.012113410823236845,0.00700177857832326,0.0012279901314451007,6.541311900163295e-07,har_ma_*,adj_sumabsret_ma_*,adj_sumret_ma_*,0.2947069782766433,0.1589499112179433,0.09436787179795268
2020-06-23,2021-06-18,250,154,100,har_ma_*,adj_vix3m_ma_*,adj_vix_ma_*,0.2813710322155942,0.13589523610364224,0.11539801995883196,0.2813710322155942,0.11036367621552348,0.057689835807435884,0.06765791400418535,0.029975657558549976,0.11539801995883196,0.13589523610364224,0.018305999241351033,0.021725430626910423,0.04232619916328296,0.03222372238701182,0.015756116007711703,0.010544490836947388,0.0321490872773121,0.01625938808841135,0.010119586674796123,0.002238261378203911,3.464542981167974e-07,har_ma_*,adj_sumabsret_ma_*,adj_sumret_ma_*,0.3119020471251099,0.17843895729754905,0.09673968695949446
2021-06-21,2022-04-25,213,136,1000,har_ma_*,adj_sumabsret_ma_*,adj_sumret_ma_*,0.3289798394419793,0.1757114700189429,0.1153861867975132,0.3289798394419793,0.1757114700189429,0.07198254148261304,0.1153861867975132,0.08101795104694137,0.019248176395459258,0.020789648902026593,0.041701223282942394,0.029139848299720838,0.03932468937148082,0.021483242820706815,0.018816404534638943,0.013374020214828513,0.012332462387994913,0.003456599063077283,0.005842650616522215,0.0014125616719200549,4.836506915747816e-07,har_ma_*,adj_sumabsret_ma_*,adj_sumret_ma_*,0.328979839441979,0.1757114700189414,0.11538618679751315
2022-04-26,2024-04-30,506,500,1000,har_ma_*,adj_sumabsret_ma_*,adj_sumret_ma_*,0.2880471021710715,0.15608608896771822,0.14324237822925617,0.2880471021710715,0.15608608896771822,0.0582978762069145,0.14324237822925617,0.0928246987813899,0.019454699214457277,0.018864237957873013,0.038879597146457064,0.029149991032212053,0.041427207372154384,0.02857513802022952,0.01891462798603629,0.017459433432611526,0.023161629600043854,0.00736098065747046,0.012265106723880306,0.001543555264806503,0.004445651235417372,har_ma_*,adj_sumabsret_ma_*,adj_sumret_ma_*,0.2880471021710713,0.15608608896771928,0.143242378229256
