split,n,feature,plain,target,corr_std_weight,lo_w,hi_w,corr_contribution,lo_c,hi_c
month_end,52,vvix_avail_ma_625,"VVIX is-present flag, mean of last 625 bars",buy_decision,0.013712032391122536,-0.24407527613631402,0.35086493864607343,-0.2350687462480566,-0.47912970671568106,0.020664634850734803
month_end,52,vvix_avail_ma_3125,"VVIX is-present flag, mean of last 3125 bars",pnl_mid,0.1763809424625044,0.038364415412579456,0.3525075845595856,-0.37259579924206365,-0.6753644715930415,0.2363695925021407
month_end,52,vvix_avail_ma_3125,"VVIX is-present flag, mean of last 3125 bars",pnl_crossed,0.17157039580411496,0.03626434781462704,0.338639439424044,-0.371470309265502,-0.6731897159732275,0.2193749841641741
month_end,52,vvix_avail_ma_3125,"VVIX is-present flag, mean of last 3125 bars",buy_decision,0.1440706257505944,-0.11184658761665739,0.37074404698378377,-0.19544456508703906,-0.512159144262861,0.3510133889090608
month_end,52,vix3m_avail_ma_1,"VIX3M is-present flag, last bar",pnl_mid,0.020837332054220108,-0.3283310795282807,0.3960858954448639,0.22117615767896873,-0.004689709950507342,0.4969918217760548
month_end,52,vix3m_avail_ma_1,"VIX3M is-present flag, last bar",pnl_crossed,0.01408907610858723,-0.32932577960765985,0.382669524890584,0.22184565648596388,-0.002219956597183135,0.4901063380473677
month_end,52,vix3m_avail_ma_1,"VIX3M is-present flag, last bar",buy_decision,0.12959715232787594,-0.2698713415625134,0.4142454259702371,0.055753738701078276,-0.1055511453756574,0.3970370874273692
month_end,52,vix3m_avail_ma_5,"VIX3M is-present flag, mean of last 5 bars",pnl_mid,-0.07744689622229484,-0.3884714631240898,0.31039447081196087,0.21124120187049783,-0.018542441787742947,0.48767422382555137
month_end,52,vix3m_avail_ma_5,"VIX3M is-present flag, mean of last 5 bars",pnl_crossed,-0.08093461362482754,-0.39116030949100905,0.3040808846668431,0.21208762445680793,-0.02108661794134318,0.4850945907765383
month_end,52,vix3m_avail_ma_5,"VIX3M is-present flag, mean of last 5 bars",buy_decision,0.08641864477842844,-0.2830091131301478,0.41570021602347973,0.04866188184829378,-0.10702096587852104,0.38882586079275855
month_end,52,vix3m_avail_ma_25,"VIX3M is-present flag, mean of last 25 bars",pnl_mid,-0.21394338693227205,-0.37640437245047154,-0.04087402102437418,0.16615683802711487,-0.2784769869225198,0.47233091557111995
month_end,52,vix3m_avail_ma_25,"VIX3M is-present flag, mean of last 25 bars",pnl_crossed,-0.20701727412687848,-0.36769277036968656,-0.03763011551725488,0.1676633001913691,-0.26863230267589305,0.4703045355685932
month_end,52,vix3m_avail_ma_25,"VIX3M is-present flag, mean of last 25 bars",buy_decision,-0.06787141245618887,-0.34457333588436884,0.18137291136979053,0.017706713549372362,-0.21994818201063324,0.3102441755077331
month_end,52,vix3m_avail_ma_125,"VIX3M is-present flag, mean of last 125 bars",pnl_mid,-0.005800645252710864,-0.2998253308051436,0.3477061732794697,-0.10485883438040404,-0.488095550240069,0.11313008249880908
month_end,52,vix3m_avail_ma_125,"VIX3M is-present flag, mean of last 125 bars",pnl_crossed,-0.0001947652939958053,-0.28919910703203483,0.349594731844465,-0.10082665341250703,-0.48095595452680334,0.11509094196246508
month_end,52,vix3m_avail_ma_125,"VIX3M is-present flag, mean of last 125 bars",buy_decision,0.021310929305285782,-0.234857157905849,0.28683724031953245,-0.1148532604863835,-0.3958591246798773,0.22839915067709607
month_end,52,vix3m_avail_ma_625,"VIX3M is-present flag, mean of last 625 bars",pnl_mid,0.2877949204882856,-0.3157456326102336,0.615945909604928,-0.37065950353979593,-0.618427701317157,-0.03661472270154522
month_end,52,vix3m_avail_ma_625,"VIX3M is-present flag, mean of last 625 bars",pnl_crossed,0.2889828718543837,-0.30035596391722313,0.613617038419748,-0.3682707931277665,-0.615841988718884,-0.03936859743411667
month_end,52,vix3m_avail_ma_625,"VIX3M is-present flag, mean of last 625 bars",buy_decision,0.16139041069556864,-0.17567250671683834,0.4747984071105514,-0.18582289753277478,-0.4463718830603022,0.07824349655762351
month_end,52,vix3m_avail_ma_3125,"VIX3M is-present flag, mean of last 3125 bars",pnl_mid,0.39279968769033013,0.08559664707459833,0.6407565117218594,-0.402986116973399,-0.6848876482584869,0.1578830891371848
