,realized variance (target),absolute return,4th-power returns (tails),signed return,VIX,VIX3M,ES volume,bipower variation,upside squared returns,return autocovariance,calendar flags,FOMC day flag,VVIX,cubed returns (skew),1 / days to next FOMC,1 / days since last FOMC,ES prints per bar,FOMC statement flag,level,forecast
2020-01-27,0.2721264219195988,0.17973915085967548,0.018334417690850688,0.07692745792881632,0.021206589751555732,0.005783201083100797,0.04362074371282248,0.06124495769486765,0.037028859830676,-0.03772918908384101,0.006614170046301074,-0.004141865417048054,0.01723172953535002,0.014772330194989238,-0.013797602480977337,-0.004122444080997632,0.004631638970634423,-1.7692393740371426e-07,0.9565379103668082,1.6560083015992455
2020-01-29,0.23375249744847848,0.14671079623478192,0.027002822597051845,0.024657652591529664,0.010962628065374359,0.002736815708682645,0.05184839743975706,0.06998856835172448,0.038413404833466454,0.010860193966048681,0.000702888695981941,0.09363841701198712,0.0072285956077592925,-0.01211250937552646,-0.02104202217487665,-0.00440035072593864,0.0029632501592572005,5.1979430542179665e-06,0.9569218573412898,1.6408391017198833
2020-01-31,0.33560102942064607,0.23752136580102134,0.0008410922387614524,0.16212057981413297,0.02046421280170393,0.008105913757002486,0.07430245258530095,0.06747135423191207,0.03215066612374195,-0.0618309111854161,0.03557650182654605,-0.0035169924860616033,0.01617678053226796,0.018455782113324243,0.012750419484804865,0.004584758227656675,0.0038683966316871796,-7.946500415432799e-08,0.95730558637455,1.9219489088285784
2020-02-03,0.09677189658898075,0.06331064201227993,-0.01310931371537232,-0.008214841225934081,0.0164166331147101,0.006071249852242137,-0.0023970585297587313,-0.009620221271038195,-0.0017853775959421941,-0.00027154182121327504,0.007246640471899655,-0.0008392817197654133,0.01126757254225758,0.00010801314762886239,0.015445990115169898,0.004639477359279112,0.003600998868886918,-1.630627018964075e-07,0.9580072473643975,1.1466485624960063
2020-02-05,0.058908184092189425,0.01763386620958894,-0.008505411047933236,-0.09342372521538743,0.003460707381613106,3.266555350503547e-05,0.018393461513498518,-0.021693815425088404,-0.005121736817705502,-0.0036030894651987444,-0.013953348210236591,-0.0007077859818166508,-0.00043302839394396584,-0.019818509978571056,0.014247128327375425,0.0032683978366197532,0.0030130573280217707,-1.6041757353706647e-07,0.9576717361001996,0.9093685933891564
2020-02-07,0.034716145123380046,0.016417936224213926,-0.015143946255180918,0.05211597494191513,0.004492671133100902,0.0010168737904072188,0.0012871979589736018,-0.023864579329109625,-0.018451039035435424,-0.029013772540864048,0.005096033978118215,-0.0007604436552929532,0.0051238766366421265,-0.0011565847281687382,0.013760653736498285,0.002796834606806888,0.003108619018010353,-1.5990238974438468e-07,0.957563607392423,1.0091058990940482
2020-02-10,-0.04637092473195779,-0.04958907786637344,-0.016306570811699034,-0.05030034591487618,0.002943848911595596,0.0004828871145399485,-0.023619963096461995,-0.04490021215921914,-0.02615160417219936,-0.004356439510371334,-0.007495706235289569,-0.000756471385882558,0.005053164303112786,-0.008984815239412226,0.013098551602056828,0.00264969621992503,0.0027220895435711595,-1.5885159595179352e-07,0.9575531625256007,0.7056711102450635
2020-02-12,-0.11199928818306291,-0.0777466075206271,-0.0032982606298084965,-0.018392608606135084,-0.0037561345120443097,-0.0015483948114875462,-0.028686831604741485,-0.04412603381008832,-0.03132541010579067,-0.002909261883463772,-0.01230257593464557,-0.0007873838557029694,0.005787827539624375,-0.004984249722850452,0.012754597956011294,0.002317585538263338,0.0028814669857161507,-1.5912723570883494e-07,0.9575717573751545,0.6394500350870853
2020-02-14,-0.06247917037747827,-0.05254774978206837,0.0036884309645762964,0.008759574553096387,-0.0023681659235827725,-0.0008555312420005694,-0.008581699208490251,-0.02650978579052122,-0.01961233963786384,0.016064237562751337,0.007925073990947357,-0.0008291722690700794,0.0058015066888426805,0.020249534508192852,0.011877793188856128,0.0021236963392890864,0.0022397505288174577,-1.5894732069723766e-07,0.9575372425175179,0.8624830676644915
2020-02-18,-0.0813221287655841,-0.056598403119573155,0.01095002747397424,-0.0287611049213224,0.001064359653086566,-0.00014961495548096985,-0.015516650092813044,-0.020649141689153116,-0.009279355266453423,0.006164294594741842,-0.010239841312005947,-0.003902534207768982,0.008254649722707175,-0.014095199929593774,0.010094956285429148,0.0012112995581432615,0.0027317758382224273,-1.6503970487927228e-07,0.9571840237920511,0.7571412476189021
2020-02-19,-0.16959928402452085,-0.1104471208074852,0.018447210762132325,0.00036748893155046043,-0.00012278157836665253,-0.0007617791799212431,-0.04417676766850721,-0.03544943971769866,-0.021622441107731274,-0.017020011830135063,-0.014057323775137189,-0.0038924182672883676,0.004211880443872048,0.0013276839769722933,0.009430985783956599,0.0006080756106010635,0.001396589114006698,-1.6377284190961455e-07,0.9571505616877666,0.5757909445812245
2020-02-21,0.046491359956709055,0.027139486454374476,0.009619939605432823,0.07068794200144549,0.013081582655238847,0.005690319504227079,0.01871004272788139,0.007022696736642976,0.007756041630710567,0.0014364689438837166,0.005116307190358124,-0.003935039380209602,0.012120591187927923,0.019080752779788445,0.008939208169211644,-0.00031609527201880393,0.000884439559169201,-1.6480804902244483e-07,0.9565849892434749,1.2061108688861992
2020-02-24,0.3602641400980739,0.23174511699934422,-0.004356851689854087,0.025966281567910292,0.03365645391411463,0.01442143112776612,0.06521859503284527,0.08590459869558252,0.046889606921003774,-0.010837218571228982,0.0014951239125726456,-0.003940411703029447,0.01838702514443034,0.002261449133961657,0.008972141669341389,-0.0007575315766126223,0.0016943239720364279,-1.6526508518839236e-07,0.956731989602968,1.833716098986141
2020-02-26,0.5945505890764726,0.42375345662807923,-0.05277874539919088,0.11920008298194107,0.04206791380744375,0.02044238158559171,0.07474916338852075,0.09606211702173238,0.07570164638530037,-0.023112661104870334,-0.003640416581957564,-0.00391452862306873,0.018877030490881443,-0.02335308485741877,0.010925431802015391,-0.0011773721678498387,-0.0008871423672295214,-1.6715740884940828e-07,0.9586069112398123,2.3260726061487964
2020-02-28,1.038236313075998,0.7521832078089744,-0.1308445857541245,0.43310424563748245,0.07223427168074452,0.036827641265237236,0.09937467713937721,0.23633487116484642,0.13377666306493913,0.13096493417415922,0.0330308921843364,-0.003880617210014558,0.02660842038793353,0.04639923566548585,0.0077338979306792385,-0.0021330328237540914,-0.0008709133975237647,-1.6178986443128922e-07,0.9598955494043502,3.8689755096092626
2020-03-02,0.5399460769841258,0.4258092265528799,-0.1622191406886173,-0.0207538422248763,0.04801638540038268,0.029425084770732184,0.04614414259978585,0.11246124039827052,0.0809931424335984,0.02394347767328165,0.005947767427874704,-0.00391041631636179,0.01620446941241259,0.0627160737999844,0.009701319025037007,-0.0018692659747957436,-0.0009585743418070623,-1.6677965657140478e-07,0.9618723069162146,2.1734693070684656
2020-03-04,0.1493989633756269,0.16397115184495625,-0.17434756349341507,-0.15440931725091728,0.03430490014954291,0.02452454219154945,0.021868678656359317,-0.015624076663677973,-0.005186345229112143,0.000813165455091676,0.00015834101836520367,-0.0038130857321379244,0.01301396935903678,-0.04661565679406745,0.008873670452715211,-0.002501641094005089,-0.000431673868715745,-1.6188209693211084e-07,0.9631524396865516,0.9771503001816497
2020-03-06,0.32085152398297767,0.3661839902826238,-0.15751956044006346,0.09937887857982107,0.05901742658913224,0.0417959549028853,0.050039621424512896,0.09783830181022721,0.06896094096764317,-0.0745242358430899,0.019759532093436918,-0.0041441667821889554,0.025065187180227808,-0.022127633354792335,0.008389526620894368,-0.0028433759481104426,0.0002600944228179744,-1.5504056206686962e-07,0.9636693620666508,1.860051213515044
2020-03-09,0.4347264376675483,0.5449708396730197,-0.1866158218683577,0.13055672372977992,0.05882727037794873,0.0482798359489549,0.045677015030980095,0.18560854901312226,0.10961093026997883,0.15701603359526217,-0.0073722121863137036,-0.004157040503908439,0.028245560469904632,-0.04053981881881696,0.008492226447978125,-0.002816616966125736,0.008116426428102485,-1.5559585852253383e-07,0.9642253039705575,2.4828514866837565
2020-03-11,0.3433534800390387,0.501246408175216,-0.2573674106025286,0.1778400701214384,0.06315810900258025,0.03671715237772772,0.056400241505105274,0.06416190265225356,0.03373210294312483,-0.007923975370331337,-0.012769208579728413,-0.004160175753161876,0.03321139617875893,-0.05496452657780707,0.006665372047700098,-0.004133106120800266,0.003901555034733884,-1.5633871731032798e-07,0.9652461055549137,1.9443153362895167
2020-03-13,0.47329134771260156,0.7395482901321471,-0.37267073913914905,-0.17633707082675082,0.07629141640500559,0.03250050054090287,0.019085286010723193,0.0703677279455446,0.03592677873625821,-0.023895201786301435,0.00811957357447108,-0.004588016734691392,0.050306128533512094,-0.12922710199920334,0.005419349035233007,-0.005396686623923579,-0.0006374225064568603,-1.5760174428265988e-07,0.9664642535802904,1.764568254988469
2020-03-16,0.4609692200787892,0.916619492746451,-0.390011931906424,0.27740874228092616,0.06620949486821454,0.055718454460575995,0.018057280063282194,0.2134510893356159,0.08607245239636743,-0.06357416095850814,-0.009622905709919981,-0.004497908098025349,0.05474633039763088,-0.06153108932700086,0.006631459648843376,-0.004329462646569772,0.03481387456936347,-1.6219765786767335e-07,0.9676274179421582,2.624757687944112
2020-03-18,0.35576565577647307,0.9424821556239419,-0.43237657335612495,0.38487385858367346,0.07509281236951393,0.03901989660747885,0.027476863234052296,0.1337881733634168,-0.014473158593340248,0.03543033306497962,-0.015038795278224638,-0.004631166887757619,0.045693576597297884,0.0730734782551259,0.005501426658603965,-0.005571120087438465,-0.009446638232650835,-1.6189514919910927e-07,0.9686735448786472,2.605334160682519
2020-03-20,0.21072660335822926,0.7469497551701112,-0.517843925649556,0.15202451810304224,0.07679863613594196,0.004926358951256096,0.035864166649085184,-0.05822688905252905,-0.10491825833881507,-0.036259852788148944,0.007745659904110291,-0.004671129084655022,0.04529594775559386,0.008618264125443234,0.0045540117951896955,-0.006822512609691352,-0.02394440668675634,-1.6109570920471627e-07,0.9689919824686575,1.5098087691108
2020-03-23,0.2253161332587371,0.7642436639423479,-0.571591645632348,0.37536544098960806,0.07675028273134239,-0.0030783807820191473,0.028083115287608543,-0.1166829769336281,-0.19300740879765632,0.22148648149742825,0.0019020940049489514,-0.004690067220674634,0.03217195183553135,0.03158786471115295,0.003972310791443822,-0.0069504094458123465,-0.03047854040749832,-1.5833779987834144e-07,0.9688330723176677,1.8032328238103803
2020-03-25,0.0885518940249386,0.49726660948695256,-0.5381934281406365,-0.10949184258918655,0.07178626790066116,-0.012713149780446202,0.02661574126132049,-0.24568609358005541,-0.3051988187810006,0.06374039356840076,-0.00339507225966309,-0.004657151568961775,0.029708757938043586,0.017417840862944563,0.003327065594856257,-0.007460226792600041,-0.033026412848083185,-1.5354358998191654e-07,0.9684104475370956,0.5070026682909906
2020-03-27,-0.02272130692366039,0.45115927999339,-0.5388523926703124,-0.19793039912874763,0.06835200525780939,-0.006627024708004676,0.01796772694202207,-0.20361472776501405,-0.22157788975887893,0.016309328736349573,0.01837387057769601,-0.004742360008287333,0.030313667871308164,-0.02089070501989561,0.0031576182810572947,-0.006559175193736479,-0.02150525120846697,-1.5800600031580987e-07,0.9686234653658333,0.32923557263446135
2020-03-30,-0.09598487535737066,0.31749883568420306,-0.5013489078058326,-0.03452001259810224,0.060750462504681926,-0.0062934264984552115,-0.00285659603797777,-0.21294622342825018,-0.2348916342610103,0.008620746214712255,0.006111818985200411,-0.00475619225553764,0.020300926636037324,-0.053279030271143286,0.0029400943699104854,-0.006298843554463782,-0.0186410678006279,-1.5819672519007518e-07,0.9685351247618731,0.21294104109112189
2020-03-31,-0.1299706544952811,0.3290409369844964,-0.4429357246634195,0.16588198794332115,0.053035313350553254,-0.006719232135623433,0.008652703718109963,-0.18207045022495713,-0.20357406208379994,-0.07147732781650182,0.029682593786461795,-0.004790494501924371,0.017220628619726758,-0.00013902382713845495,0.0027304360595106197,-0.006109413514834502,-0.01619193850138077,-1.5899256089048065e-07,0.9680643850934338,0.510330504798192
2020-04-01,-0.16422600690105008,0.25332464589033027,-0.43054809950552825,0.10623561668739968,0.05823804118436439,-0.0034771739645098475,-0.009877207332709616,-0.19292164023730624,-0.19756029915509188,-0.05645164703480854,0.0014500608017938357,-0.00478078537066325,0.020256264216395776,0.006563268610938914,0.002436995237164693,-0.006180807448379046,-0.015522119828567466,-1.5878962010907329e-07,0.9678707503548546,0.3348296974150078
2020-04-03,-0.1591846158926847,0.28109021900554204,-0.3524137612489657,0.04873398392338221,0.04197680854302032,-0.005449538854828704,-0.006847697219728043,-0.13073908690409222,-0.13923370228350437,0.07816041417896477,0.005726826726145861,-0.0048141588166245785,0.012844026637577206,-0.03204791088508614,0.0018403149878597584,-0.006278857758696599,0.005708434466192259,-1.5974735024864235e-07,0.9673436376338446,0.6064151764909678
2020-04-06,-0.22959326693855425,0.14457922983676277,-0.3228018683746473,-0.050049031974797285,0.03046182588108567,-0.008412288020171592,-0.007847666858804118,-0.17112568493548147,-0.15284652576372482,0.0030216788591027133,-0.007244923928955827,-0.004820644174667747,0.013094874915925966,-0.038251103823424434,0.0014412419283415282,-0.006535428606379283,0.010846528787364227,-1.5994582906619484e-07,0.967019704934848,0.17093649179799375
2020-04-08,-0.21218709896097895,0.17273230177556734,-0.3043943687070956,-0.12805732639304515,0.03280195298076856,-0.004131255891404948,-0.0033141821601691632,-0.13746244072740096,-0.1292917730530134,0.013441980398231542,-0.011397812283558082,-0.004819107276723998,0.01222679109849739,-0.07527109511676901,0.0007551002772257873,-0.005918413293033776,0.012134927404974405,-1.5968604652392172e-07,0.9669014977983054,0.19474951818433073
2020-04-09,-0.1703933115678838,0.27395440818030875,-0.26656109634651304,-0.013312942537770784,0.031916152128137115,-0.0024651701787833055,0.021859408043032783,-0.06847573489643258,-0.06503106473479775,-0.015941270178543694,-0.00732585383288897,-0.004824977966280482,0.013132264652934822,-0.031647335290400536,0.00038190967708354444,-0.005511234897963473,0.013373634592697779,-1.597571523289894e-07,0.9664811740790695,0.6696087991678537
2020-04-13,-0.23374928178832496,0.13758403301214955,-0.220169996608556,-0.08162710565978869,0.03206754948210513,-0.003595347752358436,-0.03007935593441864,-0.09580398826352471,-0.08326376533739267,0.01155665701948314,-0.01109286807356329,-0.0048047583899557605,0.012977050747375686,-0.04723114711281801,-0.0008124932549137683,-0.006121786545994901,0.012557809294490527,-1.5877484141339358e-07,0.9662399989353576,0.3546310449945105
2020-04-15,-0.2450915599579951,0.09127613294641276,-0.17114310202767544,0.0212984456852748,0.029819542140028465,-0.003559994497488225,-0.015678624011021918,-0.06698768292334341,-0.07798554127337026,-0.021057774742357288,-0.015488731356234834,-0.004785558532445435,0.013305586544390915,-0.038822573873878115,-0.0021033565148371415,-0.006198833798433052,0.011854524215886057,-1.5723544042101905e-07,0.9657248537908747,0.46437559457834704
2020-04-17,-0.2473717033629807,0.03725998771383167,-0.15526362245394454,-0.027586575875936752,0.026060231021637088,-0.005403907986649903,-0.03582822437496833,-0.08068032994726147,-0.06372303528302357,-0.051241356019943674,0.003756405044124057,-0.00513539165098644,0.006573784773216099,-0.022767049914546134,-0.0035286231095397816,-0.006249287374218817,0.010364809498327757,-1.5984069225361638e-07,0.965294858125337,0.3445308089817811
2020-04-20,-0.18068979281168787,0.12259825076192067,-0.13468599001586198,0.05335867769993777,0.03479219902823667,-0.0022040316116669627,-0.00540971496077339,-0.02300260182197516,-0.038038153576904266,0.02555331381309112,0.0018787334571375206,-0.00527694048507149,0.008587488393479064,-0.023650240624130753,-0.004494983075126744,-0.005804156846995112,0.00951904246508715,-1.575330086567349e-07,0.9651322556612489,0.7981631979169365
2020-04-22,-0.22243715071064177,0.010828609108165322,-0.13902378318750838,-0.036955671433996286,0.034055125992374015,-0.006121555631603918,-0.04428132232455559,-0.0781677255804554,-0.06750727605867447,-0.0005578552335760813,-0.00272773888880884,-0.0052667504607231625,0.0058886605666198565,-0.042985881572588744,-0.00682840687953882,-0.007557225937140198,0.00661728325754477,-1.594886539201341e-07,0.9649788155069041,0.3619499910431424
2020-04-24,-0.19949834979160486,-0.0004035973098759846,-0.11035110854622124,-0.11579082395127102,0.024332847437789844,-0.009511035151873388,-0.02418999039333275,-0.06252187626847172,-0.048587072423044005,0.007271857201834783,0.018575264119949628,-0.005270164631039078,0.0015073758295691215,-0.038567223712607186,-0.01035474544899075,-0.00804212148705105,0.004343263601050616,-1.6003774303459758e-07,0.9645676842321903,0.3875100232692582
2020-04-27,-0.2363398582682268,-0.05163072117927804,-0.09619522010852143,-0.03199614142737609,0.013212508953192734,-0.011641848451546427,-0.0426838657375537,-0.07034544221350539,-0.05619448879407618,0.013247525283972496,0.006967370557716391,-0.005261507130545879,0.005243670017836459,-0.03598249891278069,-0.013159372007977744,-0.008038132440310776,0.003314010084245902,-1.5972046282509322e-07,0.9642505357789,0.346766364283702
2020-04-29,-0.16243781344068375,-0.009202819322337156,-0.07679927326690293,-0.06483829404252768,0.007956231109368729,-0.013101583250093718,0.001660377928732351,-0.033518924078147196,-0.028603358144808282,-0.04430147996959798,0.002079797953967277,0.09115629888184501,0.0007966766576807008,-0.003944781356515944,-0.01893723054739812,-0.008178559688408846,0.0012851026873822956,4.754719989593998e-06,0.9633483850228769,0.6044235078544212
2020-04-30,-0.11791686686889137,0.016206498255959743,-0.0772941130251257,-0.0415350432372194,0.01449575993109152,-0.01199263974565,0.003731486097028231,-0.029866509954386843,-0.017355766210127375,-0.005198649646478469,0.022091553191833792,0.006029308795136429,0.003780865937372673,0.0002947474384734042,0.0036209687280391663,0.0029874847057741434,0.0004166219685022981,-8.645208338001487e-08,0.9626938714492518,0.7351894913585006
2020-05-01,-0.13212874730670687,-0.0049941399460187086,-0.07735569023318509,-0.0021992122866667796,0.024610987809500127,-0.011010135815267252,-0.0023362735835996784,-0.04144478395500339,-0.030539054504921326,-0.018367479917510005,0.021733263201790053,0.005717439898872157,0.00652970645369635,0.002385292034369421,0.005767502953628871,0.003717063617061714,-0.0004847267226393347,-8.777016703271127e-08,0.96224376016254,0.7118446840897732
2020-05-04,-0.14472294538972874,-0.02578570158522698,-0.08195622394829298,-0.06162156766106044,0.02125784278367989,-0.013206767468839217,-0.010292167060358166,-0.043363382877517086,-0.033796985252713546,0.006512960244514017,-0.007747687791893667,-0.0018299708909686233,0.005732696952000226,-0.0199437402812189,0.007443331845527946,0.003619661109247146,-0.0007083737650965993,-1.489553349842672e-07,0.962047793534875,0.5616386235415943
2020-05-06,-0.14236535085789703,-0.03723868368867277,-0.06289746845730579,0.0074638473740828845,0.008502967559433895,-0.01693649392210089,-0.018013662986238684,-0.03607928013399305,-0.033838888514326454,-0.016970528640307823,-0.012439788605291503,-0.0018215157393767834,0.0024796325866228075,0.007421248974981543,0.0064778705257004,0.0018802205955418272,-0.0008489646295341295,-1.4844492419845439e-07,0.9613379575689825,0.6161129705653767
2020-05-08,-0.1776866500116511,-0.08146377064141463,-0.042592649138098085,-0.016354684014106356,-0.0005531431991949924,-0.018665163968547956,-0.020457082091373962,-0.04025437259523841,-0.02784422151333314,-0.018386891005177312,0.008936446322424437,-0.001810341890112582,0.0016005663454811312,-0.00784180582887645,0.005451625657029601,0.0013040853744361659,-0.0007286805523925853,-1.481545028220744e-07,0.9607371042119807,0.5233902233073315
2020-05-11,-0.1536382033185544,-0.077385381439383,-0.03376869418889524,-0.018463165650976623,-0.0036838039203565412,-0.020656157333788106,0.006538507275876307,-0.03473365989349106,-0.022097700882453882,0.0242965370147605,-0.011086089091173871,-0.0018244397077521737,0.00400377914948503,0.005556603662092197,0.004798068018383825,0.0010429212241228393,-0.0006484969479871512,-1.4799862091655953e-07,0.9602115518827403,0.628462027854028
2020-05-13,0.14236321360637105,0.09264762907206292,-0.026188412756297425,0.07740407964325342,0.018965888321836044,-0.011959043295656478,0.06493983521163293,0.038517848873931185,0.020246230709060127,-0.012092013683385585,-0.0153484846691685,-0.00167081061861795,0.024243516853427134,0.00722484180033543,0.003452909573926688,0.001095455620729547,-0.00039623556410725515,-1.4758992846559277e-07,0.9597706377781607,1.3832169388875655
2020-05-15,0.043028756679311414,0.030180399153194273,-0.06250513446021055,-0.04211784440420041,0.008969831948693068,-0.01674640386849126,0.020579852903350696,-0.009593929295161651,-0.005622612778906241,-0.008012462444189067,0.004462011633009968,-0.0016426057668625035,0.011682635684778347,0.001961864391544309,0.0017319012031983853,0.0010409381614810843,-0.00038776108853924053,-1.4826221528217576e-07,0.9595290546735281,0.9365383440633135
2020-05-18,-0.11698171863499403,-0.0659608609682756,-0.047303252114169275,-0.0582418531010308,-0.0003892309844512343,-0.020235219409537597,0.005636428280402828,-0.04034987720227458,-0.029572106287933126,-0.033752963362288245,0.0020410249109635388,-0.004828096411753741,0.003997584632351302,-0.006311482011360455,0.0008747049981869849,0.0005926460240340691,-0.00041202119878065447,-1.5775816750823345e-07,0.9595973623444445,0.5484009117453663
2020-05-20,-0.07021560383844207,-0.05090492378221601,-0.029707083664931525,-0.030747673034639017,5.427156292490124e-05,-0.016947910986866016,0.006623716093027931,-0.02477136629906795,-0.016354744938589533,-0.019190028220227327,-0.0029688027542644443,-0.005170480588499832,0.0038289667176149337,-0.0071305706931458195,0.00028921217982725694,-0.0003275605124936036,-0.0004650962986013164,-1.5778318677198487e-07,0.9595080306966854,0.6954021938549092
2020-05-22,-0.10082337834853444,-0.0738659945941148,-0.02625138841442287,-0.00845092994080313,0.001918842425426684,-0.017504371158111424,-0.014455095720933914,-0.01976654845446822,-0.018750238107672363,-0.020595808308710252,0.01907447509871826,-0.00522486476329396,0.0012690323803223132,0.000795349504791105,-0.000551377839774253,-0.0012714558569606016,-0.0004225726998523432,-1.5811395207081722e-07,0.9589443038061426,0.6740678208937962
2020-05-26,-0.15375457185884053,-0.09635864188999292,-0.014505374151770691,0.002316740248623728,-8.732596577625174e-06,-0.015037345886638145,-0.027613309419611883,-0.028342758884730722,-0.021316489066775066,-0.00437279479756805,0.006409644118501709,-0.005233079461365947,-6.360829095987568e-05,0.004707553036087338,-0.0014607804475908475,-0.0020144352091340995,-0.00042554641422280683,-1.581267311919302e-07,0.958696029606249,0.6016223405069514
2020-05-27,-0.09835037982694182,-0.06774973752771209,-0.023386722981754184,-0.07656663851991677,0.002896989454596816,-0.01192761318695607,-0.0010764017693696835,-0.022949752083893327,-0.014790837336489032,-0.027945907806569817,0.0017865547475042565,-0.005177472434451284,0.0003171680635129326,0.0027684729101037,-0.0019263169075931029,-0.002227234866464596,-0.0005414712791091825,-1.582715718124708e-07,0.9587869525505536,0.6119394929274786
2020-05-29,0.15096490363020243,0.07851855783148681,-0.02323139611947566,-0.045576068739677525,0.005604923080716114,-0.014394557664908105,0.06091530440990356,0.040569400531331734,0.025141670979436957,-0.015570081139375167,0.022191439697424396,-0.005097262496215589,-0.005730367821483939,-0.02176818910509964,-0.003038446268490778,-0.0028661791945981526,-0.0005204331310522229,-1.5764964039915155e-07,0.9587055593305339,1.2048186201610187
2020-06-01,-0.11039639959319353,-0.07941924240826674,-0.02903696358577113,-0.00854043607406064,0.005279104925358425,-0.015217022708443564,-0.03329714640147432,-0.029333823176122653,-0.02294268231143554,-0.027187230541170376,0.008769729982834866,-0.005103070793548934,-0.005899475094093374,-0.010217504258174779,-0.0037787188674236914,-0.0032347438955597557,-0.0005107115655976267,-1.5786744399084552e-07,0.958892733110552,0.5888262388769647
