date,switch,column,step,penalty_part,data_part,max_abs_step_other_days,median_abs_step_other_days
2019-06-26,100 to 1000,har_ma_1,-0.04571057990817291,-0.04582549525714514,0.00011491534905981593,0.00594894981491962,3.8604420099438985e-05
2019-06-26,100 to 1000,har_ma_5,-0.02505836226609629,-0.025011203101520267,-4.715916474587467e-05,0.002151701208731413,3.699443783622414e-05
2019-06-26,100 to 1000,har_ma_25,-0.01909375270945419,-0.01914257173556773,4.881902629596396e-05,0.006607216959005804,3.8512112546719435e-05
2019-06-26,100 to 1000,adj_sumret_ma_5,0.016061715420406485,0.016060194602393545,1.5208180114689718e-06,0.006538905936311679,4.493344740820471e-05
2019-06-26,100 to 1000,adj_sumabsret_ma_1,0.00022400067263593504,7.138888535423993e-05,0.0001526117872223398,0.005289532637924185,3.5867546944928774e-05
2019-06-26,100 to 1000,adj_sumret4_ma_625,-0.024782800906431462,-0.02474364509702513,-3.915580938476795e-05,0.0023966522024084884,5.86377902745544e-05
2019-06-26,100 to 1000,adj_sumabsret_ma_5,-0.015966697398642433,-0.015678177263433388,-0.0002885201351327457,0.0029023391870834497,3.1863463194635455e-05
2019-06-26,100 to 1000,adj_vix_ma_1,-0.015245711055705158,-0.015129128975751532,-0.00011658207993893097,0.0015490235575986097,2.9387333567538684e-05
2019-06-26,100 to 1000,ALL,0.09322838435280344,0.09299319293262606,0.0010022909543670512,0.019886467519546435,0.0006160930617297622
2020-06-23,1000 to 100,har_ma_1,0.04929625834316025,0.049289264760568566,6.993582887471206e-06,0.00594894981491962,3.8604420099438985e-05
2020-06-23,1000 to 100,har_ma_5,0.024149644212366483,0.024142049944382002,7.594267314108005e-06,0.002151701208731413,3.699443783622414e-05
2020-06-23,1000 to 100,har_ma_25,0.012882167092777487,0.012879969247707193,2.1978454435162e-06,0.006607216959005804,3.8512112546719435e-05
2020-06-23,1000 to 100,adj_sumret_ma_5,-0.016552669835266792,-0.016559978357828416,7.30852255161063e-06,0.006538905936311679,4.493344740820471e-05
2020-06-23,1000 to 100,adj_sumabsret_ma_1,0.007081041612457081,0.007071647098258083,9.394514336583115e-06,0.005289532637924185,3.5867546944928774e-05
2020-06-23,1000 to 100,adj_sumret4_ma_625,0.03473439323869793,0.034836358804726,-0.00010196556609010088,0.0023966522024084884,5.86377902745544e-05
2020-06-23,1000 to 100,adj_sumabsret_ma_5,0.01680036716453933,0.016782322413969604,1.804475069298178e-05,0.0029023391870834497,3.1863463194635455e-05
2020-06-23,1000 to 100,adj_vix_ma_1,0.02906021359328931,0.02908700800145394,-2.679440817036742e-05,0.0015490235575986097,2.9387333567538684e-05
2020-06-23,1000 to 100,ALL,0.11765801112474211,0.11771110501861037,0.0007663015563974568,0.019886467519546435,0.0006160930617297622
2021-06-21,100 to 1000,har_ma_1,-0.04755296005688242,-0.04791841302911599,0.000365452971917854,0.00594894981491962,3.8604420099438985e-05
2021-06-21,100 to 1000,har_ma_5,-0.02813964877213978,-0.027603044707405565,-0.0005366040640524955,0.002151701208731413,3.699443783622414e-05
2021-06-21,100 to 1000,har_ma_25,-0.016643699738025722,-0.016819073592595706,0.00017537385417886603,0.006607216959005804,3.8512112546719435e-05
2021-06-21,100 to 1000,adj_sumret_ma_5,0.01788611911408102,0.01798591586265586,-9.979674856660375e-05,0.006538905936311679,4.493344740820471e-05
2021-06-21,100 to 1000,adj_sumabsret_ma_1,-0.0004679823950522466,-0.0009780228454686832,0.0005100404502833139,0.005289532637924185,3.5867546944928774e-05
2021-06-21,100 to 1000,adj_sumret4_ma_625,-0.03373407719059582,-0.034108534852911314,0.0003744576623732771,0.0023966522024084884,5.86377902745544e-05
2021-06-21,100 to 1000,adj_sumabsret_ma_5,-0.014515685699812757,-0.014548176376144958,3.2490676206343994e-05,0.0029023391870834497,3.1863463194635455e-05
2021-06-21,100 to 1000,adj_vix_ma_1,-0.03353323571414771,-0.0334715951757164,-6.164053842134393e-05,0.0015490235575986097,2.9387333567538684e-05
2021-06-21,100 to 1000,ALL,0.12320427944563933,0.1234871026778016,0.0022333454046828266,0.019886467519546435,0.0006160930617297622
