context,clock,n_days,n_weighted,w_min,w_median,w_mean,w_max,max_abs_identity_gap,sign_agreements,sign_disagreements
1530_deck,15:30,866,798,0.07198479331302216,0.2590119230750719,0.25849523898338905,0.3537742289339643,1.1858461261560205e-20,798,0
1530_unhedged,15:30,866,798,0.07198479331302216,0.2590119230750719,0.25849523898338905,0.3537742289339643,7.57035696608531e-21,798,0
1530_dh,15:30,866,798,0.07198479331302216,0.2590119230750719,0.25849523898338905,0.3537742289339643,7.57035696608531e-21,798,0
1500_unhedged,15:00,866,799,0.30007294752330915,0.5832872343372897,0.5663190617037224,0.6847846156543632,1.0164395367051604e-20,799,0
1500_dh,15:00,866,799,0.30007294752330915,0.5832872343372897,0.5663190617037224,0.6847846156543632,1.0164395367051604e-20,799,0
