context,clock,forecast,lambda,QLIKE,hit_sign,Sharpe_mid,Sharpe_crossed,lo,hi,reading,t_crossed,t_hac_crossed,in_part_c_grid,crossed_2020,mid_2020,n_2020,crossed_2021,mid_2021,n_2021,crossed_2022,mid_2022,n_2022,crossed_2023,mid_2023,n_2023,crossed_2024,mid_2024,n_2024
1530_deck,15:30,a0,0.5,0.02650028571782465,0.8845265588914549,3.2102203518493613,2.7318589117240966,1.6938135542797763,3.754911202792192,excludes zero,5.064271048764183,4.88411912868078,True,2.304169277418233,3.148448954875162,158,1.224098690326901,1.7216592782689595,158,1.5583415404030663,2.032338796606763,219,4.134283712855605,4.461596205793057,248,5.193262828221871,5.4874272082475875,83
1530_deck,15:30,a0,0.55,0.021469884068796925,0.8983833718244804,3.2182060267646726,2.739157504952109,1.7260851182255617,3.7770336672725238,excludes zero,5.077801049974239,5.001925543587022,False,2.4014069038901704,3.248609214726434,158,1.3240699141660934,1.8212421180542042,158,1.9371032615583137,2.4168280517785092,219,3.983283905465155,4.312466764812266,248,4.555079826650746,4.853314195756258,83
1530_deck,15:30,a0,0.6,0.01697306881100351,0.9191685912240185,3.697032476586471,3.220025127409775,2.2165701399780295,4.283321860298123,excludes zero,5.969224823086856,5.9842805409135025,False,2.9750168569958384,3.8340086911288083,158,1.9338135085198926,2.4247425811446366,158,2.097481480873745,2.5801127894008093,219,4.135111056058779,4.459560488062191,248,6.211636138102514,6.468387728612104,83
1530_deck,15:30,a0,0.65,0.013006238656367701,0.9330254041570438,3.6711359235105676,3.2031875373425964,2.178595303928047,4.284775286989726,excludes zero,5.938011600638865,5.919629818382794,False,3.2554662027835453,4.077092039517037,158,1.9435338521815635,2.432582925069331,158,1.9317265104798478,2.4105308786760915,219,3.832641569735398,4.155271901321842,248,6.721528238268717,6.970099578989811,83
1530_deck,15:30,a0,0.7,0.00956689360748048,0.9480369515011547,3.9017234091135955,3.4371088544429926,2.4522836221211435,4.508135101552283,excludes zero,6.371650742395526,6.4350667746642305,False,3.7488405111599015,4.562046235159226,158,2.0112578794890443,2.4985764559562154,158,2.9294244498912096,3.4176220336969774,219,3.700486625217664,4.0255214699951125,248,6.41884299516222,6.671960108834036,83
1530_deck,15:30,a0,0.75,0.006653604280193077,0.9584295612009238,3.982907479357017,3.5189461202099497,2.496608751332813,4.612657246098622,excludes zero,6.523359197746195,6.506708543401063,False,3.905878990955917,4.721374051996623,158,2.0112578794890443,2.4985764559562154,158,2.8699655504825166,3.356860499030508,219,3.7767891730719585,4.097993765185594,248,6.879317471265222,7.131449914064577,83
1530_deck,15:30,a0,0.8,0.004265985926768624,0.9699769053117783,4.327435217168171,3.8643912676919605,2.750728129811303,5.041815494033034,excludes zero,7.163739215843521,6.835824959261701,False,3.905878990955917,4.721374051996623,158,2.2771274354792204,2.7606906471492336,158,3.284938519025149,3.7750114378809445,219,4.022980257664405,4.345208117060537,248,8.361369028333181,8.591905108205228,83
1530_deck,15:30,a0,0.85,0.0024046769009979057,0.9792147806004619,4.442395575296899,3.9808122819404343,2.8671593348400415,5.170754501570318,excludes zero,7.379558403795001,7.05797571077494,False,4.396083060731752,5.2083688675328395,158,2.400860810216806,2.883065220037278,158,3.4345791182933088,3.9265738437257602,219,3.8798814296559994,4.202482379146531,248,8.525485639839784,8.755071169073828,83
1530_deck,15:30,a0,0.9,0.0010713213364221903,0.9849884526558892,4.428808325291466,3.967291095817852,2.83395384826834,5.183898399171581,excludes zero,7.354493071492635,7.082834970103768,False,4.603533267285468,5.419833104991268,158,2.3416001812353087,2.824038347706666,158,3.4345791182933088,3.9265738437257602,219,3.756868525720945,4.078956780178434,248,8.525485639839784,8.755071169073828,83
1530_deck,15:30,a0,0.95,0.0002685558363571986,0.9907621247113164,4.3960731323470785,3.935002271500496,2.7926120252429154,5.153859580072609,excludes zero,7.294636628142923,7.0403540938371,False,4.618168258646192,5.433409741348451,158,2.0691566833240738,2.5527722070067966,158,3.4345791182933088,3.9265738437257602,219,3.756868525720945,4.078956780178434,248,8.854722947006229,9.083137670440193,83
1530_deck,15:30,a0,1.0,0.0,1.0,4.530901886580046,4.071734094167578,2.976533805051794,5.239796363756212,excludes zero,7.548107628422602,7.339023790651818,True,4.597068820123626,5.4122492402149,158,2.0685923497345735,2.55047299429015,158,3.4345791182933088,3.9265738437257602,219,4.232347909979955,4.5489471332550275,248,8.87259724409567,9.100640690493513,83
1530_deck,15:30,xgb,0.0,0.10260004169123635,0.6882217090069284,1.4980323951467007,1.0215325976383653,-0.005067615867325227,2.0054922026708497,"knife-edge, includes zero",1.8936988061085207,2.016453224056152,True,0.4800996891404314,1.3007046783122431,158,1.645635555024686,2.152906703215898,158,0.8334887140502686,1.2943645380618856,219,1.3858635780617299,1.7224881976026862,248,0.1883151176673511,0.49496808783143936,83
1530_deck,15:30,xgb,0.05,0.09229315212265814,0.710161662817552,1.7465804004114898,1.2694447877499389,0.3084067626958648,2.1592967290039473,excludes zero,2.3532739772967766,2.621268047710796,False,1.0646662645136864,1.8855175534552109,158,1.4913744489928396,1.9982988547983314,158,0.9978858016174103,1.4626531244166339,219,1.2206385324367035,1.5578036393488137,248,1.8695169749292095,2.1695395668195654,83
1530_deck,15:30,xgb,0.1,0.08259267938286013,0.7251732101616628,1.9380122931744637,1.4601579977123886,0.505908940331766,2.3591030996851208,excludes zero,2.706814705071836,2.979067998606197,False,1.5204216381522315,2.343424526544321,158,1.5454834145722554,2.052544794326666,158,0.98586409040288,1.4504592473127114,219,1.5560656632167307,1.8949042378876906,248,1.8852884647387513,2.1854370642632515,83
1530_deck,15:30,xgb,0.15,0.07348269274301543,0.7505773672055427,2.172210592320611,1.6900316611954398,0.7734661778142478,2.5686231552273155,excludes zero,3.1329503791560724,3.4535288852259627,False,1.7480509934180977,2.587783622754543,158,1.3004562378177478,1.808594497563293,158,1.2737747654233011,1.7471608632185165,219,1.755005128176158,2.095899159053485,248,3.044532493678859,3.3330896130367895,83
1530_deck,15:30,xgb,0.2,0.06494882022984146,0.7702078521939953,2.436636155019799,1.9551588061494853,1.0464753547614676,2.8369770255496207,excludes zero,3.624438324843906,3.973672784236832,False,2.0038757455239877,2.8414381259941384,158,1.22108645992773,1.7298877300868951,158,1.1551582004005014,1.6256358041353292,219,2.414084900493355,2.7517552809849004,248,3.6846267964744084,3.9727785459559235,83
1530_deck,15:30,xgb,0.25,0.056978162076949904,0.7956120092378753,2.8425313828274428,2.363639138560528,1.4131169505079206,3.307607127371753,excludes zero,4.381671838090485,4.61413001903955,True,1.7750539831434713,2.613257931591834,158,1.8290607760113429,2.320775729901022,158,1.5641064283925796,2.041379364780245,219,2.8935798464204465,3.231829471158556,248,4.619389704977462,4.909947663344517,83
1530_deck,15:30,xgb,0.3,0.04955921215826135,0.8187066974595842,2.8893225596240453,2.4113429222146388,1.3681757655541382,3.396867728414409,excludes zero,4.470104256558083,4.62840723800117,False,2.192191785797346,3.0223866384912963,158,1.9085549212404629,2.4005672104378037,158,1.6989615299216183,2.1798279234832743,219,2.643785660190228,2.984469019791651,248,4.619389704977462,4.909947663344517,83
1530_deck,15:30,xgb,0.35,0.04268178680767864,0.8406466512702079,3.17987060736662,2.701275553752263,1.6560430661546988,3.7225172875656143,excludes zero,5.007576168334578,5.057762025938683,False,2.7308636595044105,3.5672384145157765,158,2.2987959232911894,2.783403062858334,158,1.6569836825361657,2.136805990510864,219,2.928701029539647,3.27256180135603,248,4.9480399875284,5.239833780641245,83
1530_deck,15:30,xgb,0.4,0.03633696048271049,0.8602771362586605,3.5479502916411625,3.07298773433763,2.1470632747173326,4.008165153994687,excludes zero,5.696649541242936,5.837151391510199,False,3.0927532652298533,3.9290274938373377,158,2.3573711362883194,2.841702125127383,158,1.74367526605766,2.2234817765255017,219,3.812339641829002,4.142145493186836,248,5.187024413456412,5.48014801440592,83
1530_deck,15:30,xgb,0.45,0.03051700777881839,0.8787528868360277,3.870787745001583,3.3955161779766465,2.483755589453444,4.315150433368942,excludes zero,6.294546984816699,6.538516474067834,False,3.451383534495401,4.294519710798651,158,2.5780623384546915,3.059929992843029,158,1.853416724962696,2.334197177087002,219,4.301122994507335,4.6282893797174145,248,5.680643787275305,5.973869502784017,83
1530_deck,15:30,xgb,0.5,0.025215351346321534,0.8914549653579676,4.204556618109404,3.732714925298511,2.8311952755271257,4.652720966905474,excludes zero,6.919639974214145,7.280114895170504,True,3.446821975709426,4.293811464832774,158,2.5780623384546915,3.059929992843029,158,2.68475013280769,3.1767791891177217,219,4.4721115525968695,4.795098619123321,248,6.952421064315443,7.192504829792944,83
1530_deck,15:30,xgb,0.55,0.020426515303091856,0.9053117782909931,4.090372321047922,3.6173162608231593,2.744059256882395,4.4990557165625065,excludes zero,6.705715999934028,7.156308320272061,False,3.4704040050685037,4.322925608708233,158,2.8221003531181434,3.3007424086088646,158,2.554754370446524,3.0442826459583427,219,3.9194993565856078,4.24724394578401,248,7.046343354826005,7.28659519874398,83
1530_deck,15:30,xgb,0.6,0.01614608377433378,0.9168591224018475,4.0720812972587686,3.6055611958251466,2.702710743087647,4.551793224170794,excludes zero,6.68392467129319,7.054048489373165,False,3.956445434807139,4.769992973801737,158,2.433575901582042,2.9176818833025426,158,2.3648968556685204,2.8519259820857137,219,3.9983573427759733,4.325612097742636,248,7.088215929829785,7.330934606614455,83
1530_deck,15:30,xgb,0.65,0.012370664225769632,0.9284064665127021,4.263437213973818,3.7979971910567603,2.88306801077467,4.773367120594445,excludes zero,7.040659067498352,7.328338833808976,False,3.938416944222013,4.751401197398717,158,2.3898794983115326,2.874051046789676,158,3.210115592343967,3.705226190429413,219,3.9010214812894795,4.227791392985422,248,7.808727403637312,8.049996841703594,83
1530_deck,15:30,xgb,0.7,0.009097855288817848,0.9399538106235565,4.127266878297446,3.6620461207001997,2.7172194301267085,4.65625621621305,excludes zero,6.788635411847439,7.063028260367889,False,3.900007322117398,4.712094586910745,158,2.4305120388843524,2.9137629493463586,158,3.083982732028192,3.579678063967773,219,3.8461078905117154,4.171948696207191,248,6.745088341271444,6.997669858980289,83
1530_deck,15:30,xgb,0.75,0.006326218806106626,0.9491916859122402,4.162331531308294,3.6979120777585224,2.703224097978029,4.741352280453521,excludes zero,6.855123079708753,6.908707110161399,False,4.140979242131503,4.950054156953132,158,2.331244834364676,2.814857313148404,158,2.912729395092513,3.404158087358772,219,3.9704695338775697,4.297035508776653,248,6.890099592363736,7.142153143775638,83
1530_deck,15:30,xgb,0.8,0.004055255853143264,0.9618937644341802,4.371696063797794,3.909339699105124,2.883545818080277,5.032784700184862,excludes zero,7.247063811750046,7.268122715890655,False,4.375224808331268,5.187478747932135,158,2.331244834364676,2.814857313148404,158,3.5312967843585197,4.023172300219272,219,3.639834457642194,3.9652800224121854,248,8.525485639839784,8.755071169073828,83
1530_deck,15:30,xgb,0.85,0.0022853865173683157,0.9757505773672055,4.390063189198647,3.9273670843546014,2.8367227635281616,5.070434916518751,excludes zero,7.280482655165436,7.054120816263358,False,4.375224808331268,5.187478747932135,158,2.0304476881553835,2.517389216995552,158,3.4345791182933088,3.9265738437257602,219,4.001763428771505,4.32477360428921,248,8.525485639839784,8.755071169073828,83
1530_deck,15:30,xgb,0.9,0.0010179332393580524,0.9838337182448037,4.5082547430697035,4.0475042605595375,2.923411927321782,5.255749062265245,excludes zero,7.503190797494415,7.125021052993789,False,4.5824515620907285,5.398689273688029,158,2.3362790669233005,2.818620245745322,158,3.4345791182933088,3.9265738437257602,219,4.047158706139252,4.365781276630117,248,8.525485639839784,8.755071169073828,83
1530_deck,15:30,xgb,0.95,0.0002551075427786442,0.9919168591224018,4.51314419542126,4.052545198243665,2.925464562619904,5.265540459738422,excludes zero,7.512535597353146,7.13222236043647,False,4.597068820123626,5.4122492402149,158,2.2268434798997894,2.7097674226059554,158,3.4345791182933088,3.9265738437257602,219,4.047158706139252,4.365781276630117,248,8.854722947006229,9.083137670440193,83
1530_deck,15:30,xgb,1.0,0.0,1.0,4.530901886580046,4.071734094167578,2.976533805051794,5.239796363756212,excludes zero,7.548107628422602,7.339023790651818,True,4.597068820123626,5.4122492402149,158,2.0685923497345735,2.55047299429015,158,3.4345791182933088,3.9265738437257602,219,4.232347909979955,4.5489471332550275,248,8.87259724409567,9.100640690493513,83
1530_deck,15:30,lgbm,0.0,0.10124243899698605,0.687066974595843,1.4593971219265764,0.9818045726793189,-0.02405700266311378,1.9455982424116127,"knife-edge, includes zero",1.820051706047374,1.9688622987163213,True,0.5161911584274094,1.3463347561560925,158,1.5454834145722554,2.052544794326666,158,0.9094896939926503,1.3717794594544006,219,0.7059893690515682,1.0397353295847407,248,1.5775210492825449,1.8778833819385543,83
1530_deck,15:30,lgbm,0.05,0.09112102819469847,0.7043879907621247,1.661982746974838,1.1831267787185902,0.1937044844921863,2.157858931346549,excludes zero,2.193259200454387,2.374141578093429,False,0.9576257610845873,1.789303977291024,158,1.59149039424316,2.099127053577194,158,0.8421049097192648,1.3045977593322788,219,1.020581005209088,1.356013098255402,248,1.8695169749292095,2.1695395668195654,83
1530_deck,15:30,lgbm,0.1,0.08158699205237026,0.7321016166281755,2.0112865639399007,1.5298400208223628,0.49093951623230414,2.5250869612940128,excludes zero,2.83598998961552,2.9741419532706748,False,1.1874544339917978,2.0225453514802667,158,1.3462664054823945,1.8549153638873315,158,1.1771290842726156,1.647551159530796,219,1.1213376545572018,1.457975464606396,248,4.317231076860826,4.606296415373438,83
1530_deck,15:30,lgbm,0.15,0.07262579656633651,0.7471131639722863,2.179634799314766,1.6981735956983,0.7172976837922636,2.6046786938847486,excludes zero,3.1480437512942943,3.4217748513604334,False,1.2008328443302938,2.037300711920871,158,1.3462664054823945,1.8549153638873315,158,1.1743174606328235,1.6450780966247869,219,1.690424412486358,2.0252788033856195,248,4.317231076860826,4.606296415373438,83
1530_deck,15:30,lgbm,0.2,0.06422437997255745,0.7644341801385681,2.3664454622055278,1.8848179944838175,0.8939644929937631,2.8339960990667428,excludes zero,3.494041789892473,3.713395273373243,False,1.2579560911737047,2.0969545574284654,158,1.5733699142457969,2.0780321090584115,158,1.2590736773809728,1.7321114524233174,219,2.071664092337885,2.4062722739878133,248,4.317231076860826,4.606296415373438,83
1530_deck,15:30,lgbm,0.25,0.05637107342093808,0.7909930715935335,2.7155456096109565,2.2395830983885086,1.2121998688660014,3.2347083345326566,excludes zero,4.151698976032617,4.2206307412660795,True,1.6967528148286242,2.530609500044648,158,2.186286785103477,2.6673518176032127,158,1.1616999762491944,1.6326287733984566,219,2.4836692683183537,2.8204430837658108,248,4.717683091226404,5.0078181388986485,83
1530_deck,15:30,lgbm,0.3,0.0490555290473195,0.815242494226328,2.9925641701321495,2.514364323961087,1.5025383460219017,3.5040757147330996,excludes zero,4.661083483204299,4.7010179189209245,False,1.6253214259878697,2.4623063457851457,158,2.4137643327455445,2.8924309664987997,158,1.5302985297186484,2.0070457500378374,219,3.0620463370700373,3.4047274484086945,248,4.717683091226404,5.0078181388986485,83
1530_deck,15:30,lgbm,0.35,0.0422686549005834,0.8337182448036952,3.1307875577429973,2.651527351349463,1.6468708521884317,3.7195975755055595,excludes zero,4.915353843061726,4.841604264074716,False,1.9534887927762783,2.7949856112153824,158,2.96994544844726,3.4382755340424342,158,1.174929810039641,1.6461329819294521,219,3.0748545596451313,3.4204239817598787,248,4.966474172286966,5.25839664703822,83
1530_deck,15:30,lgbm,0.4,0.03600255623115657,0.8475750577367206,3.354726612147421,2.8776233002970497,1.9040924737394045,3.8708051062036204,excludes zero,5.334486457701587,5.314749995165077,False,2.222924407937355,3.0603716799445775,158,2.6337291228329867,3.114889478962399,158,1.1768097286820858,1.6484143368360522,219,3.830552601334439,4.1598527411288515,248,5.301447900667648,5.594958581439854,83
