context,clock,forecast,lambda,QLIKE,hit_sign,Sharpe_mid,Sharpe_crossed,lo,hi,reading,t_crossed,t_hac_crossed,in_part_c_grid,crossed_2020,mid_2020,n_2020,crossed_2021,mid_2021,n_2021,crossed_2022,mid_2022,n_2022,crossed_2023,mid_2023,n_2023,crossed_2024,mid_2024,n_2024
1530_deck,15:30,blk2,0.0,0.10999130240054672,0.6593533487297921,1.3383216004229939,0.8695876808926679,-0.24554706161669546,1.9207609672529404,includes zero,1.6120260449056047,1.5855531629118695,True,0.5582199890725718,1.3624408651540862,158,0.43947239667114796,0.948161638379151,158,-0.3321432614603738,0.10607316758006212,219,1.8559736581691122,2.179334052534108,248,1.8022210663237026,2.093120513609721,83
1530_deck,15:30,blk2,0.05,0.09934307990694378,0.687066974595843,1.8871550641090675,1.4219188986924896,0.3734287243994123,2.37290013956483,excludes zero,2.6359277492095785,2.744532048012234,False,0.7639517937829555,1.5673437763584201,158,1.142427955120872,1.638576443063166,158,-0.025270530922013385,0.41799587779516933,219,1.794314977686836,2.120715163326142,248,4.815761160353011,5.068786208759768,83
1530_deck,15:30,blk2,0.1,0.08925871914837204,0.7055427251732102,2.436918521213993,1.9763865715939954,0.9116223214460131,2.98282695250881,excludes zero,3.663789975659118,3.7340582535353386,False,1.108417145354003,1.910742278381166,158,2.1938453314435034,2.6655343080840046,158,0.3791703676578246,0.829618109450905,219,2.2185538664626865,2.5432641961110916,248,5.466202387543041,5.710830530961614,83
1530_deck,15:30,blk2,0.15,0.07972961259996879,0.733256351039261,2.4400434816940333,1.9779815659764568,0.9372669468240931,3.0038533251745574,excludes zero,3.666746747635655,3.720291256156055,False,1.550183842368075,2.3538946296493735,158,2.095593385986516,2.569771733950614,158,0.2828827142109216,0.7325216683592986,219,2.085480512141694,2.412134370252419,248,5.466202387543041,5.710830530961614,83
1530_deck,15:30,blk2,0.2,0.07074842847757992,0.75635103926097,2.8254253702966894,2.3621395952676036,1.3043228809651986,3.357256400726216,excludes zero,4.37889201163161,4.4507547564314605,False,1.4616536311458255,2.266821377007069,158,2.363010387870682,2.8349076328919605,158,0.8480739000559705,1.3091453152668484,219,2.7248201105685874,3.0536263501044925,248,5.940139981771698,6.181710154791528,83
1530_deck,15:30,blk2,0.25,0.062309064229801196,0.7771362586605081,3.0935278495537712,2.631964817628276,1.5833641552007052,3.6086269519782785,excludes zero,4.879089168945684,4.8439624145463265,True,1.6231000117081333,2.432349798075533,158,1.7851675582936781,2.2662522694186467,158,1.0191532616029584,1.4835545786025108,219,3.7675343164574575,4.080304125651945,248,6.325144028931391,6.559307091327971,83
1530_deck,15:30,blk2,0.3,0.05440660549109655,0.7967667436489607,3.1624733731798247,2.698616843902345,1.7446692366546834,3.6005580844935325,excludes zero,5.002647499704503,5.105029825796134,False,2.032685216138356,2.8446317919656905,158,1.8610157213474146,2.345049651468277,158,1.1165033836486942,1.5830517792345329,219,3.6360755365171857,3.952525274291197,248,6.2412721815686405,6.47696133920488,83
1530_deck,15:30,blk2,0.35,0.047037290197448914,0.8210161662817552,3.313657878211897,2.844993342180909,1.8930648007997561,3.77876932541144,excludes zero,5.27399762663466,5.374918714664823,False,2.212269577860156,3.040949952142375,158,1.9220102661668033,2.405745155222261,158,1.3486916626361642,1.8227541580628357,219,3.9108761898915576,4.230598188863403,248,5.997601715182867,6.237049234464008,83
1530_deck,15:30,blk2,0.4,0.04019847759668624,0.8521939953810623,3.5969844183499746,3.126705776092278,2.1492835136412647,4.081813700423342,excludes zero,5.796231083498601,5.75104718479461,False,1.7842190689471074,2.619533826597039,158,2.412334030269699,2.8875324712366797,158,1.6810060641659244,2.157288201741798,219,4.622674837241571,4.948123697752669,248,5.896942878609628,6.137170113229893,83
1530_deck,15:30,blk2,0.45,0.03388862191431889,0.8648960739030023,3.604093878390419,3.133799939185069,2.0967451949424327,4.145505748471837,excludes zero,5.809382115790879,5.5542029501789845,False,1.7978158760017104,2.6339000995198933,158,2.279529343450003,2.756013442322077,158,1.735429776059249,2.212964698588345,219,4.625527507043137,4.949085204347226,248,6.122413982331845,6.363016655006828,83
1530_deck,15:30,blk2,0.5,0.02810725046261365,0.8810623556581986,4.045993054959154,3.5782404756820028,2.4712858832934783,4.727922808263938,excludes zero,6.633278010347954,5.997782377977389,True,2.3988437788959236,3.243915489586956,158,2.4973020223875886,2.9705855291742465,158,2.14304464248861,2.6231556806220833,219,4.805391096619833,5.120418025151078,248,7.776502609746455,7.981685215734576,83
1530_deck,15:30,blk2,0.55,0.02285494600588443,0.8937644341801386,4.1307252498379325,3.6601649265216607,2.518271876340911,4.835242222754752,excludes zero,6.785148087822543,6.121106574460848,False,2.544746619146202,3.3924083203573305,158,2.0124161148337656,2.498944709202779,158,2.5701145826327187,3.0508977162638096,219,4.850281493002413,5.1649897055022,248,8.558848591837965,8.758084878405352,83
1530_deck,15:30,blk2,0.6,0.01813333321877726,0.9087759815242494,4.0962105495325005,3.6238583280107353,2.459181974817627,4.832638538540819,excludes zero,6.7178435667402505,6.055690408250988,False,2.1903417169737476,3.0341315886348674,158,2.1697266751945654,2.655682814246745,158,2.86419505824422,3.3516074045124546,219,4.764995871954224,5.081490959465833,248,8.081288963307465,8.302538252029823,83
1530_deck,15:30,blk2,0.65,0.013945069096808451,0.9284064665127021,3.9766286831868642,3.5041505941546043,2.4174785420443943,4.621818573540139,excludes zero,6.495931516934511,6.103324230827929,False,2.352658135373019,3.200111634696721,158,2.311764697686865,2.7951490419228073,158,3.1289570062166163,3.614998576483945,219,4.124753066163624,4.448861809722669,248,7.443714324297837,7.677040909610687,83
1530_deck,15:30,blk2,0.7,0.010293837199737463,0.9480369515011547,4.273011745268712,3.8010384525663605,2.7012826117393662,4.922105714553201,excludes zero,7.046296903533254,6.772946940332315,False,3.5440428974363627,4.405578688970075,158,2.311764697686865,2.7951490419228073,158,3.359756504264778,3.849848447014093,219,4.178127084149773,4.501522456465787,248,7.618692563781767,7.8510064364633,83
1530_deck,15:30,blk2,0.75,0.007184345628642979,0.9618937644341802,4.4032734744196835,3.94122427955885,2.8013450122648895,5.155755131755841,excludes zero,7.306170875076346,6.750114411186775,False,3.9496136859446604,4.766170836422358,158,2.0947337811249658,2.579209866077264,158,3.4215454973586685,3.9129012620800445,219,4.372369057773664,4.691371634455035,248,8.170394933681637,8.400770592037123,83
1530_deck,15:30,blk2,0.8,0.004622328656957442,0.9734411085450346,4.419107946708101,3.9589602995777775,2.83952175149742,5.134842605936301,excludes zero,7.339049590853608,6.917506482933593,False,4.235089601219866,5.044860448464717,158,2.119271051843737,2.6034483609288,158,3.51848587226241,4.010925182188067,219,4.061806691603613,4.380376588567197,248,8.542887922914153,8.772112164483236,83
1530_deck,15:30,blk2,0.85,0.002614551954316996,0.9803695150115473,4.359145137589532,3.899429562005641,2.7776699578671784,5.060244008247616,excludes zero,7.228692577354737,6.826693588996923,False,4.235089601219866,5.044860448464717,158,2.183438242555889,2.666481945743585,158,3.4345791182933088,3.9265738437257602,219,3.8625608378881577,4.180624343740305,248,8.542887922914153,8.772112164483236,83
1530_deck,15:30,blk2,0.9,0.001168821360015219,0.9872979214780601,4.441228335925881,3.9810054001262283,2.8545039226666855,5.187292419048214,excludes zero,7.379916402823834,7.001262327447486,False,4.603533267285468,5.419833104991268,158,2.183438242555889,2.666481945743585,158,3.4345791182933088,3.9265738437257602,219,3.8276416608368886,4.1456635123046714,248,8.87259724409567,9.100640690493513,83
1530_deck,15:30,blk2,0.95,0.00029399518021746754,0.9907621247113164,4.453094607461972,3.9930017490476364,2.8658947216731487,5.190617999971903,excludes zero,7.402155019273913,7.05576746619521,False,4.663005320966645,5.479138012497886,158,2.0691566833240738,2.5527722070067966,158,3.4345791182933088,3.9265738437257602,219,3.92310988718255,4.241304348457309,248,8.87259724409567,9.100640690493513,83
1530_deck,15:30,blk2,1.0,0.0,1.0,4.530901886580046,4.071734094167578,2.976533805051794,5.239796363756212,excludes zero,7.548107628422602,7.339023790651818,True,4.597068820123626,5.4122492402149,158,2.0685923497345735,2.55047299429015,158,3.4345791182933088,3.9265738437257602,219,4.232347909979955,4.5489471332550275,248,8.87259724409567,9.100640690493513,83
1530_deck,15:30,a0,0.0,0.10782001438443117,0.684757505773672,0.9673095454705917,0.49093223601728486,-0.40113073214990747,1.3383748886725881,includes zero,0.910081373198857,1.0770589334822067,True,-0.45852569763370427,0.3590581255745133,158,-0.2856779614404109,0.2259607814795449,158,1.0919562305160446,1.5559660074809802,219,0.9845561131326578,1.325504439238219,248,1.2458530813677366,1.5509892841057782,83
1530_deck,15:30,a0,0.05,0.09698034858157395,0.7113163972286374,1.0993637358149295,0.6195020073993863,-0.3437559334104352,1.5425026464425537,includes zero,1.1484217092104572,1.2588487872997696,False,-0.325349215082321,0.5054199646668568,158,-0.2856779614404109,0.2259607814795449,158,1.207972531699016,1.6748407190626642,219,1.2461828416292342,1.587024396047448,248,1.3144434494896982,1.6197134901382313,83
1530_deck,15:30,a0,0.1,0.08678166107242065,0.733256351039261,1.3411316930679178,0.8628823635291808,-0.08266748957365107,1.7678431751387054,"knife-edge, includes zero",1.5995958478515215,1.791530051355972,False,0.33542746591282796,1.1630504147790668,158,0.08317839052179955,0.5928503557066487,158,1.0677135628622465,1.5326736681404913,219,1.2208516543741685,1.5629827929803781,248,1.9958232893275658,2.2976911704624996,83
1530_deck,15:30,a0,0.15,0.07720635778762863,0.7551963048498845,1.6743067671363294,1.19711859783516,0.30830199685182996,2.070330190873832,excludes zero,2.219196983759188,2.565331697872032,False,0.5848464483286527,1.41333441035269,158,0.7935508259348287,1.2936358514231303,158,0.8599460542522711,1.3229802647864615,219,1.5912961749279948,1.9338846698490906,248,2.604058023976439,2.906864980103497,83
1530_deck,15:30,a0,0.2,0.06823859517167936,0.7748267898383372,2.080711700176469,1.6036290328122704,0.6592415408664678,2.5510749226662814,excludes zero,2.9727787364771086,3.2875998566466995,False,0.7897033355755505,1.618726034316695,158,0.9409253285997472,1.4392779213135247,158,1.1672566410574408,1.6364657426715186,219,2.5554338312847986,2.8969380046826374,248,2.620143748584818,2.923116787636055,83
1530_deck,15:30,a0,0.25,0.05986417960426465,0.7886836027713626,2.3097376145087805,1.8336418864772592,0.8487226434830223,2.8282430118419253,excludes zero,3.3991724388239444,3.61733845124787,True,1.6694066368348628,2.4940341062533578,158,0.8759284240222982,1.3751098628649405,158,1.2715768567991983,1.741527370837392,219,2.7813490876882736,3.1249297449207942,248,2.620143748584818,2.923116787636055,83
1530_deck,15:30,a0,0.3,0.05207047643365369,0.812933025404157,2.5115650634148987,2.034472643739535,1.0665977211737379,3.018265236444233,excludes zero,3.771468894303358,4.011533139078878,False,1.6172826548514705,2.448515926468868,158,1.2982960588238264,1.788158888157427,158,1.1179767299452361,1.5873072871551575,219,3.0260938637642276,3.3722946402680605,248,3.331637436024524,3.633816053171845,83
1530_deck,15:30,a0,0.35,0.04484632787853141,0.8452655889145496,2.961625085719107,2.485386945616633,1.4932071329372993,3.4705672651420607,excludes zero,4.607365739001218,4.635838344237231,False,2.648184090878952,3.4930980807241188,158,1.3901420698357643,1.8798159809665724,158,0.5903979367729733,1.0502036625010849,219,3.774518392348709,4.106513530350616,248,4.66749837373514,4.958725525107806,83
1530_deck,15:30,a0,0.4,0.03818197912454821,0.8648960739030023,3.0585827718432914,2.583358827735464,1.656666186982917,3.529610456943685,excludes zero,4.788984256735799,4.980261393408833,False,2.456872022869066,3.300718431284112,158,1.3901420698357643,1.8798159809665724,158,1.6867024090567222,2.1628368111009557,219,3.359504308674261,3.6918450418076114,248,4.954234183402333,5.247012312407488,83
1530_deck,15:30,a0,0.45,0.0320690120055592,0.8764434180138568,2.980501777587551,2.5029124107519873,1.5659090165085339,3.48767605187574,excludes zero,4.6398541319120685,4.79784356031391,False,2.456872022869066,3.300718431284112,158,1.0701735643181653,1.5685075350193287,158,1.5583415404030663,2.032338796606763,219,3.453945008271273,3.785597778870103,248,4.860351815353429,5.1529381789825255,83
