context,forecast,lambda,crossed_2020,crossed_2021,crossed_2022,crossed_2023,crossed_2024,Sharpe_crossed,Sharpe_mid
1530_unhedged,xgb,1.0,4.601541883509667,2.073794204134171,3.423461554641985,4.174976963534178,8.789706468974357,4.045597048286795,4.530901879074805
1530_unhedged,lgbm,0.0,0.5792390778788266,1.575650283827166,0.8826495998836692,0.6809934938365748,1.608900315356871,0.9908319133462176,1.4593971326228716
1530_unhedged,lgbm,0.25,1.7533966802767142,2.1906602978665743,1.142545272494861,2.4561379249292044,4.725523989860867,2.241841494043598,2.7155456256504618
1530_unhedged,lgbm,0.5,3.6032522373140403,2.757833084932638,2.1844329276673315,3.712058007571362,7.323822564333976,3.520470925928928,4.0019916568379665
1530_unhedged,lgbm,1.0,4.601541883509667,2.073794204134171,3.423461554641985,4.174976963534178,8.789706468974357,4.045597048286795,4.530901879074805
1530_dh,blk2,0.0,0.5890448334103106,0.17920592775170444,-0.4311776845565388,1.9594010415089578,1.8695034288464725,0.825003905630618,1.2982991853879784
1530_dh,blk2,0.25,1.6785450848149772,1.7597709313632313,1.028628850151752,3.6038657933134233,6.207957219232926,2.572553296456585,3.053483415526961
1530_dh,blk2,0.5,2.379901776084008,2.669567772369229,2.152697238041828,4.850358057685358,7.667952985431133,3.6024739679785216,4.0911279941108685
1530_dh,blk2,1.0,4.469590581870661,2.1275019002878035,3.613459106411588,4.324741606322825,8.445136253305286,4.060579892829567,4.551063163399673
1530_dh,a0,0.0,-0.41348204620202333,-0.36407564719514623,1.0479487521074418,0.86133707817092,1.4066383703102328,0.444298787964745,0.9165607033519505
1530_dh,a0,0.25,1.5997853701371634,1.0118044680208673,1.2402009846030542,3.08781540019097,2.7985582270885723,1.925476998467409,2.4024096188875985
1530_dh,a0,0.5,2.2662048259785164,1.1332471384539768,1.5118275499644953,4.396013255055096,5.21498826121567,2.737354365940909,3.2190513593331618
1530_dh,a0,1.0,4.469590581870661,2.1275019002878035,3.613459106411588,4.324741606322825,8.445136253305286,4.060579892829567,4.551063163399673
1530_dh,xgb,0.0,0.370264885362531,1.6244785859228712,0.7426914512755375,1.3604304020179738,0.35528356588072485,0.9911889579160199,1.4647345747115923
1530_dh,xgb,0.25,1.6610472170481174,2.2166098074071083,1.4937969073230273,3.163994366975312,4.829263158057354,2.5045182376794775,2.9851975732480724
1530_dh,xgb,0.5,3.302585842149972,2.725945094348484,2.6388898297588903,4.672213056819215,6.683145128590365,3.739210340083743,4.228403975436818
1530_dh,xgb,1.0,4.469590581870661,2.1275019002878035,3.613459106411588,4.324741606322825,8.445136253305286,4.060579892829567,4.551063163399673
1530_dh,lgbm,0.0,0.5597121214922638,1.493005528504305,0.7850147317809526,0.8296871384207058,1.7228111451341592,1.014534505205261,1.4884150091579376
1530_dh,lgbm,0.25,1.5266583446410236,2.4799605142011414,1.1427552697133752,2.883736630277767,4.912124478944711,2.4035212602640534,2.883260821403722
1530_dh,lgbm,0.5,3.459582538006104,3.0596997271437694,2.153059303688903,4.007898879915502,7.117066279884626,3.610982390634303,4.098298874791928
1530_dh,lgbm,1.0,4.469590581870661,2.1275019002878035,3.613459106411588,4.324741606322825,8.445136253305286,4.060579892829567,4.551063163399673
1500_unhedged,blk2,0.0,-1.1243384853380864,-0.677664619498957,-0.010853920413656707,-0.7578944929514511,-2.77129451161172,-0.9344484118252874,1.3584433490460244
1500_unhedged,blk2,0.25,-0.7565155464559763,0.6585765789930985,0.6558910131583893,1.5311523138808463,0.6225298790461569,0.681244570420516,3.0246360336671674
1500_unhedged,blk2,0.5,-0.36460397900640495,1.9447253437768501,1.4321707290107601,3.421221671607372,6.720770031561817,2.517929184080947,4.929411453103524
1500_unhedged,blk2,1.0,0.6240752515530292,2.4123325718703716,2.118367663398081,3.2102710305637308,7.85929649277772,2.964548453282945,5.390786639050014
1500_unhedged,a0,0.0,-1.2072516322542317,-0.40842074257013605,0.391663729070508,-1.5058738743316158,-3.7049847794575936,-1.203727494460531,1.0819873278813108
1500_unhedged,a0,0.25,-1.4818851012045884,0.1789886175267118,0.29916133760759933,0.9984283541559198,0.7469526296017722,0.2657273274975653,2.5930494289777046
1500_unhedged,a0,0.5,-0.507977555415314,1.8362241736408023,0.647719730037323,3.4707003401510086,5.657515830191991,2.2078677834962406,4.605643475393639
1500_unhedged,a0,1.0,0.6240752515530292,2.4123325718703716,2.118367663398081,3.2102710305637308,7.85929649277772,2.964548453282945,5.390786639050014
1500_unhedged,xgb,0.0,-1.5062854221846573,-0.51365323730053,-0.1694851581292974,-2.250626398159795,-1.9863135889306949,-1.3692555929470598,0.9138015863832802
1500_unhedged,xgb,0.25,-1.6724498615509156,0.5267586925570923,0.4870717799416582,-0.2192872630865328,1.1090309009597217,-0.01592789552758866,2.3014511545091456
1500_unhedged,xgb,0.5,-1.0635010012640884,1.88303504867545,1.4967215150424866,3.1550705633234264,7.156630542208712,2.363899534652923,4.767188423256724
1500_unhedged,xgb,1.0,0.6240752515530292,2.4123325718703716,2.118367663398081,3.2102710305637308,7.85929649277772,2.964548453282945,5.390786639050014
1500_unhedged,lgbm,0.0,-1.6988488731444529,-0.7005398660386433,0.07933591170433851,-1.9156475706186176,-2.0325413442891955,-1.282515524702268,1.001352858567795
1500_unhedged,lgbm,0.25,-0.979532884434389,1.3822812518247642,0.524832718775661,0.1517563536274329,0.9197599544614539,0.3371917356521767,2.664050247082495
1500_unhedged,lgbm,0.5,-1.0635009926891352,1.88303504867545,1.4836817182131756,3.403282181468222,7.156630542208712,2.439409426405306,4.847266021492281
1500_unhedged,lgbm,1.0,0.6240752515530292,2.4123325718703716,2.118367663398081,3.2102710305637308,7.85929649277772,2.964548453282945,5.390786639050014
1500_dh,blk2,0.0,0.32103147121236314,1.7949967871166033,2.2274419627262305,-0.2696176263063716,0.4722134893461108,0.796545600142689,1.3303492087372726
1500_dh,blk2,0.25,0.4136286590266752,2.220724188967713,3.058454537118583,1.4482229064938175,0.5646494816780551,1.5797700193082647,2.117361989506027
1500_dh,blk2,0.5,0.4582145872157188,2.8516003127112133,3.590418255932148,2.911212723124493,3.7207879907931543,2.6307584262160146,3.176222279840261
1500_dh,blk2,1.0,1.580430394373839,2.654427981476509,3.8899525613793138,3.711354843785302,4.973728929080423,3.251532936780498,3.8028249828147196
1500_dh,a0,0.0,0.3574546033017775,1.7570035743141619,2.3143830986104157,-1.1599623286450609,-3.417422783556535,0.07196462816234939,0.6041449977002742
1500_dh,a0,0.25,0.4813263972906878,2.053307243208025,3.061684961283195,0.49917731635127316,0.37446916094779864,1.2498384558777254,1.7857592200289643
1500_dh,a0,0.5,0.7516374662739458,2.8490205564053936,3.435869796674931,2.5231539489531443,2.2415603858749518,2.3632224506893302,2.90668448593691
1500_dh,a0,1.0,1.580430394373839,2.654427981476509,3.8899525613793138,3.711354843785302,4.973728929080423,3.251532936780498,3.8028249828147196
1500_dh,xgb,0.0,0.751050928607064,1.4416550276226192,2.484875642161077,-1.917336180375541,0.21512430056447762,0.3302512974589541,0.8627827139305284
1500_dh,xgb,0.25,0.44910173678158327,2.321711894863618,3.099502848449116,0.19519292867884347,1.465370503158489,1.3424160826477214,1.878636585782093
1500_dh,xgb,0.5,0.589789814032383,2.68185173340778,3.6489911247773534,2.6109683824242635,3.91647314721544,2.5680351602773306,3.113379396345834
1500_dh,xgb,1.0,1.580430394373839,2.654427981476509,3.8899525613793138,3.711354843785302,4.973728929080423,3.251532936780498,3.8028249828147196
1500_dh,lgbm,0.0,0.06924470735573371,1.6979885467438331,2.819470679369187,-1.16353869039479,0.3004949481137981,0.5491134137906553,1.082204605471019
1500_dh,lgbm,0.25,0.19808216784622254,2.893355743815738,3.119302122153898,0.19987625348614674,1.2590240910002237,1.3791701822896245,1.9154510667324174
1500_dh,lgbm,0.5,0.8224544135461267,2.68185173340778,4.107477140119756,2.6765417022660296,3.91647314721544,2.7166192608670414,3.2632553704597465
1500_dh,lgbm,1.0,1.580430394373839,2.654427981476509,3.8899525613793138,3.711354843785302,4.973728929080423,3.251532936780498,3.8028249828147196
