context,forecast,lambda,crossed_2020,crossed_2021,crossed_2022,crossed_2023,crossed_2024,Sharpe_crossed,Sharpe_mid
1530_deck,blk2,0.0,0.5582199890725718,0.43947239667114796,-0.3321432614603738,1.8559736581691122,1.8022210663237026,0.8695876808926679,1.3383216004229939
1530_deck,blk2,0.25,1.6231000117081333,1.7851675582936781,1.0191532616029584,3.7675343164574575,6.325144028931391,2.631964817628276,3.0935278495537712
1530_deck,blk2,0.5,2.3988437788959236,2.4973020223875886,2.14304464248861,4.805391096619833,7.776502609746455,3.5782404756820028,4.045993054959154
1530_deck,blk2,1.0,4.597068820123626,2.0685923497345735,3.4345791182933088,4.232347909979955,8.87259724409567,4.071734094167578,4.530901886580046
1530_deck,a0,0.0,-0.45852569763370427,-0.2856779614404109,1.0919562305160446,0.9845561131326578,1.2458530813677366,0.49093223601728486,0.9673095454705917
1530_deck,a0,0.25,1.6694066368348628,0.8759284240222982,1.2715768567991983,2.7813490876882736,2.620143748584818,1.8336418864772592,2.3097376145087805
1530_deck,a0,0.5,2.304169277418233,1.224098690326901,1.5583415404030663,4.134283712855605,5.193262828221871,2.7318589117240966,3.2102203518493613
1530_deck,a0,1.0,4.597068820123626,2.0685923497345735,3.4345791182933088,4.232347909979955,8.87259724409567,4.071734094167578,4.530901886580046
1530_deck,xgb,0.0,0.4800996891404314,1.645635555024686,0.8334887140502686,1.3858635780617299,0.1883151176673511,1.0215325976383653,1.4980323951467007
1530_deck,xgb,0.25,1.7750539831434713,1.8290607760113429,1.5641064283925796,2.8935798464204465,4.619389704977462,2.363639138560528,2.8425313828274428
1530_deck,xgb,0.5,3.446821975709426,2.5780623384546915,2.68475013280769,4.4721115525968695,6.952421064315443,3.732714925298511,4.204556618109404
1530_deck,xgb,1.0,4.597068820123626,2.0685923497345735,3.4345791182933088,4.232347909979955,8.87259724409567,4.071734094167578,4.530901886580046
1530_deck,lgbm,0.0,0.5161911584274094,1.5454834145722554,0.9094896939926503,0.7059893690515682,1.5775210492825449,0.9818045726793189,1.4593971219265764
1530_deck,lgbm,0.25,1.6967528148286242,2.186286785103477,1.1616999762491944,2.4836692683183537,4.717683091226404,2.2395830983885086,2.7155456096109565
1530_deck,lgbm,0.5,3.5589554740519485,2.7580003038638274,2.1949001477091588,3.7543738744284174,7.38523669478025,3.5303971689427,4.001991652645859
1530_deck,lgbm,1.0,4.597068820123626,2.0685923497345735,3.4345791182933088,4.232347909979955,8.87259724409567,4.071734094167578,4.530901886580046
1530_unhedged,blk2,0.0,0.5948965926006622,0.4738254931142439,-0.3813931273343151,1.8176593345998056,1.8255720422499377,0.870028547104673,1.3383216111351313
1530_unhedged,blk2,0.25,1.6551515090973064,1.7911248472690209,0.994057758088529,3.7102387198663456,6.270875692699123,2.6172122326099863,3.093527860973551
1530_unhedged,blk2,0.5,2.457462815524141,2.4929082331666916,2.129921720127327,4.743234517389632,7.68023991769128,3.5626666469988635,4.045993053160174
1530_unhedged,blk2,1.0,4.601541883509667,2.073794204134171,3.423461554641985,4.174976963534178,8.789706468974357,4.045597048286795,4.530901879074805
1530_unhedged,a0,0.0,-0.40268100854246136,-0.2475010073817252,1.066092968936139,0.9661213535753137,1.2839625777811734,0.5000195930359304,0.967309554164203
1530_unhedged,a0,0.25,1.71762400511656,0.9009441377985445,1.2511570703379378,2.759799550017344,2.6526422630457476,1.838259654813416,2.3097376327409127
1530_unhedged,a0,0.5,2.3641976488911283,1.2477231229019754,1.5410060644912364,4.088861926897019,5.20432971178245,2.7336191213592307,3.2102203660700863
1530_unhedged,a0,1.0,4.601541883509667,2.073794204134171,3.423461554641985,4.174976963534178,8.789706468974357,4.045597048286795,4.530901879074805
1530_unhedged,xgb,0.0,0.5341693182812042,1.6760558867719175,0.805379868641752,1.3619183435306041,0.22805816795278233,1.0296083181290336,1.4980324038023247
1530_unhedged,xgb,0.25,1.8352685261372996,1.8446290220634187,1.5500906903699152,2.865112279734174,4.62805834380479,2.367722856829211,2.8425313991090575
1530_unhedged,xgb,0.5,3.4930080217147803,2.5814217664832566,2.680189636190913,4.419201530626423,6.899025524923122,3.720678433155238,4.204556615512694
