context,clock,rung,n_days,n_book_days,sign_agreement_with_a,n_sign_flips_vs_a,QLIKE,hit_sign,MZ_intercept,MZ_slope,MZ_intercept_log,MZ_slope_log,mean_ratio,ratio_of_means,pct_buy,mean_mid,Sharpe_mid,t_mid,hit_mid,MaxDD_mid,um_mean_mid,um_Sharpe_mid,mean_crossed,Sharpe_crossed,t_crossed,hit_crossed,MaxDD_crossed,um_mean_crossed,um_Sharpe_crossed
1530_deck,15:30,"(a) ridge, deck MZ map",672,866,1.0,0,0.09264140170521767,0.6636904761904762,1.0496894155980761e-06,0.7680445230283184,-0.49712247854573555,0.970233964223598,0.9609859093200884,0.9186090054110714,38.69047619047619,0.10042244630732992,1.4222376782503914,2.322504403116064,0.5535714285714286,-12.608080073152074,0.13508932437417065,1.556567830584918,0.07320094760500859,1.0392506067653824,1.697089134301999,0.5476190476190477,-14.609724792392502,0.10771093153537256,1.2339832766106575
1530_deck,15:30,(b) p35 C2 combination,672,866,1.0,0,0.08681938345170866,0.6636904761904762,4.396889637691992e-07,0.7582815747389924,-0.8867108636643497,0.9455073766461332,0.8642120083406792,0.8141796462421834,38.69047619047619,0.10042244630732992,1.4222376782503914,2.322504403116064,0.5535714285714286,-12.608080073152074,0.14581466320230338,1.6093475081962312,0.07320094760500859,1.0392506067653824,1.697089134301999,0.5476190476190477,-14.609724792392502,0.116934021282178,1.2844738217621252
1530_deck,15:30,(c) (b) + causal recalibration,672,866,0.6488095238095238,236,0.07691323281897107,0.7202380952380952,4.358346008518427e-07,0.9187305871267059,-0.6204054083099724,0.9527753566441763,1.0408454550019093,0.9858193963285091,3.571428571428571,0.037365452700812866,0.5273669213957435,0.8611865764280109,0.6220238095238095,-19.78699911134754,0.0886184764426942,1.1451976613395347,0.009423523232205657,0.12897431430574474,0.21061417331627696,0.6160714285714286,-22.145461099900245,0.0636590679212583,0.8038575136862878
1530_deck,15:30,control: always short,672,866,0.6130952380952381,260,,,,,,,,,0.0,0.0314511914960664,0.44382298152096483,0.7247598938980342,0.625,-19.294502474104423,,,0.003429580304076651,0.04686753338897299,0.07653436153722497,0.6205357142857143,-24.925935505401647,,
1530_unhedged,15:30,"(a) ridge, deck MZ map",672,866,1.0,0,0.09264140170521767,0.6636904761904762,1.0496894155980761e-06,0.7680445230283184,-0.49712247854573555,0.970233964223598,0.9609859093200884,0.9186090054110714,38.69047619047619,0.10042244709613443,1.422237691823618,2.32250442528105,0.5535714285714286,-12.60807971538944,0.13508932636490353,1.5565678657618756,0.07247163516079909,1.026316607502023,1.6759680019494894,0.5476190476190477,-14.569068777334978,0.10651336949222986,1.229277860536003
1530_unhedged,15:30,(b) p35 C2 combination,672,866,1.0,0,0.08681938345170867,0.6636904761904762,4.3968896376920257e-07,0.7582815747389919,-0.8867108636643497,0.9455073766461332,0.8642120083406792,0.8141796462421834,38.69047619047619,0.10042244709613443,1.422237691823618,2.32250442528105,0.5535714285714286,-12.60807971538944,0.1458146651067492,1.6093475417520617,0.07247163516079909,1.026316607502023,1.6759680019494894,0.5476190476190477,-14.569068777334978,0.11569526777060897,1.27894178292472
1530_unhedged,15:30,(c) (b) + causal recalibration,672,866,0.6488095238095238,236,0.07691323281897107,0.7202380952380952,4.3583460085184183e-07,0.9187305871267061,-0.6204054083099724,0.9527753566441763,1.0408454550019093,0.9858193963285091,3.571428571428571,0.037365452853489266,0.5273669244043355,0.861186581341021,0.6220238095238095,-19.786999100158468,0.08861847771385631,1.1451976866141855,0.009414640103859031,0.13285912375001308,0.21695804057387863,0.6160714285714286,-21.35460609054239,0.06205340536665232,0.8030175932361487
1530_unhedged,15:30,control: always short,672,866,0.6130952380952381,260,,,,,,,,,0.0,0.031451191940642546,0.4438229885157749,0.7247599053205113,0.625,-19.294502663783515,,,0.0035003792651416973,0.049391994507072975,0.08065678928045221,0.6205357142857143,-24.344300361214923,,
1530_dh,15:30,"(a) ridge, deck MZ map",672,866,1.0,0,0.09264140170521767,0.6636904761904762,1.0496894155980761e-06,0.7680445230283184,-0.49712247854573555,0.970233964223598,0.9609859093200884,0.9186090054110714,38.69047619047619,0.09406468146389768,1.3514721538884655,2.206944785737923,0.5580357142857143,-13.44559519453862,0.12673815608892777,1.4824306558591884,0.06611386952856232,0.9496776804838054,1.550817158196801,0.5476190476190477,-15.582868442885587,0.0981621992162541,1.1498880812636691
1530_dh,15:30,(b) p35 C2 combination,672,866,1.0,0,0.08681938345170867,0.6636904761904762,4.3968896376920257e-07,0.7582815747389919,-0.8867108636643497,0.9455073766461332,0.8642120083406792,0.8141796462421834,38.69047619047619,0.09406468146389768,1.3514721538884655,2.206944785737923,0.5580357142857143,-13.44559519453862,0.13719582521330836,1.5379506129414926,0.06611386952856232,0.9496776804838054,1.550817158196801,0.5476190476190477,-15.582868442885587,0.10707642787716813,1.2020754989931464
