context,clock,rung,n_days,n_book_days,sign_agreement_with_a,n_sign_flips_vs_a,QLIKE,hit_sign,MZ_intercept,MZ_slope,MZ_intercept_log,MZ_slope_log,mean_ratio,ratio_of_means,pct_buy,mean_mid,Sharpe_mid,t_mid,hit_mid,MaxDD_mid,um_mean_mid,um_Sharpe_mid,mean_crossed,Sharpe_crossed,t_crossed,hit_crossed,MaxDD_crossed,um_mean_crossed,um_Sharpe_crossed
1530_dh,15:30,(c) (b) + causal recalibration,672,866,0.6488095238095238,236,0.07691323281897107,0.7202380952380952,4.3583460085184183e-07,0.9187305871267061,-0.6204054083099724,0.9527753566441763,1.0408454550019093,0.9858193963285091,3.571428571428571,0.045605037771371607,0.6534177896354969,1.0670267823094708,0.6264880952380952,-18.327056939296234,0.09408530520208462,1.2084118205074208,0.017654225021741386,0.2528561207320417,0.4129123160887207,0.6130952380952381,-19.894663929680153,0.06752023285488062,0.8683070538260635
1530_dh,15:30,control: always short,672,866,0.6130952380952381,260,,,,,,,,,0.0,0.03940408142871314,0.5644506487715256,0.9217440496487749,0.6294642857142857,-18.44976198260563,,,0.011453268753212321,0.1640260566097836,0.2678534288098918,0.6160714285714286,-21.299507913014892,,
1500_unhedged,15:00,"(a) ridge, deck MZ map",673,866,1.0,0,0.13265730305332862,0.6939078751857355,2.774624073162855e-07,0.9855978556744597,-0.356297211027508,0.9776499247038491,1.0604352067299456,1.040082594660123,25.11144130757801,0.024759050145427463,0.9917263129502115,1.6206868114748834,0.6181277860326895,-7.048496571532933,0.03949539058776226,1.356036583627669,-0.02155183775402215,-0.8593392606458627,-1.4043388666054755,0.575037147102526,-17.62762410897912,-0.0036239427301182135,-0.12313010451133306
1500_unhedged,15:00,(b) p35 C2 combination,673,866,1.0,0,0.10454154555575107,0.6939078751857355,-5.506208738347511e-07,1.0329499314985107,0.5078886185061098,1.057704452381838,0.887356948712692,0.9356791268109431,25.11144130757801,0.024759050145427463,0.9917263129502115,1.6206868114748834,0.6181277860326895,-7.048496571532933,0.038214315723808547,1.3448596515263704,-0.02155183775402215,-0.8593392606458627,-1.4043388666054755,0.575037147102526,-17.62762410897912,-0.0032949027135022665,-0.11469483524034875
1500_unhedged,15:00,(c) (b) + causal recalibration,673,866,0.7919762258543833,140,0.09924171761101058,0.8008915304606241,-6.423353680446845e-07,1.2763053189095022,0.7626410016637095,1.062009015066347,1.0710049537012594,1.1382643877428587,4.3090638930163445,0.05410527085161228,2.1833618654825058,3.568066848542259,0.7043090638930164,-5.946745072364557,0.04879383292056711,1.72640611934017,0.0077943822796049216,0.3094255549630379,0.5056656352800316,0.6567607726597325,-7.455032388240308,0.006889707078871684,0.23886031951364575
1500_unhedged,15:00,control: always short,673,866,0.7488855869242199,169,,,,,,,,,0.0,0.062295718124170084,2.521670165832433,4.120932889737172,0.7265973254086181,-5.946745072364557,,,0.01598483016216747,0.6346291422524849,1.0371158530285525,0.6775631500742942,-8.0036110287107,,
1500_dh,15:00,"(a) ridge, deck MZ map",673,866,1.0,0,0.13265730305332862,0.6939078751857355,2.774624073162855e-07,0.9855978556744597,-0.356297211027508,0.9776499247038491,1.0604352067299456,1.040082594660123,25.11144130757801,0.0697830073440781,1.4251183664169662,2.3289394574716322,0.5646359583952452,-17.588656767658158,0.07720851748623732,1.3143213306351402,0.04769285545586201,0.9748822592676097,1.5931601286605914,0.5601783060921248,-18.917137330651737,0.05668655860986331,0.9665937976469242
1500_dh,15:00,(b) p35 C2 combination,673,866,1.0,0,0.10454154555575107,0.6939078751857355,-5.506208738347511e-07,1.0329499314985107,0.5078886185061098,1.057704452381838,0.887356948712692,0.9356791268109431,25.11144130757801,0.0697830073440781,1.4251183664169662,2.3289394574716322,0.5646359583952452,-17.588656767658158,0.07300818070144484,1.2775499026100945,0.04769285545586201,0.9748822592676097,1.5931601286605914,0.5601783060921248,-18.917137330651737,0.053254138374498196,0.9333308599458404
1500_dh,15:00,(c) (b) + causal recalibration,673,866,0.7919762258543833,140,0.09924171761101058,0.8008915304606241,-6.423353680446845e-07,1.2763053189095022,0.7626410016637095,1.062009015066347,1.0710049537012594,1.1382643877428587,4.3090638930163445,0.08954741222072374,1.8335411744569745,2.9963871694586897,0.612184249628529,-19.455064128684803,0.09786096346600398,1.784196003917632,0.06745725965994989,1.3815532206646002,2.257744959313363,0.6077265973254086,-21.594943822049018,0.07806445758958765,1.424592956811854
1500_dh,15:00,control: always short,673,866,0.7488855869242199,169,,,,,,,,,0.0,0.10263561085158665,2.1059481301668868,3.441556723506049,0.6285289747399703,-17.073969069005287,,,0.08054545890081753,1.6529955727094097,2.7013381505901495,0.6225854383358098,-19.06402287483128,,
