context,clock,forecast,family,rung,n_days,n_draws,sigma_log_resid,QLIKE,QLIKE_sd_draws,hit_sign,hit_sign_sd_draws,MZ_intercept,MZ_intercept_sd_draws,MZ_slope,MZ_slope_sd_draws,MZ_intercept_log,MZ_intercept_log_sd_draws,MZ_slope_log,MZ_slope_log_sd_draws,mean_ratio,mean_ratio_sd_draws,ratio_of_means,ratio_of_means_sd_draws,pct_buy,pct_buy_sd_draws,mean_mid,mean_mid_sd_draws,Sharpe_mid,Sharpe_mid_sd_draws,t_mid,t_mid_sd_draws,hit_mid,hit_mid_sd_draws,MaxDD_mid,MaxDD_mid_sd_draws,um_mean_mid,um_mean_mid_sd_draws,um_Sharpe_mid,um_Sharpe_mid_sd_draws,mean_crossed,mean_crossed_sd_draws,Sharpe_crossed,Sharpe_crossed_sd_draws,t_crossed,t_crossed_sd_draws,hit_crossed,hit_crossed_sd_draws,MaxDD_crossed,MaxDD_crossed_sd_draws,um_mean_crossed,um_mean_crossed_sd_draws,um_Sharpe_crossed,um_Sharpe_crossed_sd_draws,dSharpe_mid,dSharpe_mid_lo,dSharpe_mid_hi,dSharpe_mid_reading,Sharpe_mid_lo,Sharpe_mid_hi,Sharpe_mid_reading,dSharpe_crossed,dSharpe_crossed_lo,dSharpe_crossed_hi,dSharpe_crossed_reading,Sharpe_crossed_lo,Sharpe_crossed_hi,Sharpe_crossed_reading,declared_grid
1530_deck,15:30,blk2,lambda,0.0,866,1,0.4608790587341316,0.10999130240054672,0.0,0.6593533487297921,0.0,1.552184736148921e-06,0.0,0.7757224626089452,0.0,-0.6455352210889291,0.0,0.9595767999418552,0.0,0.9533488801184127,0.0,0.897376310072768,0.0,39.95381062355658,0.0,0.0947363520468904,0.0,1.3383216004229939,0.0,2.480956577175688,0.0,0.5438799076212472,0.0,-17.702163982122265,0.0,0.107763556010055,0.0,1.4257091896070928,0.0,0.06136656537073233,0.0,0.8695876808926679,0.0,1.6120260449056047,0.0,0.5323325635103926,0.0,-22.180541426045544,0.0,0.08215399379834495,0.0,1.0776036744500204,0.0,0.0,0.0,0.0,includes zero,0.23869974297213173,2.3632938765675013,excludes zero,0.0,0.0,0.0,includes zero,-0.24554706161669546,1.9207609672529404,includes zero,True
1530_deck,15:30,blk2,lambda,0.1,866,1,0.4608790587341316,0.08925871914837204,0.0,0.7055427251732102,0.0,1.231444920241712e-06,0.0,0.8200222002936739,0.0,-0.35636221547289537,0.0,0.9822144033295812,0.0,0.9482805390944519,0.0,0.9188470230491194,0.0,37.41339491916859,0.0,0.17110914589178292,0.0,2.436918521213993,0.0,4.5175158432294795,0.0,0.5739030023094688,0.0,-17.702163982122265,0.0,0.13891034034402816,0.0,1.8947846671965372,0.0,0.13781174906111404,0.0,1.9763865715939954,0.0,3.663789975659118,0.0,0.5623556581986143,0.0,-21.81420374646362,0.0,0.11405996384622377,0.0,1.541341960620279,0.0,1.0985969207909994,0.5027435170182183,1.7116444959139852,excludes zero,1.4137514772438327,3.4040673357059434,excludes zero,1.1067988907013275,0.5039965184779391,1.7261500807505377,excludes zero,0.9116223214460131,2.98282695250881,excludes zero,True
1530_deck,15:30,blk2,lambda,0.2,866,1,0.4608790587341316,0.07074842847757992,0.0,0.75635103926097,0.0,9.072700971554043e-07,0.0,0.8639903559974137,0.0,-0.11419652332171104,0.0,1.0009168479831116,0.0,0.9454344906518733,0.0,0.9383447922257294,0.0,33.71824480369515,0.0,0.1976058388150315,0.0,2.8254253702966894,0.0,5.237722871349533,0.0,0.5854503464203233,0.0,-15.702163982122267,0.0,0.1700941135949444,0.0,2.4231328373678305,0.0,0.1642459242148842,0.0,2.3621395952676036,0.0,4.37889201163161,0.0,0.5739030023094688,0.0,-19.344245132021673,0.0,0.14563350982677814,0.0,2.057974955770138,0.0,1.4871037698736955,0.8232918750094448,2.1818541519220416,excludes zero,1.8036927977357702,3.7893014308686235,excludes zero,1.4925519143749357,0.8225073225473708,2.1839969808202624,excludes zero,1.3043228809651986,3.357256400726216,excludes zero,True
1530_deck,15:30,blk2,lambda,0.25,866,1,0.4608790587341316,0.062309064229801196,0.0,0.7771362586605081,0.0,7.462106642724213e-07,0.0,0.8855505918623188,0.0,-0.01182009923952343,0.0,1.008708247747257,0.0,0.9448272475182007,0.0,0.9472884461787353,0.0,32.79445727482679,0.0,0.21569848280191342,0.0,3.0935278495537712,0.0,5.734726438399288,0.0,0.5946882217090069,0.0,-14.970765098379863,0.0,0.18367777173928082,0.0,2.6566979738488885,0.0,0.18231795733857784,0.0,2.631964817628276,0.0,4.879089168945684,0.0,0.5831408775981525,0.0,-18.62743828411071,0.0,0.1593190992496422,0.0,2.288197057472477,0.0,1.7552062491307774,1.0069065370504575,2.5457254815341908,excludes zero,2.1164177550115535,4.03896424410606,excludes zero,1.7623771367356083,1.0038698548141438,2.5453691264926914,excludes zero,1.5833641552007052,3.6086269519782785,excludes zero,False
1530_deck,15:30,blk2,lambda,0.3,866,1,0.4608790587341316,0.05440660549109655,0.0,0.7967667436489607,0.0,5.875691947407853e-07,0.0,0.9066185597372376,0.0,0.07766322617950294,0.0,1.0154276793702144,0.0,0.9447569098936021,0.0,0.9556608392561661,0.0,31.293302540415702,0.0,0.22032397753864608,0.0,3.1624733731798247,0.0,5.862536413410389,0.0,0.5981524249422633,0.0,-11.835656369271568,0.0,0.19695417024827805,0.0,2.8692711624278164,0.0,0.18691887389466524,0.0,2.698616843902345,0.0,5.002647499704503,0.0,0.5889145496535797,0.0,-14.62743828411071,0.0,0.1724968926550068,0.0,2.498562564390213,0.0,1.8241517727568308,1.0427501652393119,2.659387476659288,excludes zero,2.2499711948629493,4.048159056764105,excludes zero,1.8290291630096769,1.0424044600042648,2.6519122885592705,excludes zero,1.7446692366546834,3.6005580844935325,excludes zero,True
1530_deck,15:30,blk2,lambda,0.4,866,1,0.4608790587341316,0.04019847759668624,0.0,0.8521939953810623,0.0,2.8446709495695734e-07,0.0,0.9464762934641879,0.0,0.21717469833697223,0.0,1.0255951037475717,0.0,0.9462130242274058,0.0,0.9705906672593894,0.0,28.290993071593533,0.0,0.24920116434855946,0.0,3.5969844183499746,0.0,6.668025195052746,0.0,0.6120092378752887,0.0,-11.293385188667273,0.0,0.21415735097769217,0.0,3.16179500948048,0.0,0.21557141550445588,0.0,3.126705776092278,0.0,5.796231083498601,0.0,0.6016166281755196,0.0,-14.994714462193011,0.0,0.18986131351094857,0.0,2.7938438264523113,0.0,2.2586628179269805,1.3019410223354617,3.228027756902732,excludes zero,2.659006940470974,4.530069132748974,excludes zero,2.25711809519961,1.2902962639525033,3.216442557731822,excludes zero,2.1492835136412647,4.081813700423342,excludes zero,True
1530_deck,15:30,blk2,lambda,0.5,866,1,0.4608790587341316,0.02810725046261365,0.0,0.8810623556581986,0.0,1.493440957774534e-08,0.0,0.9816550166654905,0.0,0.3036214491885847,0.0,1.0313770321664053,0.0,0.9497860393215466,0.0,0.9829371158738623,0.0,27.713625866050805,0.0,0.27850880449488113,0.0,4.045993054959154,0.0,7.50038935165916,0.0,0.6200923787528868,0.0,-8.967111291895387,0.0,0.24038232237857937,0.0,3.4432467067361996,0.0,0.2448825717472801,0.0,3.5782404756820028,0.0,6.633278010347954,0.0,0.6096997690531177,0.0,-12.562644215268481,0.0,0.21528047412861884,0.0,3.084601067373592,0.0,2.70767145453616,1.5495868390842662,3.9020109051696847,excludes zero,2.9896390085992017,5.155868905576665,excludes zero,2.7086527947893346,1.5427288418262146,3.9009994877248526,excludes zero,2.4712858832934783,4.727922808263938,excludes zero,True
1530_deck,15:30,blk2,lambda,0.6,866,1,0.4608790587341316,0.01813333321877726,0.0,0.9087759815242494,0.0,-1.9919317362874773e-07,0.0,1.0097809092059276,0.0,0.33760019991913737,0.0,1.0328393314414515,0.0,0.9554763643059238,0.0,0.9925138309056807,0.0,26.558891454965355,0.0,0.28175077650090274,0.0,4.0962105495325005,0.0,7.593481642340002,0.0,0.6200923787528868,0.0,-11.055734525281784,0.0,0.26236110573711374,0.0,3.649717278002247,0.0,0.24808507855615136,0.0,3.6238583280107353,0.0,6.7178435667402505,0.0,0.6096997690531177,0.0,-14.768518949480749,0.0,0.23650888138757162,0.0,3.300221504199943,0.0,2.757888949109507,1.5638897616147454,4.07346218861634,excludes zero,2.9719662490673695,5.275798803002528,excludes zero,2.7542706471180676,1.5559138356055344,4.05718842776674,excludes zero,2.459181974817627,4.832638538540819,excludes zero,True
1530_deck,15:30,blk2,lambda,0.7,866,1,0.4608790587341316,0.010293837199737463,0.0,0.9480369515011547,0.0,-3.323109116042399e-07,0.0,1.0281481123869323,0.0,0.32093041430220737,0.0,1.0301477220784687,0.0,0.9633011105150973,0.0,0.9991491301260171,0.0,25.635103926096996,0.0,0.2931051721485561,0.0,4.273011745268712,0.0,7.921232527684485,0.0,0.6247113163972287,0.0,-9.789166523425294,0.0,0.2844111746684164,0.0,3.7013921534268057,0.0,0.2594365668393509,0.0,3.8010384525663605,0.0,7.046296903533254,0.0,0.6143187066974596,0.0,-10.719550813578053,0.0,0.2572914972633328,0.0,3.3745231378827873,0.0,2.9346901448457183,1.6555513657517575,4.329359533481368,excludes zero,3.208571357485893,5.38946316556004,excludes zero,2.931450771673693,1.650158412559364,4.320670037298115,excludes zero,2.7012826117393662,4.922105714553201,excludes zero,True
1530_deck,15:30,blk2,lambda,0.75,866,1,0.4608790587341316,0.007184345628642979,0.0,0.9618937644341802,0.0,-3.600804833768295e-07,0.0,1.032805543126352,0.0,0.2944680649130458,0.0,1.0273200907441649,0.0,0.9680237400581094,0.0,1.0013151410330288,0.0,25.86605080831409,0.0,0.30141016214468197,0.0,4.4032734744196835,0.0,8.162709384659099,0.0,0.6270207852193995,0.0,-10.603211348793778,0.0,0.2903482970174329,0.0,3.6998939003292395,0.0,0.2679168725141072,0.0,3.94122427955885,0.0,7.306170875076346,0.0,0.6166281755196305,0.0,-11.458906727652526,0.0,0.26298179076302547,0.0,3.3834081643404486,0.0,3.06495187399669,1.7116408798591451,4.647531913503774,excludes zero,3.2840395364754538,5.61062858615936,excludes zero,3.071636598666182,1.707349776815994,4.641428459158025,excludes zero,2.8013450122648895,5.155755131755841,excludes zero,False
