forecast,description,causal,sample,clock,h_rem,n,QLIKE,bias_log_f_over_realized,mean_f_over_mean_realized,median_forecast,median_realized
blk2_R2,(3) honest rest-of-session regression R2 on blk2,True,daily_era,pooled_1100_1500,,4401,0.23992763733954625,0.1822437717622833,1.0668142512244978,2.0513205577746698e-05,1.6256968794534634e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,whole,11:00,5.0,865,0.17324335105434427,0.11041736855342595,1.0427665772979937,3.273678086589764e-05,2.9383204838156277e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,whole,11:30,4.5,865,0.18394556489908165,0.0926270804933808,1.0314716482058686,2.784368939669588e-05,2.545178716617309e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,whole,12:00,4.0,865,0.20924719048219545,0.1534922430924403,1.0846162795638872,2.6156181815274e-05,2.2426958602680932e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,whole,12:30,3.5,865,0.22570864664264173,0.1308905977317647,1.0602390971003617,2.318674535268027e-05,1.956155500642812e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,whole,13:00,3.0,865,0.23739966009701852,0.18013045922529078,1.1195398329951274,2.1445913802890015e-05,1.726412396688223e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,whole,13:30,2.5,865,0.2579757738085354,0.14674979261933627,0.9835150444389659,1.7872675890140298e-05,1.467090514814524e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,whole,14:00,2.0,865,0.2940070236456945,0.16323860882276725,0.9898907127646094,1.554876150382422e-05,1.2667522000638138e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,whole,14:30,1.5,865,0.1404981472498667,0.14282908637158684,0.9949186879960015,1.2023519164163208e-05,1.0065850541811473e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,whole,15:00,1.0,865,0.106268754348213,0.06992841335202536,0.9374629824872913,8.009756116436222e-06,7.284856548096873e-06
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,whole,15:30,0.5,865,0.10389992629575699,0.10681251570213927,1.0291773671165145,4.564091272496071e-06,4.252795236725389e-06
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,whole,pooled,,8650,0.1932194038523348,0.12971161659641575,1.0383130846036293,1.7782230180584818e-05,1.4817016046441703e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,whole,pooled_1100_1500,,7785,0.20314379024751011,0.13225596114022425,1.03859437104115,1.9685944870804335e-05,1.6595145368940348e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,daily_era,11:00,5.0,489,0.1731332387785983,0.09169631727201842,1.0312721376437592,3.273678086589764e-05,3.0404115061711107e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,daily_era,11:30,4.5,489,0.19363828040338363,0.07356091375380411,0.9994488406182105,2.739625454006084e-05,2.6334723999582805e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,daily_era,12:00,4.0,489,0.22703489787300685,0.15671853079919124,1.0905591065485731,2.580890179716598e-05,2.257259770969819e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,daily_era,12:30,3.5,489,0.2603488848595908,0.1417200082945011,1.0195893893214056,2.3215955003155597e-05,1.9584026478511127e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,daily_era,13:00,3.0,489,0.2771600724723218,0.25697750527523977,1.1073539297934292,2.339838100298709e-05,1.697958391024903e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,daily_era,13:30,2.5,489,0.3081601972724655,0.22082384082506618,1.0449346445142502,1.8700105046199014e-05,1.4318275337177106e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,daily_era,14:00,2.0,489,0.35210148858664125,0.2556845673059054,1.0835314266516647,1.6613269760781633e-05,1.194493458308904e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,daily_era,14:30,1.5,489,0.16900142910134422,0.2520539732190825,1.112721942875963,1.2455459989940325e-05,9.457938937683372e-06
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,daily_era,15:00,1.0,489,0.09890247399784487,0.16777208710170513,1.07329647061927,7.87623634004089e-06,6.908561569404025e-06
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,daily_era,15:30,0.5,489,0.0943141811914388,0.1477619524174608,1.0921028030209323,4.229957880168639e-06,3.727515800670388e-06
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,daily_era,pooled,,4890,0.2153795144536636,0.17647696962639745,1.0553747338950463,1.828556661741691e-05,1.4540396071966e-05
blk2_R3,(3) honest rest-of-session regression R3 on blk2,True,daily_era,pooled_1100_1500,,4401,0.22883121814946633,0.1796675270940571,1.054533894049185,2.0375477876198262e-05,1.6256968794534634e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,whole,11:00,5.0,865,0.20483288244918435,0.11831009981802758,1.0697121924378052,3.272586558836485e-05,2.9383204838156277e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,whole,11:30,4.5,865,0.21852709983564175,0.07493288340766219,1.0057128082808116,2.7832425243880104e-05,2.545178716617309e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,whole,12:00,4.0,865,0.25129245731346284,0.15358912215142895,1.0847468200302852,2.6330371540835587e-05,2.2426958602680932e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,whole,12:30,3.5,865,0.28186959814627666,0.11216810175197373,1.0409674325655829,2.2716506889827865e-05,1.956155500642812e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,whole,13:00,3.0,865,0.28918846716497554,0.1888491490433855,1.130299306762322,2.224593028024394e-05,1.726412396688223e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,whole,13:30,2.5,865,0.3377078313294778,0.1321514736139779,0.9535859019364018,1.7396549068695998e-05,1.467090514814524e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,whole,14:00,2.0,865,0.35341556587263623,0.16609359762520803,0.9085448139416747,1.6274658703562236e-05,1.2667522000638138e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,whole,14:30,1.5,865,0.16163841680844707,0.16615325534501324,0.9322314771979274,1.2302810716590798e-05,1.0065850541811473e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,whole,15:00,1.0,865,0.11866775031564425,0.04002648403038367,0.8397829464126398,7.960267983927936e-06,7.284856548096873e-06
a0_R1,(3) honest rest-of-session regression R1 on a0,True,whole,15:30,0.5,865,0.10875490696140766,0.06844203002129741,1.0023858548314701,4.481154241257148e-06,4.252795236725389e-06
a0_R1,(3) honest rest-of-session regression R1 on a0,True,whole,pooled,,8650,0.2325894976197154,0.12207161968083584,1.0184814066521266,1.7601495804802707e-05,1.4817016046441703e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,whole,pooled_1100_1500,,7785,0.24634889658174958,0.1280304629763401,1.0189769846335985,1.95917028278679e-05,1.6595145368940348e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,daily_era,11:00,5.0,489,0.1992093619615557,0.10158889581230307,1.0609457664049635,3.272586558836485e-05,3.0404115061711107e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,daily_era,11:30,4.5,489,0.22645676641040105,0.06592027590347152,0.9930998859883605,2.8017520293557047e-05,2.6334723999582805e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,daily_era,12:00,4.0,489,0.2730389243651048,0.16645790425544718,1.1212980786760993,2.7359755710782567e-05,2.257259770969819e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,daily_era,12:30,3.5,489,0.3333492016260327,0.1310290212346254,0.9910991201230166,2.2930237653966475e-05,1.9584026478511127e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,daily_era,13:00,3.0,489,0.33936123423944264,0.30105335483207873,1.1211350545727108,2.473653233405029e-05,1.697958391024903e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,daily_era,13:30,2.5,489,0.40713067509751694,0.22285533088616197,1.0368991001599368,1.8238141546803582e-05,1.4318275337177106e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,daily_era,14:00,2.0,489,0.4089246168329257,0.28455392182642814,1.1006238231496481,1.7184094577260537e-05,1.194493458308904e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,daily_era,14:30,1.5,489,0.19173666604236583,0.2971035971735787,1.147928902895769,1.2715451031804943e-05,9.457938937683372e-06
a0_R1,(3) honest rest-of-session regression R1 on a0,True,daily_era,15:00,1.0,489,0.1096607055785974,0.13770423948104474,1.0100916086978795,7.839702654570545e-06,6.908561569404025e-06
a0_R1,(3) honest rest-of-session regression R1 on a0,True,daily_era,15:30,0.5,489,0.10212467720388836,0.04773298129557472,0.9798816666576711,3.962594759793917e-06,3.727515800670388e-06
a0_R1,(3) honest rest-of-session regression R1 on a0,True,daily_era,pooled,,4890,0.2590992829357831,0.1755999522700714,1.0594913917199535,1.8460216126334558e-05,1.4540396071966e-05
a0_R1,(3) honest rest-of-session regression R1 on a0,True,daily_era,pooled_1100_1500,,4401,0.2765409057948825,0.18980739348945994,1.0613139495222967,2.0386399169615846e-05,1.6256968794534634e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,whole,11:00,5.0,865,0.21162283781695654,0.1134024799306148,1.042799557657951,3.264590812921276e-05,2.9383204838156277e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,whole,11:30,4.5,865,0.22962681650000097,0.08675018192912137,1.0050804752779525,2.818580371526856e-05,2.545178716617309e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,whole,12:00,4.0,865,0.26184190289321096,0.14888920808759765,1.074394142817332,2.6175401947773645e-05,2.2426958602680932e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,whole,12:30,3.5,865,0.2915382417799346,0.1241816829456839,1.0475078324751963,2.286971145544042e-05,1.956155500642812e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,whole,13:00,3.0,865,0.30419553019329454,0.17927386731964556,1.1060944250258167,2.1320600112621454e-05,1.726412396688223e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,whole,13:30,2.5,865,0.34415945056061914,0.14903732477285606,0.985326002174649,1.767536854238074e-05,1.467090514814524e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,whole,14:00,2.0,865,0.3738860320553787,0.17843361736040642,0.9877950662753917,1.6091243323158936e-05,1.2667522000638138e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,whole,14:30,1.5,865,0.15734944181674462,0.1374462330344027,0.9579060823532973,1.2110279763130672e-05,1.0065850541811473e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,whole,15:00,1.0,865,0.11437240871990824,0.06353734639957037,0.8947016493517169,8.07358464756272e-06,7.284856548096873e-06
a0_R2,(3) honest rest-of-session regression R2 on a0,True,whole,15:30,0.5,865,0.10790884289678947,0.08216399864247968,0.980219405910451,4.592251745939798e-06,4.252795236725389e-06
a0_R2,(3) honest rest-of-session regression R2 on a0,True,whole,pooled,,8650,0.23965015052328376,0.12631159404223782,1.024084502633803,1.7753570072919525e-05,1.4817016046441703e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,whole,pooled_1100_1500,,7785,0.25428807359289424,0.13121688241998875,1.0254350978997155,1.9597682805086654e-05,1.6595145368940348e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,daily_era,11:00,5.0,489,0.21620238696970748,0.10634193618240344,1.070294548039997,3.281970787038561e-05,3.0404115061711107e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,daily_era,11:30,4.5,489,0.2443946186867512,0.08496326642640345,1.027691092014202,2.8872834252953734e-05,2.6334723999582805e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,daily_era,12:00,4.0,489,0.28945784370186106,0.16215442970363236,1.1213496267990486,2.6515012840455776e-05,2.257259770969819e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,daily_era,12:30,3.5,489,0.34844977851072945,0.14528206767345767,1.0354502513102004,2.3216588890087504e-05,1.9584026478511127e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,daily_era,13:00,3.0,489,0.363323463296155,0.26520677450110913,1.124258323226058,2.320478174681143e-05,1.697958391024903e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,daily_era,13:30,2.5,489,0.4187913362557948,0.23436975503292218,1.0651344610246665,1.871975844427732e-05,1.4318275337177106e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,daily_era,14:00,2.0,489,0.4571389299727668,0.2837350699123919,1.1206038798952511,1.685042040858799e-05,1.194493458308904e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,daily_era,14:30,1.5,489,0.19173455116958243,0.25534828270289667,1.110855939932299,1.2530243797479067e-05,9.457938937683372e-06
a0_R2,(3) honest rest-of-session regression R2 on a0,True,daily_era,15:00,1.0,489,0.10860323798085704,0.17642960881865283,1.079660222804571,8.229057482261035e-06,6.908561569404025e-06
a0_R2,(3) honest rest-of-session regression R2 on a0,True,daily_era,15:30,0.5,489,0.10050736219660343,0.12225870963281199,1.078337608320994,4.3103057272232205e-06,3.727515800670388e-06
a0_R2,(3) honest rest-of-session regression R2 on a0,True,daily_era,pooled,,4890,0.27386035087408084,0.18360899005866813,1.0792743196702426,1.8542971377740207e-05,1.4540396071966e-05
a0_R2,(3) honest rest-of-session regression R2 on a0,True,daily_era,pooled_1100_1500,,4401,0.29312179406046723,0.1904256878837633,1.0792957644193206,2.04345230149081e-05,1.6256968794534634e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,whole,11:00,5.0,865,0.18914208244976202,0.11893574689235788,1.0339003599560919,3.327747494895028e-05,2.9383204838156277e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,whole,11:30,4.5,865,0.20936797823644143,0.09990667522013201,1.0095726510924212,2.8466675261939313e-05,2.545178716617309e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,whole,12:00,4.0,865,0.24180509954157162,0.148913459710005,1.0654721788752184,2.65454975514607e-05,2.2426958602680932e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,whole,12:30,3.5,865,0.2699199031218725,0.13088803724439485,1.0476644687052927,2.277667173937106e-05,1.956155500642812e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,whole,13:00,3.0,865,0.2852856710790432,0.17654526257100864,1.0956686095220916,2.0930988285843998e-05,1.726412396688223e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,whole,13:30,2.5,865,0.3280956815140911,0.15121384407431138,0.9856015106905074,1.762049953113114e-05,1.467090514814524e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,whole,14:00,2.0,865,0.3512602604375726,0.17792549630795423,0.9880837856845599,1.6049217184647513e-05,1.2667522000638138e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,whole,14:30,1.5,865,0.15757959432163798,0.13693135384353472,0.9587920672636849,1.1956095738569625e-05,1.0065850541811473e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,whole,15:00,1.0,865,0.11293388190620814,0.06940328585126401,0.9027577618239855,8.086746692828648e-06,7.284856548096873e-06
a0_R3,(3) honest rest-of-session regression R3 on a0,True,whole,15:30,0.5,865,0.1078956161291907,0.08275011923382866,0.9805242679959928,4.582119042960681e-06,4.252795236725389e-06
a0_R3,(3) honest rest-of-session regression R3 on a0,True,whole,pooled,,8650,0.2253285768737391,0.12934132809487914,1.0214808811498945,1.77545549265291e-05,1.4817016046441703e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,whole,pooled_1100_1500,,7785,0.23837668362313336,0.13451812907944036,1.0227419249401846,1.9587596591517203e-05,1.6595145368940348e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,daily_era,11:00,5.0,489,0.18946071069532022,0.11022802511227865,1.0505394983853704,3.3432065376668185e-05,3.0404115061711107e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,daily_era,11:30,4.5,489,0.22017098774776145,0.09561468061314422,1.021652642191806,2.8746545643661454e-05,2.6334723999582805e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,daily_era,12:00,4.0,489,0.26378799303760797,0.1569028336208157,1.0934593843903535,2.655527416891784e-05,2.257259770969819e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,daily_era,12:30,3.5,489,0.3174759901298443,0.14654004954882655,1.0259625641357828,2.3449597627696088e-05,1.9584026478511127e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,daily_era,13:00,3.0,489,0.3375531135272626,0.24814822019000102,1.0987102001695401,2.3303530251485437e-05,1.697958391024903e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,daily_era,13:30,2.5,489,0.39801598878565736,0.2270231956024273,1.0506166438390405,1.9109019707621778e-05,1.4318275337177106e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,daily_era,14:00,2.0,489,0.42917862529743533,0.2683757011291773,1.091253313838572,1.6935009607802804e-05,1.194493458308904e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,daily_era,14:30,1.5,489,0.19214766531190394,0.24620883648527922,1.0940425664295323,1.244085549539788e-05,9.457938937683372e-06
a0_R3,(3) honest rest-of-session regression R3 on a0,True,daily_era,15:00,1.0,489,0.10804552291895007,0.17333970469490995,1.0692030093991551,8.086746692828648e-06,6.908561569404025e-06
a0_R3,(3) honest rest-of-session regression R3 on a0,True,daily_era,15:30,0.5,489,0.100534558314048,0.12267198431260129,1.0780234062527592,4.3142945803698796e-06,3.727515800670388e-06
a0_R3,(3) honest rest-of-session regression R3 on a0,True,daily_era,pooled,,4890,0.25563711557657914,0.1795053231309461,1.0618305470316274,1.8301095347661705e-05,1.4540396071966e-05
a0_R3,(3) honest rest-of-session regression R3 on a0,True,daily_era,pooled_1100_1500,,4401,0.27287073305019366,0.18582013855520665,1.0614598332539744,2.0259060467560304e-05,1.6256968794534634e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,whole,11:00,5.0,802,0.0897158302171883,0.15863557233601855,1.074856700653123,3.4187021113724216e-05,2.9383204838156277e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,whole,11:30,4.5,802,0.09097219808808618,0.15004326243112343,1.0543421062057576,3.0041491020167806e-05,2.545178716617309e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,whole,12:00,4.0,802,0.10050493493808683,0.17943451150391465,1.0894745398505254,2.645607540769993e-05,2.2426958602680932e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,whole,12:30,3.5,802,0.10171733612558474,0.1699778590857024,1.073216876484889,2.3425394518507496e-05,1.956155500642812e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,whole,13:00,3.0,802,0.10655845711094875,0.19443562059013983,1.091081730240707,2.0888400574564127e-05,1.726412396688223e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,whole,13:30,2.5,802,0.1012418020482199,0.19081846005581637,1.088669663329924,1.8166174439265812e-05,1.467090514814524e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,whole,14:00,2.0,802,0.09868367049211452,0.20592485001745636,1.1210580993908628,1.544312883974858e-05,1.2667522000638138e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,whole,14:30,1.5,802,0.08883392450841097,0.20658819877206652,1.1233521985318202,1.2671124028515475e-05,1.0065850541811473e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,whole,15:00,1.0,802,0.07583537414722817,0.17954170859938604,1.1358028279767123,8.621842356162481e-06,7.284856548096873e-06
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,whole,15:30,0.5,802,0.08788224505148508,0.18996431196259955,1.165284532598671,4.949242262940362e-06,4.252795236725389e-06
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,whole,pooled,,8020,0.09419457727273535,0.18253643553542237,1.0885490720127433,1.7490727832987744e-05,1.4817016046441703e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,whole,pooled_1100_1500,,7218,0.09489594751954093,0.1817111159324027,1.0866187087550405,1.9649335735257752e-05,1.6595145368940348e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,daily_era,11:00,5.0,489,0.07019660013570803,0.13906973064790223,1.0801495563011942,3.489183930788025e-05,3.0404115061711107e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,daily_era,11:30,4.5,489,0.07461965893853226,0.13394649652998286,1.0737735057604605,3.1149385091815555e-05,2.6334723999582805e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,daily_era,12:00,4.0,489,0.08612799344015425,0.16349018098931342,1.110709050640485,2.742289576557202e-05,2.257259770969819e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,daily_era,12:30,3.5,489,0.09199399586346269,0.16362205386131837,1.0989142726093326,2.430370344583608e-05,1.9584026478511127e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,daily_era,13:00,3.0,489,0.10501196625829022,0.21557226302221894,1.1379289522471334,2.2280252273959982e-05,1.697958391024903e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,daily_era,13:30,2.5,489,0.09924700795158362,0.21731061095130488,1.144859978240077,1.8799110776567075e-05,1.4318275337177106e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,daily_era,14:00,2.0,489,0.09304819410826036,0.22221237359669258,1.1773545619530996,1.5930010730495904e-05,1.194493458308904e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,daily_era,14:30,1.5,489,0.0959053605554463,0.23944926771716082,1.1588191469498275,1.2964046244648803e-05,9.457938937683372e-06
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,daily_era,15:00,1.0,489,0.07554340218034526,0.19523140783559867,1.144859009887511,8.445721690035608e-06,6.908561569404025e-06
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,daily_era,15:30,0.5,489,0.0841200920881811,0.18519780529989865,1.1595885454589008,4.464732576589873e-06,3.727515800670388e-06
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,daily_era,pooled,,4890,0.0875814271519964,0.18751021904513915,1.1157266725643966,1.806479433709865e-05,1.4540396071966e-05
combination,(4) inverse-past-QLIKE mix of (1) and blk2_R2,True,daily_era,pooled_1100_1500,,4401,0.08796601993686477,0.18776715390572143,1.1147225138563148,2.0095393091215093e-05,1.6256968794534634e-05
implied_bc,(5) implied slice under its causal bias correction,True,whole,11:00,5.0,802,0.08685537921852148,0.06104777779200851,0.981062268694149,3.199585344550693e-05,2.9383204838156277e-05
implied_bc,(5) implied slice under its causal bias correction,True,whole,11:30,4.5,802,0.0888256912320589,0.058008075379214215,0.9788180478263604,2.7399306413788958e-05,2.545178716617309e-05
implied_bc,(5) implied slice under its causal bias correction,True,whole,12:00,4.0,802,0.09402092420427419,0.0630162318691926,0.9772213076547575,2.4173293489073526e-05,2.2426958602680932e-05
implied_bc,(5) implied slice under its causal bias correction,True,whole,12:30,3.5,802,0.09788648700846189,0.06347018860919647,0.9855887596298784,2.1290729976127452e-05,1.956155500642812e-05
implied_bc,(5) implied slice under its causal bias correction,True,whole,13:00,3.0,802,0.0989734744005308,0.07989629660346927,1.0065912557975927,1.8862214129558635e-05,1.726412396688223e-05
implied_bc,(5) implied slice under its causal bias correction,True,whole,13:30,2.5,802,0.09639032204083993,0.08573260465160444,1.0212305270068784,1.6271416600536282e-05,1.467090514814524e-05
implied_bc,(5) implied slice under its causal bias correction,True,whole,14:00,2.0,802,0.0910160243912814,0.06622518450267129,1.02123191441318,1.3506980797106848e-05,1.2667522000638138e-05
implied_bc,(5) implied slice under its causal bias correction,True,whole,14:30,1.5,802,0.0799194737028543,0.04903603835404991,0.9880478679651863,1.0858871083458244e-05,1.0065850541811473e-05
implied_bc,(5) implied slice under its causal bias correction,True,whole,15:00,1.0,802,0.07576207253059372,0.04209179429768347,1.004188389377368,7.84751320003462e-06,7.284856548096873e-06
implied_bc,(5) implied slice under its causal bias correction,True,whole,15:30,0.5,802,0.09172593687564831,0.04941173420728181,1.0306340627050805,4.442337475779275e-06,4.252795236725389e-06
implied_bc,(5) implied slice under its causal bias correction,True,whole,pooled,,8020,0.09013757856050648,0.061793592626637195,0.9934727456174514,1.54464685824465e-05,1.4817016046441703e-05
implied_bc,(5) implied slice under its causal bias correction,True,whole,pooled_1100_1500,,7218,0.0899610943032685,0.06316935467323224,0.9925379126136998,1.705552188511097e-05,1.6595145368940348e-05
implied_bc,(5) implied slice under its causal bias correction,True,daily_era,11:00,5.0,489,0.06648356506582719,0.03708352152354488,0.9970551856876895,3.247180819377722e-05,3.0404115061711107e-05
implied_bc,(5) implied slice under its causal bias correction,True,daily_era,11:30,4.5,489,0.06995520041491501,0.030430855179894828,0.9961395521403986,2.8955916108702895e-05,2.6334723999582805e-05
implied_bc,(5) implied slice under its causal bias correction,True,daily_era,12:00,4.0,489,0.0776047072038167,0.02919742434097026,0.999145564552464,2.4738688546110803e-05,2.257259770969819e-05
implied_bc,(5) implied slice under its causal bias correction,True,daily_era,12:30,3.5,489,0.08583829729164938,0.035946895828079604,1.0160198590088863,2.1682664775838408e-05,1.9584026478511127e-05
implied_bc,(5) implied slice under its causal bias correction,True,daily_era,13:00,3.0,489,0.09296889936173022,0.05563306530291175,1.0337345758115903,1.8853481350756956e-05,1.697958391024903e-05
implied_bc,(5) implied slice under its causal bias correction,True,daily_era,13:30,2.5,489,0.09028535651518907,0.06263276192219532,1.053067278500997,1.624420465569078e-05,1.4318275337177106e-05
implied_bc,(5) implied slice under its causal bias correction,True,daily_era,14:00,2.0,489,0.08342866277059696,0.035236801116394635,1.047377037225589,1.3206261535711204e-05,1.194493458308904e-05
implied_bc,(5) implied slice under its causal bias correction,True,daily_era,14:30,1.5,489,0.07812622198886399,0.020258091598035984,0.9928667165399389,1.0386763443047802e-05,9.457938937683372e-06
implied_bc,(5) implied slice under its causal bias correction,True,daily_era,15:00,1.0,489,0.07077346393717684,-0.0006471196838111209,0.9811061367946613,7.4670352188400605e-06,6.908561569404025e-06
implied_bc,(5) implied slice under its causal bias correction,True,daily_era,15:30,0.5,489,0.08918919219041567,-0.005477122720744595,0.9902173255983293,3.825738497271791e-06,3.727515800670388e-06
implied_bc,(5) implied slice under its causal bias correction,True,daily_era,pooled,,4890,0.08046535667401811,0.03002951744074715,1.0120060848787116,1.5184036463363776e-05,1.4540396071966e-05
implied_bc,(5) implied slice under its causal bias correction,True,daily_era,pooled_1100_1500,,4401,0.07949604161664059,0.033974699680912906,1.0125049092773484,1.691986705762826e-05,1.6256968794534634e-05
