sample,quantity,third_Fridays,n,other_Fridays,Welch_t
1998-2019,last half hour's realized variance / own 63-session median,0.9142414255891723,260,1.034885105526898,-2.09464989622205
1998-2019,last half hour's squared net move / own 63-session median,0.3107003464722281,260,0.21558679071041895,1.576185099241027
2020-2024,last half hour's realized variance / own 63-session median,1.2532554745403053,52,1.0203617364545121,1.1874861181868075
2020-2024,last half hour's squared net move / own 63-session median,0.286207706380997,52,0.3014664725959542,-0.12680127481703093
