year,n,short_bid_mean,hit,pts_per_contract,other_fridays_mean
2020,12,-0.08351580739006248,0.5,-1.0358399152755737,0.06103270998892739
2021,12,0.2631838249624338,0.5833333333333334,0.8900309105714163,-0.15424569779663258
2022,12,0.3205990616877566,0.6666666666666666,2.9124877055486045,-0.16713565385819254
2023,12,0.42647854230861704,0.75,2.0099812746047974,0.15622720509148522
2024,12,0.6419989837030075,0.8333333333333334,3.3883137802282968,0.06780649746507146
2025,12,0.43306448510735723,0.8333333333333334,3.239184578259786,0.27627954956100054
