hhmm,n,Sharpe always short,Sharpe crossed always short,Sharpe sign(s^m),Sharpe crossed sign(s^m),accuracy sign(s^m),buy % sign(s^m),Sharpe sign(s^rem) M1,Sharpe crossed sign(s^rem) M1,accuracy sign(s^rem) M1,buy % sign(s^rem) M1,Sharpe sign(s^rem) M2,Sharpe crossed sign(s^rem) M2,accuracy sign(s^rem) M2,buy % sign(s^rem) M2,Sharpe sign(s^rem) M3,Sharpe crossed sign(s^rem) M3,accuracy sign(s^rem) M3,buy % sign(s^rem) M3,disagree % M1,dSharpe M1,dSharpe M1 95% pct,disagree % M2,dSharpe M2,dSharpe M2 95% pct,disagree % M3,dSharpe M3,dSharpe M3 95% pct
10:00,864,3.319152680754599,2.292164503142762,1.6550859811255496,0.6509811008724765,0.5729166666666666,35.06944444444444,0.8154823548882423,-0.1847529611880123,0.5347222222222222,47.4537037037037,1.2422241820874325,0.24048582526947312,0.5439814814814815,46.75925925925926,0.9234703726818249,-0.07702967732209098,0.5335648148148148,46.875,13.078703703703704,-0.8396036262373073,"[-1.54, -0.16]",14.23611111111111,-0.41286179903811715,"[-1.15, +0.39]",19.444444444444446,-0.7316156084437248,"[-1.56, +0.13]"
10:30,865,4.17720906916472,3.505326790535241,1.9223920999670434,1.2722194723878133,0.5664739884393064,34.797687861271676,1.2446196267979328,0.5968126507195595,0.5468208092485549,42.54335260115607,1.5070850967124447,0.8584301611530923,0.5479768786127167,45.202312138728324,1.3655801864006454,0.7173823213393928,0.5352601156069364,45.54913294797688,9.364161849710982,-0.6777724731691106,"[-1.29, -0.12]",13.872832369942195,-0.4153070032545987,"[-1.19, +0.33]",17.45664739884393,-0.556811913566398,"[-1.41, +0.26]"
11:00,865,4.200674442231098,3.5823912425740274,1.3275841601207496,0.7269253638976967,0.5248554913294797,42.19653179190752,1.3632496930731655,0.7625433184667734,0.5156069364161849,44.73988439306358,1.4391469718305516,0.8384285284649583,0.5260115606936416,46.47398843930636,0.7487426214543186,0.14952126526719917,0.5144508670520231,46.01156069364162,8.786127167630058,0.03566553295241581,"[-0.60, +0.66]",14.682080924855493,0.11156281170980198,"[-0.58, +0.86]",15.606936416184972,-0.5788415386664311,"[-1.38, +0.21]"
11:30,865,3.953170676281084,3.3324348290386663,1.9505289100127223,1.3438401328419247,0.5648148148148148,38.773148148148145,1.9052266502711221,1.2998405079744093,0.5601851851851852,40.625,1.7962983136862432,1.190483872485971,0.5497685185185185,43.05555555555556,1.357536919897221,0.7526251465556595,0.5451388888888888,44.21296296296296,6.25,-0.04530225974160018,"[-0.55, +0.52]",10.532407407407407,-0.15423059632647917,"[-0.84, +0.55]",13.310185185185187,-0.5929919901155014,"[-1.37, +0.17]"
12:00,866,3.169292317263083,2.5792778836493593,1.1995159119147776,0.6185225075998052,0.5392609699769053,42.37875288683603,0.518597848548936,-0.0612291725061321,0.5103926096997691,52.88683602771363,0.5877065378238989,0.007847845509972359,0.5173210161662818,54.50346420323326,0.6600767626147463,0.08014439699778719,0.5161662817551963,54.15704387990762,13.048498845265588,-0.6809180633658416,"[-1.35, -0.02]",16.74364896073903,-0.6118093740908787,"[-1.30, +0.08]",17.321016166281755,-0.5394391493000312,"[-1.26, +0.22]"
12:30,866,3.3039038626519694,2.722131323351206,0.9141936634735229,0.3433046672330316,0.5404157043879908,42.609699769053115,0.7186855111868168,0.1481835927055583,0.5173210161662818,50.92378752886836,-0.057685859911722405,-0.6285028334432863,0.5069284064665127,51.27020785219399,0.09668592829349293,-0.47395248762685027,0.5046189376443418,52.42494226327945,10.623556581986143,-0.19550815228670615,"[-0.86, +0.54]",13.97228637413395,-0.9718795233852453,"[-1.73, -0.23]",16.51270207852194,-0.81750773518003,"[-1.66, +0.00]"
13:00,866,2.65822002205392,2.08696032799846,1.3739053518180908,0.8117373774172605,0.5450346420323325,48.26789838337183,1.215381805486234,0.653860695580727,0.5173210161662818,55.19630484988453,0.4741684380336837,-0.0873979679490198,0.5011547344110855,54.96535796766744,0.4056624979948426,-0.15594595277622267,0.5023094688221709,55.08083140877598,8.545034642032332,-0.15852354633185683,"[-0.89, +0.62]",13.625866050808314,-0.8997369137844071,"[-1.75, -0.10]",14.203233256351039,-0.9682428538232482,"[-1.87, -0.03]"
13:30,866,2.5098381914569154,1.9686481241295088,1.6285382627211853,1.094128930988629,0.5854503464203233,31.177829099307157,0.7476321831936326,0.2145674684781546,0.5207852193995381,50.11547344110855,0.4124336236852374,-0.12054632658252708,0.5184757505773672,53.11778290993071,0.3763603489007481,-0.15663308126464087,0.5150115473441108,52.771362586605086,19.399538106235568,-0.8809060795275527,"[-1.79, +0.01]",22.863741339491916,-1.2161046390359478,"[-2.18, -0.28]",22.51732101616628,-1.2521779138204372,"[-2.18, -0.34]"
14:00,866,2.035968581692169,1.3638921098354957,1.0432900724917555,0.3791392926498613,0.5173611111111112,49.18981481481482,0.7604623694514551,0.09742641920948557,0.5034722222222222,51.504629629629626,0.6474172547060494,-0.015289051389005187,0.4965277777777778,55.43981481481482,0.13410869753620563,-0.5282195522870587,0.4791666666666667,56.018518518518526,5.555555555555555,-0.28282770304030047,"[-0.78, +0.28]",16.435185185185187,-0.39587281778570615,"[-1.25, +0.38]",16.087962962962962,-0.90918137495555,"[-1.80, -0.11]"
14:30,866,2.0029919340896596,1.496760555461998,0.6518769235660276,0.14934194596819883,0.5179190751445086,39.421965317919074,0.6476884995196467,0.14517533442814656,0.49942196531791905,44.971098265895954,0.5913482309939919,0.08886848809903282,0.5156069364161849,46.358381502890175,0.6439845661581446,0.14151647438093384,0.5202312138728323,45.664739884393065,7.8612716763005785,-0.0041884240463808675,"[-0.55, +0.59]",19.421965317919074,-0.060528692572035636,"[-0.81, +0.70]",19.653179190751445,-0.007892357407882966,"[-0.76, +0.75]"
