rule,n,n_days,mean_daily,t_mean,Sharpe_ann,Sharpe crossed-spread,mean/day crossed-spread,pct_buy
always short,9521,866,0.9977976556109477,6.26981339312545,3.3821739452584403,2.6509454861551824,0.7821140576495529,0.0
sign(s^m),9521,866,0.4700624998584008,4.261710164089738,2.2989272846671125,1.2485676143981976,0.25487626034766486,38.64089906522425
sign(s^rem) M1,9521,866,0.3570350607103381,3.1470465287829428,1.697635656243959,0.6759113727489026,0.14184882110639588,46.59174456464657
sign(s^rem) M2,9521,866,0.2648829538461542,2.135462651469782,1.15194913915504,0.21659286098671296,0.04969671279267354,48.31425270454785
sign(s^rem) M3,9521,866,0.1991896199113633,1.592507040510943,0.8590583933426758,-0.06914080333307503,-0.01599661988762862,48.366768196618004
