hhmm,n,buy share,hit buy,base hit long,hit sell,base hit short,win buy,base win long,loss buy,base loss long,win sell,base win short,loss sell,base loss short,mean buy,base mean long,mean sell,base mean short,half-spread % prem,round trip % prem
10:00,864,0.3506944444444444,0.37623762376237624,0.3402777777777778,0.679144385026738,0.6597222222222222,0.29033077630474996,0.29900160066760845,-0.26266459052513835,-0.2719088078136957,0.27649452190172014,0.2719088078136957,-0.3044931227640855,-0.29900160066760845,-0.054606927757457575,-0.07764068270547411,0.09008137388060602,0.07764068270547411,1.5760443469273744,3.1520886938547488
10:30,865,0.34797687861271676,0.3289036544850498,0.31445086705202313,0.6932624113475178,0.6855491329479769,0.35445579271793015,0.30908501096762153,-0.2825763116276187,-0.2823492402890852,0.2822319297765947,0.2823492402890852,-0.28312138441686685,-0.30908501096762153,-0.07305412448406612,-0.09637222717714969,0.10881681744420314,0.09637222717714969,1.21951297519464,2.43902595038928
11:00,865,0.42196531791907516,0.3178082191780822,0.3213872832369942,0.676,0.6786127167630058,0.34688254190501067,0.3131711218023378,-0.28198710419047995,-0.29980399811143094,0.3129294613845576,0.29980399811143094,-0.28903208024733745,-0.3131711218023378,-0.08212716186972124,-0.10280158963047406,0.11789392189582361,0.10280158963047406,1.2658227848101267,2.5316455696202533
11:30,865,0.3872832369942196,0.3582089552238806,0.3260115606936416,0.6943396226415094,0.6739884393063584,0.34502083122517463,0.3255581309073496,-0.29442630182051704,-0.3076801249805856,0.3154235270985604,0.3076801249805856,-0.3111413158571088,-0.3255581309073496,-0.06537061237131404,-0.10123713288764026,0.12390748076116717,0.10123713288764026,1.3493219289706215,2.698643857941243
12:00,866,0.4237875288683603,0.3923705722070845,0.3695150115473441,0.6472945891783567,0.6304849884526559,0.34546334835559467,0.33214594475248793,-0.32663861395385174,-0.3321813870956732,0.3360081314010174,0.3321813870956732,-0.32124988725903697,-0.33214594475248793,-0.06292558242098995,-0.08670246539658362,0.10418967191370362,0.08670246539658362,1.378362363403499,2.756724726806998
12:30,866,0.42609699769053117,0.37398373983739835,0.35219399538106233,0.6639839034205232,0.6478060046189377,0.3697533805833406,0.37261372534147713,-0.3512985340448502,-0.35218860012656833,0.352811646383771,0.35218860012656833,-0.3749773635248474,-0.37261372534147713,-0.08163684239528288,-0.09691757325849228,0.10826282414083487,0.09691757325849228,1.4598526172921515,2.919705234584303
13:00,866,0.48267898383371827,0.39952153110047844,0.3579676674364896,0.6808035714285714,0.6420323325635104,0.4024557885554215,0.4006538418085513,-0.33646202587224766,-0.3531650033710434,0.36691073239464256,0.3531650033710434,-0.3985494704328356,-0.4006538418085513,-0.041248449294686046,-0.08332222969243565,0.12257856943855021,0.08332222969243565,1.5384576259515224,3.0769152519030447
13:30,866,0.3117782909930716,0.4,0.35219399538106233,0.6694630872483222,0.6478060046189377,0.44707577020104605,0.4351860821888669,-0.3795863633620363,-0.37249989390186766,0.3696226807375887,0.37249989390186766,-0.42866787759335756,-0.4351860821888669,-0.048921509936803394,-0.08803774296921868,0.1057581841080645,0.08803774296921868,1.6592972254954772,3.3185944509909544
14:00,866,0.4907621247113164,0.3811764705882353,0.36605080831408776,0.6485260770975056,0.6339491916859122,0.5478395587192179,0.4974037585194874,-0.4013143624638798,-0.41326833737400687,0.42426097863751533,0.41326833737400687,-0.4446902125042854,-0.4974037585194874,-0.03951922074232259,-0.07991608056310882,0.11884729467611141,0.07991608056310882,1.8610441785550007,3.7220883571100014
14:30,866,0.39376443418013857,0.3841642228739003,0.39145496535796764,0.6038095238095238,0.6085450346420324,0.5474534143173709,0.5203200949381513,-0.46920271602279473,-0.4835152520672802,0.4929967428223021,0.4835152520672802,-0.5032313216752773,-0.5203200949381513,-0.07863980378067834,-0.0905589210801656,0.09830067155468969,0.0905589210801656,1.9685350682753526,3.9370701365507053
15:00,866,0.21362586605080833,0.3783783783783784,0.3833718244803695,0.6152716593245228,0.6166281755196305,0.7400156140332022,0.6566082635900848,-0.5556148443616653,-0.5619956005687115,0.5637468821052516,0.5619956005687115,-0.6343238569831451,-0.6566082635900848,-0.0653762925365803,-0.09481721384732532,0.10281511464393009,0.09481721384732532,2.290074126883418,4.580148253766836
15:30,866,0.3972286374133949,0.40406976744186046,0.37528868360277134,0.6436781609195402,0.6247113163972287,1.252616664176067,1.065578600085285,-0.6954066841692104,-0.6666941057028465,0.6491760146742613,0.6666941057028465,-0.9258028425120662,-1.065578600085285,0.09173065716798015,-0.016591762306607766,0.08797665176878833,0.016591762306607766,2.898551425721512,2.898551425721512
