hour,rule,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy
13,"always short, flat at 15:30",1732.0,-0.0200452719472269,1.1478036368401325,-11.8487548828125,-0.41691618811647824,0.2565519655765157,0.7586055524255647,1.0,-3.5030672067423527,25.047922785255764,-0.7268056586391755,-0.27723280968698616,0.0,0.0
13,sign(s),1732.0,0.024830108600896926,1.147710043230888,-11.8487548828125,-0.5771508806822817,0.07753948424315832,0.7003127206934439,11.166651257762085,-1.7059939217802664,25.449424822390064,0.9003686831962624,0.34343670392444225,688.0,39.722863741339495
13,"always short, sign(s) close",1732.0,-0.0200452719472269,1.1478036368401325,-11.8487548828125,-0.41691618811647824,0.2565519655765157,0.7586055524255647,1.0,-3.5030672067423527,25.047922785255764,-0.7268056586391755,-0.27723280968698616,0.0,0.0
14,always short,1732.0,0.018514438285673132,1.0701942810160723,-11.30041231883616,-0.43109230713170127,0.2594829915563339,0.8168384325646123,1.0,-2.7420704207303346,15.786200996645425,0.719982363876239,0.27463013157631605,0.0,0.0
14,"always short, flat at 15:30",1732.0,0.018514438285673132,1.0701942810160723,-11.30041231883616,-0.43109230713170127,0.2594829915563339,0.8168384325646123,1.0,-2.7420704207303346,15.786200996645425,0.719982363876239,0.27463013157631605,0.0,0.0
14,sign(s),1732.0,0.004548062063990336,1.0697971134794726,-11.30041231883616,-0.6440369255447512,0.037055389804864336,0.6856290674184001,7.946157656853979,-0.9571084787219213,15.640854923010286,0.17692895182431803,0.06748779380868904,766.0,44.226327944572745
14,"always short, sign(s) close",1732.0,0.018514438285673132,1.0701942810160723,-11.30041231883616,-0.43109230713170127,0.2594829915563339,0.8168384325646123,1.0,-2.7420704207303346,15.786200996645425,0.719982363876239,0.27463013157631605,0.0,0.0
15,always short,1732.0,0.03268592246352288,1.1032652751450263,-10.31604850795286,-0.44217450207598125,0.33366011726832584,0.8982357677764234,1.0,-2.386434598858995,11.468298793393826,1.2329763343253226,0.4703065934882438,0.0,0.0
15,"always short, flat at 15:30",1732.0,0.02544840277432922,0.7629688448076799,-9.854208502397098,-0.0,0.0,0.36416222403766,1.0,-3.3841131768625474,26.754969915057398,1.3881221024388934,0.5294854079263466,0.0,0.0
15,sign(s),1732.0,0.0780787043052085,1.0987015392247526,-5.42248033384579,-0.671764254590081,0.161620796542842,0.8382392760138436,10.31604850795286,0.8036167488854148,11.159777098057308,2.957513996548103,1.1281143799661437,529.0,30.54272517321016
15,"always short, sign(s) close",1732.0,0.07384929462392663,1.100149988603807,-9.854208502397098,-0.5816851420539191,0.25163449775203867,0.8689557136431048,10.31604850795286,-0.6716109200420046,11.500521805281778,2.793626853866756,1.0656012549002338,344.0,19.861431870669747
