rule,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy,Sharpe_bar,n_days,mean_daily
always short,10387.0,0.0031256098213696916,1.0681512558581934,-11.8487548828125,-0.43705637504042383,0.2586122649177376,0.7716799884573,1.0,-2.773330350217688,16.353933561809882,0.1091842855533012,0.05889812386361147,0.0,0.0,0.002926186534189353,866.0,0.03748927161035445
"always short, flat at 15:30",10387.0,0.0019187758845560406,1.0173679571732188,-11.8487548828125,-0.35546002405739985,0.1467888607504605,0.7169586277014595,1.0,-2.9479911506744947,18.778825011815073,0.07006890678289272,0.03779781247615522,0.0,0.0,0.0018860195773094772,866.0,0.02301423223196715
sign(s),10387.0,0.02534114562071291,1.0671446641003863,-11.8487548828125,-0.6109964953134733,0.07575004015730658,0.7036310763073614,11.166651257762085,-0.8570760566707112,16.46900797890369,1.3137101730848606,0.7086648422264566,4023.0,38.731106190430346,0.023746682594412587,866.0,0.30394743598423213
"always short, sign(s) close",10387.0,0.009989474323325915,1.0679158886723765,-11.8487548828125,-0.4495354307536026,0.24364546908914042,0.7630132833750204,10.31604850795286,-2.458157672847937,16.429163380588346,0.3622148667614436,0.19539236786361885,344.0,3.311832097814576,0.009354177074511683,866.0,0.11981601593116192
