date,iv_window,iv_window_nozero,zero_bid_share,n_K_window,F_window,strip_C,slice_iv_var,rv_next,leg_gap,spot_gap
2020-02-03,4.827273643224824e-06,4.356781004915105e-06,0.09361703932010697,26.0,3256.4500000476837,1.617582997311058e-05,3.388455818686136e-06,2.828973887490885e-06,0.0,0.0
2020-02-05,3.6856147532659954e-06,3.2362931582939727e-06,0.12179340671155663,27.0,3335.2000000476837,1.5535779811759175e-05,2.8880975674147557e-06,4.252795236725389e-06,0.0,0.0
2020-02-07,5.036690897469583e-06,4.563295896254725e-06,0.07977405234263553,26.0,3328.149999856949,4.304763128208871e-05,3.6551327699491196e-06,2.067373480804994e-06,0.0,0.0
2020-02-10,3.147838653920431e-06,2.6560416192248567e-06,0.143405293296176,27.0,3346.774999976158,1.4768261565817687e-05,1.989657869674737e-06,1.772863700759983e-06,0.0,0.0
2020-02-12,2.869346604067975e-06,2.4084022868246668e-06,0.13909878662228511,27.0,3377.2500000596046,1.4084806147633995e-05,1.6978704380736163e-06,8.574794197951318e-07,0.0,0.0
2020-02-14,3.743771636231923e-06,3.259181433311801e-06,0.1180533513778331,27.0,3372.0250000953674,2.4971072849089776e-05,2.6192325653726565e-06,5.068269135594282e-07,0.0,0.0
2020-02-18,3.220183620315471e-06,2.6915599549014455e-06,0.14723978555335615,27.0,3372.0500000715256,1.4603249567914678e-05,1.8617921314719232e-06,9.5793651826036e-07,0.0,0.0
2020-02-19,2.4892171641579884e-06,1.989091573289404e-06,0.12078429057892917,27.0,3389.350000023842,1.2917280566512175e-05,1.5777664655863746e-06,1.2262770742428525e-06,0.0,0.0
2020-02-21,8.636471122983434e-06,8.345838291037337e-06,0.03174265006249071,26.0,3332.4000000953674,4.777857195365319e-05,7.278649931986613e-06,5.041135639316887e-06,0.0,0.0
2020-02-24,1.8563305949725663e-05,1.827722051123536e-05,0.01503784536364134,26.0,3242.199999809265,3.087824392459948e-05,1.5868462462586063e-05,1.3266354021982876e-05,0.0,0.0
2020-02-26,3.338078131323764e-05,3.3281736230155564e-05,0.002917544290306311,25.0,3122.3499999046326,4.482482800118082e-05,3.1153780750976794e-05,1.1374566608401142e-05,0.0,0.0
2020-02-28,0.00016181036956451,0.00016181036956451,0.0,23.0,2888.0999994277954,0.00022372535993369112,0.00016679542653980472,0.0001876883599204,0.0,0.0
2020-03-02,5.211279147044044e-05,5.206025514735777e-05,0.0009863516712928263,24.0,3033.25,6.72253776107574e-05,4.948150333916601e-05,6.08428803006675e-05,0.0,0.0
2020-03-04,4.046178593634338e-05,4.046178593634338e-05,0.0,25.0,3111.25,5.566107747400305e-05,3.5579697008911626e-05,3.1864833878886865e-05,0.0,0.0
2020-03-06,0.00010310226023754381,0.00010310226023754381,0.0,23.0,2920.1000003814697,0.00015745265947451749,0.00010015261001700875,0.0001237614311096,0.0,0.0
2020-03-09,0.00019097267257761616,0.00019097267257761616,0.0,22.0,2777.0000009536743,0.0002267304471604051,0.00020059855220522617,0.0001541012250753,0.0,0.0
2020-03-11,0.00020705545885160785,0.00020705545885160785,0.0,22.0,2726.2500009536743,0.0002493941515217803,0.00022280329257492364,0.0002010846952384,0.0,0.0
2020-03-13,0.000402077048926622,0.000402077048926622,0.0,21.0,2587.099998474121,0.0006529033372009931,0.0004773182136580916,0.0006940830760817,0.0,0.0
2020-03-16,0.0003994819647756886,0.0003994819647756886,0.0,17.0,2460.5499992370605,0.000556831362773137,0.00048167515275344253,0.0003837969634695,0.0,0.0
2020-03-18,0.0006053610022511154,0.0006053610022511154,0.0,12.0,2315.8500003814697,0.0008460146153655523,0.000806340409953599,0.0006568470095597,0.0,0.0
2020-03-20,0.00035997163197349567,0.00035997163197349567,0.0,19.0,2342.6499996185303,0.0007240032724005177,0.00041506482224209574,0.0002773268521995,0.0,0.0
2020-03-23,0.00034659327712777756,0.00034659327712777756,0.0,11.0,2207.75,0.00043958026160856865,0.00041324442100092824,0.0002967282437229,0.0,0.0
2020-03-25,0.00019673383054276785,0.00019673383054276785,0.0,20.0,2543.1500005722046,0.00023144905020072303,0.00021077305770541468,0.0003002734397896,0.0,0.0
2020-03-27,0.00019308332979632,0.00019308332979632,0.0,21.0,2606.550000190735,0.0002631500860098668,0.00020013896851936439,0.0001596922421394,0.0,0.0
2020-03-30,0.00011855259896438934,0.00011855259896438934,0.0,20.0,2607.5,0.00014526763067198125,0.00012128622334890745,7.428762079588454e-05,0.0,0.0
2020-03-31,0.00012158934237238075,0.00012158934237238075,0.0,21.0,2574.949999809265,0.00016162370431300392,0.00012038306081546641,6.923387590315507e-05,0.0,0.0
2020-04-01,8.740219849570482e-05,8.740219849570482e-05,0.0,20.0,2458.25,0.00010864193583163714,8.598512372561158e-05,8.642163299413826e-05,0.0,0.0
2020-04-03,9.407317890610084e-05,9.407317890610084e-05,0.0,20.0,2480.800000190735,0.00014920816806586357,9.256949029025363e-05,8.078662479209994e-05,0.0,0.0
2020-04-06,4.701312443950712e-05,4.683999306566102e-05,0.0036021705923507063,22.0,2637.7000002861023,6.694588150646751e-05,4.430976452081446e-05,9.687804303137072e-05,0.0,0.0
2020-04-08,6.461986875142549e-05,6.461986875142549e-05,0.0,22.0,2745.300000190735,0.00012844866287145694,6.0794909110289945e-05,5.666424733505714e-05,0.0,0.0
2020-04-09,9.930812129033081e-05,9.930812129033081e-05,0.0,22.0,2789.0,0.0009091316090972228,9.685241693908201e-05,4.361507832217268e-05,0.0,0.0
2020-04-13,4.091143467609872e-05,4.08162251256744e-05,0.002326012717707745,22.0,2755.4000000953674,0.00010488177253479335,3.841668933470432e-05,4.994939174945816e-05,0.0,0.0
2020-04-15,4.0534576526623854e-05,4.0410374329810104e-05,0.0030293211954197526,22.0,2786.9000000953674,0.00010372044220668321,3.704044991393456e-05,1.7295581430109303e-05,0.0,0.0
2020-04-17,3.501094125225621e-05,3.501094125225621e-05,0.0,22.0,2852.5999999046326,0.0008440379708972223,3.160050219303954e-05,2.5789456616487076e-05,0.0,0.0
2020-04-20,4.3196447749849836e-05,4.3071445084938274e-05,0.00288972525026129,23.0,2830.7000002861023,0.00010730602315006942,4.051251166072066e-05,2.7800659656707986e-05,0.0,0.0
2020-04-22,2.7812498909349825e-05,2.7720485375855836e-05,0.00328299759410015,22.0,2806.300000190735,9.071646732076641e-05,2.5151868046313056e-05,1.2467169687313052e-05,0.0,0.0
2020-04-24,2.3075796676293503e-05,2.2826732112213397e-05,0.01078155277427358,23.0,2835.4500002861023,0.0008303803605234095,2.0317516908048888e-05,1.4519589696041934e-05,0.0,0.0
2020-04-27,1.339495331757308e-05,1.309331882203904e-05,0.022100294988603157,23.0,2881.449999809265,7.687821160239878e-05,1.0973652844860802e-05,7.250927419909758e-06,0.0,0.0
2020-04-29,1.861493252784266e-05,1.8358991167549612e-05,0.012427980825084783,24.0,2954.1500000953674,8.095132516338636e-05,1.5060982946364392e-05,1.0264810300505244e-05,0.0,0.0
2020-04-30,3.006224538972812e-05,2.9857954509310586e-05,0.006723689686782445,23.0,2911.6500000953674,9.336874406022586e-05,2.7892427959779027e-05,1.6130658207925622e-05,0.0,0.0
2020-05-01,2.4152366782715303e-05,2.3872080537127668e-05,0.011137253027350111,22.0,2832.8499999046326,0.00015212107946765112,2.2646669527000216e-05,1.8243687971019323e-05,0.0,0.0
2020-05-04,1.7354487558585905e-05,1.7014044128218634e-05,0.01827534972012266,23.0,2838.199999809265,7.975893575690766e-05,1.5584412310514227e-05,5.854865028234664e-06,0.0,0.0
2020-05-06,1.7350808772671778e-05,1.710854627174267e-05,0.013684908991860303,23.0,2866.699999809265,8.062065439973618e-05,1.4919408795903765e-05,1.4954652982866164e-05,0.0,0.0
2020-05-08,1.693977885200535e-05,1.6649964337666587e-05,0.015516188131550592,23.0,2923.850000143051,9.293339893335778e-05,1.4595254359809774e-05,3.753768238873404e-06,0.0,0.0
2020-05-11,9.782638619598696e-06,9.405092011156172e-06,0.03405792605292247,24.0,2938.350000143051,7.250104781511843e-05,7.808457531226653e-06,7.72272852861155e-06,0.0,0.0
2020-05-13,3.068798319600726e-05,3.059564652281492e-05,0.002981008997696664,22.0,2801.5,9.433208104065791e-05,2.623410968195978e-05,2.6658986288161745e-05,0.0,0.0
2020-05-15,2.299698162990791e-05,2.2689691194897656e-05,0.013096537112818076,23.0,2856.9500002861023,0.0008323168044629983,2.0824623822606672e-05,1.2234960699705826e-05,0.0,0.0
2020-05-18,1.0930850766320317e-05,1.050289129409616e-05,0.03914232869878807,23.0,2960.1500000953674,7.545137136901028e-05,9.65789761967213e-06,1.0151296724504944e-05,0.0,0.0
2020-05-20,1.236756926360889e-05,1.2057964910272748e-05,0.022854666583521015,24.0,2973.2249999046326,7.524682928054246e-05,1.0627291649606841e-05,4.591936021176796e-06,0.0,0.0
2020-05-22,1.1900706435260046e-05,1.1499729006053367e-05,0.03308750745589957,24.0,2946.375,0.00014107487435589683,1.022741860737494e-05,5.265909004049963e-06,0.0,0.0
2020-05-26,8.63189735108954e-06,8.217470433193554e-06,0.04251298737451121,24.0,3008.175000190735,6.146575495948795e-05,7.410731362526277e-06,1.1865520209992576e-05,0.0,0.0
2020-05-27,1.0413655869179362e-05,1.0114187552139324e-05,0.028427283354698633,24.0,3021.0499999523163,6.450948059532373e-05,8.071828403693959e-06,4.607339954886181e-06,0.0,0.0
2020-05-29,2.0997914552475406e-05,2.0813693094364893e-05,0.008636572696547506,24.0,3036.75,0.00011914646202173894,1.7499282098439036e-05,1.8602415457692015e-05,0.0,0.0
2020-06-01,9.525778323939015e-06,9.151149815936594e-06,0.034445143618100645,24.0,3058.5499999523163,6.25878334381564e-05,8.246980806706225e-06,3.50633063631823e-06,0.0,0.0
2020-06-03,8.234822359897967e-06,7.900832668071142e-06,0.04008437639910951,23.0,3125.9749999046326,6.26793454909301e-05,6.436638376807461e-06,3.449643843539171e-06,0.0,0.0
2020-06-05,1.4837401871395936e-05,1.4715982157644209e-05,0.00817676148110913,25.0,3200.3499999046326,0.00011389213507646308,1.1753779774574125e-05,1.3168654445318648e-05,0.0,0.0
2020-06-08,7.495727129996643e-06,7.0860353517261686e-06,0.048099333657986014,24.0,3218.25,6.130239204883391e-05,6.4300489065717206e-06,5.090459101415432e-06,0.0,0.0
2020-06-10,2.8036434309440652e-05,2.7845404479216954e-05,0.006645921398997572,26.0,3212.699999809265,8.219944393361519e-05,2.5112003648438193e-05,1.5031784386148794e-05,0.0,0.0
2020-06-12,6.14221876669773e-05,6.14221876669773e-05,0.0,25.0,3014.5,0.00015929582375606108,5.858204847940782e-05,3.281631078738529e-05,0.0,0.0
2020-06-15,2.8193579062957574e-05,2.8090021469802434e-05,0.0036419496058394778,24.0,3056.5,8.30348168642037e-05,2.4887353079740376e-05,1.654839747778716e-05,0.0,0.0
2020-06-17,2.2469824717451985e-05,2.221162068425668e-05,0.01142186446382242,25.0,3116.1499996185303,7.750075668833851e-05,2.001103790023864e-05,1.51374182943982e-05,0.0,0.0
2020-06-19,2.5825547423919028e-05,2.5700365282041517e-05,0.004444472064128996,25.0,3109.75,0.0008379435269109463,2.2635146018461898e-05,1.4176571144816986e-05,0.0,0.0
2020-06-22,1.9342478304865853e-05,1.9084483707662566e-05,0.012905698988209008,24.0,3107.5,7.164622100404118e-05,1.7972650780496786e-05,4.057650586635429e-06,0.0,0.0
2020-06-24,2.7963031254425497e-05,2.7751813086565395e-05,0.00743945542229259,24.0,3057.0,8.257189994410572e-05,2.5786356413961136e-05,2.317783481703049e-05,0.0,0.0
2020-06-26,3.495972153359272e-05,3.493319605282101e-05,0.0007264895065544647,24.0,3013.75,0.00013256985611159475,3.2325347034787876e-05,1.8485280449635977e-05,0.0,0.0
2020-06-29,1.3610670057528326e-05,1.334075766399662e-05,0.018246048670239896,24.0,3038.2999997138977,6.748222443639272e-05,1.2386956133940766e-05,1.1927362079933869e-05,0.0,0.0
2020-06-30,1.960785449221988e-05,1.9345407672328687e-05,0.013089994072415696,24.0,3087.050000190735,8.438419383042904e-05,1.7638266938094424e-05,1.8883384788298503e-05,0.0,0.0
2020-07-01,1.1471529782731572e-05,1.11128111835005e-05,0.0257366599006614,25.0,3124.899999856949,6.469434237461396e-05,1.0006392559215939e-05,6.93398031427951e-06,0.0,0.0
2020-07-02,1.1855763739589035e-05,1.1401728358842074e-05,0.03646226126759768,26.0,3142.425000190735,9.031740728297487e-05,9.98366251606729e-06,8.486629789143302e-06,0.0,0.0
2020-07-06,1.0163432019237627e-05,9.815779597381254e-06,0.033237810291495265,25.0,3171.7249999046326,6.49870388557759e-05,8.644923447478675e-06,4.467422269180768e-06,0.0,0.0
2020-07-08,1.0301228178240696e-05,9.92704019115864e-06,0.02956402182102762,25.0,3164.8499999046326,6.351233484496241e-05,8.71120457714505e-06,5.57358622825182e-06,0.0,0.0
2020-07-10,1.0811556072347869e-05,1.0416744903983113e-05,0.035228633140501155,26.0,3182.0,6.534754087917181e-05,8.339677824362611e-06,4.509442012332965e-06,0.0,0.0
2020-07-13,1.5440175407687735e-05,1.504632046071918e-05,0.022159533321072757,25.0,3179.8499999046326,6.880601459847116e-05,1.460604069746581e-05,3.438804791328558e-05,0.0,0.0
2020-07-15,1.5709534444079366e-05,1.5421554194303977e-05,0.016578609592618455,26.0,3224.1500000953674,6.934063589529508e-05,1.4354827055572738e-05,7.994780000599066e-06,0.0,0.0
2020-07-17,9.315200245196956e-06,8.98075144167495e-06,0.035622915714926984,26.0,3230.875,0.0008204027837335856,7.036556605878336e-06,3.5876391700052213e-06,0.0,0.0
2020-07-20,7.193649100910593e-06,6.744647154291249e-06,0.055608368613786145,26.0,3253.050000190735,6.147260128148647e-05,5.976011732184658e-06,4.233099274555844e-06,0.0,0.0
2020-07-22,7.371408082746705e-06,6.97335806343981e-06,0.04811498951706406,26.0,3268.100000143051,6.140891162768512e-05,5.7959124450945865e-06,2.151167593071501e-06,0.0,0.0
2020-07-24,1.7103007028853894e-05,1.67623315209669e-05,0.01840616979502106,26.0,3208.800000190735,0.00011507674428537112,1.5080393434293414e-05,1.070709363392656e-05,0.0,0.0
2020-07-27,5.714358269465771e-06,5.334047279273713e-06,0.050835817382643866,26.0,3239.2999999523163,5.951778545301012e-05,4.246629791534746e-06,2.4361967061985744e-06,0.0,0.0
2020-07-29,1.0329356124269247e-05,1.0097138484677573e-05,0.019036739119440038,26.0,3259.4500000476837,6.422853198609193e-05,7.76227414445163e-06,5.094770298096278e-06,0.0,0.0
2020-07-31,9.828631621779374e-06,9.57018975195077e-06,0.02435562936822203,26.0,3252.875,0.0001395132469156178,7.40637879736064e-06,1.3759662495194068e-05,0.0,0.0
2020-08-03,7.215465184824084e-06,6.941330921592438e-06,0.03689723387783701,26.0,3296.524999856949,6.241836813282977e-05,5.109890201186313e-06,8.45459377395379e-06,0.0,0.0
2020-08-05,4.906062417308667e-06,4.477057813598345e-06,0.06304274590488389,27.0,3324.5750000476837,5.859751994900819e-05,3.7841241007641182e-06,4.607147391675418e-06,0.0,0.0
2020-08-07,1.0634153147974518e-05,1.0298916048486798e-05,0.02743310387085829,27.0,3339.199999809265,0.00013989263909416701,9.211222966485868e-06,4.924332390068549e-06,0.0,0.0
2020-08-10,5.816827610130072e-06,5.4411380256957635e-06,0.05316744354903872,27.0,3358.75,6.0109683849799016e-05,4.646122295561455e-06,2.465038852938869e-06,0.0,0.0
2020-08-12,8.546842591017533e-06,8.35558761554408e-06,0.022079103362603096,27.0,3386.1500000953674,6.396767658020009e-05,5.750706894248653e-06,5.0451349312738576e-06,0.0,0.0
2020-08-14,1.0077773786896572e-05,9.906022750346542e-06,0.0170053018010256,27.0,3365.5,9.012383944562542e-05,6.929362271860242e-06,4.712589543769232e-06,0.0,0.0
2020-08-17,4.288558080918778e-06,3.829684204970727e-06,0.08657299639166634,27.0,3383.399999856949,5.104439735923533e-05,2.9827415510398244e-06,7.719731474968951e-07,0.0,0.0
2020-08-19,7.234484768844779e-06,6.973645149475593e-06,0.03426975744092349,27.0,3382.0750002861023,5.4619684249661394e-05,5.228441164783006e-06,4.848014391211872e-06,0.0,0.0
2020-08-21,5.954641105046256e-06,5.6327920906989246e-06,0.04824043701237731,27.0,3397.875,0.0008165694700129849,4.013317287089163e-06,1.4511717777926263e-06,0.0,0.0
2020-08-24,3.3803579479528298e-06,2.9325684166442053e-06,0.12217614212965805,28.0,3421.8249999284744,5.089850648359997e-05,2.1193353499166497e-06,4.0396650474339e-06,0.0,0.0
2020-08-26,7.259181336438311e-06,6.9188411123150825e-06,0.046872109155474594,25.0,3480.1500000953674,5.5496218678984004e-05,5.678149261542432e-06,2.394752404783225e-06,0.0,0.0
2020-08-28,6.290458248618563e-06,5.905619157042051e-06,0.0599178010898195,28.0,3506.274999856949,0.00013753798594084884,4.5344959999760555e-06,1.3740089494186522e-06,0.0,0.0
2020-08-31,8.286767338664235e-06,8.003339574917669e-06,0.03336347504595313,28.0,3506.600000143051,7.429679088130686e-05,6.27578344731443e-06,2.1552274378301688e-05,0.0,0.0
2020-09-02,8.888569825133134e-06,8.605059773312466e-06,0.028831311326408406,26.0,3578.4749999046326,5.631673129936043e-05,6.938461097149157e-06,6.557948585332675e-06,0.0,0.0
2020-09-04,2.954071779047399e-05,2.9479667851234764e-05,0.0019341758044916335,28.0,3449.8999996185303,0.00016288264793749615,2.4345501484741257e-05,2.667286562586719e-05,0.0,0.0
2020-09-08,3.217579167196627e-05,3.208812549268805e-05,0.002721416318026329,27.0,3350.6500000953674,8.090646391250848e-05,2.9634202652022965e-05,2.745747751121257e-05,0.0,0.0
2020-09-09,1.2363962020684592e-05,1.2067822974694463e-05,0.022635431206330544,28.0,3422.9000000953674,5.987607512981192e-05,1.04450820135215e-05,1.591421333514322e-05,0.0,0.0
2020-09-11,2.156547527104442e-05,2.1409736263964822e-05,0.007085937381708791,26.0,3347.1500000953674,8.72409169657144e-05,1.9277595639037166e-05,9.772178616502937e-06,0.0,0.0
2020-09-14,9.800379604292398e-06,9.472308874742776e-06,0.03190178064560142,27.0,3382.350000143051,5.757726975858089e-05,8.424118328417415e-06,6.846484056075888e-06,0.0,0.0
2020-09-16,2.110343621313723e-05,2.0952041116731878e-05,0.007172775199012296,27.0,3395.2000002861023,6.983475759633843e-05,1.7759244338496922e-05,2.0179252803231038e-05,0.0,0.0
2020-09-18,1.615405810457538e-05,1.6019607468066816e-05,0.007588981740694191,27.0,3324.1500000953674,0.0008267057933957325,1.3160389538596706e-05,9.585393005090425e-06,0.0,0.0
2020-09-21,1.9535178508931935e-05,1.9276857996248478e-05,0.013099680623914041,26.0,3261.3999996185303,6.762342043578463e-05,1.7346419760417756e-05,1.5509210242037785e-05,0.0,0.0
2020-09-23,2.167036227254672e-05,2.1361606737639583e-05,0.013806739509920864,26.0,3247.699999809265,6.907030363378553e-05,1.824518865923004e-05,1.298138222502219e-05,0.0,0.0
2020-09-25,1.462621752834165e-05,1.435128282691444e-05,0.016801375760232592,27.0,3304.3499999046326,0.00011316090790740181,1.242470746686596e-05,1.0520863630456938e-05,0.0,0.0
2020-09-28,1.0213679319152825e-05,9.79190684392708e-06,0.03920588150325497,26.0,3357.4749999046326,5.79653720949119e-05,8.578071835359247e-06,7.948170123386731e-06,0.0,0.0
2020-09-30,2.6495012203299392e-05,2.631405555967984e-05,0.00666043769747087,26.0,3352.75,9.198251362264575e-05,2.433518269026786e-05,2.197469774222179e-05,0.0,0.0
2020-10-02,1.9534458399456183e-05,1.9359593925662824e-05,0.008946621040458388,27.0,3360.3500003814697,0.00012008814271055432,1.6773543563988427e-05,8.090300447654501e-06,0.0,0.0
2020-10-05,7.504741109722718e-06,7.140103709011656e-06,0.040235160116086736,27.0,3409.25,5.4644583686672394e-05,6.614688518787889e-06,2.875817861282557e-06,0.0,0.0
2020-10-07,8.261107464738215e-06,7.919816161676472e-06,0.036664722186299396,28.0,3423.5,5.521236639219481e-05,6.5043456271208455e-06,4.5564946659521226e-06,0.0,0.0
2020-10-09,6.615093981148532e-06,6.328819844516119e-06,0.03808401491998364,28.0,3478.2999999523163,0.0001061740168146212,4.943743063585587e-06,2.371448527507788e-06,0.0,0.0
2020-10-12,6.467730026034958e-06,6.2538020967513844e-06,0.029106039511857033,28.0,3543.3250000476837,5.391015137185481e-05,4.484014294907298e-06,3.074247867369415e-06,0.0,0.0
2020-10-14,8.503209864153641e-06,8.15582123291021e-06,0.040501902049846404,28.0,3495.949999809265,5.674712223721883e-05,6.8113672862802856e-06,7.920203244787511e-06,0.0,0.0
2020-10-16,7.313744242308007e-06,7.0699418764291456e-06,0.03077670232286405,28.0,3497.7249999046326,0.0008187148112670221,5.459993284225359e-06,3.881083091192476e-06,0.0,0.0
2020-10-19,1.6869799499671193e-05,1.659305916279283e-05,0.015343069431473956,28.0,3428.699999809265,6.394720282921497e-05,1.4118523223598699e-05,8.533808240760855e-06,0.0,0.0
2020-10-21,1.2682827936189498e-05,1.2411716426840465e-05,0.018847932409289805,27.0,3454.5,5.967537925590129e-05,1.135237156968318e-05,6.270335891946911e-06,0.0,0.0
2020-10-23,7.543005616761677e-06,7.188762740574284e-06,0.04696179312160875,27.0,3460.0499999523163,7.234451564542294e-05,6.455649797891971e-06,1.4491683083756577e-06,0.0,0.0
2020-10-26,1.5071148519180581e-05,1.4787357442794106e-05,0.018484307614354826,27.0,3391.7999997138977,6.322403651962465e-05,1.3341758508494883e-05,1.373361114618796e-05,0.0,0.0
2020-10-28,2.7874828809663625e-05,2.771426195752809e-05,0.005661323291811658,26.0,3297.2999997138977,7.534458616209125e-05,2.614276375946219e-05,2.3731610989046067e-05,0.0,0.0
2020-10-30,3.5819427008105304e-05,3.570492012000018e-05,0.003196781681605558,26.0,3245.0,0.0001682595681264836,3.138051037629303e-05,2.819108942858134e-05,0.0,0.0
2020-11-02,2.097282744448007e-05,2.086210459982296e-05,0.005209702656301143,26.0,3306.75,6.934990302473365e-05,1.831824176608308e-05,2.136711531061691e-05,0.0,0.0
2020-11-04,2.8519226149650363e-05,2.8437709365658955e-05,0.0028547463024598467,27.0,3445.6500000953674,7.727069546649702e-05,2.4793419998694624e-05,2.2204182306491144e-05,0.0,0.0
2020-11-06,1.1482708325187397e-05,1.1136390086304219e-05,0.029328354367638632,28.0,3506.9999997615814,5.933099458426732e-05,9.614706103873334e-06,5.325683967658337e-06,0.0,0.0
2020-11-09,2.0520529155214312e-05,2.036478257904611e-05,0.007155679194759476,24.0,3589.0,6.780209940795654e-05,1.8850578846971597e-05,2.5143110499956868e-05,0.0,0.0
2020-11-11,1.1291489454122735e-05,1.1016790151026248e-05,0.024317374851770268,29.0,3560.25,6.0183090405173476e-05,9.420812431302598e-06,2.759102110417323e-06,0.0,0.0
2020-11-13,9.507121832239222e-06,9.274947506223705e-06,0.02354839681720167,28.0,3582.125,5.770525246776991e-05,6.8751821860769235e-06,5.769821317450524e-06,0.0,0.0
2020-11-16,8.63173258035457e-06,8.248556999128849e-06,0.038984312589225106,29.0,3613.949999809265,5.617483115581854e-05,7.167959641217877e-06,7.413940201015607e-06,0.0,0.0
2020-11-18,8.616692746575622e-06,8.230342970017183e-06,0.03919090836240304,29.0,3594.0,5.598075234826733e-05,7.347418754692761e-06,1.5069702060336462e-05,0.0,0.0
2020-11-20,1.3809231783055796e-05,1.3656025982105621e-05,0.010444545643718772,28.0,3563.300000190735,0.0008250847518415687,1.0832236840546231e-05,5.310427284237672e-06,0.0,0.0
2020-11-23,7.396960706683928e-06,7.065466139997682e-06,0.04469710015325633,29.0,3580.5,5.6222621246941414e-05,5.801481006207704e-06,4.394541742969247e-06,0.0,0.0
2020-11-25,5.515404033093477e-06,5.175203672656781e-06,0.05488503494160438,29.0,3633.0,5.3442682212029247e-05,4.079323544937307e-06,2.067047406038537e-06,0.0,0.0
2020-11-30,1.2164501431061289e-05,1.18972796160756e-05,0.019026568532262887,29.0,3614.9500002861023,6.707458611807675e-05,1.1165116859329578e-05,6.589976218582062e-06,0.0,0.0
2020-12-02,5.849599866537407e-06,5.459151287730982e-06,0.06633423682722656,29.0,3665.7000000476837,5.479712552515298e-05,4.339732609291821e-06,2.147061950058992e-06,0.0,0.0
2020-12-04,5.376736974557145e-06,5.04699280090106e-06,0.06079645495481571,29.0,3690.7999999523163,0.0016686540963656254,3.6330233979531343e-06,2.059384430644004e-06,0.0,0.0
2020-12-07,3.947708814007594e-06,3.542952700273094e-06,0.08256776997396484,30.0,3688.5999999046326,5.191411674152627e-05,2.8441960728941483e-06,3.5058490265449528e-06,0.0,0.0
2020-12-09,9.86306123335725e-06,9.489174937036965e-06,0.03689951669495897,29.0,3661.899999856949,5.8361908864100766e-05,7.898963174501442e-06,1.4104332030458516e-05,0.0,0.0
2020-12-11,6.965196435226558e-06,6.707798631292807e-06,0.036167706115553,29.0,3661.425000190735,7.369753709262702e-05,4.700884225906773e-06,3.713318402726426e-06,0.0,0.0
2020-12-14,7.462733121156355e-06,7.03292568236745e-06,0.05394591798175475,30.0,3662.600000143051,5.554329969206035e-05,5.933682171322813e-06,1.5300977405466752e-05,0.0,0.0
2020-12-16,7.888688488572678e-06,7.691791550154315e-06,0.023246202051886367,30.0,3707.8250002861023,5.612548122590384e-05,5.921870220031119e-06,3.930291601898441e-06,0.0,0.0
