book,days,active_days,mean_pct_spot,vol_pct_spot,Sharpe,ES1_pct_spot,worst_day,worst_5d,max_dd,skew,loss_prob_long,loss_prob_short,turnover_bp,abs_mean_over_ES1
"sign(s), mid",866,866.0,0.009542726183061475,0.23099448493049618,0.6557995612119153,1.233822977904613,-3.0304559657020422,-2.9173843435784947,6.2779325391212435,-2.9704604357954016,58.90804597701149,36.1003861003861,18.449800436268678,0.007734274976194539
"sign(s), crossed",866,866.0,0.002949867365944722,0.2351505946587985,0.19913916345155738,1.288938759655971,-3.2953355621253513,-3.5012333741009556,7.943360653423504,-3.7075012769235287,60.3448275862069,37.45173745173745,18.449800436268678,0.0022886016452263935
"always short, mid",866,866.0,-0.0018521952625053218,0.23118431256000332,-0.1271828868452961,1.457445162818441,-3.0304559657020422,-5.305356715589064,11.075882380560984,-4.32776930651864,,38.106235565819865,18.449800436268678,0.0012708507391959117
"always short, crossed",866,866.0,-0.008445054088818061,0.23760302107589795,-0.5642229503562888,1.5388964020730975,-3.2953355621253513,-6.2264449596994575,13.961687776611116,-4.85722179004589,,39.260969976905315,18.449800436268678,0.005487733987448053
"always long, mid",866,866.0,0.0018521952625053218,0.23118431256000332,0.1271828868452961,0.5579572237029784,-0.6992906584391684,-1.6629418885126817,10.351389374086656,4.32776930651864,61.77829099307159,,18.449800436268678,0.003319600829276681
"always long, crossed",866,866.0,-0.0047406629550744315,0.2259351810628297,-0.33308531685153286,0.5838285670567157,-0.7489718022056311,-1.8330711210479649,14.353945676917728,3.762325640759557,62.8175519630485,,18.449800436268678,0.008119957163065477
"long leg alone, mid",866,348.0,0.005697460722783399,0.12983007162734767,0.6966366414852053,0.41389742321282225,-0.6992906584391684,-1.5828084980299169,3.3820551803445187,4.137396004223783,58.90804597701149,,16.020787550920367,0.013765393073862693
"long leg alone, crossed",866,348.0,0.002945447524599318,0.1284161403535829,0.3641094473836444,0.4450198745755675,-0.7279794786050608,-1.6941366660408592,4.063744195107341,3.5109963387614336,60.3448275862069,,16.020787550920367,0.006618687597735953
"Vilkov: long strangle/straddle basket, 10:00, net of B/A + 0.5 bp, 953 days 2016-2024",953,,-0.0215,,-0.97,1.61,-2.67,-7.77,25.9,,69.9,,,
