row,lambda_exog,lambda0,gamma,lambda_backbone,crossover_rank,p1,p2,p5,p10,p20,p40,spike1,spike2,spike5,spike10,spike20,spike40,median_spike,max_spike,p40_over_lambda
48868,100.0,1000.0,-1.0,0.1,10.0,4.280842652051684,5.874563312468951,2.5486979682292765,6.2544059438670985,0.928232990579485,2.9746877156418994,22.359886855937788,16.022541877750598,38.23572006041799,14.988728729393925,106.73157280002638,32.61697413619812,32.17215815411501,285.7040143105474,0.029746877156418994
49118,10000.0,100.0,1.0,10.0,100.0,0.447209453919515,2.495859699810312,6.534116441228023,66.27463571877519,37.337265714062355,467.604176111926,22359.886855937788,4005.6354694376496,1529.4288024167195,149.88728729393924,266.828932000066,20.385608835123822,126.01727434864895,22359.886855937788,0.0467604176111926
49368,1000.0,100.0,-1.0,10.0,0.1,0.44702952967085,0.623731413037982,0.26146716506324574,0.6667231723714283,0.09368421073141175,0.30649486398143994,2235.988685593779,1602.2541877750598,3823.572006041799,1498.8728729393924,10673.157280002639,3261.697413619812,3217.2158154115004,28570.401431054743,0.0003064948639814399
49618,10000.0,10000.0,4.0,0.1,1.0,44.52382179902331,1664.7122010975481,8909.842429113536,9985.03370384592,9996.66575044281,9999.968147587651,223.59886855937788,5.007044336797062,0.12235430419333757,0.0014988728729393925,0.0003335361650000825,3.1852513804880973e-06,0.0002008493236098655,223.59886855937788,0.9999968147587651
49868,10000.0,10000.0,-1.0,1.0,1.0,44.52382179902331,62.02495906554402,26.085332385148277,66.27463571877519,9.360528669477315,30.565173779123974,223.59886855937788,160.22541877750598,382.35720060417987,149.88728729393924,1067.315728000264,326.16974136198115,321.72158154115004,2857.040143105474,0.0030565173779123975
50118,100.0,10000.0,-0.5,10.0,10000.0,30.90245662637438,46.88309902546233,36.901003748953876,67.8432854229225,29.52822296410905,65.9752616153528,2.235988685593779,1.1329648013602887,1.7099533844749397,0.4739852201528638,2.3865905212632654,0.5157196432659457,0.7208928253157608,5.603116708004898,0.6597526161535281
50368,1000.0,10000.0,4.0,0.1,0.5623413251903491,42.80842652051684,666.3537319923911,987.9124657647429,999.8501351755382,999.9666474959266,999.9996814749633,22.359886855937788,0.5007044336797062,0.012235430419333757,0.00014988728729393923,3.335361650000825e-05,3.1852513804880977e-07,2.0084932360986552e-05,22.359886855937788,0.9999996814749633
50618,1000.0,100.0,0.0,0.1,nan,0.44702952967085,1.2466852293362563,1.3059699522719155,6.627463571877519,1.8703549827516486,12.114980565752708,2235.988685593779,801.1270938875299,764.7144012083597,149.88728729393924,533.657864000132,81.54243534049529,186.95080120810997,2235.988685593779,0.012114980565752708
50868,1000.0,10000.0,4.0,0.1,0.5623413251903491,42.80842652051684,666.3537319923911,987.9124657647429,999.8501351755382,999.9666474959266,999.9996814749633,22.359886855937788,0.5007044336797062,0.012235430419333757,0.00014988728729393923,3.335361650000825e-05,3.1852513804880977e-07,2.0084932360986552e-05,22.359886855937788,0.9999996814749633
51118,10000.0,10000.0,0.0,10.0,nan,44.52382179902331,123.28524192272377,129.07982586102068,625.4405943867098,183.93921365216514,1092.389552758199,223.59886855937788,80.11270938875299,76.47144012083598,14.988728729393925,53.36578640001319,8.15424353404953,18.695080120811,223.59886855937788,0.1092389552758199
51368,10000.0,100.0,1.0,10.0,100.0,0.447209453919515,2.495859699810312,6.534116441228023,66.27463571877519,37.337265714062355,467.604176111926,22359.886855937788,4005.6354694376496,1529.4288024167195,149.88728729393924,266.828932000066,20.385608835123822,126.01727434864895,22359.886855937788,0.0467604176111926
51618,1000.0,100.0,-1.0,10.0,0.1,0.44702952967085,0.623731413037982,0.26146716506324574,0.6667231723714283,0.09368421073141175,0.30649486398143994,2235.988685593779,1602.2541877750598,3823.572006041799,1498.8728729393924,10673.157280002639,3261.697413619812,3217.2158154115004,28570.401431054743,0.0003064948639814399
51631,10000.0,100.0,-1.0,0.1,0.01,0.447209453919515,0.6240817464886116,0.26152870811615014,0.6671234803863143,0.09369211045568958,0.30657943250075737,22359.886855937788,16022.541877750598,38235.72006041799,14988.728729393924,106731.57280002639,32616.974136198114,32172.158154115008,285704.0143105474,3.065794325007574e-05
51881,10000.0,10000.0,-1.0,0.1,1.0,44.52382179902331,62.02495906554402,26.085332385148277,66.27463571877519,9.360528669477315,30.565173779123974,223.59886855937788,160.22541877750598,382.35720060417987,149.88728729393924,1067.315728000264,326.16974136198115,321.72158154115004,2857.040143105474,0.0030565173779123975
52131,10000.0,100.0,-1.0,0.1,0.01,0.447209453919515,0.6240817464886116,0.26152870811615014,0.6671234803863143,0.09369211045568958,0.30657943250075737,22359.886855937788,16022.541877750598,38235.72006041799,14988.728729393924,106731.57280002639,32616.974136198114,32172.158154115008,285704.0143105474,3.065794325007574e-05
52381,10000.0,10000.0,-1.0,10.0,1.0,44.52382179902331,62.02495906554402,26.085332385148277,66.27463571877519,9.360528669477315,30.565173779123974,223.59886855937788,160.22541877750598,382.35720060417987,149.88728729393924,1067.315728000264,326.16974136198115,321.72158154115004,2857.040143105474,0.0030565173779123975
52631,1000.0,10000.0,0.0,10.0,nan,42.80842652051684,110.97213775760808,115.64511919803707,400.18042167295715,157.81387035698367,550.8354000674451,22.359886855937788,8.011270938875299,7.647144012083598,1.4988728729393925,5.33657864000132,0.8154243534049529,1.8695080120810996,22.359886855937788,0.5508354000674451
52881,1000.0,100.0,-1.0,10.0,0.1,0.44702952967085,0.623731413037982,0.26146716506324574,0.6667231723714283,0.09368421073141175,0.30649486398143994,2235.988685593779,1602.2541877750598,3823.572006041799,1498.8728729393924,10673.157280002639,3261.697413619812,3217.2158154115004,28570.401431054743,0.0003064948639814399
53131,10000.0,1000.0,0.0,0.1,nan,4.470295296708501,12.466852293362562,13.059699522719153,66.27463571877519,18.703549827516483,121.1498056575271,2235.988685593779,801.1270938875299,764.7144012083597,149.88728729393924,533.657864000132,81.54243534049529,186.95080120810997,2235.988685593779,0.01211498056575271
53381,10000.0,10000.0,4.0,0.1,1.0,44.52382179902331,1664.7122010975481,8909.842429113536,9985.03370384592,9996.66575044281,9999.968147587651,223.59886855937788,5.007044336797062,0.12235430419333757,0.0014988728729393925,0.0003335361650000825,3.1852513804880973e-06,0.0002008493236098655,223.59886855937788,0.9999968147587651
53631,10000.0,100.0,-1.0,10.0,0.01,0.447209453919515,0.6240817464886116,0.26152870811615014,0.6671234803863143,0.09369211045568958,0.30657943250075737,22359.886855937788,16022.541877750598,38235.72006041799,14988.728729393924,106731.57280002639,32616.974136198114,32172.158154115008,285704.0143105474,3.065794325007574e-05
53881,10000.0,100.0,4.0,1.0,3.1622776601683795,0.447209453919515,19.932054270790267,755.547774660386,8696.504527442223,9677.22940175138,9996.81576287908,22359.886855937788,500.7044336797062,12.235430419333756,0.14988728729393924,0.033353616500008246,0.0003185251380488097,0.02008493236098655,22359.886855937788,0.999681576287908
54131,1000.0,100.0,4.0,1.0,1.7782794100389228,0.44702952967085,19.580797307649004,449.7326928875178,985.2326155895765,996.6757260059928,999.9681485007453,2235.988685593779,50.07044336797062,1.2235430419333757,0.014988728729393924,0.0033353616500008247,3.185251380488097e-05,0.002008493236098655,2235.988685593779,0.9999681485007453
54381,1000.0,10000.0,-1.0,10.0,10.0,42.80842652051684,58.74563312468951,25.486979682292766,62.544059438670985,9.28232990579485,29.746877156418996,22.359886855937788,16.022541877750598,38.23572006041799,14.988728729393925,106.73157280002638,32.61697413619812,32.17215815411501,285.7040143105474,0.029746877156418997
54394,10000.0,100.0,-1.0,10.0,0.01,0.447209453919515,0.6240817464886116,0.26152870811615014,0.6671234803863143,0.09369211045568958,0.30657943250075737,22359.886855937788,16022.541877750598,38235.72006041799,14988.728729393924,106731.57280002639,32616.974136198114,32172.158154115008,285704.0143105474,3.065794325007574e-05
54644,10000.0,10000.0,4.0,1.0,1.0,44.52382179902331,1664.7122010975481,8909.842429113536,9985.03370384592,9996.66575044281,9999.968147587651,223.59886855937788,5.007044336797062,0.12235430419333757,0.0014988728729393925,0.0003335361650000825,3.1852513804880973e-06,0.0002008493236098655,223.59886855937788,0.9999968147587651
54894,100.0,1000.0,4.0,0.1,0.5623413251903491,4.280842652051684,66.6353731992391,98.79124657647431,99.9850135175538,99.99666474959267,99.99996814749635,22.359886855937788,0.5007044336797062,0.012235430419333757,0.00014988728729393923,3.335361650000825e-05,3.1852513804880977e-07,2.008493236098655e-05,22.359886855937788,0.9999996814749634
55144,100.0,1000.0,4.0,10.0,0.5623413251903491,4.280842652051684,66.6353731992391,98.79124657647431,99.9850135175538,99.99666474959267,99.99996814749635,22.359886855937788,0.5007044336797062,0.012235430419333757,0.00014988728729393923,3.335361650000825e-05,3.1852513804880977e-07,2.008493236098655e-05,22.359886855937788,0.9999996814749634
55394,100.0,10000.0,4.0,1.0,0.31622776601683794,30.90245662637438,95.23170624559474,99.87779521861661,99.99850114959293,99.99966646494745,99.99999681474871,2.235988685593779,0.05007044336797062,0.0012235430419333757,1.4988728729393924e-05,3.3353616500008245e-06,3.1852513804880976e-08,2.0084932360986547e-06,2.235988685593779,0.9999999681474872
55644,10000.0,100.0,1.0,1.0,100.0,0.447209453919515,2.495859699810312,6.534116441228023,66.27463571877519,37.337265714062355,467.604176111926,22359.886855937788,4005.6354694376496,1529.4288024167195,149.88728729393924,266.828932000066,20.385608835123822,126.01727434864895,22359.886855937788,0.0467604176111926
55894,10000.0,10000.0,4.0,0.1,1.0,44.52382179902331,1664.7122010975481,8909.842429113536,9985.03370384592,9996.66575044281,9999.968147587651,223.59886855937788,5.007044336797062,0.12235430419333757,0.0014988728729393925,0.0003335361650000825,3.1852513804880973e-06,0.0002008493236098655,223.59886855937788,0.9999968147587651
56144,10000.0,10000.0,4.0,10.0,1.0,44.52382179902331,1664.7122010975481,8909.842429113536,9985.03370384592,9996.66575044281,9999.968147587651,223.59886855937788,5.007044336797062,0.12235430419333757,0.0014988728729393925,0.0003335361650000825,3.1852513804880973e-06,0.0002008493236098655,223.59886855937788,0.9999968147587651
56394,10000.0,10000.0,-0.5,10.0,1.0,44.52382179902331,87.4917581722429,58.14111062697643,206.6178797121441,41.72594321506749,190.2154528196182,223.59886855937788,113.29648013602886,170.99533844749396,47.39852201528638,238.65905212632657,51.57196432659455,72.08928253157609,560.3116708004898,0.01902154528196182
56644,100.0,1000.0,-0.5,10.0,99.99999999999999,4.280842652051684,8.110531613690299,5.5250041718068665,17.422051385463895,4.021570867615021,16.241157983781807,22.359886855937788,11.329648013602887,17.0995338447494,4.739852201528638,23.865905212632658,5.157196432659457,7.208928253157609,56.03116708004898,0.16241157983781807
56894,100.0,100.0,-1.0,0.1,1.0,0.4452382179902331,0.6202495906554402,0.2608533238514828,0.6627463571877519,0.09360528669477317,0.3056517377912398,223.59886855937788,160.22541877750598,382.35720060417987,149.88728729393924,1067.3157280002638,326.1697413619812,321.72158154115004,2857.0401431054743,0.003056517377912398
57144,10000.0,10000.0,4.0,10.0,1.0,44.52382179902331,1664.7122010975481,8909.842429113536,9985.03370384592,9996.66575044281,9999.968147587651,223.59886855937788,5.007044336797062,0.12235430419333757,0.0014988728729393925,0.0003335361650000825,3.1852513804880973e-06,0.0002008493236098655,223.59886855937788,0.9999968147587651
57158,10000.0,10000.0,4.0,10.0,1.0,44.52382179902331,1664.7122010975481,8909.842429113536,9985.03370384592,9996.66575044281,9999.968147587651,223.59886855937788,5.007044336797062,0.12235430419333757,0.0014988728729393925,0.0003335361650000825,3.1852513804880973e-06,0.0002008493236098655,223.59886855937788,0.9999968147587651
57408,100.0,1000.0,-1.0,1.0,10.0,4.280842652051684,5.874563312468951,2.5486979682292765,6.2544059438670985,0.928232990579485,2.9746877156418994,22.359886855937788,16.022541877750598,38.23572006041799,14.988728729393925,106.73157280002638,32.61697413619812,32.17215815411501,285.7040143105474,0.029746877156418994
57658,1000.0,10000.0,-0.5,10.0,99.99999999999999,42.80842652051684,81.105316136903,55.25004171806866,174.22051385463894,40.21570867615022,162.4115798378181,22.359886855937788,11.329648013602885,17.0995338447494,4.739852201528638,23.865905212632658,5.157196432659457,7.208928253157608,56.03116708004898,0.1624115798378181
57908,10000.0,10000.0,-1.0,0.1,1.0,44.52382179902331,62.02495906554402,26.085332385148277,66.27463571877519,9.360528669477315,30.565173779123974,223.59886855937788,160.22541877750598,382.35720060417987,149.88728729393924,1067.315728000264,326.16974136198115,321.72158154115004,2857.040143105474,0.0030565173779123975
58158,1000.0,100.0,0.0,1.0,nan,0.44702952967085,1.2466852293362563,1.3059699522719155,6.627463571877519,1.8703549827516486,12.114980565752708,2235.988685593779,801.1270938875299,764.7144012083597,149.88728729393924,533.657864000132,81.54243534049529,186.95080120810997,2235.988685593779,0.012114980565752708
58408,10000.0,100.0,-1.0,10.0,0.01,0.447209453919515,0.6240817464886116,0.26152870811615014,0.6671234803863143,0.09369211045568958,0.30657943250075737,22359.886855937788,16022.541877750598,38235.72006041799,14988.728729393924,106731.57280002639,32616.974136198114,32172.158154115008,285704.0143105474,3.065794325007574e-05
58658,10000.0,100.0,2.0,10.0,10.0,0.447209453919515,4.990473847364765,32.585415446614526,625.4405943867098,697.2797290893724,6624.094841738789,22359.886855937788,2002.8177347188248,305.8857604833439,14.988728729393925,13.341446600003298,0.5096402208780956,7.688438638558493,22359.886855937788,0.6624094841738789
58908,1000.0,100.0,-1.0,10.0,0.1,0.44702952967085,0.623731413037982,0.26146716506324574,0.6667231723714283,0.09368421073141175,0.30649486398143994,2235.988685593779,1602.2541877750598,3823.572006041799,1498.8728729393924,10673.157280002639,3261.697413619812,3217.2158154115004,28570.401431054743,0.0003064948639814399
59158,10000.0,100.0,2.0,0.1,10.0,0.447209453919515,4.990473847364765,32.585415446614526,625.4405943867098,697.2797290893724,6624.094841738789,22359.886855937788,2002.8177347188248,305.8857604833439,14.988728729393925,13.341446600003298,0.5096402208780956,7.688438638558493,22359.886855937788,0.6624094841738789
59408,100.0,100.0,3.0,0.1,1.0,0.4452382179902331,9.079280452839132,62.04353327947082,98.52326155895766,99.33734803788332,99.98726061760345,223.59886855937788,10.014088673594124,0.6117715209666879,0.014988728729393924,0.006670723300001649,0.0001274100552195239,0.003651027648467417,223.59886855937788,0.9998726061760346
59658,100.0,10000.0,-1.0,10.0,100.0,30.90245662637438,38.428221374292605,20.731524246915832,40.01804216729572,8.56666260903643,23.46482875119511,2.235988685593779,1.6022541877750598,3.823572006041799,1.4988728729393925,10.67315728000264,3.261697413619812,3.2172158154115005,28.57040143105474,0.2346482875119511
59908,100.0,10000.0,4.0,0.1,0.31622776601683794,30.90245662637438,95.23170624559474,99.87779521861661,99.99850114959293,99.99966646494745,99.99999681474871,2.235988685593779,0.05007044336797062,0.0012235430419333757,1.4988728729393924e-05,3.3353616500008245e-06,3.1852513804880976e-08,2.0084932360986547e-06,2.235988685593779,0.9999999681474872
59921,1000.0,10000.0,4.0,0.1,0.5623413251903491,42.80842652051684,666.3537319923911,987.9124657647429,999.8501351755382,999.9666474959266,999.9996814749633,22.359886855937788,0.5007044336797062,0.012235430419333757,0.00014988728729393923,3.335361650000825e-05,3.1852513804880977e-07,2.0084932360986552e-05,22.359886855937788,0.9999996814749633
60171,10000.0,10000.0,0.0,1.0,nan,44.52382179902331,123.28524192272377,129.07982586102068,625.4405943867098,183.93921365216514,1092.389552758199,223.59886855937788,80.11270938875299,76.47144012083598,14.988728729393925,53.36578640001319,8.15424353404953,18.695080120811,223.59886855937788,0.1092389552758199
60421,10000.0,1000.0,1.0,0.1,10.0,4.470295296708501,24.902658809815726,64.95915877565233,625.4405943867098,361.2339190037267,3291.031637464061,2235.988685593779,400.56354694376495,152.94288024167196,14.988728729393925,26.682893200006596,2.0385608835123823,12.601727434864896,2235.988685593779,0.32910316374640614
60671,1000.0,100.0,-1.0,0.1,0.1,0.44702952967085,0.623731413037982,0.26146716506324574,0.6667231723714283,0.09368421073141175,0.30649486398143994,2235.988685593779,1602.2541877750598,3823.572006041799,1498.8728729393924,10673.157280002639,3261.697413619812,3217.2158154115004,28570.401431054743,0.0003064948639814399
60921,1000.0,100.0,-1.0,10.0,0.1,0.44702952967085,0.623731413037982,0.26146716506324574,0.6667231723714283,0.09368421073141175,0.30649486398143994,2235.988685593779,1602.2541877750598,3823.572006041799,1498.8728729393924,10673.157280002639,3261.697413619812,3217.2158154115004,28570.401431054743,0.0003064948639814399
