row,lambda_exog,lambda0,gamma,lambda_backbone,crossover_rank,p1,p2,p5,p10,p20,p40,spike1,spike2,spike5,spike10,spike20,spike40,median_spike,max_spike,p40_over_lambda
61171,100.0,10000.0,4.0,1.0,0.31622776601683794,30.90245662637438,95.23170624559474,99.87779521861661,99.99850114959293,99.99966646494745,99.99999681474871,2.235988685593779,0.05007044336797062,0.0012235430419333757,1.4988728729393924e-05,3.3353616500008245e-06,3.1852513804880976e-08,2.0084932360986547e-06,2.235988685593779,0.9999999681474872
61421,10000.0,1000.0,4.0,10.0,1.7782794100389228,4.470295296708501,195.80797307649001,4497.326928875178,9852.326155895766,9966.757260059929,9999.681485007453,2235.988685593779,50.07044336797062,1.2235430419333757,0.014988728729393924,0.0033353616500008247,3.185251380488097e-05,0.002008493236098655,2235.988685593779,0.9999681485007453
61671,1000.0,100.0,3.0,10.0,2.154434690031884,0.44702952967085,9.887198266422178,140.49452254592268,869.6504527442223,937.4643473519828,998.7275207143653,2235.988685593779,100.14088673594124,6.117715209666878,0.14988728729393924,0.06670723300001649,0.001274100552195239,0.03651027648467417,2235.988685593779,0.9987275207143652
61921,10000.0,100.0,-1.0,0.1,0.01,0.447209453919515,0.6240817464886116,0.26152870811615014,0.6671234803863143,0.09369211045568958,0.30657943250075737,22359.886855937788,16022.541877750598,38235.72006041799,14988.728729393924,106731.57280002639,32616.974136198114,32172.158154115008,285704.0143105474,3.065794325007574e-05
62171,1000.0,10000.0,0.0,10.0,nan,42.80842652051684,110.97213775760808,115.64511919803707,400.18042167295715,157.81387035698367,550.8354000674451,22.359886855937788,8.011270938875299,7.647144012083598,1.4988728729393925,5.33657864000132,0.8154243534049529,1.8695080120810996,22.359886855937788,0.5508354000674451
62421,10000.0,100.0,2.0,10.0,10.0,0.447209453919515,4.990473847364765,32.585415446614526,625.4405943867098,697.2797290893724,6624.094841738789,22359.886855937788,2002.8177347188248,305.8857604833439,14.988728729393925,13.341446600003298,0.5096402208780956,7.688438638558493,22359.886855937788,0.6624094841738789
62671,10000.0,10000.0,4.0,10.0,1.0,44.52382179902331,1664.7122010975481,8909.842429113536,9985.03370384592,9996.66575044281,9999.968147587651,223.59886855937788,5.007044336797062,0.12235430419333757,0.0014988728729393925,0.0003335361650000825,3.1852513804880973e-06,0.0002008493236098655,223.59886855937788,0.9999968147587651
62684,10000.0,10000.0,4.0,10.0,1.0,44.52382179902331,1664.7122010975481,8909.842429113536,9985.03370384592,9996.66575044281,9999.968147587651,223.59886855937788,5.007044336797062,0.12235430419333757,0.0014988728729393925,0.0003335361650000825,3.1852513804880973e-06,0.0002008493236098655,223.59886855937788,0.9999968147587651
62934,10000.0,100.0,2.0,0.1,10.0,0.447209453919515,4.990473847364765,32.585415446614526,625.4405943867098,697.2797290893724,6624.094841738789,22359.886855937788,2002.8177347188248,305.8857604833439,14.988728729393925,13.341446600003298,0.5096402208780956,7.688438638558493,22359.886855937788,0.6624094841738789
63184,10000.0,100.0,-1.0,0.1,0.01,0.447209453919515,0.6240817464886116,0.26152870811615014,0.6671234803863143,0.09369211045568958,0.30657943250075737,22359.886855937788,16022.541877750598,38235.72006041799,14988.728729393924,106731.57280002639,32616.974136198114,32172.158154115008,285704.0143105474,3.065794325007574e-05
63434,10000.0,1000.0,4.0,10.0,1.7782794100389228,4.470295296708501,195.80797307649001,4497.326928875178,9852.326155895766,9966.757260059929,9999.681485007453,2235.988685593779,50.07044336797062,1.2235430419333757,0.014988728729393924,0.0033353616500008247,3.185251380488097e-05,0.002008493236098655,2235.988685593779,0.9999681485007453
63684,10000.0,10000.0,-0.5,10.0,1.0,44.52382179902331,87.4917581722429,58.14111062697643,206.6178797121441,41.72594321506749,190.2154528196182,223.59886855937788,113.29648013602886,170.99533844749396,47.39852201528638,238.65905212632657,51.57196432659455,72.08928253157609,560.3116708004898,0.01902154528196182
63934,1000.0,1000.0,4.0,1.0,1.0,4.452382179902331,166.47122010975485,890.9842429113537,998.5033703845919,999.6665750442809,999.9968147587651,223.59886855937788,5.007044336797062,0.12235430419333757,0.0014988728729393925,0.0003335361650000825,3.1852513804880973e-06,0.00020084932360986548,223.59886855937788,0.9999968147587651
64184,10000.0,100.0,2.0,10.0,10.0,0.447209453919515,4.990473847364765,32.585415446614526,625.4405943867098,697.2797290893724,6624.094841738789,22359.886855937788,2002.8177347188248,305.8857604833439,14.988728729393925,13.341446600003298,0.5096402208780956,7.688438638558493,22359.886855937788,0.6624094841738789
64434,100.0,10000.0,4.0,0.1,0.31622776601683794,30.90245662637438,95.23170624559474,99.87779521861661,99.99850114959293,99.99966646494745,99.99999681474871,2.235988685593779,0.05007044336797062,0.0012235430419333757,1.4988728729393924e-05,3.3353616500008245e-06,3.1852513804880976e-08,2.0084932360986547e-06,2.235988685593779,0.9999999681474872
64684,10000.0,1000.0,4.0,10.0,1.7782794100389228,4.470295296708501,195.80797307649001,4497.326928875178,9852.326155895766,9966.757260059929,9999.681485007453,2235.988685593779,50.07044336797062,1.2235430419333757,0.014988728729393924,0.0033353616500008247,3.185251380488097e-05,0.002008493236098655,2235.988685593779,0.9999681485007453
64934,10000.0,10000.0,4.0,0.1,1.0,44.52382179902331,1664.7122010975481,8909.842429113536,9985.03370384592,9996.66575044281,9999.968147587651,223.59886855937788,5.007044336797062,0.12235430419333757,0.0014988728729393925,0.0003335361650000825,3.1852513804880973e-06,0.0002008493236098655,223.59886855937788,0.9999968147587651
65184,1000.0,100.0,-1.0,0.1,0.1,0.44702952967085,0.623731413037982,0.26146716506324574,0.6667231723714283,0.09368421073141175,0.30649486398143994,2235.988685593779,1602.2541877750598,3823.572006041799,1498.8728729393924,10673.157280002639,3261.697413619812,3217.2158154115004,28570.401431054743,0.0003064948639814399
65434,10000.0,10000.0,-0.5,10.0,1.0,44.52382179902331,87.4917581722429,58.14111062697643,206.6178797121441,41.72594321506749,190.2154528196182,223.59886855937788,113.29648013602886,170.99533844749396,47.39852201528638,238.65905212632657,51.57196432659455,72.08928253157609,560.3116708004898,0.01902154528196182
65447,10000.0,10000.0,-0.5,10.0,1.0,44.52382179902331,87.4917581722429,58.14111062697643,206.6178797121441,41.72594321506749,190.2154528196182,223.59886855937788,113.29648013602886,170.99533844749396,47.39852201528638,238.65905212632657,51.57196432659455,72.08928253157609,560.3116708004898,0.01902154528196182
65697,10000.0,100.0,2.0,0.1,10.0,0.447209453919515,4.990473847364765,32.585415446614526,625.4405943867098,697.2797290893724,6624.094841738789,22359.886855937788,2002.8177347188248,305.8857604833439,14.988728729393925,13.341446600003298,0.5096402208780956,7.688438638558493,22359.886855937788,0.6624094841738789
65947,10000.0,100.0,-1.0,0.1,0.01,0.447209453919515,0.6240817464886116,0.26152870811615014,0.6671234803863143,0.09369211045568958,0.30657943250075737,22359.886855937788,16022.541877750598,38235.72006041799,14988.728729393924,106731.57280002639,32616.974136198114,32172.158154115008,285704.0143105474,3.065794325007574e-05
66197,10000.0,10000.0,-0.5,10.0,1.0,44.52382179902331,87.4917581722429,58.14111062697643,206.6178797121441,41.72594321506749,190.2154528196182,223.59886855937788,113.29648013602886,170.99533844749396,47.39852201528638,238.65905212632657,51.57196432659455,72.08928253157609,560.3116708004898,0.01902154528196182
66447,1000.0,100.0,-1.0,10.0,0.1,0.44702952967085,0.623731413037982,0.26146716506324574,0.6667231723714283,0.09368421073141175,0.30649486398143994,2235.988685593779,1602.2541877750598,3823.572006041799,1498.8728729393924,10673.157280002639,3261.697413619812,3217.2158154115004,28570.401431054743,0.0003064948639814399
66697,100.0,1000.0,-1.0,0.1,10.0,4.280842652051684,5.874563312468951,2.5486979682292765,6.2544059438670985,0.928232990579485,2.9746877156418994,22.359886855937788,16.022541877750598,38.23572006041799,14.988728729393925,106.73157280002638,32.61697413619812,32.17215815411501,285.7040143105474,0.029746877156418994
66947,10000.0,1000.0,1.0,10.0,10.0,4.470295296708501,24.902658809815726,64.95915877565233,625.4405943867098,361.2339190037267,3291.031637464061,2235.988685593779,400.56354694376495,152.94288024167196,14.988728729393925,26.682893200006596,2.0385608835123823,12.601727434864896,2235.988685593779,0.32910316374640614
67197,100.0,100.0,4.0,0.1,1.0,0.4452382179902331,16.647122010975483,89.09842429113536,99.8503370384592,99.9666575044281,99.99968147587653,223.59886855937788,5.007044336797062,0.12235430419333757,0.0014988728729393925,0.00033353616500008244,3.1852513804880977e-06,0.00020084932360986548,223.59886855937788,0.9999968147587652
67447,100.0,100.0,3.0,0.1,1.0,0.4452382179902331,9.079280452839132,62.04353327947082,98.52326155895766,99.33734803788332,99.98726061760345,223.59886855937788,10.014088673594124,0.6117715209666879,0.014988728729393924,0.006670723300001649,0.0001274100552195239,0.003651027648467417,223.59886855937788,0.9998726061760346
67697,1000.0,100.0,3.0,10.0,2.154434690031884,0.44702952967085,9.887198266422178,140.49452254592268,869.6504527442223,937.4643473519828,998.7275207143653,2235.988685593779,100.14088673594124,6.117715209666878,0.14988728729393924,0.06670723300001649,0.001274100552195239,0.03651027648467417,2235.988685593779,0.9987275207143652
67947,100.0,10000.0,0.0,10.0,nan,30.90245662637438,55.52079047579106,56.666393118074296,86.96504527442224,65.20359093597123,92.4605422148948,2.235988685593779,0.8011270938875299,0.7647144012083598,0.14988728729393924,0.5336578640001319,0.0815424353404953,0.18695080120810997,2.235988685593779,0.924605422148948
68197,1000.0,100.0,-1.0,0.1,0.1,0.44702952967085,0.623731413037982,0.26146716506324574,0.6667231723714283,0.09368421073141175,0.30649486398143994,2235.988685593779,1602.2541877750598,3823.572006041799,1498.8728729393924,10673.157280002639,3261.697413619812,3217.2158154115004,28570.401431054743,0.0003064948639814399
68210,10000.0,100.0,2.0,1.0,10.0,0.447209453919515,4.990473847364765,32.585415446614526,625.4405943867098,697.2797290893724,6624.094841738789,22359.886855937788,2002.8177347188248,305.8857604833439,14.988728729393925,13.341446600003298,0.5096402208780956,7.688438638558493,22359.886855937788,0.6624094841738789
68460,1000.0,100.0,-1.0,0.1,0.1,0.44702952967085,0.623731413037982,0.26146716506324574,0.6667231723714283,0.09368421073141175,0.30649486398143994,2235.988685593779,1602.2541877750598,3823.572006041799,1498.8728729393924,10673.157280002639,3261.697413619812,3217.2158154115004,28570.401431054743,0.0003064948639814399
68710,10000.0,10000.0,-1.0,0.1,1.0,44.52382179902331,62.02495906554402,26.085332385148277,66.27463571877519,9.360528669477315,30.565173779123974,223.59886855937788,160.22541877750598,382.35720060417987,149.88728729393924,1067.315728000264,326.16974136198115,321.72158154115004,2857.040143105474,0.0030565173779123975
68960,10000.0,10000.0,-0.5,10.0,1.0,44.52382179902331,87.4917581722429,58.14111062697643,206.6178797121441,41.72594321506749,190.2154528196182,223.59886855937788,113.29648013602886,170.99533844749396,47.39852201528638,238.65905212632657,51.57196432659455,72.08928253157609,560.3116708004898,0.01902154528196182
69210,100.0,100.0,0.0,10.0,nan,0.4452382179902331,1.2328524192272377,1.290798258610207,6.2544059438670985,1.8393921365216512,10.92389552758199,223.59886855937788,80.11270938875299,76.47144012083598,14.988728729393925,53.36578640001319,8.15424353404953,18.695080120811,223.59886855937788,0.10923895527581991
69460,10000.0,100.0,3.0,0.1,4.641588833612778,0.447209453919515,9.975969213383378,160.83078209263562,4001.8042167295716,5998.539967368428,9874.192854318308,22359.886855937788,1001.4088673594124,61.17715209666878,1.4988728729393923,0.667072330000165,0.012741005521952389,0.36510276484674176,22359.886855937788,0.9874192854318308
