tag,geometry,view_w,neighbor_k,d,resid,qlike,oos_r2,mz_beta,dm,dm_p,n,secs,incumbent_qlike
pca960d8,pca,960,25,8,identity,0.29097705014463127,-1.1448341080981503,0.7177468792572315,9.324307846952324,1.1171031863704322e-20,2189,91,0.1785639700416996
pca960d32,pca,960,25,32,identity,0.2911182611518592,-1.0284032024096201,0.752437065418207,9.226816826360567,2.7879381572439337e-20,2189,45,0.1785639700416996
pca12d8,pca,12,25,8,identity,0.23363631413377267,-0.695371139771003,0.8446505726346752,7.213937804454616,5.435659068725263e-13,2189,75,0.1785639700416996
pls12d8,pls,12,25,8,identity,0.19746013166951878,-0.4968775297199648,0.9539941637911898,3.123349557870291,0.0017880524885194229,2189,94,0.1785639700417009
pls12d3,pls,12,25,3,identity,0.19150867528722734,-0.4886388204001779,0.9543815602037848,2.4855745488875685,0.012934249349791867,2189,82,0.1785639700417009
pls12d16,pls,12,25,16,identity,0.20350829075861698,-0.5146038630907621,0.9382681195135628,4.196493660915889,2.7107904551695645e-05,2189,60,0.1785639700417009
pls12d1,pls,12,25,1,identity,0.21794470054235474,-0.699462147849143,0.8074742628371374,5.439342412187367,5.347758754934476e-08,2189,77,0.1785639700417009
pls12d2,pls,12,25,2,identity,0.20064740329295122,-0.5948032330344055,0.864396163529342,3.206977529504913,0.0013413747295791536,2189,77,0.1785639700417009
pls12d3k100,pls,12,100,3,identity,0.1996869464716608,-0.5178071566031632,0.9701089736938129,4.1947423242758255,2.731819621668426e-05,2189,78,0.1785639700417009
a_euclid12,euclid,12,100,0,ridge1,0.16928877948585008,0.10593311961756569,0.9293542261914005,-2.67066019947467,0.0075702238289306655,2189,934,0.1785639700416996
a_pca12d8,pca,12,100,8,ridge1,0.1684642449180756,0.1127037652431786,0.9272147488829064,-2.932375245509532,0.003363800382209861,2189,864,0.1785639700416996
a_pca960d8,pca,960,100,8,ridge1,0.16888579155541092,0.10026080690148986,0.9171864015223528,-2.7804896963303336,0.005427698210729695,2189,860,0.1785639700416996
gclu5,gcluster,12,25,5,identity,0.22461504129462015,-0.533164679212957,0.9914083745723378,6.840861480560035,7.871834562637798e-12,2189,28,0.1785639700416996
gclu10,gcluster,12,25,10,identity,0.2249646367025053,-0.5046681919843756,0.9994170059830381,6.792437281122531,1.1025475373025377e-11,2189,25,0.1785639700416996
gclu20,gcluster,12,25,20,identity,0.23619182033142525,-0.5729191200375381,0.9828856723529968,7.029560095306884,2.0718570443340333e-12,2189,37,0.1785639700416996
plsexp05,plsexp,12,25,16,identity,0.19422839627968708,-0.5305332898529393,0.9198580902976142,2.5064043633049065,0.012196604751153209,2189,42,0.1785639700417009
plsexp07,plsexp,12,25,16,identity,0.19122146975312926,-0.4865146718739721,0.9453281050774299,2.1435030391589094,0.03207272731049828,2189,46,0.1785639700417009
plscov16,plscov,12,25,16,identity,0.1938562311619179,-0.5342973079606379,0.902292346046212,2.678536883757863,0.007394458773101364,2189,54,0.1785639700417009
plsrdg05,plsrdg,12,25,16,identity,0.19294769505345347,-0.5273010110238361,0.928524736620126,2.3305557880619223,0.019776795081458028,2189,51,0.1785639700417009
spls8e05,spls,12,25,8,identity,0.18807923877929003,-0.44777451218112274,0.9920933629672924,1.70244761126158,0.08867149131617497,2189,91,0.1785639700417009
spls8e08,spls,12,25,8,identity,0.19388765764829677,-0.47786760598689537,0.9606435765933841,2.597742165972983,0.009383892561135216,2189,95,0.1785639700417009
plsslp16,plsslp,12,25,16,identity,0.19041170703498167,-0.5276216162761622,0.9226987945997455,2.052775097142738,0.040094394814621126,2189,40,0.1785639700417009
a_pls12d3,pls,12,100,3,ridge1,0.17046918371176276,0.08225300459176765,0.9411617655088896,-2.9622017066518205,0.003054476128248195,2189,902,0.1785639700416996
a_pls12d3k25,pls,12,25,3,ridge1,0.17571063008000648,0.051891778277101896,0.9551920199890572,-0.935983368743147,0.34928175072773987,2189,876,0.1785639700416996
a_pls12d8,pls,12,100,8,ridge1,0.16762861815573296,0.0866961429811689,0.9292128043578154,-3.17404659159469,0.0015032955761074092,2189,650,0.1785639700416996
spls8e05,spls,12,25,8,identity,0.18807923877929003,-0.44777451218112274,0.9920933629672924,1.70244761126158,0.08867149131617497,2189,74,0.1785639700417009
plsslp16,plsslp,12,25,16,identity,0.19041170703498167,-0.5276216162761622,0.9226987945997455,2.052775097142738,0.040094394814621126,2189,40,0.1785639700417009
pls12d3,pls,12,25,3,identity,0.19150867528722734,-0.4886388204001779,0.9543815602037848,2.4855745488875685,0.012934249349791867,2189,67,0.1785639700417009
a_plsslp16,plsslp,12,100,16,ridge1,0.1702881118497663,0.08886100800260732,0.9379064366196762,-2.731159101354472,0.006311199570605785,2189,634,0.1785639700416996
a_spls8e05,spls,12,100,8,ridge1,0.16857981610688255,0.12337961193206082,0.9315103491347547,-2.769739718300387,0.0056101104331970535,2189,621,0.1785639700416996
a_splsslp8e05,splsslp,12,100,8,ridge1,0.1680950782655579,0.11864550423767806,0.9347929711300663,-3.29174161466232,0.0009956904634277402,2189,656,0.1785639700416996
plsreg8,plsreg,12,25,8,identity,0.17075022222215147,-0.003970905794347557,0.9748830220668765,-2.5112674107278634,0.0120298530857154,2189,21,0.1785639700417009
plsreg3,plsreg,12,25,3,identity,0.17696758502253251,-0.06270979068583782,0.9714517980080982,-0.5948591068871554,0.5519376539752083,2189,14,0.1785639700417009
a_pls12d8r,pls,12,100,8,ridge1,0.16762861815573296,0.0866961429811689,0.9292128043578154,-3.17404659159469,0.0015032955761074092,2189,634,0.1785639700416996
a_pcovr50,pcovr,12,100,8,ridge1,0.16668126709819586,0.07583854193913764,0.9226419590037588,-3.3829748921664793,0.0007170518747895393,2189,144,0.1785639700416996
a_pcovr25,pcovr,12,100,8,ridge1,0.16880871163530273,0.08267863990433166,0.9147694774632652,-3.077890520100976,0.002084714882147978,2189,146,0.1785639700416996
a_plsrg240k,plsrg,12,100,8,ridge1,0.16778671089278896,0.09997687951692091,0.934008096929393,-3.4872056403235967,0.0004880958983456471,2189,129,0.1785639700416996
i_plsrg2400,plsrg,12,25,8,identity,0.20064967818075047,-0.5756457855904666,0.8986636491075437,3.553572670872209,0.0003800361832081645,2189,72,0.1785639700416996
i_plsrg24000,plsrg,12,25,8,identity,0.21418529596245792,-0.5441007684922172,0.9159460464949735,5.854661947882824,4.779812493501749e-09,2189,72,0.1785639700416996
i_pcovr75,pcovr,12,25,8,identity,0.19653290061953324,-0.498306260872335,0.9540820634408165,2.9406039324915363,0.0032757308764210036,2189,98,0.1785639700416996
i_pcovr50,pcovr,12,25,8,identity,0.19958197885739232,-0.5097916242737244,0.9457336768701768,3.4718881953296963,0.0005168115263697408,2189,116,0.1785639700416996
i_pcovr25,pcovr,12,25,8,identity,0.212073394699911,-0.5846613928627733,0.8976563629431223,5.244815197559926,1.5643905002963632e-07,2189,117,0.1785639700416996
i_lreg8k_a0,lplsreg,8192,25,16,identity,0.18289234016805495,-0.04877750834420036,0.9757572934325245,1.5590280505455096,0.1189897412079354,2189,39,0.1785639700417009
i_lreg8k_a24k,lplsreg,8192,25,16,identity,0.18570651830943824,-0.13018280148284167,0.9599655663803993,2.959766832954898,0.003078719586239142,2189,39,0.1785639700417009
i_lreg16k_a24k,lplsreg,16384,25,16,identity,0.21980937366518413,-0.48372310859543544,0.9761169038966416,6.291716315457144,3.139748921604897e-10,2189,25,0.1785639700417009
i_lknn8k_a24k,lplsrg,8192,25,8,identity,0.22578078188856524,-0.5538684469127579,0.8966543692264548,6.028765576538625,1.6521672856880992e-09,2189,81,0.1785639700417009
i_loc_k200,plsloc,12,200,16,identity,0.1903014332892006,-0.23867685755602275,0.9374846995353657,2.632602150648218,0.008473353826945708,2189,37,0.1785639700416996
i_loc_k1000,plsloc,12,1000,16,identity,0.17132406466151767,0.03102676467471588,0.9973469350642945,-1.9107122442623383,0.056041570432220925,2189,38,0.1785639700416996
i_loc_k4000,plsloc,12,4000,16,identity,0.16899843251854535,0.047728449267250395,0.9505841310968393,-2.4836152003919203,0.013005626009860348,2189,45,0.1785639700416996
i_loc_k8000,plsloc,12,8000,16,identity,0.1698941396658813,0.02450578210803056,0.9491364356812305,-2.3853456301716593,0.01706308187105117,2189,54,0.1785639700416996
i_loc_k8000a01,plsloc,12,8000,16,identity,0.16794429454266593,0.049162215457071556,0.9497518395763537,-2.618433858091867,0.008833441440233323,2189,54,0.1785639700416996
i_loc_k16000,plsloc,12,16000,16,identity,0.17283636442449235,-0.014765640583988437,0.9636440626509583,-1.8229920631110101,0.06830459299534805,2189,71,0.1785639700416996
i_loc_k8000d32,plsloc,12,8000,32,identity,0.17347105838086632,0.024551744701486244,0.9382737535008515,-1.4869716594488955,0.1370222962304802,2189,85,0.1785639700416996
i_loc_k4000a01,plsloc,12,4000,16,identity,0.16818835715952157,0.06447328849495126,0.9452541571146523,-2.5123294561458698,0.011993706041560878,2189,47,0.1785639700416996
i_loc_k6000a01,plsloc,12,6000,16,identity,0.16819323085946228,0.052552217769539444,0.9434711485613108,-2.5233655953184844,0.011623748513845324,2189,50,0.1785639700416996
i_loc_k8000a003,plsloc,12,8000,16,identity,0.16780673274017208,0.05184971328390364,0.9496312955702266,-2.615620008001136,0.008906561632482329,2189,54,0.1785639700416996
cap625,plsloc,12,8000,16,identity,625,0.16717494291882004,0.06328019468192858,0.935634363985987,-2.6288284447279358,0.008567957232230838,2189,50,0.1785639700416996
cap125,plsloc,12,8000,16,identity,125,0.16638146213367233,0.07885720790401318,0.937507436557844,-2.809673223408337,0.004959182385039988,2189,45,0.1785639700416996
cap25,plsloc,12,8000,16,identity,25,0.1738356116231017,0.07031196152566943,0.9728886036405322,-1.1536905336045435,0.24862706630402137,2189,41,0.1785639700416996
cap5,plsloc,12,8000,16,identity,5,0.1796079369546873,0.07029668467782546,0.9965260666940162,0.2649898043409839,0.791017316102237,2189,37,0.1785639700416996
cap1,plsloc,12,8000,16,identity,1,0.18212579962585895,0.055426040129389564,0.9961752829722553,1.164519015616,0.24421374175050808,2189,32,0.1785639700416996
b2_uncap,plsloc,12,8000,16,identity,0,0.1732333287109291,0.05862674960949654,0.9394453321097543,-1.4533074147835585,0.14613841951352577,2189,84,0.1785639700416996
b2_cap256,plsloc,12,8000,16,identity,256,0.1654979685902273,0.098121841129725,0.946697587761515,-2.92409712242054,0.003454569420725848,2189,71,0.1785639700416996
b2_cap128,plsloc,12,8000,16,identity,128,0.16814021706719298,0.09397533034904126,0.9450820664455883,-2.3883436308168093,0.01692450881664678,2189,67,0.1785639700416996
b2_cap64,plsloc,12,8000,16,identity,64,0.16846607975158853,0.11277368912600028,0.9649589174939225,-2.336845369856656,0.01944722578494686,2189,61,0.1785639700416996
b2_cap32,plsloc,12,8000,16,identity,32,0.17284986459939042,0.07766089248513808,0.9729274173155966,-1.433203579182598,0.15179966711618847,2189,56,0.1785639700416996
b2_pcovr50loc,pcovr,12,8000,16,identity,128,0.1671029662666338,0.09240243444321772,0.9421529325067443,-2.5986172301064117,0.009360007883787044,2189,124,0.1785639700416996
b2_plsrg24kloc,plsrg,12,8000,16,identity,128,0.16723665519363934,0.06122813220899992,0.9497346798355548,-2.697330649184142,0.006989782768807064,2189,68,0.1785639700416996
b2_spls05loc,spls,12,8000,8,identity,128,0.17120649904635213,0.07553255466565678,0.9399248012225729,-2.060469219092536,0.03935370554628351,2189,87,0.1785639700416996
b2_splsslploc,splsslp,12,8000,8,identity,128,0.17100243564087453,0.0770556140053047,0.9404036087242147,-2.0691885804807666,0.03852839389700802,2189,89,0.1785639700416996
b2_gclu5loc,gcluster,12,8000,5,identity,128,0.17635556968565305,-0.016881606049841125,0.9492001952067325,-0.8160388135749425,0.41447793698763546,2189,353,0.1785639700416996
b2a_pcovr50loc,pcovr,12,8000,16,ridge1,128,0.1626673589497709,0.11946383834245311,0.9156548449810263,-4.020239746551147,5.813894480695881e-05,2189,411,0.1785639700416996
b2a_plsd8loc,pls,12,8000,8,ridge1,128,0.16345190961091063,0.10140355780603294,0.9165791349292565,-3.9694982751663233,7.202412819669339e-05,2189,327,0.1785639700416996
b2_q,plsq,12,25,16,identity,128,0.1684632871824061,0.26138186150956044,0.8682991478926274,-2.6157750263910513,0.008902519325125096,2189,49,0.1785639700416996
b2_qloc,plsqloc,12,8000,16,identity,128,0.18501910592954507,-0.2792982224689571,1.0168398645015706,1.964567186782899,0.04946435291016852,2189,167,0.1785639700416996
b2a_qloc,plsqloc,12,8000,16,ridge1,128,0.16441118557817233,0.11585374311899344,0.9382418313425408,-3.410629414138912,0.0006481311779987258,2189,460,0.1785639700416996
b2_navma,plsloc,12,8000,16,identity,256,0.16595852964363653,0.09764910111583391,0.9443557345026375,-2.8495728144383206,0.004377798378949839,2189,66,0.1785639700416996
b2_lad256,lplsloc,256,8000,16,identity,256,0.16511906240040772,0.11298068114340243,0.9492494593018552,-3.049488339970656,0.0022923153114423624,2189,83,0.1785639700416996
b2_lad256navma,lplsloc,256,8000,16,identity,256,0.1656680458117225,0.11036315705528377,0.9465936921162345,-2.9515095621471543,0.0031622475480614573,2189,66,0.1785639700416996
b2a_navma_pcovr,pcovr,12,8000,16,ridge1,128,0.16316216511258205,0.10950699585753554,0.8998749554171952,-3.967642790415217,7.25870221596742e-05,2189,547,0.1785639700416996
b2_pcovr256loc,pcovr,12,8000,16,identity,256,0.16649590693987587,0.08487918023991847,0.9420933197934148,-2.7363225170469994,0.006213009997668789,2189,164,0.1785639700416996
b2_bands,plsloc,12,8000,16,identity,256,0.1691756066925402,0.056840370077071545,0.9131298398099208,-2.1104163820286947,0.03482250662895941,2189,140,0.1785639700416996
b2_bands_lad,lplsloc,256,8000,16,identity,256,0.16811872718594645,0.08826832518952887,0.9240381993786478,-2.341678879466393,0.019197224147687545,2189,153,0.1785639700416996
b2a_bands_pcovr,pcovr,12,8000,16,ridge1,128,0.16598420027122676,0.10018874213202178,0.9055187307677726,-3.505878672139742,0.00045510262112103447,2189,828,0.1785639700416996
b2_pol2,plsloc,12,8000,16,identity,256,0.16834675382250955,0.056290877946149065,0.9243571269381404,-2.462553966353386,0.013795141065655003,2189,106,0.1785639700416996
b2_pol1,plsloc,12,8000,16,identity,256,0.16739395810905497,0.05298706460742786,0.9312513514842102,-2.5974011538597237,0.009393215122452666,2189,97,0.1785639700416996
b2a_pol2_pcovr,pcovr,12,8000,16,ridge1,128,0.16928435064066696,0.10444085883794374,0.9053820755404756,-3.0888053845818364,0.0020096303607873597,2189,160,0.1785639700416996
b2_shock,plsloc,12,8000,16,identity,256,0.16545208634297312,0.09285829574282345,0.9609163937040127,-3.0050171986983023,0.002655658325943236,2189,81,0.1785639700416996
b2_pol1shock,plsloc,12,8000,16,identity,256,0.1670446558308455,0.06214092701955487,0.9654344882486727,-2.7545672298407116,0.0058769814409933745,2189,44,0.1785639700416996
b15_cap256,plsloc,12,8000,16,identity,256,0.16701163659139517,0.08710058635746021,0.9536652927630909,-2.6169938518498026,0.008870793907487913,2189,169,0.1785639700416996
b15_anchor,euclid,12,100,0,ridge1,0,0.16876531761435143,0.09182210366866683,0.9326567697240502,-2.6725682617408757,0.007527305809737723,2189,1672,0.1785639700416996
f1_tpol,plsloc,12,8000,16,identity,256,0.16554957241172294,0.0999312742760371,0.9443337746231542,-2.929399348811836,0.0033961778245843524,2189,91,0.1785639700416996
f1_tpolq,plsloc,12,8000,16,identity,256,0.16504026938971209,0.1654292147849601,0.9519358463413244,-2.8889802941350164,0.0038649329375245183,2189,77,0.1785639700416996
f4_maxlad,plsloc,12,8000,16,identity,256,0.16557861790443937,0.10175337619202451,0.9351274413190206,-2.8949024926871254,0.0037927632633603862,2189,81,0.1785639700416996
f4_vv,plsloc,12,8000,16,identity,256,0.16585791272157444,0.0989770585800458,0.9348161130956761,-2.764795491017503,0.005695849313365415,2189,78,0.1785639700416996
f4_session,plsloc,12,8000,16,identity,256,0.16635205679396342,0.10048937433101557,0.9502286090864885,-2.6210798576714502,0.008765172729506833,2189,77,0.1785639700416996
f4_clock,plsloc,12,8000,16,identity,256,0.16646439519765144,0.08325199286747909,0.9514760850734859,-2.8144702330457303,0.004885770225829839,2189,99,0.1785639700416996
e2_cap256,plsloc,12,8000,16,identity,256,0.16833139194847888,0.060824251347535885,0.9539870513013199,-2.467245004419877,0.013615715985887258,2189,83,0.1785639700416996
e2_anchor,euclid,12,100,0,ridge1,0,0.16946603637387675,0.10132587685752292,0.940281092394982,-3.365793459781476,0.0007632383347209685,2189,351,0.1785639700416996
e2a_pcovr,pcovr,12,8000,16,ridge1,128,0.16816133128879324,0.11258157703392313,0.9115288771105435,-3.1787427195541693,0.00147915318879051,2189,459,0.1785639700416996
b2_pol2,plsloc,12,8000,16,identity,256,0.16834675382250955,0.056290877946149065,0.9243571269381404,-2.462553966353386,0.013795141065655003,2189,39,0.1785639700416996
b2_pol1,plsloc,12,8000,16,identity,256,0.16739395810905497,0.05298706460742786,0.9312513514842102,-2.5974011538597237,0.009393215122452666,2189,35,0.1785639700416996
b2a_pol2_pcovr,pcovr,12,8000,16,ridge1,128,0.16928435064066696,0.10444085883794374,0.9053820755404756,-3.0888053845818364,0.0020096303607873597,2189,57,0.1785639700416996
f4_detica4,plsloc,12,8000,16,identity,256,0.16736856972103895,0.10245329522319246,0.9458310016511196,-2.724047824363881,0.006448716770967774,2189,69,0.1785639700416996
f4_detica16,plsloc,12,8000,16,identity,256,0.16941790735038617,0.059914427760687894,0.9016006077438342,-2.3560568293628252,0.018470091796833697,2189,68,0.1785639700416996
f4_detica_nocap,plsloc,12,8000,16,identity,0,0.17035799829129095,0.06271940142818266,0.9506739332515917,-2.118976728338061,0.03409243371376536,2189,79,0.1785639700416996
f4_ticaslp,ticaslp,12,8000,0,identity,256,0.17744537457628576,-0.0774630108300054,0.9327610651490881,-0.26867127897634424,0.7881826554180227,2189,433,0.1785639700416996
f4_ticaslp_nocap,ticaslp,12,8000,0,identity,0,0.21627577236156623,-0.22990731404653864,0.9171062902393412,7.200793243441021,5.986326337435097e-13,2189,629,0.1785639700416996
f1_ticaslp_tpolq,ticaslp,12,8000,0,identity,256,0.18346436922873496,-0.043399735575650134,0.9926183531733991,0.9735355728791637,0.3302871892317679,2189,540,0.1785639700417009
s_omega1,pcovr,12,8000,16,ridge1,128,0.16291133813751746,0.11964797692121676,0.9158617203648075,-4.028988318001822,5.601740157943959e-05,2189,193,0.1785639700416996
