row,frame,coef_alignment_r2,top10_coef_energy_share,frame_eig_median,bb_loading_mass,exog_loading_mass,cross_frobenius,bb_frobenius,exog_frobenius
48868,exog,0.07134763665679889,0.6052810807047384,4.357019167123658,0.0,0.9999999999999998,0.0,0.0,102434.73956382928
48868,prod,4.303135658238442,0.6941405596084855,1.1525526754220992,0.4315085027217541,0.5684914972782458,26.009374881596045,121.10535345908677,54.48988015531576
48868,prod_nohar,4.452923895211004,0.8026435047222753,1.084476110025911,0.3707277212299292,0.6292722787700709,22.426168417090373,123.06440330330167,60.665916070519316
48868,prod_nosession,0.3305251609244831,0.7776115193657391,1.015778307137066,0.11600304012218145,0.8839969598778186,6.486374597309345,1.505357995396736,61.52340825659865
48868,prod_values,0.2995629102975269,0.6217975218305073,0.9256453849343723,0.0,1.0000000000000002,0.0,0.0,69.84451999940237
48868,prod_blockperm,1.8562492522389433,0.9167816729289898,1.2886770514545103,0.4690168144695461,0.530983185530454,10.250297453394914,267.55859007206146,57.51741748700822
48868,all,0.007456072910281905,0.7619733563688619,5.3181431332231694,0.08316567543033809,0.916834324569662,2042.4853006759604,1328.0421547338872,93405.93530259252
109658,exog,0.06519472059016503,0.7052008628072868,4.357019167123658,0.0,0.9999999999999998,0.0,0.0,102434.73956382928
109658,prod,1.6558786169474549,0.7691937824460877,1.1525526754220992,0.4315085027217541,0.5684914972782458,26.009374881596045,121.10535345908677,54.48988015531576
109658,prod_nohar,2.4110683955499153,0.8379877085610424,1.084476110025911,0.3707277212299292,0.6292722787700709,22.426168417090373,123.06440330330167,60.665916070519316
109658,prod_nosession,0.6379011004714519,0.8031181682804897,1.015778307137066,0.11600304012218145,0.8839969598778186,6.486374597309345,1.505357995396736,61.52340825659865
109658,prod_values,1.0951565694111318,0.6827262725855014,0.9256453849343723,0.0,1.0000000000000002,0.0,0.0,69.84451999940237
109658,prod_blockperm,1.425195463187044,0.9602331431536485,1.2886770514545103,0.4690168144695461,0.530983185530454,10.250297453394914,267.55859007206146,57.51741748700822
109658,all,0.013564230085471505,0.9065610230907105,5.3181431332231694,0.08316567543033809,0.916834324569662,2042.4853006759604,1328.0421547338872,93405.93530259252
184000,exog,0.06801869883924712,0.806326879026764,4.357019167123658,0.0,0.9999999999999998,0.0,0.0,102434.73956382928
184000,prod,1.974531631035778,0.7489575522243177,1.1525526754220992,0.4315085027217541,0.5684914972782458,26.009374881596045,121.10535345908677,54.48988015531576
184000,prod_nohar,2.339744277092049,0.8273326171151484,1.084476110025911,0.3707277212299292,0.6292722787700709,22.426168417090373,123.06440330330167,60.665916070519316
184000,prod_nosession,0.7194277608085944,0.7891767082884621,1.015778307137066,0.11600304012218145,0.8839969598778186,6.486374597309345,1.505357995396736,61.52340825659865
184000,prod_values,1.2190227110989569,0.7888945047423803,0.9256453849343723,0.0,1.0000000000000002,0.0,0.0,69.84451999940237
184000,prod_blockperm,1.4009406088994025,0.9879634857269316,1.2886770514545103,0.4690168144695461,0.530983185530454,10.250297453394914,267.55859007206146,57.51741748700822
184000,all,0.0077014254989131795,0.9411328186052492,5.3181431332231694,0.08316567543033809,0.916834324569662,2042.4853006759604,1328.0421547338872,93405.93530259252
250000,exog,0.024709845299786974,0.6741119458779666,4.357019167123658,0.0,0.9999999999999998,0.0,0.0,102434.73956382928
250000,prod,1.4528018610171387,0.7223986901009841,1.1525526754220992,0.4315085027217541,0.5684914972782458,26.009374881596045,121.10535345908677,54.48988015531576
250000,prod_nohar,1.9793580978413714,0.8403830184894999,1.084476110025911,0.3707277212299292,0.6292722787700709,22.426168417090373,123.06440330330167,60.665916070519316
250000,prod_nosession,0.6783218093915566,0.7959306159523224,1.015778307137066,0.11600304012218145,0.8839969598778186,6.486374597309345,1.505357995396736,61.52340825659865
250000,prod_values,0.3991751610822391,0.7329261858877891,0.9256453849343723,0.0,1.0000000000000002,0.0,0.0,69.84451999940237
250000,prod_blockperm,1.1556650056194753,0.9697047033922966,1.2886770514545103,0.4690168144695461,0.530983185530454,10.250297453394914,267.55859007206146,57.51741748700822
250000,all,0.01976113663998627,0.8996715573256333,5.3181431332231694,0.08316567543033809,0.916834324569662,2042.4853006759604,1328.0421547338872,93405.93530259252
300053,exog,0.05284016860994481,0.5568868202777237,4.357019167123658,0.0,0.9999999999999998,0.0,0.0,102434.73956382928
300053,prod,1.4799062502677816,0.6494426484333317,1.1525526754220992,0.4315085027217541,0.5684914972782458,26.009374881596045,121.10535345908677,54.48988015531576
300053,prod_nohar,1.9547359848023524,0.7665165620613704,1.084476110025911,0.3707277212299292,0.6292722787700709,22.426168417090373,123.06440330330167,60.665916070519316
300053,prod_nosession,0.5299815770801155,0.7199820080304659,1.015778307137066,0.11600304012218145,0.8839969598778186,6.486374597309345,1.505357995396736,61.52340825659865
300053,prod_values,0.3181276813884491,0.6945375342301714,0.9256453849343723,0.0,1.0000000000000002,0.0,0.0,69.84451999940237
300053,prod_blockperm,0.7051223808840336,0.891369060123229,1.2886770514545103,0.4690168144695461,0.530983185530454,10.250297453394914,267.55859007206146,57.51741748700822
300053,all,0.03955965656470853,0.7328504702341933,5.3181431332231694,0.08316567543033809,0.916834324569662,2042.4853006759604,1328.0421547338872,93405.93530259252
