rule,Sharpe,mean/day,n_days
sign(s) unhedged t→T,0.7086648422264566,0.30394743598423213,866
sign(s) DH t→T 0bp,2.3720750619537747,0.558739513720665,866
sign(s) DH t→T 0.5bp,1.4178545274816745,0.3346317748395871,866
always short unhedged t→T,0.05889812386361147,0.03748927161035445,866
always short DH t→T 0bp,2.894667368970795,1.0071045711391573,866
hybrid AS then sign(s) unhedged,0.19539236786361885,0.11981601593116192,866
hybrid AS then sign(s) DH 0bp,3.6047664347199926,1.0834889809703734,866
