sample,day_set,route,forecast,rule,n_days,n_gated_out,n_placebo,sharpe_rule,placebo_mean,placebo_sd,placebo_q05,placebo_q50,placebo_q95,pct_rank,p_value
era,full,A_persistence_profile,xgb,full_two_stage,489,210,2000,3.677618847628032,2.6511990898130717,0.5228219182106513,1.8364327264651636,2.6334169154718414,3.5751022366682434,0.966,0.034482758620689655
era,oos,A_persistence_profile,xgb,full_two_stage,489,210,2000,3.677618847628032,2.630141067687433,0.5108776998322009,1.8289621158853366,2.61131849059472,3.5228178623527917,0.972,0.02848575712143928
era,full,A_persistence_profile,xgb,control_i_gate_only_hold,489,210,2000,3.483363629236162,2.6341162128906754,0.5208694736688425,1.8096729790851873,2.609713261355682,3.5086747119890416,0.9425,0.057971014492753624
era,oos,A_persistence_profile,xgb,control_i_gate_only_hold,489,210,2000,3.483363629236162,2.6269149538991123,0.5063734435625892,1.8457100319007924,2.6081601269456822,3.4790214030131885,0.95,0.050474762618690654
era,full,A_persistence_profile,xgb,control_iii_reverse,489,279,2000,0.7266397283772861,1.5512439063191996,0.5767828448064227,0.6345551791304765,1.51948326995509,2.553110354691028,0.069,0.9310344827586207
era,oos,A_persistence_profile,xgb,control_iii_reverse,489,279,2000,0.7266397283772861,1.5883629925843734,0.5940740443860173,0.6605741877544535,1.5542837749379017,2.625297675477277,0.065,0.935032483758121
era,full,A_persistence_profile,xgb,oracle_gate_on_actual_1530,489,184,2000,3.5146563182903563,2.7652866808620353,0.5055750632446346,1.9618535001608617,2.756427880112523,3.651626784403338,0.924,0.07646176911544228
era,oos,A_persistence_profile,xgb,oracle_gate_on_actual_1530,489,184,2000,3.5146563182903563,2.7585081100025914,0.488756422463972,1.9683361236118608,2.75060896024458,3.5742915034901093,0.9385,0.06196901549225387
whole,full,B_direct_regression,xgb,full_two_stage,865,539,2000,2.311610586224041,1.837620880935409,0.4644320448479613,1.0725781992357921,1.8327867399348756,2.6339760382129143,0.851,0.14942528735632185
whole,oos,B_direct_regression,xgb,full_two_stage,797,486,2000,2.272889940910626,1.9968344299773038,0.4742855585667434,1.2399809934154369,1.986007341266403,2.7946543706271565,0.713,0.28735632183908044
whole,full,B_direct_regression,xgb,control_i_gate_only_hold,865,539,2000,2.3254180956386152,2.0200965854336848,0.4704196866005166,1.2612487184321248,2.004013448945618,2.8032822411973934,0.7445,0.255872063968016
whole,oos,B_direct_regression,xgb,control_i_gate_only_hold,797,486,2000,2.2043322763566615,2.0104862784027366,0.4913319558885751,1.2631240086995974,1.988148290747032,2.85738107770187,0.662,0.33833083458270863
whole,full,B_direct_regression,xgb,control_iii_reverse,865,326,2000,1.8408856110381853,1.7447370925856407,0.37265533719737237,1.166548308835002,1.7246944610792743,2.413439774070736,0.6195,0.3808095952023988
whole,oos,B_direct_regression,xgb,control_iii_reverse,797,311,2000,1.6170601820855823,1.4902146176367606,0.38471586521868145,0.8571573705569914,1.4791661006675927,2.128797618831062,0.6395,0.36081959020489757
whole,full,B_direct_regression,xgb,oracle_gate_on_actual_1530,865,278,2000,3.8791835444229124,2.730892333498961,0.34261852782997737,2.171320469729744,2.7319061985587023,3.3057400531137686,0.9995,0.0009995002498750624
whole,oos,B_direct_regression,xgb,oracle_gate_on_actual_1530,797,243,2000,3.946701810656312,2.6995834016544134,0.34296502130566986,2.1576530612323968,2.6895095375655784,3.2836589842595405,0.9995,0.0009995002498750624
era,full,B_direct_regression,xgb,full_two_stage,489,281,2000,2.3691116643586483,2.276793004574082,0.6073450730526991,1.30423363893083,2.2516775807880745,3.314475082533513,0.579,0.42128935532233885
era,oos,B_direct_regression,xgb,full_two_stage,489,281,2000,2.3691116643586483,2.2773990164633133,0.5947290758476415,1.337714439375026,2.2500468005125223,3.2637720802404995,0.5785,0.4217891054472764
era,full,B_direct_regression,xgb,control_i_gate_only_hold,489,281,2000,2.287025029881574,2.228019963619941,0.6020426594721352,1.2865891101896694,2.195289950705833,3.2501212432348563,0.568,0.43228385807096453
era,oos,B_direct_regression,xgb,control_i_gate_only_hold,489,281,2000,2.287025029881574,2.2497448962790565,0.5950712621023142,1.2922260294821715,2.2183504424625005,3.268859222492015,0.544,0.456271864067966
era,full,B_direct_regression,xgb,control_iii_reverse,489,208,2000,2.078842114503914,1.812002376523615,0.5393192570305871,0.9583323416410103,1.7928148094384726,2.727990487222682,0.7045,0.2958520739630185
era,oos,B_direct_regression,xgb,control_iii_reverse,489,208,2000,2.078842114503914,1.806962502411742,0.5317073586934967,0.9716975108917989,1.7723657228450704,2.6917084823197315,0.718,0.28235882058970513
era,full,B_direct_regression,xgb,oracle_gate_on_actual_1530,489,184,2000,3.5146563182903563,2.7661112801659336,0.48303832807718117,2.0254533127404657,2.7297029841370017,3.5883008834209336,0.9295,0.07096451774112944
era,oos,B_direct_regression,xgb,oracle_gate_on_actual_1530,489,184,2000,3.5146563182903563,2.744946800323575,0.49136355081515015,1.96159723471136,2.7398272148511187,3.558557972258225,0.938,0.062468765617191405
whole,full,A_persistence_profile,lasso_t,full_two_stage,865,379,2000,2.701157160625759,2.216685456975439,0.39303973452480007,1.5931606150352724,2.1989791517320105,2.8765939047479154,0.887,0.11344327836081959
whole,oos,A_persistence_profile,lasso_t,full_two_stage,797,353,2000,3.051993624421691,2.3135466476616546,0.4230944141970726,1.6408452096718797,2.2954280842089316,3.039926452819514,0.953,0.047476261869065464
whole,full,A_persistence_profile,lasso_t,control_i_gate_only_hold,865,379,2000,2.8843499631838556,2.4864290742673365,0.3894439289904223,1.8653832061071733,2.489327356493298,3.1160628911507278,0.847,0.15342328835582209
whole,oos,A_persistence_profile,lasso_t,control_i_gate_only_hold,797,353,2000,2.9986258038093716,2.416631123714023,0.4098710084754382,1.7668644080475342,2.4030882706501098,3.110978680613736,0.9175,0.08295852073963018
whole,full,A_persistence_profile,lasso_t,control_iii_reverse,865,486,2000,0.8272105815956681,1.4903350534534547,0.4413195768578729,0.774720288559355,1.4750575734421063,2.2231761560544014,0.064,0.936031984007996
whole,oos,A_persistence_profile,lasso_t,control_iii_reverse,797,444,2000,0.7157965273040513,1.356047039269116,0.4599687597372469,0.5978728688505982,1.346771553001052,2.117378758463926,0.08,0.920039980009995
whole,full,A_persistence_profile,lasso_t,oracle_gate_on_actual_1530,865,321,2000,3.3951170136180946,2.685292579713554,0.36815418148496626,2.0963992956121915,2.67226998779502,3.304619343251306,0.971,0.02948525737131434
whole,oos,A_persistence_profile,lasso_t,oracle_gate_on_actual_1530,797,287,2000,3.506903850932676,2.624087143896995,0.37352298446014626,2.02189492480721,2.615602909786989,3.2452466913166846,0.9875,0.012993503248375811
era,full,A_persistence_profile,lasso_t,full_two_stage,489,216,2000,3.2463941930136766,2.4790524487433103,0.5365579250201676,1.6291040196629358,2.467477788044249,3.3986642989601696,0.922,0.07846076961519241
era,oos,A_persistence_profile,lasso_t,full_two_stage,489,216,2000,3.2463941930136766,2.479411026338121,0.5446655663669644,1.6558177930839153,2.4401547124301484,3.464305057368931,0.906,0.0944527736131934
era,full,A_persistence_profile,lasso_t,control_i_gate_only_hold,489,216,2000,3.252030412393237,2.594221476896435,0.5231947864084125,1.7542118936521447,2.581050406265729,3.4609699504623594,0.8915,0.1089455272363818
era,oos,A_persistence_profile,lasso_t,control_i_gate_only_hold,489,216,2000,3.252030412393237,2.5982803079573995,0.5145278274710569,1.802950467540199,2.572293443618935,3.486349212867611,0.895,0.1054472763618191
era,full,A_persistence_profile,lasso_t,control_iii_reverse,489,273,2000,0.8751728853260092,1.7196748239447393,0.5864277324319055,0.80718409397883,1.6889315626853179,2.709660004497105,0.0635,0.9365317341329336
era,oos,A_persistence_profile,lasso_t,control_iii_reverse,489,273,2000,0.8751728853260092,1.7193973424791202,0.5815932319559763,0.7930555456813234,1.7084248697152984,2.70935987999345,0.0715,0.928535732133933
era,full,A_persistence_profile,lasso_t,oracle_gate_on_actual_1530,489,215,2000,3.177179408597969,2.658828791289088,0.5339753345661039,1.8198173938857867,2.634889548906102,3.595632120556684,0.849,0.15142428785607195
era,oos,A_persistence_profile,lasso_t,oracle_gate_on_actual_1530,489,215,2000,3.177179408597969,2.6391724323385435,0.5240748354288662,1.8114784981517789,2.6150566987341737,3.5502009192453086,0.85,0.1504247876061969
whole,full,B_direct_regression,lasso_t,full_two_stage,865,544,2000,2.045964682723552,1.8459369848392977,0.46121372132815774,1.1150461892040202,1.854852109412076,2.6161372415387567,0.6705,0.32983508245877063
whole,oos,B_direct_regression,lasso_t,full_two_stage,797,488,2000,2.1703042843153835,1.980901665304129,0.47831665320548733,1.2188466330155008,1.963328467454701,2.803405481154356,0.663,0.3373313343328336
whole,full,B_direct_regression,lasso_t,control_i_gate_only_hold,865,544,2000,2.233437822851117,2.058705591925622,0.46651600494580736,1.325585883361624,2.041978078676368,2.840152796946889,0.665,0.3353323338330835
whole,oos,B_direct_regression,lasso_t,control_i_gate_only_hold,797,488,2000,2.3331510200873207,2.047691071132313,0.463772055766349,1.293663174907487,2.0326879013096866,2.8458130313563164,0.742,0.25837081459270367
whole,full,B_direct_regression,lasso_t,control_iii_reverse,865,321,2000,1.593596935394786,1.7391064492132104,0.3564980871382084,1.1898771738538878,1.7184117812461788,2.3396655097705485,0.353,0.6471764117941029
whole,oos,B_direct_regression,lasso_t,control_iii_reverse,797,309,2000,1.4477910846370348,1.5450704082325553,0.37717685545908397,0.9374684052176522,1.5344810490553464,2.1935055287853484,0.4065,0.5937031484257871
whole,full,B_direct_regression,lasso_t,oracle_gate_on_actual_1530,865,321,2000,3.3951170136180946,2.654153390516784,0.3631927170532221,2.088598955484315,2.6318334432110433,3.2581219414714635,0.9745,0.025987006496751622
whole,oos,B_direct_regression,lasso_t,oracle_gate_on_actual_1530,797,287,2000,3.506903850932676,2.6288750890255255,0.374500982473523,2.034336905580065,2.606534914272137,3.258971540605693,0.987,0.013493253373313344
era,full,B_direct_regression,lasso_t,full_two_stage,489,285,2000,2.2677785518998808,2.1882246184775975,0.6036077655623817,1.259909964982675,2.158426443105226,3.194783439486414,0.5665,0.4337831084457771
era,oos,B_direct_regression,lasso_t,full_two_stage,489,285,2000,2.2677785518998808,2.2088015534505168,0.6289368509519515,1.2163014469828837,2.1804376627438673,3.3250460870260894,0.558,0.44227886056971516
era,full,B_direct_regression,lasso_t,control_i_gate_only_hold,489,285,2000,2.5648919432992243,2.277147407693507,0.6113744893426287,1.3373130779965137,2.253491137186493,3.3243414001425275,0.6915,0.30884557721139433
era,oos,B_direct_regression,lasso_t,control_i_gate_only_hold,489,285,2000,2.5648919432992243,2.2845563239486557,0.6364232959300663,1.2553186598931378,2.266300319218997,3.36850236110526,0.6855,0.3148425787106447
era,full,B_direct_regression,lasso_t,control_iii_reverse,489,204,2000,1.6593205152905275,1.9261241317074027,0.5136826021040839,1.114295942976169,1.9155785887434396,2.7852126381104263,0.314,0.6861569215392304
era,oos,B_direct_regression,lasso_t,control_iii_reverse,489,204,2000,1.6593205152905275,1.9011176123140276,0.5074358701675048,1.1047093217095216,1.885155520728304,2.7740794596910514,0.313,0.6871564217891054
era,full,B_direct_regression,lasso_t,oracle_gate_on_actual_1530,489,215,2000,3.177179408597969,2.648203163414289,0.539795527054032,1.8026776709317724,2.629744711573874,3.5697453055548363,0.835,0.16541729135432284
era,oos,B_direct_regression,lasso_t,oracle_gate_on_actual_1530,489,215,2000,3.177179408597969,2.6638063688671063,0.5356995512250132,1.8433699106261796,2.6553677782793224,3.56667028411064,0.8315,0.16891554222888555
whole,full,A_persistence_profile,lasso_f,full_two_stage,865,362,2000,2.7362863586078983,2.068480967064887,0.3992512107388657,1.4404602379845608,2.0446116888224974,2.7705774028455297,0.944,0.05647176411794103
whole,oos,A_persistence_profile,lasso_f,full_two_stage,797,336,2000,2.923555958895923,2.2099308785523406,0.39894309787465415,1.5735095405928743,2.1987246930157065,2.877806317928459,0.957,0.043478260869565216
whole,full,A_persistence_profile,lasso_f,control_i_gate_only_hold,865,362,2000,2.9907284070031435,2.5206456617652457,0.3792164616162116,1.8954278982861972,2.514961334300726,3.1590301813459756,0.886,0.11444277861069466
whole,oos,A_persistence_profile,lasso_f,control_i_gate_only_hold,797,336,2000,3.001780146404698,2.4574701084983848,0.3944097942696216,1.8339668326058425,2.4390287053383526,3.130508230923217,0.9165,0.08395802098950525
whole,full,A_persistence_profile,lasso_f,control_iii_reverse,865,503,2000,0.9087430460432203,1.6298687993315015,0.4479485370256926,0.914701215883731,1.6207819343311074,2.3845026839889667,0.048,0.952023988005997
whole,oos,A_persistence_profile,lasso_f,control_iii_reverse,797,461,2000,0.8732650636248429,1.4642986543561334,0.4571281575557929,0.7222943990799762,1.443567362974467,2.238658247162047,0.103,0.8970514742628686
whole,full,A_persistence_profile,lasso_f,oracle_gate_on_actual_1530,865,358,2000,3.0050752709655995,2.5558011255046313,0.38876045191341346,1.9255679808072492,2.542391172904142,3.2192149065806777,0.8765,0.12393803098450774
whole,oos,A_persistence_profile,lasso_f,oracle_gate_on_actual_1530,797,315,2000,3.1114403820543237,2.565118562212755,0.3885057316278072,1.972628895541806,2.5393979435659393,3.2262582063164547,0.914,0.0864567716141929
era,full,A_persistence_profile,lasso_f,full_two_stage,489,198,2000,3.318794519823512,2.434123228863486,0.5009900392912562,1.648059502679242,2.4207055225134377,3.296565548991939,0.9565,0.04397801099450275
era,oos,A_persistence_profile,lasso_f,full_two_stage,489,198,2000,3.318794519823512,2.456467570565982,0.49397442682883913,1.6751012249968904,2.4291537118514928,3.293579348326854,0.954,0.046476761619190406
era,full,A_persistence_profile,lasso_f,control_i_gate_only_hold,489,198,2000,3.3660579634841366,2.6685567106277968,0.5031020459910711,1.8779752281243274,2.647053677228932,3.544438567448606,0.912,0.08845577211394302
era,oos,A_persistence_profile,lasso_f,control_i_gate_only_hold,489,198,2000,3.3660579634841366,2.6726577015996185,0.4952565843586875,1.9038097279663218,2.6616087627605185,3.5280247978181345,0.907,0.09345327336331834
era,full,A_persistence_profile,lasso_f,control_iii_reverse,489,291,2000,0.9826617521406916,1.7689290659729577,0.5935923710938765,0.7905377316379305,1.7395679169673666,2.8051984078873256,0.0905,0.9095452273863068
era,oos,A_persistence_profile,lasso_f,control_iii_reverse,489,291,2000,0.9826617521406916,1.760976533323183,0.5984927410339085,0.8092003820303196,1.7466558272308732,2.7585143648784434,0.0925,0.9075462268865567
era,full,A_persistence_profile,lasso_f,oracle_gate_on_actual_1530,489,232,2000,3.2336462221856097,2.5522259404987624,0.5637877596429934,1.6818548129044084,2.5396596371978797,3.5148097640943687,0.886,0.11444277861069466
era,oos,A_persistence_profile,lasso_f,oracle_gate_on_actual_1530,489,232,2000,3.2336462221856097,2.5578414197970547,0.5573303546474322,1.6823463333723248,2.530474774855737,3.5197652264136923,0.879,0.12143928035982009
whole,full,B_direct_regression,lasso_f,full_two_stage,865,523,2000,1.9575875178360134,1.6955413365661494,0.45193906839169823,0.9765367799895052,1.6819431175235127,2.459885044192254,0.738,0.2623688155922039
whole,oos,B_direct_regression,lasso_f,full_two_stage,797,470,2000,2.218492112682361,1.8396641384703778,0.4699120841494439,1.0822684179382847,1.8259677620560644,2.6266510802878282,0.783,0.21739130434782608
whole,full,B_direct_regression,lasso_f,control_i_gate_only_hold,865,523,2000,2.2715624673900874,2.0711423275160414,0.4680847817211426,1.295396235476215,2.072394779118978,2.844164745761691,0.6615,0.33883058470764615
whole,oos,B_direct_regression,lasso_f,control_i_gate_only_hold,797,470,2000,2.508019016293566,2.050642210963294,0.45618768681385036,1.3303288726026925,2.0342708662053584,2.8183710809790092,0.837,0.1634182908545727
whole,full,B_direct_regression,lasso_f,control_iii_reverse,865,342,2000,1.9019478750120968,1.9551860478027885,0.36332666803499797,1.40074130238893,1.9330525453482508,2.5732297604830294,0.4625,0.5377311344327836
whole,oos,B_direct_regression,lasso_f,control_iii_reverse,797,327,2000,1.6763671668640128,1.740437744298301,0.39536672089362923,1.108897462316143,1.7203061634558217,2.3886902694679457,0.4525,0.5477261369315343
whole,full,B_direct_regression,lasso_f,oracle_gate_on_actual_1530,865,358,2000,3.0050752709655995,2.557925693211283,0.39228982130970574,1.9324928049985068,2.5437878064917436,3.2176600275905543,0.873,0.12743628185907047
whole,oos,B_direct_regression,lasso_f,oracle_gate_on_actual_1530,797,315,2000,3.1114403820543237,2.575728393780287,0.39498769966747005,1.9415019405597334,2.5594314149143873,3.252591577067399,0.912,0.08845577211394302
era,full,B_direct_regression,lasso_f,full_two_stage,489,269,2000,2.3749658350621075,2.128673563190071,0.6151391485399801,1.1877034141212353,2.093671057924478,3.2021354625081013,0.678,0.32233883058470764
era,oos,B_direct_regression,lasso_f,full_two_stage,489,269,2000,2.3749658350621075,2.119046333556444,0.5893815820553966,1.193658480460003,2.091470988359399,3.1213399440111345,0.675,0.32533733133433285
era,full,B_direct_regression,lasso_f,control_i_gate_only_hold,489,269,2000,2.718000533674614,2.3082063420151315,0.5857063133634521,1.3725594424167884,2.293670291682234,3.3054590407803026,0.7585,0.24187906046976512
era,oos,B_direct_regression,lasso_f,control_i_gate_only_hold,489,269,2000,2.718000533674614,2.293793213608447,0.569574328288588,1.3947911053287225,2.28440321871722,3.2522691267065365,0.7765,0.223888055972014
era,full,B_direct_regression,lasso_f,control_iii_reverse,489,220,2000,1.9260610719100557,2.0458338553869213,0.5382956414945687,1.1941296768449623,2.03011124879907,2.9614677367825704,0.4195,0.5807096451774113
era,oos,B_direct_regression,lasso_f,control_iii_reverse,489,220,2000,1.9260610719100557,2.02134786006917,0.5259669080521641,1.1864987702644376,1.9981921335886395,2.934504451265023,0.4415,0.55872063968016
era,full,B_direct_regression,lasso_f,oracle_gate_on_actual_1530,489,232,2000,3.2336462221856097,2.545102275157571,0.5505380459737129,1.6912926834731477,2.519684086748077,3.4481490005310635,0.892,0.10844577711144428
era,oos,B_direct_regression,lasso_f,oracle_gate_on_actual_1530,489,232,2000,3.2336462221856097,2.5818201570554304,0.5655616350266482,1.6767483299234915,2.556975950778978,3.5262954267869233,0.8755,0.12493753123438281
whole,full,A_persistence_profile,enet,full_two_stage,865,374,2000,2.7082450558682662,2.182390482299595,0.38784513953810257,1.5672482698098757,2.1616094318038614,2.8420635874448137,0.9095,0.09095452273863068
whole,oos,A_persistence_profile,enet,full_two_stage,797,348,2000,3.049182122194661,2.273316161429436,0.3976552459679238,1.6406222472998995,2.2670281091220805,2.918622271190538,0.972,0.02848575712143928
whole,full,A_persistence_profile,enet,control_i_gate_only_hold,865,374,2000,2.8800468281430165,2.5122916931131205,0.3982799232750144,1.8625278794844664,2.503722706614023,3.177863797840286,0.8285,0.17191404297851073
whole,oos,A_persistence_profile,enet,control_i_gate_only_hold,797,348,2000,3.037520985474722,2.4445759760149954,0.40801651886148427,1.7753640848446077,2.4304261401945935,3.1368602837618336,0.9195,0.08095952023988005
whole,full,A_persistence_profile,enet,control_iii_reverse,865,491,2000,0.959923179235477,1.5431095474995136,0.4416759853700015,0.8431060312269323,1.5289367167912224,2.3103390242359847,0.086,0.9140429785107447
whole,oos,A_persistence_profile,enet,control_iii_reverse,797,449,2000,0.7900757497271171,1.4365246298345138,0.4624344520037017,0.7182745453631603,1.4269422193405776,2.2170825007242674,0.075,0.9250374812593704
whole,full,A_persistence_profile,enet,oracle_gate_on_actual_1530,865,307,2000,3.2237845654638275,2.6824621100893546,0.3494988164937128,2.1331963716673417,2.68754029770124,3.2655394700987825,0.938,0.062468765617191405
whole,oos,A_persistence_profile,enet,oracle_gate_on_actual_1530,797,273,2000,3.3142317187912496,2.675477996123739,0.36962883071051816,2.073480077837453,2.669275229972995,3.291811058953852,0.955,0.04547726136931534
era,full,A_persistence_profile,enet,full_two_stage,489,212,2000,3.3596924453352415,2.441642449490421,0.5157866550900112,1.6232955686655735,2.4268902145233335,3.3198137628577022,0.9545,0.04597701149425287
era,oos,A_persistence_profile,enet,full_two_stage,489,212,2000,3.3596924453352415,2.4554170401129385,0.5161463638711232,1.6604692523907343,2.4249749580558286,3.361719755482127,0.9495,0.050974512743628186
era,full,A_persistence_profile,enet,control_i_gate_only_hold,489,212,2000,3.3121390761482594,2.627195714173734,0.5112728500395958,1.7968786378398607,2.629208210770819,3.4974704650660438,0.907,0.09345327336331834
era,oos,A_persistence_profile,enet,control_i_gate_only_hold,489,212,2000,3.3121390761482594,2.617935734714617,0.5225493100892674,1.8092969820733722,2.5852642494955536,3.516930459351307,0.8945,0.10594702648675662
era,full,A_persistence_profile,enet,control_iii_reverse,489,277,2000,0.9562460706050379,1.757866789333194,0.5765320441375351,0.8187841808826479,1.735140004958844,2.74075881438158,0.081,0.9190404797601199
era,oos,A_persistence_profile,enet,control_iii_reverse,489,277,2000,0.9562460706050379,1.7410685990081607,0.5776484690002563,0.8317737620612574,1.7207963353079518,2.7281031182062616,0.077,0.9230384807596201
era,full,A_persistence_profile,enet,oracle_gate_on_actual_1530,489,202,2000,3.1373398034293767,2.739875679932715,0.5064395483555529,1.9371798848003876,2.7177345466316103,3.5986527215022277,0.801,0.19940029985007496
era,oos,A_persistence_profile,enet,oracle_gate_on_actual_1530,489,202,2000,3.1373398034293767,2.7291220289700666,0.512298340512637,1.90924346895305,2.711947886111804,3.6132282417102113,0.789,0.21139430284857572
whole,full,B_direct_regression,enet,full_two_stage,865,547,2000,2.005166470301372,1.7756078167786007,0.4571725143447015,1.03919267122295,1.763673840623467,2.5479254446545077,0.705,0.29535232383808097
whole,oos,B_direct_regression,enet,full_two_stage,797,494,2000,2.1139991806645386,1.9007857512169248,0.49021701071455986,1.118513562086974,1.8925535075417934,2.7313707555290287,0.673,0.32733633183408295
whole,full,B_direct_regression,enet,control_i_gate_only_hold,865,547,2000,2.254657362857239,2.0523223481454917,0.4801555785730884,1.253034013930385,2.036854199566215,2.8456121512252737,0.668,0.33233383308345826
whole,oos,B_direct_regression,enet,control_i_gate_only_hold,797,494,2000,2.3232149328619096,2.0356913081047696,0.47928244205392057,1.2401643305688723,2.022739699038862,2.824801558468013,0.733,0.2673663168415792
whole,full,B_direct_regression,enet,control_iii_reverse,865,318,2000,1.6572321219110444,1.8057159240715897,0.3492846285810372,1.2444834369854256,1.8045843193360902,2.399914394124392,0.333,0.6671664167916042
whole,oos,B_direct_regression,enet,control_iii_reverse,797,303,2000,1.5530463272972037,1.627864279668474,0.38056463140106417,1.0341003062528002,1.6167295748809758,2.280817829338113,0.4375,0.5627186406796602
whole,full,B_direct_regression,enet,oracle_gate_on_actual_1530,865,307,2000,3.2237845654638275,2.700402661697425,0.3513358717997872,2.1407429952912227,2.6878533242915283,3.283718055826162,0.925,0.07546226886556721
whole,oos,B_direct_regression,enet,oracle_gate_on_actual_1530,797,273,2000,3.3142317187912496,2.6792952634800704,0.3672354493627366,2.076162857548995,2.6761364922961572,3.302285104793928,0.9525,0.047976011994003
era,full,B_direct_regression,enet,full_two_stage,489,291,2000,2.267499694386954,2.1566969934096005,0.6147858233406021,1.1981648572536348,2.1335013417811624,3.2128233940627635,0.5885,0.41179410294852575
era,oos,B_direct_regression,enet,full_two_stage,489,291,2000,2.267499694386954,2.12785172477612,0.6040928704412061,1.1724533979460992,2.1232024205366224,3.155281171625099,0.6055,0.39480259870064965
era,full,B_direct_regression,enet,control_i_gate_only_hold,489,291,2000,2.524557764640966,2.232528988314849,0.6166699162489833,1.2360780317765152,2.219448105653459,3.2418473796266674,0.6815,0.3188405797101449
era,oos,B_direct_regression,enet,control_i_gate_only_hold,489,291,2000,2.524557764640966,2.26967653237991,0.6155680464607913,1.3114015862993857,2.2526748887604215,3.2775134626860365,0.6645,0.335832083958021
era,full,B_direct_regression,enet,control_iii_reverse,489,198,2000,1.890254984023575,1.9623874638287457,0.49502571346245366,1.146116505008173,1.9358979602809225,2.810698254101611,0.457,0.5432283858070964
era,oos,B_direct_regression,enet,control_iii_reverse,489,198,2000,1.890254984023575,1.95265702382089,0.5194900561114885,1.121431381730837,1.9200056732561679,2.861149913021864,0.4705,0.5297351324337831
era,full,B_direct_regression,enet,oracle_gate_on_actual_1530,489,202,2000,3.1373398034293767,2.7198783602578276,0.5100787181184319,1.9472558642707651,2.69591136345349,3.6142951861256285,0.8,0.20039980009995004
era,oos,B_direct_regression,enet,oracle_gate_on_actual_1530,489,202,2000,3.1373398034293767,2.7234128746584334,0.5144523811846375,1.9141406052003538,2.710462686048825,3.5931594895590315,0.797,0.20339830084957522
