sample,unit,route,forecast,rule,n_traded,frac_gated_out,frac_exit_1530,n_days,mean,sd,Sharpe_ann,t,t_hac,t_lag,MaxDD,worst_day,worst_date,d_hold_mean,d_hold_t_hac,d_hold_t_lag,d_hold_ci_lo,d_hold_ci_hi,d_hold_positive,d_hold_Sharpe,d_ctrl2_mean,d_ctrl2_t_hac,d_ctrl2_t_lag,d_ctrl2_ci_lo,d_ctrl2_ci_hi,d_ctrl2_positive,d_ctrl2_Sharpe
whole,per_contract_pts,-,-,always hold (cash settlement),865,0.0,0.0,865,1.5272315462022041,7.240234572025789,3.348517089163689,6.203835920508284,6.2259285461264575,14,-108.55576555429064,-38.653408648553345,2022-10-13,0.0,,14,0.0,0.0,False,0.0,,,0,,,False,
whole,premium_units,-,-,always hold (cash settlement),865,0.0,0.0,865,0.08764943962539411,0.38839747325579227,3.5823912734402135,6.637137297404242,7.1196588221530615,14,-3.8029384196495997,-2.3155274867929365,2023-11-30,0.0,,14,0.0,0.0,False,0.0,,,0,,,False,
whole,per_contract_pts,-,-,always exit at 15:30 (the quoted-ask book),865,0.0,1.0,865,0.7074521938259326,6.207116025761298,1.8092871744902637,3.3520870477089373,3.359472396863116,14,-166.55756094605914,-39.4833387640446,2022-10-13,-0.8197793523762714,-5.067124810966033,14,-1.1577543845781604,-0.5052502173700458,False,-1.5392299146734254,,,0,,,False,
whole,premium_units,-,-,always exit at 15:30 (the quoted-ask book),865,0.0,1.0,865,0.04590784013473822,0.3235290821279116,2.252546709416487,4.1733190592707805,4.2515011409458605,14,-6.070172381929876,-2.2028675866604797,2024-04-04,-0.04174159949065589,-5.695258337538414,14,-0.05571731546518396,-0.027860112901685524,False,-1.3298445640237264,,,0,,,False,
era,per_contract_pts,-,-,always hold (cash settlement),489,0.0,0.0,489,1.6719727822228097,7.548754730448751,3.5160428483287114,4.897882003064481,5.4221768232091305,11,-78.60619940918082,-38.653408648553345,2022-10-13,0.0,,11,0.0,0.0,False,0.0,,,0,,,False,
era,premium_units,-,-,always hold (cash settlement),489,0.0,0.0,489,0.08463293146089607,0.40426444456403904,3.3233348969887193,4.629437946085989,5.625986375387855,11,-3.117675131155588,-2.3155274867929365,2023-11-30,0.0,,11,0.0,0.0,False,0.0,,,0,,,False,
era,per_contract_pts,-,-,always exit at 15:30 (the quoted-ask book),489,0.0,1.0,489,0.9578009017939527,6.62948192404317,2.2934850904138577,3.1948471145550066,3.586259041044655,11,-77.73100012424521,-39.4833387640446,2022-10-13,-0.7141718804288568,-3.908075620338067,11,-1.093886753818241,-0.31742855114707136,False,-1.2225577579148537,,,0,,,False,
era,premium_units,-,-,always exit at 15:30 (the quoted-ask book),489,0.0,1.0,489,0.053293323690799435,0.33663382173958073,2.5131321677178398,3.5008176369177386,4.173972917015781,11,-2.4206059081086444,-2.2028675866604797,2024-04-04,-0.03133960777009663,-3.6086723654518402,11,-0.04808655811548834,-0.015106507629246124,False,-0.8102027292708796,,,0,,,False,
whole,per_contract_pts,A_persistence_profile,a0,full_two_stage,501,0.4208092485549133,0.2834331337325349,865,1.1173286861570768,5.391775361092746,3.289647997157327,6.0947684802438555,6.664640756227716,14,-78.92689861201427,-33.32410624195376,2022-09-21,-0.40990286004512727,-2.3675109944911505,14,-0.7423577848084614,-0.08329910529004142,False,-0.058869092006362145,-0.18193480814386725,-1.1753989166082,14,-0.4897184747122974,0.10888676676921834,False,0.36902895676390823
whole,premium_units,A_persistence_profile,a0,full_two_stage,501,0.4208092485549133,0.2834331337325349,865,0.05957736819567921,0.2760281330155054,3.4263224902073666,6.347986877170976,6.752954979149779,14,-3.0831288553432294,-2.095958834322059,2024-04-04,-0.02807207142971489,-2.833553726974154,14,-0.046844679126546496,-0.009295384888827828,False,-0.1560687832328469,-0.016266064514808363,-1.9364112859999592,14,-0.03240878096166485,-0.00102112714586347,False,0.24902562078890833
whole,per_contract_pts,A_persistence_profile,a0,control_i_gate_only_hold,501,0.4208092485549133,0.0,865,1.2215004346666394,5.544310350923343,3.497408520012243,6.47968877786516,6.557274329330422,14,-86.54193313142349,-33.32410624195376,2022-09-21,-0.3057311115355647,-1.9194056675557214,14,-0.6136059967940231,-0.006429362371768939,False,0.14889143084855405,-0.07776305963430463,-0.4623335812341369,14,-0.41544155033049257,0.25949483771075443,False,0.5767894796188244
whole,premium_units,A_persistence_profile,a0,control_i_gate_only_hold,501,0.4208092485549133,0.0,865,0.0647832301323909,0.28241974542292414,3.641395168055973,6.746454488005338,7.328891836580101,14,-3.2536430248032566,-2.095958834322059,2024-04-04,-0.022866209493003196,-2.5287986055725695,14,-0.039638947563656234,-0.005855068155582544,False,0.05900389461575939,-0.011060202578096668,-1.2495890314122733,14,-0.028231959205534018,0.005760006539011765,False,0.4640982986375146
whole,per_contract_pts,A_persistence_profile,a0,control_ii_p37_rule_only,865,0.0,0.330635838150289,865,1.299263494300944,7.061916763376374,2.9206190403934187,5.411064310093892,5.849503486503153,14,-91.56064518217568,-38.653408648553345,2022-10-13,-0.22796805190126,-2.6717667177273685,14,-0.4223431926599828,-0.06797522568241837,False,-0.4278980487702704,0.0,,14,0.0,0.0,False,0.0
whole,premium_units,A_persistence_profile,a0,control_ii_p37_rule_only,865,0.0,0.330635838150289,865,0.07584343271048757,0.3789312798450696,3.1772968694184582,5.886614260505324,6.446579693363578,14,-3.6325282817018945,-2.3155274867929365,2023-11-30,-0.011806006914906532,-2.700206493810873,14,-0.020857185324630878,-0.0032713582043772693,False,-0.40509440402175523,0.0,,14,0.0,0.0,False,0.0
whole,per_contract_pts,A_persistence_profile,a0,control_iii_reverse,364,0.5791907514450867,0.6043956043956044,865,0.11946986909687103,4.312939921447975,0.439729143302755,0.8146912146108536,0.8455762076649798,14,-103.68401009650286,-39.4833387640446,2022-10-13,-1.4077616771053332,-6.88692152244959,14,-1.8281151580023143,-1.0270561859601404,False,-2.9087879458609343,-1.179793625204073,-6.308538000446836,14,-1.5224456626387783,-0.8286252546614259,False,-2.480889897090664
whole,premium_units,A_persistence_profile,a0,control_iii_reverse,364,0.5791907514450867,0.6043956043956044,865,0.014236367003876203,0.22955600890838637,0.9844888010838586,1.8239736650194565,1.7631379372630491,14,-5.500388013259588,-1.747477911899129,2023-12-20,-0.0734130726215179,-7.421242586061453,14,-0.092532251329769,-0.05441541302406872,False,-2.597902472356355,-0.06160706570661137,-5.899605629395053,14,-0.08148788020799651,-0.04121605402631937,False,-2.1928080683345996
whole,per_contract_pts,A_persistence_profile,a0,oracle_gate_on_actual_1530,579,0.330635838150289,0.0,865,1.1264320945162711,6.1856939121097225,2.8907921082779824,5.355803611722326,5.754926964098722,14,-75.36816959620865,-38.653408648553345,2022-10-13,-0.40079945168593273,-2.537249524794375,14,-0.7213518857337465,-0.09560027513469929,False,-0.4577249808857067,-0.17283139978467277,-1.4023096840275908,14,-0.4051231553961405,0.06879878811562369,False,-0.0298269321154363
whole,premium_units,A_persistence_profile,a0,oracle_gate_on_actual_1530,579,0.330635838150289,0.0,865,0.06049799126765868,0.3357175503900437,2.860666167626053,5.299988936814331,5.51104239227636,14,-4.650323012897275,-2.3155274867929365,2023-11-30,-0.027151448357735423,-3.542796403935392,14,-0.04224272688222905,-0.012378171660361472,False,-0.7217251058141603,-0.015345441442828893,-2.414901070353275,14,-0.027423943556468797,-0.0030607803640145394,False,-0.31663070179240504
era,per_contract_pts,A_persistence_profile,a0,full_two_stage,271,0.4458077709611452,0.2988929889298893,489,1.250751632453811,5.67622809560565,3.4979331862396843,4.872655067030529,5.823252505587803,11,-36.68827322023242,-33.32410624195376,2022-09-21,-0.42122114976899844,-1.80478866045157,11,-0.8844788983977188,0.022448312917372676,False,-0.01810966208902709,-0.23872709261293593,-1.1529143786587035,11,-0.6505980748432183,0.1485118377851724,False,0.2999975255390259
era,premium_units,A_persistence_profile,a0,full_two_stage,271,0.4458077709611452,0.2988929889298893,489,0.06728638869602219,0.2804294943328847,3.8089371062655673,5.30588656291555,6.73379847367821,11,-2.095958834322058,-2.095958834322059,2024-04-04,-0.01734654276487386,-1.2377634987096389,11,-0.044366763010831596,0.009106966667019859,False,0.48560220927684794,-0.011025360835738709,-0.9297331238679022,11,-0.034232176231120855,0.011447571333492832,False,0.6246153537040691
era,per_contract_pts,A_persistence_profile,a0,control_i_gate_only_hold,271,0.4458077709611452,0.0,489,1.3118041129717513,5.8089460477919115,3.5848576556233094,4.9937417012341925,6.058028282764388,11,-36.68827322023242,-33.32410624195376,2022-09-21,-0.36016866925105806,-1.6562482184189402,11,-0.7887961248602532,0.05062983651536448,False,0.06881480729459799,-0.1776746120949957,-0.8179487183254854,11,-0.6076321771663468,0.23149059528046834,False,0.386921994922651
era,premium_units,A_persistence_profile,a0,control_i_gate_only_hold,271,0.4458077709611452,0.0,489,0.06841350869685743,0.28977866266295427,3.7477941681255325,5.220713853352892,7.008221282849404,11,-2.095958834322058,-2.095958834322059,2024-04-04,-0.016219422764038618,-1.2525747187392722,11,-0.041717145716752994,0.008980328639843976,False,0.42445927113681314,-0.009898240834903465,-0.8044902307848555,11,-0.033928325488299965,0.012441426422103729,False,0.5634724155640343
era,per_contract_pts,A_persistence_profile,a0,control_ii_p37_rule_only,489,0.0,0.3619631901840491,489,1.4894787250667472,7.3937515468051895,3.1979356607006584,4.454755586084243,4.914961185530397,11,-79.53742152296829,-38.653408648553345,2022-10-13,-0.18249405715606243,-1.8061900454944355,11,-0.3811293141814175,0.013495512006724497,False,-0.318107187628053,0.0,,11,0.0,0.0,False,0.0
era,premium_units,A_persistence_profile,a0,control_ii_p37_rule_only,489,0.0,0.3619631901840491,489,0.0783117495317609,0.39040039938567755,3.184321752561498,4.4357912791794325,5.354596753920625,11,-3.456076277785847,-2.3155274867929365,2023-11-30,-0.006321181929135154,-1.0664228927083583,11,-0.01650752716501882,0.005147773516125513,False,-0.13901314442722112,0.0,,11,0.0,0.0,False,0.0
era,per_contract_pts,A_persistence_profile,a0,control_iii_reverse,218,0.5541922290388548,0.5596330275229358,489,0.1986689637755567,4.553817401263195,0.6925556627253663,0.9647367972763244,1.0242890180485016,11,-84.29816666952678,-39.4833387640446,2022-10-13,-1.4733038184472527,-5.954389288920514,11,-1.9922072166903206,-0.9921126975846365,False,-2.823487185603345,-1.2908097612911904,-4.945512008871663,11,-1.8294206101789061,-0.7914948013262193,False,-2.505379997975292
era,premium_units,A_persistence_profile,a0,control_iii_reverse,218,0.5541922290388548,0.5596330275229358,489,0.011467802053424266,0.24871006872014512,0.7319595657870257,1.0196268188094626,0.9749254216873664,11,-5.500388013259583,-1.747477911899129,2023-12-20,-0.07316512940747179,-6.373849924564229,11,-0.09617883851311973,-0.051107116793117774,False,-2.591375331201694,-0.06684394747833663,-5.033824271474666,11,-0.09311801982978678,-0.04071894514670519,False,-2.4523621867744723
