sample,unit,route,forecast,rule,n_traded,frac_gated_out,frac_exit_1530,n_days,mean,sd,Sharpe_ann,t,t_hac,t_lag,MaxDD,worst_day,worst_date,d_hold_mean,d_hold_t_hac,d_hold_t_lag,d_hold_ci_lo,d_hold_ci_hi,d_hold_positive,d_hold_Sharpe,d_ctrl2_mean,d_ctrl2_t_hac,d_ctrl2_t_lag,d_ctrl2_ci_lo,d_ctrl2_ci_hi,d_ctrl2_positive,d_ctrl2_Sharpe
era,per_contract_pts,A_persistence_profile,a0,oracle_gate_on_actual_1530,312,0.3619631901840491,0.0,489,1.1025873191515163,6.518457871552817,2.68514906687283,3.7404388562651256,3.881912653204379,11,-56.77269100959384,-38.653408648553345,2022-10-13,-0.5693854630712931,-2.972805313613973,11,-0.9367404479114849,-0.19511877015078505,False,-0.8308937814558814,-0.38689140591523075,-2.4076104910841685,11,-0.6894457636847513,-0.05156172949050903,False,-0.5127865938278284
era,premium_units,A_persistence_profile,a0,oracle_gate_on_actual_1530,312,0.3619631901840491,0.0,489,0.0494315082636355,0.34466918817999403,2.276678315581531,3.1714351131853595,3.572911251574594,11,-4.6503230128972675,-2.3155274867929365,2023-11-30,-0.03520142319726055,-3.4329208162867197,11,-0.055902202087077045,-0.01492159304672479,False,-1.0466565814071882,-0.028880241268125387,-3.2991918139504173,11,-0.045700079587796136,-0.011046335851747524,False,-0.9076434369799671
whole,per_contract_pts,B_direct_regression,a0,full_two_stage,338,0.6092485549132948,0.25443786982248523,865,0.5049134904338635,4.7926368124767285,1.6724098840269628,3.0984929256941216,3.106366840998314,14,-100.31713179088169,-38.653408648553345,2022-10-13,-1.0223180557683407,-5.247256299449093,14,-1.4275771064839706,-0.6483160612490871,False,-1.6761072051367263,-0.7943500038670808,-5.010558324035742,14,-1.1045005337020404,-0.5029592915679122,False,-1.248209156366456
whole,premium_units,B_direct_regression,a0,full_two_stage,338,0.6092485549132948,0.25443786982248523,865,0.03432990943825285,0.2194873276565411,2.482924291113058,4.600142240563241,4.386127537957925,14,-3.3991146523996516,-1.206034601984481,2022-10-13,-0.05331953018714125,-5.154360189601721,14,-0.07401051378847356,-0.03426269221122864,False,-1.0994669823271557,-0.041513523272234724,-4.443152363109136,14,-0.059114254812348596,-0.023450989495571797,False,-0.6943725783054004
whole,per_contract_pts,B_direct_regression,a0,control_i_gate_only_hold,338,0.6092485549132948,0.0,865,0.5767798696916365,4.8665570074746265,1.881432101695483,3.4857507797312755,3.4080915733245885,14,-110.08229305036437,-38.653408648553345,2022-10-13,-0.9504516765105675,-5.00901844762721,14,-1.334130804946622,-0.5908987318816271,False,-1.4670849874682061,-0.7224836246093075,-4.544036500978658,14,-1.0249098874663276,-0.42684312359662774,False,-1.0391869386979358
whole,premium_units,B_direct_regression,a0,control_i_gate_only_hold,338,0.6092485549132948,0.0,865,0.03905107802843985,0.22243323466746265,2.7869785119123796,5.16346697403447,4.824136398013915,14,-3.624846760720663,-1.206034601984481,2022-10-13,-0.04859836159695424,-4.7621485514505055,14,-0.06869367478070083,-0.029631357382022407,False,-0.7954127615278339,-0.036792354682047716,-3.9298736507328296,14,-0.05452946760617038,-0.01882829871240763,False,-0.3903183575060787
whole,per_contract_pts,B_direct_regression,a0,control_ii_p37_rule_only,865,0.0,0.330635838150289,865,1.299263494300944,7.061916763376374,2.9206190403934187,5.411064310093892,5.849503486503153,14,-91.56064518217568,-38.653408648553345,2022-10-13,-0.22796805190126,-2.6717667177273685,14,-0.4223431926599828,-0.06797522568241837,False,-0.4278980487702704,0.0,,14,0.0,0.0,False,0.0
whole,premium_units,B_direct_regression,a0,control_ii_p37_rule_only,865,0.0,0.330635838150289,865,0.07584343271048757,0.3789312798450696,3.1772968694184582,5.886614260505324,6.446579693363578,14,-3.6325282817018945,-2.3155274867929365,2023-11-30,-0.011806006914906532,-2.700206493810873,14,-0.020857185324630878,-0.0032713582043772693,False,-0.40509440402175523,0.0,,14,0.0,0.0,False,0.0
whole,per_contract_pts,B_direct_regression,a0,control_iii_reverse,527,0.39075144508670523,0.6204933586337761,865,0.6047133949473331,4.779261984529744,2.008579478604562,3.72131817958706,3.719374962735855,14,-68.575055545044,-31.93784421391074,2022-01-24,-0.922518151254871,-4.960976712894057,14,-1.3001304995206202,-0.5583610132402573,False,-1.3399376105591272,-0.694550099353611,-3.5832779261493957,14,-1.0625645130694135,-0.30740629862022456,False,-0.9120395617888568
whole,premium_units,B_direct_regression,a0,control_iii_reverse,527,0.39075144508670523,0.6204933586337761,865,0.03672547720447489,0.27404663652255445,2.127371035007362,3.941404655194338,4.075388242704929,14,-3.8946089416994063,-2.2028675866604797,2024-04-04,-0.05092396242091921,-5.396019281409189,14,-0.06868690386942707,-0.032711541473486164,False,-1.4550202384328514,-0.039117955506012686,-3.676873678102813,14,-0.05924245123438336,-0.018656220830855524,False,-1.0499258344110962
whole,per_contract_pts,B_direct_regression,a0,oracle_gate_on_actual_1530,579,0.330635838150289,0.0,865,1.1264320945162711,6.1856939121097225,2.8907921082779824,5.355803611722326,5.754926964098722,14,-75.36816959620865,-38.653408648553345,2022-10-13,-0.40079945168593273,-2.537249524794375,14,-0.7213518857337465,-0.09560027513469929,False,-0.4577249808857067,-0.17283139978467277,-1.4023096840275908,14,-0.4051231553961405,0.06879878811562369,False,-0.0298269321154363
whole,premium_units,B_direct_regression,a0,oracle_gate_on_actual_1530,579,0.330635838150289,0.0,865,0.06049799126765868,0.3357175503900437,2.860666167626053,5.299988936814331,5.51104239227636,14,-4.650323012897275,-2.3155274867929365,2023-11-30,-0.027151448357735423,-3.542796403935392,14,-0.04224272688222905,-0.012378171660361472,False,-0.7217251058141603,-0.015345441442828893,-2.414901070353275,14,-0.027423943556468797,-0.0030607803640145394,False,-0.31663070179240504
era,per_contract_pts,B_direct_regression,a0,full_two_stage,210,0.5705521472392638,0.28095238095238095,489,0.7621911354401637,5.337999991445169,2.2666559000799165,3.157473790576356,3.4391862794973624,11,-57.71743900304608,-38.653408648553345,2022-10-13,-0.9097816467826458,-3.804539270871471,11,-1.3758452132123722,-0.4761794718220066,False,-1.249386948248795,-0.7272875896265835,-3.387263851925336,11,-1.1464529990290913,-0.35729289103082723,False,-0.9312797606207419
era,premium_units,B_direct_regression,a0,full_two_stage,210,0.5705521472392638,0.28095238095238095,489,0.04245228773891725,0.21823038214866144,3.0880630323898415,4.301701942529034,4.6235243107177375,11,-1.6464888700919813,-1.206034601984481,2022-10-13,-0.0421806437219788,-3.0357000154780067,11,-0.06859271194954064,-0.017330066913326152,False,-0.23527186459887783,-0.03585946179284364,-2.8277172992199278,11,-0.060101218002159396,-0.013602059096992447,False,-0.09625872017165671
era,per_contract_pts,B_direct_regression,a0,control_i_gate_only_hold,210,0.5705521472392638,0.0,489,0.8468803210192096,5.363954819707733,2.5063239288508337,3.4913336937299806,3.7703127501708353,11,-51.52743177832451,-38.653408648553345,2022-10-13,-0.8250924612036,-3.502024982016628,11,-1.289880193024254,-0.4057070438721522,False,-1.0097189194778777,-0.6425984040475375,-2.986570056622263,11,-1.0650858365834972,-0.2658647677485132,False,-0.6916117318498247
era,premium_units,B_direct_regression,a0,control_i_gate_only_hold,210,0.5705521472392638,0.0,489,0.04650186210171081,0.22038403211630447,3.3495810410878857,4.66599908096927,4.929473949827988,11,-1.5298824795494177,-1.206034601984481,2022-10-13,-0.038131069359185234,-2.765040047392168,11,-0.06457988592925838,-0.014175231840019616,False,0.02624614409916637,-0.03180988743005009,-2.5202740237767465,11,-0.05606226355287431,-0.009408523916479988,False,0.1652592885263875
era,per_contract_pts,B_direct_regression,a0,control_ii_p37_rule_only,489,0.0,0.3619631901840491,489,1.4894787250667472,7.3937515468051895,3.1979356607006584,4.454755586084243,4.914961185530397,11,-79.53742152296829,-38.653408648553345,2022-10-13,-0.18249405715606243,-1.8061900454944355,11,-0.3811293141814175,0.013495512006724497,False,-0.318107187628053,0.0,,11,0.0,0.0,False,0.0
era,premium_units,B_direct_regression,a0,control_ii_p37_rule_only,489,0.0,0.3619631901840491,489,0.0783117495317609,0.39040039938567755,3.184321752561498,4.4357912791794325,5.354596753920625,11,-3.456076277785847,-2.3155274867929365,2023-11-30,-0.006321181929135154,-1.0664228927083583,11,-0.01650752716501882,0.005147773516125513,False,-0.13901314442722112,0.0,,11,0.0,0.0,False,0.0
era,per_contract_pts,B_direct_regression,a0,control_iii_reverse,279,0.4294478527607362,0.5770609318996416,489,0.6359250594903255,4.769046717034649,2.116774684394184,2.9486877943381384,3.269310149113189,11,-46.54763702901306,-24.89651441930042,2022-11-08,-1.0360477227324838,-4.094568343757552,11,-1.5677859427312595,-0.5173446953263194,False,-1.3992681639345275,-0.8535536655764215,-3.008016639538908,11,-1.4348405100251598,-0.2652821538634955,False,-1.0811609763064745
era,premium_units,B_direct_regression,a0,control_iii_reverse,279,0.4294478527607362,0.5770609318996416,489,0.03125969916169429,0.2956782136942498,1.6782850993423553,2.3378675228566848,2.6651197021206294,11,-3.8946089416994205,-2.2028675866604797,2024-04-04,-0.05337323229920176,-4.723736079005297,11,-0.07573674795672157,-0.03058987275298472,False,-1.645049797646364,-0.04705205037006661,-3.441550219299099,11,-0.07376208258915831,-0.019814574368361045,False,-1.506036653219143
era,per_contract_pts,B_direct_regression,a0,oracle_gate_on_actual_1530,312,0.3619631901840491,0.0,489,1.1025873191515163,6.518457871552817,2.68514906687283,3.7404388562651256,3.881912653204379,11,-56.77269100959384,-38.653408648553345,2022-10-13,-0.5693854630712931,-2.972805313613973,11,-0.9367404479114849,-0.19511877015078505,False,-0.8308937814558814,-0.38689140591523075,-2.4076104910841685,11,-0.6894457636847513,-0.05156172949050903,False,-0.5127865938278284
era,premium_units,B_direct_regression,a0,oracle_gate_on_actual_1530,312,0.3619631901840491,0.0,489,0.0494315082636355,0.34466918817999403,2.276678315581531,3.1714351131853595,3.572911251574594,11,-4.6503230128972675,-2.3155274867929365,2023-11-30,-0.03520142319726055,-3.4329208162867197,11,-0.055902202087077045,-0.01492159304672479,False,-1.0466565814071882,-0.028880241268125387,-3.2991918139504173,11,-0.045700079587796136,-0.011046335851747524,False,-0.9076434369799671
whole,per_contract_pts,A_persistence_profile,blk2,full_two_stage,500,0.42196531791907516,0.324,865,0.9022807670516377,5.457384727426353,2.6245654007622283,4.862562344885193,4.773340725264203,14,-114.24647491008224,-33.32410624195376,2022-09-21,-0.6249507791505663,-3.6791732130307815,14,-0.9638859378396406,-0.29602223441190345,False,-0.7239516884014607,-0.32840394042794,-2.402998150101424,14,-0.5752420877332036,-0.0665047416643331,False,-0.13363735328006365
whole,premium_units,A_persistence_profile,blk2,full_two_stage,500,0.42196531791907516,0.324,865,0.05417416455046993,0.27734713957073565,3.1007646325195775,5.7448221096196,5.77649153804025,14,-4.322838724675854,-2.095958834322059,2024-04-04,-0.03347527507492417,-3.5233779968584815,14,-0.05089814299457347,-0.015130709045472392,False,-0.481626640920636,-0.021299292260413587,-2.7823578033256346,14,-0.035729128801732436,-0.00652989310247407,False,-0.15128907023590754
whole,per_contract_pts,A_persistence_profile,blk2,control_i_gate_only_hold,500,0.42196531791907516,0.0,865,1.0184637735165463,5.566058276955122,2.9046787474822393,5.381531547049073,5.258756354927281,14,-111.1263552566862,-33.32410624195376,2022-09-21,-0.5087677726856578,-3.3979933827708764,14,-0.795197916990952,-0.22118482324699118,False,-0.44383834168144976,-0.21222093396303163,-1.4486613125548025,14,-0.474323934957777,0.070233788753388,False,0.14647599343994733
whole,premium_units,A_persistence_profile,blk2,control_i_gate_only_hold,500,0.42196531791907516,0.0,865,0.059718041126465116,0.2901050793878894,3.267762548754946,6.054221059603685,6.193411443578407,14,-4.22712953397383,-2.095958834322059,2024-04-04,-0.02793139849892898,-3.214313637805285,14,-0.04426908628371205,-0.010947617218949079,False,-0.31462872468526726,-0.015755415684418395,-1.8844267546395859,14,-0.0311301352173111,0.0003400238142179841,False,0.015708845999461207
whole,per_contract_pts,A_persistence_profile,blk2,control_ii_p37_rule_only,865,0.0,0.4,865,1.230684707479578,7.083059445610233,2.758202754042292,5.110153798213442,5.355759631181885,14,-135.33020771877528,-38.653408648553345,2022-10-13,-0.29654683872262616,-2.878880084374191,14,-0.5273389922791595,-0.1050205203748663,False,-0.5903143351213971,0.0,,14,0.0,0.0,False,0.0
whole,premium_units,A_persistence_profile,blk2,control_ii_p37_rule_only,865,0.0,0.4,865,0.07547345681088352,0.3684145753290206,3.252053702755485,6.025117100900123,6.484397002585313,14,-4.680685691942713,-2.3155274867929365,2023-11-30,-0.012175982814510584,-2.2966587821798465,14,-0.022409516557911312,-0.0020733757514038893,False,-0.33033757068472847,0.0,,14,0.0,0.0,False,0.0
whole,per_contract_pts,A_persistence_profile,blk2,control_iii_reverse,365,0.5780346820809249,0.4958904109589041,865,0.26265240502592246,4.217316156134961,0.9886566516110591,1.8316954893743724,1.8580634345628206,14,-71.60925795281048,-39.4833387640446,2022-10-13,-1.2645791411762817,-6.231212043144755,14,-1.6934880798241043,-0.861945062299561,False,-2.35986043755263,-0.9680323024536555,-4.736754699012126,14,-1.3852269760146851,-0.5398083600224978,False,-1.769546102431233
whole,premium_units,A_persistence_profile,blk2,control_iii_reverse,365,0.5780346820809249,0.4958904109589041,865,0.017887991998844326,0.2313447484787403,1.2274454966745305,2.274102314537519,2.1531433649466862,14,-3.8261262666495988,-1.747477911899129,2023-12-20,-0.06976144762654977,-6.7741415874567386,14,-0.09035288536193362,-0.04872850333352116,False,-2.3549457767656827,-0.057585464812039196,-5.096816226669094,14,-0.08012395120134047,-0.03324362239836871,False,-2.0246082060809547
whole,per_contract_pts,A_persistence_profile,blk2,oracle_gate_on_actual_1530,519,0.4,0.0,865,1.0536135369816064,6.052583948608401,2.7633811481115322,5.119747868150031,5.191553748017079,14,-94.38936496455716,-38.653408648553345,2022-10-13,-0.4736180092205977,-3.0434018647316528,14,-0.798559968671622,-0.18215189732572282,False,-0.5851359410521568,-0.17707117049797153,-1.294640342830446,14,-0.43789246374811625,0.09744923145063678,False,0.005178394069240255
whole,premium_units,A_persistence_profile,blk2,oracle_gate_on_actual_1530,519,0.4,0.0,865,0.05764152691930148,0.31055409844820997,2.946445972161714,5.458914162059464,5.496903891732423,14,-4.6389491125166415,-2.3155274867929365,2023-11-30,-0.030007912706092616,-3.370708507056858,14,-0.04802096470346102,-0.01318494962633828,False,-0.6359453012784995,-0.017831929891582027,-2.4585050608451944,14,-0.03172866905160542,-0.003934351121523912,False,-0.305607730593771
era,per_contract_pts,A_persistence_profile,blk2,full_two_stage,287,0.4130879345603272,0.3554006968641115,489,1.1731517780974146,5.8151879952881975,3.2025116204262947,4.461129942641812,4.707836444322161,11,-47.292987296444494,-33.32410624195376,2022-09-21,-0.498821004125395,-2.201807385556505,11,-0.905454612113024,-0.09164281682403812,False,-0.3135312279024167,-0.3040635526053199,-1.6212431850925704,11,-0.6412090183635831,0.04311290412404484,False,-0.028777708487111475
era,premium_units,A_persistence_profile,blk2,full_two_stage,287,0.4130879345603272,0.3554006968641115,489,0.06085027428964366,0.28544835854996853,3.384038229505855,4.713998280725552,5.78836663417829,11,-2.095958834322058,-2.095958834322059,2024-04-04,-0.023782657171252393,-1.7515198844314046,11,-0.048841368532368645,0.0018428877963647932,False,0.06070333251713578,-0.01791849044927055,-1.7605759349550338,11,-0.03679755582842424,0.0015212476050904748,False,0.03467002310388523
era,per_contract_pts,A_persistence_profile,blk2,control_i_gate_only_hold,287,0.4130879345603272,0.0,489,1.2181425589785717,6.000712671309476,3.2225195062817398,4.489001122908382,4.813396523447757,11,-47.292987296444494,-33.32410624195376,2022-09-21,-0.4538302232442376,-2.1959042067621497,11,-0.8287241599832579,-0.06518266622240801,False,-0.2935233420469716,-0.2590727717241625,-1.3250846948184196,11,-0.6060962406975372,0.09735758903782997,False,-0.008769822631666369
era,premium_units,A_persistence_profile,blk2,control_i_gate_only_hold,287,0.4130879345603272,0.0,489,0.06183792954574705,0.3046274536870658,3.222449871584769,4.488904121095891,5.599954360113054,11,-2.9978116136091977,-2.095958834322059,2024-04-04,-0.022795001915149004,-1.860909616095589,11,-0.045737559906732485,0.0006773027224489851,False,-0.10088502540395039,-0.016930835193167154,-1.5463011519197352,11,-0.03745697158473351,0.003567731016935504,False,-0.12691833481720094
era,per_contract_pts,A_persistence_profile,blk2,control_ii_p37_rule_only,489,0.0,0.44785276073619634,489,1.4772153307027345,7.257185600112897,3.231289328913406,4.5012175714246805,5.04363398536201,11,-81.56315895180757,-38.653408648553345,2022-10-13,-0.1947574515200751,-1.6596268007235908,11,-0.4254205220531811,0.02571909181399882,False,-0.28475351941530525,0.0,,11,0.0,0.0,False,0.0
