date,clock,interval,S,S_next,dS,bar_ret,h_rem,total_vol,delta,hedge_pts,convexity_pts,theta_pts,volpath_pts,bar_pnl_pts,entry_mid,hedge_prem,convexity_prem,theta_prem,volpath_prem,bar_pnl_prem,day_theta_prem,day_convexity_prem,day_vega_prem,day_opt_leg_crossed_prem,day_residual_crossed_prem,day_trend_ratio,day_vol_ratio,r_mid,r_crossed
2020-01-03,11:00,11:00-11:30,3234.679931640625,3236.0,1.320068359375,0.00040809860241889935,5.0,0.004302390112945272,0.12425596907354142,0.16402637323746055,-0.04827887093391475,0.5423728029102222,1.1708034081809728,1.6648973401572802,8.900000095367432,0.018429929379757924,-0.005424592181638801,0.06094076371892787,0.13155094332980868,0.18706711486709773,0.46067579851064616,-0.2929970995879717,-0.06981478475368078,0.42696625541337413,0.0064697278043322915,0.15415029385313156,1.3281178045148259,0.16613142057387112,0.10433364197332601
2020-01-03,11:30,11:30-12:00,3236.0,3241.27001953125,5.27001953125,0.0016285598057014833,4.5,0.0036005430769887044,0.2324243608269354,1.224880921096247,-0.8385830969356896,0.3900293785071085,0.6850697136654844,0.23651599523690336,8.900000095367432,0.13762706831136035,-0.09422281887077542,0.04382352520536758,0.07697412430614156,0.02657483064073371,0.46067579851064616,-0.2929970995879717,-0.06981478475368078,0.42696625541337413,0.0064697278043322915,0.15415029385313156,1.3281178045148259,0.16613142057387112,0.10433364197332601
2020-01-03,12:00,12:00-12:30,3241.27001953125,3243.02001953125,1.75,0.0005399118214326012,4.0,0.003011744935065508,0.6169199757036634,1.079609957481411,-0.0786281170484795,0.27199120465803617,0.21503645636639135,0.408399543975948,8.900000095367432,0.12130448830482175,-0.00883461979842073,0.030560809184666325,0.0241613993328293,0.04588758871907489,0.46067579851064616,-0.2929970995879717,-0.06981478475368078,0.42696625541337413,0.0064697278043322915,0.15415029385313156,1.3281178045148259,0.16613142057387112,0.10433364197332601
2020-01-03,12:30,12:30-13:00,3243.02001953125,3244.02001953125,1.0,0.00030835455654835617,3.5,0.002651123505189053,0.7607687644910253,0.7607687644910253,-0.021336343256216583,0.2003411815703373,-0.07358782671741437,0.10541701159670636,8.900000095367432,0.0854796355437137,-0.002397341913212162,0.0225102448790554,-0.008268295048189697,0.011844607917653542,0.46067579851064616,-0.2929970995879717,-0.06981478475368078,0.42696625541337413,0.0064697278043322915,0.15415029385313156,1.3281178045148259,0.16613142057387112,0.10433364197332601
2020-01-03,13:00,13:00-13:30,3244.02001953125,3243.93994140625,-0.080078125,-2.4684843039769842e-05,3.0,0.002529745704372543,0.8214289560562642,-0.06577849062169303,-0.00012135614106209558,0.20692922247631884,-0.007137442107833181,0.19967042422742357,8.900000095367432,-0.007390841563690725,-1.3635521321540553e-05,0.02325047418640234,-0.0008019597788036333,0.022434878886277168,0.46067579851064616,-0.2929970995879717,-0.06981478475368078,0.42696625541337413,0.0064697278043322915,0.15415029385313156,1.3281178045148259,0.16613142057387112,0.10433364197332601
2020-01-03,13:30,13:30-14:00,3243.93994140625,3239.169921875,-4.77001953125,-0.0014704401491422783,2.5,0.0023176038231316268,0.8518613555184427,-4.063395303740071,-0.531445404338859,0.40286373900863737,-0.8413404684603734,-0.969922133790595,8.900000095367432,-0.4565612651908984,-0.05971296613979627,0.04526558816761511,-0.09453263589270097,-0.10898001386488214,0.46067579851064616,-0.2929970995879717,-0.06981478475368078,0.42696625541337413,0.0064697278043322915,0.15415029385313156,1.3281178045148259,0.16613142057387112,0.10433364197332601
2020-01-03,14:00,14:00-14:30,3239.169921875,3237.97998046875,-1.18994140625,-0.0003673599826344399,2.0,0.0025639589127698227,0.5586115102441969,-0.6647149660474159,-0.05005171412738063,0.6715897376029716,-0.6890136636654915,-0.0674756401899006,8.900000095367432,-0.07468707403648331,-0.0056237880439386975,0.07545952027040348,-0.07741726475083212,-0.007581532524367339,0.46067579851064616,-0.2929970995879717,-0.06981478475368078,0.42696625541337413,0.0064697278043322915,0.15415029385313156,1.3281178045148259,0.16613142057387112,0.10433364197332601
2020-01-03,14:30,14:30-15:00,3237.97998046875,3242.25,4.27001953125,0.0013187294415056407,1.5,0.002572567532832775,0.4718631764564094,2.0148649795465334,-0.6080414138510233,0.5479779555805919,0.10192105830942921,0.041857600038997855,8.900000095367432,0.22638932111869273,-0.06831925925118999,0.061570556147052376,0.011451804181719108,0.0047031010775814815,0.46067579851064616,-0.2929970995879717,-0.06981478475368078,0.42696625541337413,0.0064697278043322915,0.15415029385313156,1.3281178045148259,0.16613142057387112,0.10433364197332601
2020-01-03,15:00,15:00-15:30,3242.25,3238.300048828125,-3.949951171875,-0.001218274707957437,1.0,0.0019924668595194817,0.8409452120522789,-3.321692525828569,-0.43118789764270327,0.8659194283639948,-0.5625459997518334,-0.12781446903054183,8.900000095367432,-0.3732238753073221,-0.04844807786767803,0.0972943167511557,-0.06320741502515781,-0.014361176141680152,0.46067579851064616,-0.2929970995879717,-0.06981478475368078,0.42696625541337413,0.0064697278043322915,0.15415029385313156,1.3281178045148259,0.16613142057387112,0.10433364197332601
2020-01-06,11:00,11:00-11:30,3232.110107421875,3232.77001953125,0.659912109375,0.00020417377114091744,5.0,0.0032785521280582967,-0.027201951441406025,-0.01795089715481457,-0.01594097292125274,0.4212697000230037,0.21879858874126512,0.6241273158430161,6.199999928474426,-0.0028953060261133865,-0.0025711246943796624,0.06794672659402133,0.03529009536538862,0.10066569726503029,0.5446371659895796,-0.19212891884274508,0.011287016156710074,-0.008064532565276845,-0.03831357022727546,0.8115630107588916,0.0,0.46257848080839864,0.32548169307626906
